KO number	hsa Khan Chimpanzee RNA	hsa Khan Human RNA	hsa Khan Chimpanzee Protein	hsa Khan Human Protein
K07610	NaN	NaN	NaN	NaN
K07607	NaN	NaN	NaN	NaN
K07606	180.476	82.6593	34038837	3161574.2
K04572	NaN	NaN	NaN	NaN
K04573	NaN	NaN	NaN	NaN
K04574	NaN	NaN	NaN	NaN
K12641	96.9156	32.0096	16932059	7894917.1
K07611	97.4321	89.443	14685580	14763337
K10380	NaN	NaN	NaN	NaN
K10381	NaN	NaN	NaN	NaN
K10382	2.61174	5.16007	139522.23	95673.343
K10388	22.3508	8.50376	438364.31	197316.11
K10392	37.80871	18.26271	124486.2	112711.25
K10394	13.51491	8.611356	193203.17	279215.69
K10395	12.33388	9.12116	105821.84	275874.23
K10396	45.6025	25.5864	772277.6	819719.67
K10398	27.3377	16.7313	167888.2	114092.32
K10400	9.24921	8.8524	136435.7	99674.276
K10407	NaN	NaN	NaN	NaN
K10418	0.476443	0.802644	3966184.5	4326282.5
K10421	6.96726	3.44253	149052.24	177595.8
K04648	10.3407	11.1101	1169914.1	1197894.8
K10424	25.5407	14.4617	1958367.6	2362520.2
K10425	6.29603	6.76305	513605.99	981572.66
K10426	23.5184	9.90471	300887.43	313437.08
K10427	NaN	NaN	NaN	NaN
K10428	9.7378	11.6025	502218.8	121421.91
K10429	15.2887	12.0328	335024.23	412048.54
K10431	14.6649	7.39455	2285357.3	2349822.2
K10436	33.5144	23.397	3987616.2	3467133.7
K10108	NaN	NaN	NaN	NaN
K10439	NaN	NaN	NaN	NaN
K10540	NaN	NaN	NaN	NaN
K12368	NaN	NaN	NaN	NaN
K02424	NaN	NaN	NaN	NaN
K02219	NaN	NaN	NaN	NaN
K02089	40.9066	57.397	110172.61	130086.39
K02091	11.385	4.30696	641855	839735.28
K06622	NaN	NaN	NaN	NaN
K06624	NaN	NaN	NaN	NaN
K06630	603.06979	420.90808	49823533	49781194
K06644	NaN	NaN	NaN	NaN
K08139	NaN	NaN	NaN	NaN
K01768	NaN	NaN	NaN	NaN
K08836	9.78062	7.34721	131576.58	152322.99
K02373	NaN	NaN	NaN	NaN
K03171	NaN	NaN	NaN	NaN
K04726	33.4751	20.8307	2107478.8	2487995.5
K08738	12.39	14.8998	5998824.7	7011681
K02084	10.5664	3.46848	49033.289	20791.338
K02310	11.958	14.6048	232278.83	420741.62
K04727	31.2438	21.8223	4203374.1	3293238.1
K01173	NaN	NaN	NaN	NaN
K02861	NaN	NaN	NaN	NaN
K04729	17.581	28.4445	174393.17	364395.81
K04733	9.56123	5.79795	433674.98	293893.8
K04739	21.83457	6.126558	3727906.6	2796536.6
K10134	NaN	NaN	NaN	NaN
K10139	NaN	NaN	NaN	NaN
K05699	59.5537	31.248	5491850.8	5927405.7
K13709	NaN	NaN	NaN	NaN
K06271	55.72316	39.536573	3304754.8	3174165.4
K06272	20.6763	17.2189	2199827.1	1075998.9
K06273	32.1005	23.7869	899157.08	726834.66
K06274	NaN	NaN	NaN	NaN
K06275	12.584	21.3081	803861.5	484072.11
K06277	55.2177	29.0005	77460.832	84220.639
K06082	NaN	NaN	NaN	NaN
K06083	NaN	NaN	NaN	NaN
K05702	7.3495	4.82098	218702.63	478131.12
K06086	NaN	NaN	NaN	NaN
K05701	NaN	NaN	NaN	NaN
K05690	NaN	NaN	NaN	NaN
K05691	NaN	NaN	NaN	NaN
K05696	24.2914	26.208	1068686.3	2322934.7
K05705	NaN	NaN	NaN	NaN
K06091	NaN	NaN	NaN	NaN
K06092	3.05315	1.46095	73115.075	61359.506
K06094	NaN	NaN	NaN	NaN
K06068	19.4198	47.3975	1141607.2	1175516.8
K06095	NaN	NaN	NaN	NaN
K06096	73.3116	85.5421	2749631.9	3522403.4
K06097	NaN	NaN	NaN	NaN
K06098	26.4873	19.1859	397044.86	107608.94
K06102	NaN	NaN	NaN	NaN
K06103	NaN	NaN	NaN	NaN
K06106	62.1324	66.419	4980879	8725035
K06107	12.36332	11.96045	588959.97	1250187.1
K06110	39.4715	21.2216	132721.23	60912.302
K06111	13.9231	12.0127	132941.45	214059.21
K05631	NaN	NaN	NaN	NaN
K05629	NaN	NaN	NaN	NaN
K06112	NaN	NaN	NaN	NaN
K07372	NaN	NaN	NaN	NaN
K12318	NaN	NaN	NaN	NaN
K12319	NaN	NaN	NaN	NaN
K07376	NaN	NaN	NaN	NaN
K05641	NaN	NaN	NaN	NaN
K05643	NaN	NaN	NaN	NaN
K05649	NaN	NaN	NaN	NaN
K05650	NaN	NaN	NaN	NaN
K05655	5.39203	4.76803	8408.3654	149083.28
K05657	1.51551	1.54031	58940.584	98936.347
K05659	NaN	NaN	NaN	NaN
K05662	16.7616	11.4249	204119.57	310681.14
K05664	NaN	NaN	NaN	NaN
K05665	17.5391	8.23776	4975.3232	9038.1887
K05666	NaN	NaN	NaN	NaN
K05667	NaN	NaN	NaN	NaN
K05669	NaN	NaN	NaN	NaN
K05673	3.27047	6.39284	55152.163	68197.058
K05679	NaN	NaN	NaN	NaN
K02471	NaN	NaN	NaN	NaN
K02012	NaN	NaN	NaN	NaN
K11069	NaN	NaN	NaN	NaN
K11072	NaN	NaN	NaN	NaN
K05847	NaN	NaN	NaN	NaN
K02044	NaN	NaN	NaN	NaN
K02041	NaN	NaN	NaN	NaN
K10010	NaN	NaN	NaN	NaN
K01999	NaN	NaN	NaN	NaN
K11955	NaN	NaN	NaN	NaN
K11961	NaN	NaN	NaN	NaN
K02071	NaN	NaN	NaN	NaN
K02008	NaN	NaN	NaN	NaN
K09687	NaN	NaN	NaN	NaN
K06861	NaN	NaN	NaN	NaN
K07299	40.9765	22.556	22129.135	77405.546
K07593	NaN	NaN	NaN	NaN
K07191	NaN	NaN	NaN	NaN
K08179	19.0804	20.8545	61896.305	33200.834
K08180	42.6456	28.1532	9513.1415	53648.573
K08187	NaN	NaN	NaN	NaN
K12302	NaN	NaN	NaN	NaN
K08198	NaN	NaN	NaN	NaN
K08171	NaN	NaN	NaN	NaN
K03372	NaN	NaN	NaN	NaN
K08483	NaN	NaN	NaN	NaN
K02777	NaN	NaN	NaN	NaN
K02798	NaN	NaN	NaN	NaN
K02822	NaN	NaN	NaN	NaN
K01493	47.6645	51.0095	760163.05	934402.9
K00844	45.30548	32.92665	2224397.4	2608761
K01084	NaN	NaN	NaN	NaN
K01596	24.3279	39.1875	825424.98	1840862.8
K00101	NaN	NaN	NaN	NaN
K01512	7.58658	10.5939	298048.68	378972.83
K01759	90.2393	67.9664	3510573.8	3475224.9
K01069	NaN	NaN	NaN	NaN
K03778	NaN	NaN	NaN	NaN
K00656	NaN	NaN	NaN	NaN
K12407	NaN	NaN	NaN	NaN
K00845	NaN	NaN	NaN	NaN
K01810	127.237	76.426	26771473	32253678
K00850	122.1711	108.0441	10561401	12783664
K03841	NaN	NaN	NaN	NaN
K04041	NaN	NaN	NaN	NaN
K01623	276.903	332.947	26712036	42070962
K01624	NaN	NaN	NaN	NaN
K01803	163.122	60.2354	8406920	13758298
K00134	1639.29	2865.85	1.7015213e+08	1.9339337e+08
K00927	323.218	293.034	39229922	50955524
K01834	107.515	3.81694	3068973.7	12685764
K00873	47.9878	46.798	39424563	64709231
K12406	NaN	NaN	NaN	NaN
K00161	19.255	24.1033	1172672.3	781328.03
K00162	23.3397	17.3625	5992489.6	5174750.4
K00627	23.4698	15.9695	2385244.4	2615076
K00382	31.5272	29.2531	4280080.2	6142089.6
K13997	18.7868	16.4206	202015.51	282504.33
K00016	591.094	479.44	66326891	78879163
K01568	NaN	NaN	NaN	NaN
K13951	NaN	NaN	NaN	NaN
K13980	NaN	NaN	NaN	NaN
K00121	19.1571	17.071	1183903.1	1774601.2
K04072	NaN	NaN	NaN	NaN
K13953	NaN	NaN	NaN	NaN
K00001	NaN	NaN	NaN	NaN
K00002	NaN	NaN	NaN	NaN
K00128	6.444574	28.39201	3579784.8	1506587
K14085	2.51086	2.22847	614264.66	382225.67
K00149	27.2779	24.878	2267815.9	3452879.4
K00129	NaN	NaN	NaN	NaN
K01895	2.47163	9.52975	123354.39	308985.77
K01785	NaN	NaN	NaN	NaN
K01835	51.2905	33.5355	3913218.1	5256370.9
K08074	20.7305	36.6969	237251.4	367029.97
K01792	NaN	NaN	NaN	NaN
K01837	22.7483	13.1181	162955.23	87729.248
K01610	NaN	NaN	NaN	NaN
K01648	53.7058	34.0691	5117427.2	6699194.5
K02437	NaN	NaN	NaN	NaN
K00029	8.97803	5.02979	1220671.4	462380.95
K00027	48.3344	30.6777	2092549.2	3693164.8
K01647	27.2002	12.9446	9158216.5	7403417.5
K01681	34.4435	20.62211	3682096.4	5280306.3
K01682	NaN	NaN	NaN	NaN
K00030	72.5198	72.98	6397564.2	11991611
K00164	27.0399	21.5786	982903.23	1071727.7
K00658	8.04752	5.00431	6567548.6	9056458.6
K00174	NaN	NaN	NaN	NaN
K00175	NaN	NaN	NaN	NaN
K01902	NaN	NaN	NaN	NaN
K01903	NaN	NaN	NaN	NaN
K01899	32.9919	29.7395	3168127.6	2324056.6
K01900	17.43894	11.47884	4797395.1	4799041.6
K00234	NaN	NaN	NaN	NaN
K00235	35.1265	29.4824	1152267.7	1666243
K00236	NaN	NaN	NaN	NaN
K01679	61.8739	50.2413	5851196.9	8310768.3
K00025	55.477	62.3615	4476753.1	4826713.2
K00026	106.408	83.0006	19190217	19132876
K01958	NaN	NaN	NaN	NaN
K01637	NaN	NaN	NaN	NaN
K01965	3.17098	2.89601	55907.681	715781.51
K01966	16.1028	17.4105	106378.98	195207.64
K05606	7.93698	13.0719	26520.426	75172.757
K01847	13.8415	9.55181	443697.38	554199.4
K00049	NaN	NaN	NaN	NaN
K01091	11.2449	8.51453	209398.1	572422.96
K00015	16.1017	18.7653	4525309	4612518.1
K01569	NaN	NaN	NaN	NaN
K00123	NaN	NaN	NaN	NaN
K01432	NaN	NaN	NaN	NaN
K01455	NaN	NaN	NaN	NaN
hsa_P29401-2	NaN	NaN	NaN	NaN
K01053	NaN	NaN	NaN	NaN
K00036	19.4776	10.6776	2445250.9	2285628.1
K01057	23.8182	40.6125	1698599.7	3572141.6
K13937	7.24245	3.51652	257673.01	386653.5
K00033	0.303661	8.53323	7512334.7	5831939.5
K01783	NaN	NaN	NaN	NaN
K00615	96.5305	93.9663	5615508.4	5062474.4
K00616	80.0557	77.1796	10872282	12711863
K01807	20.1478	22.1154	873785.31	916146.65
K01619	32.0418	15.6771	649981.81	668288.03
K00852	NaN	NaN	NaN	NaN
K00948	62.3371	47.7632	1418157	1999428.7
K00115	NaN	NaN	NaN	NaN
K00851	NaN	NaN	NaN	NaN
K15759	NaN	NaN	NaN	NaN
K00911	NaN	NaN	NaN	NaN
K00746	NaN	NaN	NaN	NaN
K03374	NaN	NaN	NaN	NaN
K03376	NaN	NaN	NaN	NaN
K14634	NaN	NaN	NaN	NaN
K01839	NaN	NaN	NaN	NaN
K01858	NaN	NaN	NaN	NaN
K03103	6.72758	9.35498	14016.776	27881.723
K00469	NaN	NaN	NaN	NaN
K00140	5.18939	3.22406	812099.64	1183960.2
K01051	NaN	NaN	NaN	NaN
K01728	NaN	NaN	NaN	NaN
K01184	NaN	NaN	NaN	NaN
K01213	NaN	NaN	NaN	NaN
K00699	NaN	NaN	NaN	NaN
K00012	12.3229	11.8431	634092.53	1518350.9
K00963	17.208	17.3304	2180305.1	3422878.4
K13247	NaN	NaN	NaN	NaN
K08093	NaN	NaN	NaN	NaN
K08094	NaN	NaN	NaN	NaN
K00854	NaN	NaN	NaN	NaN
K01805	NaN	NaN	NaN	NaN
K00011	17.9836	10.7563	4119899.4	3027569.4
K03331	14.2811	23.2917	330604.5	679890.28
K00078	NaN	NaN	NaN	NaN
K05352	NaN	NaN	NaN	NaN
K00847	NaN	NaN	NaN	NaN
K01809	41.6834	19.0706	1863872	721434.43
K01840	25.5347	13.9879	4532831.5	1686793.2
K00966	9.822722	6.686664	3923841.7	2296985.7
K01711	4.55789	8.89979	143892.04	245089.34
K02377	12.1777	9.5458	767763.35	892156.36
K05305	NaN	NaN	NaN	NaN
K00895	NaN	NaN	NaN	NaN
K01103	NaN	NaN	NaN	NaN
K00900	NaN	NaN	NaN	NaN
K01112	37.51072	32.96465	3798827.2	1270678
K00009	NaN	NaN	NaN	NaN
K00100	NaN	NaN	NaN	NaN
K00846	NaN	NaN	NaN	NaN
K00008	12.8095	4.99729	2833364.9	733812.52
K00754	NaN	NaN	NaN	NaN
K00849	19.104	10.2444	1168161.7	885848.75
K01784	11.9838	6.85102	489710.95	477378.04
K01190	NaN	NaN	NaN	NaN
K07966	NaN	NaN	NaN	NaN
K00965	NaN	NaN	NaN	NaN
K06617	NaN	NaN	NaN	NaN
K07407	NaN	NaN	NaN	NaN
K01193	NaN	NaN	NaN	NaN
K06611	NaN	NaN	NaN	NaN
K12047	NaN	NaN	NaN	NaN
K01187	NaN	NaN	NaN	NaN
K12317	NaN	NaN	NaN	NaN
K00103	NaN	NaN	NaN	NaN
K00064	NaN	NaN	NaN	NaN
K08232	NaN	NaN	NaN	NaN
K00423	NaN	NaN	NaN	NaN
K00696	NaN	NaN	NaN	NaN
K00695	NaN	NaN	NaN	NaN
K01203	NaN	NaN	NaN	NaN
K01188	NaN	NaN	NaN	NaN
K05349	NaN	NaN	NaN	NaN
K01087	NaN	NaN	NaN	NaN
K01194	NaN	NaN	NaN	NaN
K08678	NaN	NaN	NaN	NaN
K11809	NaN	NaN	NaN	NaN
K00700	11.4495	29.0519	948059.21	2513975.6
K00688	11.9791	5.84392	694949.44	490179.21
K00693	23.4049	12.1464	569631.38	433565.31
K01176	NaN	NaN	NaN	NaN
K01177	NaN	NaN	NaN	NaN
K01196	8.35872	7.64034	340766.43	418118.63
K01179	NaN	NaN	NaN	NaN
K00925	NaN	NaN	NaN	NaN
K00625	NaN	NaN	NaN	NaN
K01962	NaN	NaN	NaN	NaN
K02160	NaN	NaN	NaN	NaN
K01961	NaN	NaN	NaN	NaN
K01963	NaN	NaN	NaN	NaN
K11262	6.35137	4.48448	75123.491	92987.136
K01067	NaN	NaN	NaN	NaN
K00158	NaN	NaN	NaN	NaN
K00028	NaN	NaN	NaN	NaN
K00051	NaN	NaN	NaN	NaN
K00116	NaN	NaN	NaN	NaN
K01007	NaN	NaN	NaN	NaN
K01649	NaN	NaN	NaN	NaN
K00074	NaN	NaN	NaN	NaN
K00022	18.4067	29.0127	5165206.3	7493911.7
K07515	23.3751	31.1087	10180003	10574058
K07511	NaN	NaN	NaN	NaN
K00248	3.594	5.62073	347761.95	534015.12
K01896	NaN	NaN	NaN	NaN
K00109	3.77811	3.11864	67932.054	340670.46
K00135	NaN	NaN	NaN	NaN
K00139	NaN	NaN	NaN	NaN
K00823	NaN	NaN	NaN	NaN
K13524	NaN	NaN	NaN	NaN
K01580	NaN	NaN	NaN	NaN
K01641	44.4621	46.122	421843.74	408478.64
K01027	14.8874	12.2646	1971450.9	3186384.9
K01907	7.37367	3.36601	750598.51	947707.69
K00019	17.96403	15.1677	1426169.2	1368555.1
K01652	NaN	NaN	NaN	NaN
K01653	NaN	NaN	NaN	NaN
K03366	NaN	NaN	NaN	NaN
K01703	NaN	NaN	NaN	NaN
K01704	NaN	NaN	NaN	NaN
K00102	NaN	NaN	NaN	NaN
K00287	NaN	NaN	NaN	NaN
K01938	NaN	NaN	NaN	NaN
K13402	23.1805	14.8113	483195.6	670952.23
K00288	28.1957	23.8419	4336484.8	5329891
K01491	NaN	NaN	NaN	NaN
K13403	157.517	114.967	2447114.9	1634623.3
K00295	NaN	NaN	NaN	NaN
K00600	43.63106	57.34071	6232911.8	8019577.3
K11787	17.941	16.9532	1080724.1	1703956.1
K00601	NaN	NaN	NaN	NaN
K11175	NaN	NaN	NaN	NaN
K00602	36.2396	39.2219	7788965.7	7514777.9
K13990	NaN	NaN	NaN	NaN
K00605	NaN	NaN	NaN	NaN
K00548	17.4719	4.98706	71175.964	77014.648
K00560	146.119	137.125	537224.63	763836.31
K00289	NaN	NaN	NaN	NaN
K01934	NaN	NaN	NaN	NaN
K01908	NaN	NaN	NaN	NaN
K00249	10.939	58.626	1317788.2	8470482.9
K00224	NaN	NaN	NaN	NaN
K05605	5.88304	15.0915	392327.9	1880249.7
K01505	NaN	NaN	NaN	NaN
K01183	NaN	NaN	NaN	NaN
K00884	9.37955	10.4412	1067541.7	4145567.8
K01836	12.883	4.78936	885377.53	321266.27
K00972	12.7442	8.6366	66969.408	35217.257
K04042	NaN	NaN	NaN	NaN
K01791	NaN	NaN	NaN	NaN
K12409	9.43277	5.79707	71207.357	58504.596
K01787	1.16644	2.51141	70538.126	26788.176
K05304	19.5957	18.5265	1355181.8	1433405.1
K01097	NaN	NaN	NaN	NaN
K01639	NaN	NaN	NaN	NaN
K00983	24.8626	29.7511	338685.4	308835.51
K00326	44.14254	31.8877	2777241.8	3953894.9
K02472	NaN	NaN	NaN	NaN
K03431	NaN	NaN	NaN	NaN
K01443	NaN	NaN	NaN	NaN
K00621	9.9091	5.73773	479008.64	238979.88
K02564	18.45462	15.19852	686773.69	1232480
K12446	NaN	NaN	NaN	NaN
K01209	NaN	NaN	NaN	NaN
K12448	NaN	NaN	NaN	NaN
K06118	NaN	NaN	NaN	NaN
K00329	NaN	NaN	NaN	NaN
K05584	NaN	NaN	NaN	NaN
K05585	NaN	NaN	NaN	NaN
K05586	NaN	NaN	NaN	NaN
K03878	NaN	NaN	NaN	NaN
K03934	41.8246	21.2002	2248036.4	2273251.6
K03935	26.5818	21.6376	1840942.8	1432638.6
K03936	22.4513	20.7228	1344979.4	1676062.7
K03937	62.3094	46.4084	557557.58	561407.91
K03938	NaN	NaN	NaN	NaN
K03939	NaN	NaN	NaN	NaN
K03940	20.8609	19.6185	1087488.4	1445343.2
K03941	24.2934	15.977	309938.38	760734.55
K03942	61.9476	47.2655	1247659.7	1113910.2
K03943	16.6776	43.5664	676546.26	848563.54
K03944	17.9188	14.5139	240773.15	361954.38
K03945	NaN	NaN	NaN	NaN
K03946	32.9129	35.728	1020853.6	1672935.7
K03947	NaN	NaN	NaN	NaN
K03948	10.475	22.5279	3049280.3	3674497.6
K03949	2.57984	7.29239	1169093.6	1170253.8
K03950	27.3674	41.7313	1080838.4	915973.87
K03951	NaN	NaN	NaN	NaN
K03952	51.2338	42.1697	435675.27	807944.94
K03953	9.2366	7.36867	990760.3	1597355.6
K03954	31.1375	21.7698	523199.85	895499.75
K03955	46.3935	51.657	452479.19	880385.82
K03956	NaN	NaN	NaN	NaN
K11352	55.0404	79.5554	361767.19	886982.68
K11353	NaN	NaN	NaN	NaN
K03957	NaN	NaN	NaN	NaN
K03958	NaN	NaN	NaN	NaN
K03959	NaN	NaN	NaN	NaN
K03960	NaN	NaN	NaN	NaN
K03961	NaN	NaN	NaN	NaN
K03962	NaN	NaN	NaN	NaN
K03963	NaN	NaN	NaN	NaN
K03964	NaN	NaN	NaN	NaN
K03965	39.8029	42.7617	668048.21	992804.02
K03966	53.8496	79.113	780617.91	1582047.6
K11351	NaN	NaN	NaN	NaN
K03967	NaN	NaN	NaN	NaN
K03968	NaN	NaN	NaN	NaN
K03885	NaN	NaN	NaN	NaN
K00411	NaN	NaN	NaN	NaN
K00412	NaN	NaN	NaN	NaN
K00413	42.2457	38.8349	444664.16	866299.18
K00414	54.8906	39.9885	6067500.6	5803291.2
K00415	139.773	115.709	6156405.1	5917405.6
K00416	NaN	NaN	NaN	NaN
K00417	24.055	20.9333	2940013.9	3974970.5
K00418	NaN	NaN	NaN	NaN
K00419	NaN	NaN	NaN	NaN
K00420	NaN	NaN	NaN	NaN
K02262	NaN	NaN	NaN	NaN
K02261	NaN	NaN	NaN	NaN
K02263	92.87	79.9574	11726542	9011210.2
K02264	NaN	NaN	NaN	NaN
K02265	NaN	NaN	NaN	NaN
K02266	NaN	NaN	NaN	NaN
K02267	165.677	241.104	3621452.3	3848930.2
K02268	48.3138	57.5743	23695707	24705459
K02269	NaN	NaN	NaN	NaN
K02270	37.2427	29.1257	854751.16	627914.38
K02271	NaN	NaN	NaN	NaN
K02272	NaN	NaN	NaN	NaN
K02258	NaN	NaN	NaN	NaN
K02260	NaN	NaN	NaN	NaN
K02114	NaN	NaN	NaN	NaN
K02112	NaN	NaN	NaN	NaN
K02115	NaN	NaN	NaN	NaN
K02111	NaN	NaN	NaN	NaN
K02113	NaN	NaN	NaN	NaN
K02109	NaN	NaN	NaN	NaN
K02135	NaN	NaN	NaN	NaN
K02134	71.2229	65.6976	1609750.7	2680924.7
K02133	343.63	291.137	68210068	60343069
K02136	54.0936	67.823	11470619	10870637
K02132	155.392	135.158	16977779	21041981
K02137	22.9641	19.2625	14613516	12985320
K02128	NaN	NaN	NaN	NaN
K02126	NaN	NaN	NaN	NaN
K02127	NaN	NaN	NaN	NaN
K02129	99.1403	164.888	4474229	8521207.1
K02131	NaN	NaN	NaN	NaN
K02130	17.6838	22.3966	371820.4	198212.1
K02138	1.15841	2.44757	6861932	6001160.2
K02140	76.2099	76.7338	2733276	1092824.8
K01535	NaN	NaN	NaN	NaN
K01542	NaN	NaN	NaN	NaN
K01543	NaN	NaN	NaN	NaN
K01507	47.2473	29.9032	6466817.4	7918633.3
K11725	NaN	NaN	NaN	NaN
K02717	NaN	NaN	NaN	NaN
K08901	NaN	NaN	NaN	NaN
K08902	NaN	NaN	NaN	NaN
K02639	NaN	NaN	NaN	NaN
K02641	NaN	NaN	NaN	NaN
K08906	NaN	NaN	NaN	NaN
K08908	NaN	NaN	NaN	NaN
K08915	NaN	NaN	NaN	NaN
K14172	NaN	NaN	NaN	NaN
K01602	NaN	NaN	NaN	NaN
K00855	NaN	NaN	NaN	NaN
K00814	NaN	NaN	NaN	NaN
K03737	NaN	NaN	NaN	NaN
K00430	NaN	NaN	NaN	NaN
K03782	NaN	NaN	NaN	NaN
K11188	NaN	NaN	NaN	NaN
K01070	45.2338	54.5522	1669830.9	2621157.4
K00863	5.22643	2.59802	1832832.1	1536492.4
K00317	NaN	NaN	NaN	NaN
K00485	NaN	NaN	NaN	NaN
K00441	NaN	NaN	NaN	NaN
K05979	NaN	NaN	NaN	NaN
K00058	10.7267	15.4904	1208843.8	1571042.7
K00831	12.783	16.4056	543222.31	1180395.1
K01079	7.92512	6.09192	433278.1	341281.35
K17728	NaN	NaN	NaN	NaN
K15717	NaN	NaN	NaN	NaN
K14676	NaN	NaN	NaN	NaN
K15728	NaN	NaN	NaN	NaN
K15730	NaN	NaN	NaN	NaN
K14459	NaN	NaN	NaN	NaN
K00490	NaN	NaN	NaN	NaN
K04710	NaN	NaN	NaN	NaN
K16817	NaN	NaN	NaN	NaN
K16816	NaN	NaN	NaN	NaN
K16860	NaN	NaN	NaN	NaN
K00645	NaN	NaN	NaN	NaN
K00665	27.5566	20.3042	1211448.4	1921270.6
K09458	14.5758	8.40127	157018.2	112617.57
K00648	NaN	NaN	NaN	NaN
K00059	NaN	NaN	NaN	NaN
K02372	NaN	NaN	NaN	NaN
K00208	NaN	NaN	NaN	NaN
K10782	NaN	NaN	NaN	NaN
K03921	NaN	NaN	NaN	NaN
K07508	36.009	22.7903	2881557.9	2440109.4
K07509	18.8742	15.6281	8900010.1	10079162
K07512	5.82958	4.8183	152588.67	335291.75
K00255	NaN	NaN	NaN	NaN
K09478	33.3138	7.00115	1240088	839528.06
K09479	75.4052	69.5718	1979557.4	3540506.9
K00252	17.7387	13.534	1777978.2	1931492.3
K15013	NaN	NaN	NaN	NaN
K08765	5.13681	3.80727	23176.719	138593.76
K08766	12.2701	10.2491	659839.42	1138793
K13238	12.0266	32.1883	373809.64	1990226.3
K00801	NaN	NaN	NaN	NaN
K00511	NaN	NaN	NaN	NaN
K01852	18.4621	11.533	501264.39	555472.81
K05917	NaN	NaN	NaN	NaN
K07748	15.2765	12.0861	610451.68	587425.62
K13373	NaN	NaN	NaN	NaN
K01824	5.39148	2.90277	20000.202	188435.69
K09828	34.1911	36.3096	630824.19	1275551.6
K00213	34.4355	18.6241	262418.04	217002.8
