Numerator	Denominator	hsa Khan Chimpanzee RNA	hsa Khan Human RNA	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Khan Chimpanzee RNA	hsa Khan Human RNA	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Khan Chimpanzee RNA	hsa Khan Human RNA	hsa Khan Chimpanzee Protein	hsa Khan Human Protein
Genetic Information Processing	-Endocrine System	35.02	49.68	63.17	45.69	64.35	87.63	20.71	21.84	24.87	33.31	47.04	66.89
-Transcription	-Endocrine System	4.349	5.606	7.529	5.008	6.504	9.219	1.885	2.75	2.926	3.326	5.312	6.569
-Translation	-Endocrine System	16.62	23.09	29.8	26.37	36.53	50.31	7.165	8.061	8.386	12.27	18.06	23.16
-Folding, Sorting and Degradation	-Endocrine System	10.02	14.93	18.35	9.931	15.16	19.59	8.079	8.926	10.74	12.82	17.51	28.91
-DNA Maintenance	-Endocrine System	4.03	5.894	7.495	4.388	6.356	8.513	2.548	2.848	3.249	4.513	6.347	7.686
-RNA Family	-Endocrine System	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Endocrine System	7.768	11.27	13.89	7.677	11.77	13.42	1.462	1.667	1.962	2.443	3.407	4.534
-Signal Transduction	-Endocrine System	0.9705	1.71	2.159	1.11	1.674	2.324	0.2677	0.3945	0.4726	0.6387	0.9757	1.285
-Signaling Molecules and Interaction	-Endocrine System	6.214	9.288	12.18	6.076	9.651	11.9	1.123	1.282	1.508	1.695	2.494	3.376
Cellular Processes	-Endocrine System	10.1	13.44	17.48	11.11	14.77	20.42	4.422	5.776	6.816	7.703	10.63	14.97
-Hemoglobin	-Endocrine System	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Endocrine System	3.622	5.247	5.839	4.484	6.55	7.56	0.8811	1.259	1.412	1.86	3.152	3.947
-Cytoskeleton	-Endocrine System	3.998	5.592	9.244	4.112	5.555	10.16	1.88	3.478	4.107	2.864	5.64	8.134
-Cell Motility	-Endocrine System	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Endocrine System	0.7177	1.513	2.246	0.7196	1.405	2.122	0.311	0.9474	1.277	0.4865	1.754	2.999
-Cell Communication	-Endocrine System	0.6669	0.7671	1.178	0.6536	0.7742	1.176	0.2405	0.32	0.4382	0.4949	0.6672	0.9943
Metabolism	-Endocrine System	22.63	27.27	37.65	25.93	30.73	41.43	14.74	17.21	18.73	30.26	43.39	45.36
-Membrane Transport	-Endocrine System	0.2609	0.6045	1.278	0.272	0.6268	1.231	0.08532	0.157	0.2296	0.1247	0.3008	0.5742
-Central Carbon Metabolism	-Endocrine System	2.273	3.452	5.596	2.133	3.291	5.357	1.637	3.172	3.604	4.574	7.994	9.955
-Energy Metabolism	-Endocrine System	0.6767	1.839	2.778	0.7215	1.841	3.193	0.4951	1.073	2.527	1.023	3.352	5.595
-Biosynthesis	-Endocrine System	5.401	6.64	8.103	5.577	6.983	9.641	2.754	3.153	4.17	4.961	7.292	9.885
-Other Enzymes	-Endocrine System	12.1	14.97	21.9	14.42	15.32	24.14	5.422	8.96	11.04	11.13	21.58	29.8
Organismal Systems	-Endocrine System	8.175	10.97	14.09	9.421	12.29	16.88	2.843	3.416	4.575	4.201	5.861	9.276
-Immune System	-Endocrine System	4.341	6.136	9.452	5.68	8.235	11.47	0.9807	1.136	1.392	1.653	2.262	3.144
-Endocrine System	-Endocrine System	1	1	1	1	1	1	1	1	1	1	1	1
-Circulatory System	-Endocrine System	0.09729	0.2404	0.5833	0.06796	0.2101	0.9139	0.1401	0.2107	0.5963	0.2528	0.3839	1.211
-Digestive System	-Endocrine System	0.3233	0.4885	0.8778	0.2743	0.4318	0.7489	0.0326	0.07003	0.1818	0.06593	0.1071	0.3941
-Excretory System	-Endocrine System	0.3387	0.8857	1.521	0.3705	0.8965	1.574	0.09452	0.4473	0.5805	0.1944	0.7532	1.389
-Nervous System	-Endocrine System	0.2063	1.14	1.348	0.194	0.9843	1.44	0.04626	0.3468	0.9047	0.1143	0.7604	2.244
-Sensory System	-Endocrine System	0	0	0.01754	0	0	0.01874	0	0	0.02882	0	0	0.02648
-Development	-Endocrine System	0.3299	0.4027	0.6945	0.3422	0.3849	0.5805	0.04218	0.06121	0.1064	0.08198	0.1147	0.1656
-Environmental Adaptation	-Endocrine System	0	0.0821	0.2033	0	0.1189	0.2871	0	0.02967	0.1559	0	0.06872	0.3085
Human Diseases	-Endocrine System	5.273	11.54	16.61	5.884	15.6	24.05	3.53	5.435	7.975	5.931	12.75	18.22
-Cancers	-Endocrine System	1.079	1.607	2.461	0.9938	1.454	2.227	0.345	0.393	0.6284	0.5388	0.9019	1.392
-Immune System Diseases	-Endocrine System	0.1747	0.3713	0.5789	0.19	0.3589	0.6121	0.1477	0.1967	0.3004	0.2614	0.4065	0.7818
-Neurodegenerative Diseases	-Endocrine System	1.903	3.792	6.72	1.941	4.291	9.619	1.569	2.525	4.968	2.761	5.618	10.16
-Cardiovascular Diseases	-Endocrine System	0.1837	0.2514	0.5004	0.1032	0.1396	0.3492	0.2303	0.2718	0.4001	0.184	0.2945	0.6681
-Metabolic Diseases	-Endocrine System	0	0.05641	0.2174	0	0.06799	0.2225	0	0.001044	0.5336	0	0.001883	1.84
-Infectious Diseases	-Endocrine System	1.933	5.43	7.484	2.412	7.102	10.52	1.11	1.516	2.672	2.124	3.949	5.074
Not Mapped	-Endocrine System	34.18	48.67	62.06	38.51	53.85	73.98	13.49	14.92	15.89	22.02	31.93	41.4
-Not Mapped	-Endocrine System	34.18	48.67	62.06	38.51	53.85	73.98	13.49	14.92	15.89	22.02	31.93	41.4
TOTAL	-Circulatory System	228.6	615.6	1351	245.2	826.1	2093	104.4	300.9	431.4	112.7	366	493.9
MAPPED	-Circulatory System	165.1	444.7	976.3	179.7	605.5	1534	82.69	238.4	341.8	89.72	291.4	393.2
Genetic Information Processing	-Circulatory System	67.5	177.6	383.5	79.64	264.5	663.4	34.46	92.29	139.7	37.44	112.9	160.9
-Transcription	-Circulatory System	8.244	20.48	46.9	8.293	27.33	68.6	3.578	9.943	13.63	3.603	11.41	14.19
-Translation	-Circulatory System	30.87	82.55	179.2	44.9	150.2	378.1	11.59	33.16	47.57	12.95	41.58	56.55
-Folding, Sorting and Degradation	-Circulatory System	21.02	54.78	110.4	19.18	62.35	149.3	13.68	36	59.27	14.29	43.42	67.91
-DNA Maintenance	-Circulatory System	7.372	20.22	46.95	7.275	24.7	67.29	4.513	11.68	19.92	4.784	15.23	22.27
-RNA Family	-Circulatory System	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Circulatory System	9.796	42.2	110	9.405	48.69	155.7	2.15	6.871	9.728	2.2	8.277	10.74
-Signal Transduction	-Circulatory System	1.847	5.853	14.25	1.657	5.495	16.8	0.4488	1.682	2.425	0.5574	2.474	3.131
-Signaling Molecules and Interaction	-Circulatory System	7.949	36.87	94.02	7.3	39.01	135	1.639	5.223	7.808	1.534	6.059	8.213
Cellular Processes	-Circulatory System	19.04	42.8	104.5	19.18	53.28	152.3	8.985	20.99	31.79	8.785	22.24	34.76
-Hemoglobin	-Circulatory System	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Circulatory System	7.037	17.69	41.13	8.046	26.59	68.1	1.478	4.971	8.014	1.584	6.33	9.686
-Cytoskeleton	-Circulatory System	9.384	17.27	48.56	8.845	18.22	64.79	5.4	8.925	19.83	4.5	7.459	17.47
-Cell Motility	-Circulatory System	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Circulatory System	1.119	5.947	12.13	0.9887	5.776	13.79	0.7838	2.739	5.021	0.8073	2.888	5.432
-Cell Communication	-Circulatory System	1.159	3.301	7.172	0.7152	2.92	9.073	0.4033	1.184	2.125	0.4479	1.289	2.423
Metabolism	-Circulatory System	34.78	98.66	224.2	33.19	107.5	328.8	21.05	71.88	97.86	25.1	91.54	119.7
-Membrane Transport	-Circulatory System	1.026	2.221	4.004	0.8928	1.555	5.066	0.2715	0.5672	1.023	0.27	0.6126	1.268
-Central Carbon Metabolism	-Circulatory System	3.472	10.99	36.11	3.332	10.8	50.04	3.497	10.74	25.16	4.423	13.88	29.95
-Energy Metabolism	-Circulatory System	1.654	7.231	13.98	1.737	6.977	19.27	1.2	4.238	11.8	1.384	6.015	13.33
-Biosynthesis	-Circulatory System	7.702	28.21	46.9	7.701	32.61	65.05	4.6	13.52	27.05	5.167	16.81	30.38
-Other Enzymes	-Circulatory System	20.72	47.56	142.5	19.4	60.43	215.7	11.46	32	57.7	13.75	42.25	72.62
Organismal Systems	-Circulatory System	14.39	44.12	92.6	14.82	58.16	131.4	5.578	15.49	19.04	4.841	13.74	17.68
-Immune System	-Circulatory System	8.089	28.4	63.07	9.158	40.42	82.79	1.478	4.913	6.863	1.508	5.455	7.09
-Endocrine System	-Circulatory System	0.8558	3.931	8.684	0.7988	4.111	11.66	1.279	4.457	6.64	0.5533	2.437	3.388
-Circulatory System	-Circulatory System	1	1	1	1	1	1	1	1	1	1	1	1
-Digestive System	-Circulatory System	0.6051	2.469	4.034	0.5982	1.252	5.983	0.05572	0.2236	0.8586	0.05681	0.2042	1.028
-Excretory System	-Circulatory System	0.97	2.233	8.02	0.6123	2.995	10.46	0.2945	1.355	2.207	0.3063	1.327	2.552
-Nervous System	-Circulatory System	1.355	2.312	10.02	1.245	1.577	11.48	0.1541	1.612	3.844	0.2051	1.778	4.337
-Sensory System	-Circulatory System	0	0	0.1803	0	0	0.2757	0	0	0.1395	0	0	0.05138
-Development	-Circulatory System	0.5748	2.157	4.14	0.53	1.582	4.234	0.08189	0.2801	0.5151	0.07913	0.3243	0.4313
-Environmental Adaptation	-Circulatory System	0	0.1383	1.335	0	0.1461	2.241	0	0.1307	0.7181	0	0.1299	0.6687
Human Diseases	-Circulatory System	12.89	50.66	83.08	14.17	73.26	102.1	9.942	18.62	43.56	10.84	20.09	47.46
-Cancers	-Circulatory System	2.084	7.679	12.77	1.779	6.623	14.82	0.8038	1.537	3.377	0.8753	1.826	3.568
-Immune System Diseases	-Circulatory System	0.4269	1.617	4.211	0.4575	2.304	4.229	0.2476	0.7676	1.677	0.2159	0.8911	1.887
-Neurodegenerative Diseases	-Circulatory System	4.651	14.91	28.97	5.26	20.43	45.71	5.668	7.795	20.2	6.134	9.055	24.31
-Cardiovascular Diseases	-Circulatory System	0.2541	1.382	2.081	0.1248	1.069	1.662	0.3729	1.215	1.853	0.1956	0.6448	1.199
-Metabolic Diseases	-Circulatory System	0	0.2218	0.5986	0	0.2301	0.8148	0	0.005518	2.561	0	0.005832	4.484
-Infectious Diseases	-Circulatory System	4.725	20.84	40.85	5.806	25.96	57.41	1.939	6.128	12.68	2.185	7.401	13.22
Not Mapped	-Circulatory System	63.45	170.9	375.1	65.49	220.6	558.8	21.67	62.48	89.57	22.97	74.6	100.7
-Not Mapped	-Circulatory System	63.45	170.9	375.1	65.49	220.6	558.8	21.67	62.48	89.57	22.97	74.6	100.7
TOTAL	-Digestive System	198.6	298.8	444.8	212.3	409.9	686.1	260.3	917	1873	296.8	1121	1984
MAPPED	-Digestive System	143.5	215.9	321.3	155.6	300.4	502.9	206.3	726.6	1484	236.3	892.5	1579
Genetic Information Processing	-Digestive System	56.12	84.98	129	67.93	133.1	219.7	84.61	283.3	618.4	97.75	351.1	659
-Transcription	-Digestive System	6.386	10.55	13.93	6.556	13.52	22.7	9.82	35	64.22	10.43	41.91	63.43
-Translation	-Digestive System	26.47	40.33	59.7	38.53	75.05	124.7	28.53	99.34	208.1	33.84	125.1	227.9
-Folding, Sorting and Degradation	-Digestive System	16.3	24.32	38.91	16.35	32.05	51.78	36.52	112.9	265.1	42.23	138.8	283.5
-DNA Maintenance	-Digestive System	6.659	9.78	15.91	6.495	12.16	20.51	9.737	35.04	78.14	11.23	45.33	88.9
-RNA Family	-Digestive System	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Digestive System	12.34	16.58	29.73	11.72	22.08	40.44	6.477	18.42	39.33	7.058	21.74	44.81
-Signal Transduction	-Digestive System	1.282	2.37	4.605	1.062	3.46	4.815	1.607	3.822	9.754	1.996	6.3	12.12
-Signaling Molecules and Interaction	-Digestive System	10.82	14.31	24.08	10.66	19.58	35.88	4.87	13.81	29.57	5.062	14.93	32.7
Cellular Processes	-Digestive System	15.53	24.51	33.56	16.06	32.06	44.26	19.67	83.85	149.8	19.8	95.5	154.6
-Hemoglobin	-Digestive System	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Digestive System	4.896	8.79	11.63	7.149	12.65	22.09	3.82	12.58	36.11	4.605	17.9	45.77
-Cytoskeleton	-Digestive System	5.602	12.04	15.51	7.03	12.2	15.76	12.39	45.32	88.7	8.255	44.39	79.22
-Cell Motility	-Digestive System	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Digestive System	1.26	1.905	4.679	1.168	3.372	4.797	1.483	13.53	22.46	1.603	14.21	26.6
-Cell Communication	-Digestive System	0.6009	1.57	2.484	0.7153	1.793	2.333	1.127	3.434	8.871	1.427	5.063	10.36
Metabolism	-Digestive System	33.45	54.92	76.24	34.21	61.38	89.3	66.27	216.2	377.8	82.93	280.7	497.6
-Membrane Transport	-Digestive System	0.5393	0.9875	1.622	0.6462	1.292	2.145	0.4812	1.557	5.222	0.3164	1.802	5.381
-Central Carbon Metabolism	-Digestive System	3.191	5.737	8.645	3.254	5.632	18.62	9.233	43.81	110.4	11.61	63.52	144.1
-Energy Metabolism	-Digestive System	1.399	2.673	5.689	1.233	4.613	6.809	2.723	21.54	36.43	3.371	24.36	52.23
-Biosynthesis	-Digestive System	6.531	11.63	14.81	6.936	13.65	24.98	12.89	38.79	85.21	14.45	46.53	95.35
-Other Enzymes	-Digestive System	18.46	30.64	36.32	21.99	36.06	50.19	36.9	106.5	205.7	46.21	137.7	242.1
Organismal Systems	-Digestive System	11.29	19.84	27.75	12.5	26.5	44.8	14.45	47.5	101.8	13.02	54.71	90.98
-Immune System	-Digestive System	6.376	11.02	17.36	7.646	17.88	30.96	4.034	15.22	26.53	4.106	21.12	31.33
-Endocrine System	-Digestive System	0.8884	1.414	2.67	0.9568	1.949	3.415	3.401	12.3	23.59	1.461	6.381	14.84
-Circulatory System	-Digestive System	0.1108	0.3882	0.9927	0.06502	0.766	1.504	0.4766	3.089	9.207	0.4755	3.343	11.3
-Digestive System	-Digestive System	1	1	1	1	1	1	1	1	1	1	1	1
-Excretory System	-Digestive System	0.5027	1.554	2.381	0.8582	1.748	2.567	1.606	2.523	13.32	1.436	2.948	13.37
-Nervous System	-Digestive System	0.3991	1.617	2.824	0.3585	1.919	2.681	1.419	3.677	10.12	1.696	3.531	11.53
-Sensory System	-Digestive System	0	0	0.03349	0	0	0.02953	0	0	0.1492	0	0	0.1949
-Development	-Digestive System	0.4588	0.8006	1.236	0.4318	0.886	1.314	0.2082	0.7391	1.542	0.2144	0.8944	1.739
-Environmental Adaptation	-Digestive System	0	0.1172	0.5156	0	0.1587	0.6421	0	0.185	1.918	0	0.2827	1.968
Human Diseases	-Digestive System	11.94	18.47	32.45	13.21	28.84	60.48	14.82	66.87	183.1	15.71	84.25	192.3
-Cancers	-Digestive System	2.051	2.787	4.043	1.56	2.974	5.073	1.897	4.835	11.19	1.775	7.729	13.07
-Immune System Diseases	-Digestive System	0.3712	0.5578	1.272	0.4498	0.7127	1.777	0.9473	2.109	6.157	0.8666	2.44	6.774
-Neurodegenerative Diseases	-Digestive System	3.211	5.102	10.56	3.376	13.16	18.11	5.34	37.33	77.46	5.764	44.35	83.38
-Cardiovascular Diseases	-Digestive System	0.2226	0.5338	0.6032	0.1086	0.2722	0.9936	0.9325	3.223	6.906	0.5182	1.877	7.286
-Metabolic Diseases	-Digestive System	0	0.1372	0.2324	0	0.1362	0.551	0	0.02142	3.186	0	0.02528	7.967
-Infectious Diseases	-Digestive System	4.691	7.449	14.5	5.709	14.32	21.56	5.575	16.71	54.57	6.256	15.4	65.48
Not Mapped	-Digestive System	55.13	82.95	123.4	56.71	109.5	183.2	54.05	190.4	388.9	60.49	228.5	404.3
-Not Mapped	-Digestive System	55.13	82.95	123.4	56.71	109.5	183.2	54.05	190.4	388.9	60.49	228.5	404.3
TOTAL	-Excretory System	139	162.4	395.1	153.4	184.1	495.1	118	147.3	413.8	126.5	149	422.4
MAPPED	-Excretory System	100.5	117.3	285.5	112.4	134.9	362.9	93.51	116.7	327.9	100.7	118.6	336.3
Genetic Information Processing	-Excretory System	39.54	46.91	111.6	48.57	58.9	156.6	36.46	46.41	124.4	39.62	48.46	126.8
-Transcription	-Excretory System	4.396	5.721	13.31	4.677	6.089	15.75	4.633	5.933	13.96	4.73	5.526	13.79
-Translation	-Excretory System	18.76	21.67	52.66	28.48	33.41	89.9	12.79	16.38	45.91	14.12	17.19	48.7
-Folding, Sorting and Degradation	-Excretory System	11.32	14.58	32.43	10.96	14.17	35.01	14.53	19	46.46	15.66	20.2	46.66
-DNA Maintenance	-Excretory System	4.32	5.456	13.25	4.39	5.631	15.21	4.509	6.078	18.04	5.115	6.301	17.66
-RNA Family	-Excretory System	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Excretory System	6.634	10.89	24.56	6.876	11.59	23.98	2.371	3.949	8.981	2.453	3.94	8.544
-Signal Transduction	-Excretory System	1.042	1.543	3.023	0.9208	1.545	3.017	0.5937	0.8362	1.636	0.7683	1.006	1.959
-Signaling Molecules and Interaction	-Excretory System	5.091	9.567	21.53	5.349	10.11	21.27	1.777	3.155	7.457	1.685	2.934	6.724
Cellular Processes	-Excretory System	9.536	13.08	30.89	9.42	14.38	36.49	9.83	12.1	35.17	9.236	11.57	30.92
-Hemoglobin	-Excretory System	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Excretory System	3.838	4.922	9.739	4.464	6.199	13.51	1.987	2.71	5.421	2.202	3.424	7.614
-Cytoskeleton	-Excretory System	3.138	6.241	16.34	2.677	6.095	18.15	3.954	7.273	23.39	2.957	5.75	18.89
-Cell Motility	-Excretory System	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Excretory System	0.7763	1.786	3.619	0.7259	1.532	3.661	0.6282	2.021	5.395	0.6459	2.176	5.396
-Cell Communication	-Excretory System	0.6284	0.873	1.671	0.6202	0.8694	1.603	0.534	0.9796	1.379	0.6067	0.9885	1.462
Metabolism	-Excretory System	22.34	27.25	66.54	24.37	29.66	74.04	27.83	36.98	106.7	31.68	41.82	118.8
-Membrane Transport	-Excretory System	0.3894	0.5572	1.793	0.3698	0.5668	1.691	0.1908	0.3953	1.401	0.124	0.4184	1.548
-Central Carbon Metabolism	-Excretory System	2.409	3.207	7.229	2.379	2.821	7.904	3.66	7.095	18.06	4.547	8.44	22.31
-Energy Metabolism	-Excretory System	0.764	1.494	5.317	0.7965	1.843	5.771	0.9999	3.285	14.39	1.358	3.254	15.09
-Biosynthesis	-Excretory System	4.459	6.145	16.13	4.353	6.221	15.9	4.992	6.707	18.88	5.25	6.906	23.79
-Other Enzymes	-Excretory System	12.26	16	38.71	13.31	19.07	38.92	13.71	22.3	55.91	15.54	24.25	57.25
Organismal Systems	-Excretory System	7.834	10.7	22.47	7.805	12.56	28.77	6.679	7.882	18.94	5.327	6.945	15.8
-Immune System	-Excretory System	4.842	5.742	12.68	5.394	7.745	19.41	1.991	2.802	6.07	1.963	2.732	6.1
-Endocrine System	-Excretory System	0.5939	1.086	1.991	0.5865	1.104	1.802	1.583	2.02	5.695	0.6986	0.9942	2.696
-Circulatory System	-Excretory System	0.09005	0.3901	0.694	0.05638	0.3236	0.7342	0.2479	0.6491	2.006	0.2273	0.6458	1.661
-Digestive System	-Excretory System	0.4002	0.5603	1.106	0.1742	0.4763	1.086	0.06562	0.3672	0.5202	0.05855	0.2888	0.4781
-Excretory System	-Excretory System	1	1	1	1	1	1	1	1	1	1	1	1
-Nervous System	-Excretory System	0.169	1.24	2.383	0.1708	1.055	2.574	0.09312	1.393	1.975	0.09932	1.37	2.057
-Sensory System	-Excretory System	0	0	0.0169	0	0	0.0169	0	0	0.05799	0	0	0.02361
-Development	-Excretory System	0.3725	0.3989	1.069	0.2931	0.405	0.9409	0.09512	0.1276	0.4749	0.08418	0.1474	0.3325
-Environmental Adaptation	-Excretory System	0	0.08375	0.5702	0	0.06971	0.5141	0	0.07377	0.3504	0	0.08167	0.3122
Human Diseases	-Excretory System	5.954	10.36	27.61	6.495	13.74	30.66	7.612	13.74	37.35	7.512	14.39	35.38
-Cancers	-Excretory System	1.115	1.597	4.424	0.8839	1.352	3.925	0.6222	1.083	2.984	0.5709	0.9722	2.885
-Immune System Diseases	-Excretory System	0.1972	0.3805	0.8186	0.2098	0.4236	1.103	0.2753	0.5315	1.088	0.3133	0.5462	1.219
-Neurodegenerative Diseases	-Excretory System	2.148	3.749	8.435	2.412	5.238	12.45	2.778	5.537	19.25	2.756	6.373	20.03
-Cardiovascular Diseases	-Excretory System	0.1723	0.2731	0.7342	0.0916	0.1558	0.5872	0.4149	0.6077	2.436	0.2118	0.2928	1.106
-Metabolic Diseases	-Excretory System	0	0.06924	0.2335	0	0.07792	0.2147	0	0.0045	1.27	0	0.004884	2.301
-Infectious Diseases	-Excretory System	2.183	5.094	12.25	2.662	6.292	18.81	1.757	3.875	11.47	1.738	4.546	10.92
Not Mapped	-Excretory System	38.59	45.07	109.7	40.96	49.17	132.2	24.5	30.59	85.91	25.79	30.37	86.1
-Not Mapped	-Excretory System	38.59	45.07	109.7	40.96	49.17	132.2	24.5	30.59	85.91	25.79	30.37	86.1
TOTAL	-Nervous System	131	147.8	628.7	168.9	191.5	876.8	81.35	151.7	495.6	84.05	161.7	644.8
MAPPED	-Nervous System	94.61	106.8	454.2	123.8	140.4	642.6	64.46	120.2	392.7	66.91	128.8	513.4
Genetic Information Processing	-Nervous System	37.83	42.64	178.3	54.34	60.84	277.7	26.44	50.28	153.1	27.39	54.35	202
-Transcription	-Nervous System	4.184	4.918	19.66	5.042	6.4	26.74	3.069	4.395	19.45	2.903	4.375	24.11
-Translation	-Nervous System	17.48	19.82	86.48	30.84	34.93	162.8	8.913	16.95	53.68	9.585	18.81	71.97
-Folding, Sorting and Degradation	-Nervous System	11.01	12.78	52.85	12.62	13.67	63	10.4	21.36	61.02	10.24	22.68	79.81
-DNA Maintenance	-Nervous System	4.315	5.054	19.32	5.339	5.861	25.1	3.043	7.575	18.93	3.181	8.363	26.07
-RNA Family	-Nervous System	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Nervous System	5.734	10.13	39.26	7.345	10.68	40.26	1.858	3.886	9.956	1.773	3.886	12.5
-Signal Transduction	-Nervous System	0.8399	1.281	5.937	0.873	1.739	8.44	0.4411	0.7718	2.493	0.5366	0.8845	3.916
-Signaling Molecules and Interaction	-Nervous System	4.652	8.853	30.12	5.701	9.472	31.32	1.417	2.922	7.463	1.236	2.835	8.587
Cellular Processes	-Nervous System	10.28	11.79	42.65	11.68	14.18	53.85	6.145	13.02	45.31	5.608	12.51	54.93
-Hemoglobin	-Nervous System	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Nervous System	3.791	4.118	17.16	4.737	5.931	25.52	1.194	2.197	9.389	1.304	2.446	14.49
-Cytoskeleton	-Nervous System	4.146	5.492	14.04	3.996	5.876	15.3	4.136	5.538	25.19	3.377	4.241	25.77
-Cell Motility	-Nervous System	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Nervous System	0.6547	1.376	7.986	0.7721	1.266	8.76	0.4632	2.219	8.487	0.4814	2.307	11.09
-Cell Communication	-Nervous System	0.5015	0.7154	3.462	0.4538	0.7903	3.95	0.3522	0.6935	2.242	0.4059	0.7108	3.583
Metabolism	-Nervous System	20.35	25.05	103.2	23.58	28.64	140	18.19	37.1	116.8	20.22	43.14	161.5
-Membrane Transport	-Nervous System	0.3105	0.5806	2.338	0.3005	0.6528	2.708	0.1075	0.3659	0.8415	0.07006	0.3826	1.037
-Central Carbon Metabolism	-Nervous System	1.969	3.033	16.45	2.107	3.071	15.71	2.062	6.666	23.68	2.57	7.806	36.53
-Energy Metabolism	-Nervous System	0.8486	1.426	5.278	1.014	1.679	6.782	0.7405	2.63	13.8	1.012	3.393	17.92
-Biosynthesis	-Nervous System	4.508	5.452	19.94	5.091	6.014	24.88	3.975	6.419	20.96	4.091	7.199	26.76
-Other Enzymes	-Nervous System	11.42	14.22	59.04	12.46	16.76	77.93	9.904	16.51	57.57	11.08	18.08	79.2
Organismal Systems	-Nervous System	8.184	9.428	35.04	10.28	11.58	44.62	4.514	6.845	31.32	3.687	5.834	34.05
-Immune System	-Nervous System	4.579	5.322	21.66	6.285	7.542	30.84	1.26	2.286	14.32	1.163	2.317	18.02
-Endocrine System	-Nervous System	0.5009	0.8663	2.94	0.6238	0.9015	3.632	1.063	2.331	6.648	0.4138	1.311	3.67
-Circulatory System	-Nervous System	0.07262	0.3194	0.7068	0.05345	0.3365	0.7809	0.1489	0.5201	3.099	0.1347	0.4742	3.84
-Digestive System	-Nervous System	0.3285	0.5168	2.368	0.264	0.4672	0.996	0.04815	0.2234	0.5404	0.04577	0.2214	0.5752
-Excretory System	-Nervous System	0.2971	0.7974	4.472	0.3201	0.9108	5.717	0.2203	0.6416	4.199	0.2557	0.6117	5.097
-Nervous System	-Nervous System	1	1	1	1	1	1	1	1	1	1	1	1
-Sensory System	-Nervous System	0	0	0.01348	0	0	0.01539	0	0	0.0363	0	0	0.02737
-Development	-Nervous System	0.3006	0.4137	1.754	0.3012	0.378	1.676	0.06505	0.1408	0.3994	0.06072	0.1256	0.5897
-Environmental Adaptation	-Nervous System	0	0.07063	0.4594	0	0.07415	0.4682	0	0.04644	0.3173	0	0.04013	0.284
Human Diseases	-Nervous System	6.613	11.49	46.28	8.896	16.06	60.24	4.63	8.815	36.14	4.45	8.801	48.46
-Cancers	-Nervous System	1.22	1.354	5.428	1.256	1.517	5.053	0.516	0.8367	2.613	0.4774	1.134	4.445
-Immune System Diseases	-Nervous System	0.1832	0.3058	1.702	0.2858	0.3368	1.85	0.2478	0.4561	1.156	0.2181	0.447	1.597
-Neurodegenerative Diseases	-Nervous System	1.676	3.741	11.96	1.677	6.679	15.59	1.669	5.641	23.25	1.632	5.692	32.48
-Cardiovascular Diseases	-Nervous System	0.1458	0.2303	1.019	0.08926	0.1575	0.6365	0.2914	0.5368	1.742	0.1468	0.2738	1.079
-Metabolic Diseases	-Nervous System	0	0.05416	0.1612	0	0.05873	0.1545	0	0.002439	0.6722	0	0.002476	1.176
-Infectious Diseases	-Nervous System	2.424	4.309	24.8	3.681	6.315	34.48	1.675	2.708	9.189	1.76	2.793	9.288
Not Mapped	-Nervous System	36.35	41.03	174.5	45.12	51.14	234.1	16.89	31.5	102.9	17.13	32.96	131.4
-Not Mapped	-Nervous System	36.35	41.03	174.5	45.12	51.14	234.1	16.89	31.5	102.9	17.13	32.96	131.4
TOTAL	-Sensory System	1423	Inf	Inf	1398	Inf	Inf	2494	Inf	Inf	5357	Inf	Inf
MAPPED	-Sensory System	1028	Inf	Inf	1025	Inf	Inf	1976	Inf	Inf	4265	Inf	Inf
Genetic Information Processing	-Sensory System	403.3	Inf	Inf	442.5	Inf	Inf	755.3	Inf	Inf	1678	Inf	Inf
-Transcription	-Sensory System	46.93	Inf	Inf	44.9	Inf	Inf	94.07	Inf	Inf	200.3	Inf	Inf
-Translation	-Sensory System	187.5	Inf	Inf	252.2	Inf	Inf	273.3	Inf	Inf	598	Inf	Inf
-Folding, Sorting and Degradation	-Sensory System	121.2	Inf	Inf	102.3	Inf	Inf	286.4	Inf	Inf	663.1	Inf	Inf
