Numerator	Denominator	mpn Kuehner	eco Valgepea 2013 48	sce Nagaraj	sce deGodoy	sce Newman rich	sce Newman minimal	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Geiger 2012 HeLa	hsa Geiger 2012 U2OS	hsa Nagaraj 2011	hsa Beck	mpn Kuehner	eco Valgepea 2013 48	sce Nagaraj	sce deGodoy	sce Newman rich	sce Newman minimal	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Geiger 2012 HeLa	hsa Geiger 2012 U2OS	hsa Nagaraj 2011	hsa Beck	mpn Kuehner	eco Valgepea 2013 48	sce Nagaraj	sce deGodoy	sce Newman rich	sce Newman minimal	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Geiger 2012 HeLa	hsa Geiger 2012 U2OS	hsa Nagaraj 2011	hsa Beck
-Translation	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	14350	Inf	Inf	3667	Inf	Inf	13300	Inf	Inf	9738	Inf	Inf	20.59	32.18	300.6	29.73	59.11	388.5	44.22	55.3	94.13	39.11	72.71	143	5.829	16.49	34.85	52.96	90.38	680.6
-Folding, Sorting and Degradation	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	3538	Inf	Inf	1448	Inf	Inf	3707	Inf	Inf	2742	Inf	Inf	21.52	34.86	313.7	30.12	65.31	387.2	20.15	25.62	44.63	21.13	39.32	75.5	5.806	16.29	36.62	30.34	54.64	485.6
-DNA Maintenance	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	484.1	Inf	Inf	69.3	Inf	Inf	553.3	Inf	Inf	447.4	Inf	Inf	7.24	10.88	112.8	10.13	20.8	124.7	12.95	18.94	32.95	12.42	22.66	41.9	2.337	6.684	13.26	10.05	18.34	146.8
-RNA Family	-Cardiovascular Diseases	NaN	NaN	NaN	Inf	Inf	Inf	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	393.4	Inf	Inf	105.7	Inf	Inf	339.8	Inf	Inf	205.8	Inf	Inf	3.71	5.846	59.85	4.975	10.86	69.89	5.717	7.725	13.98	6.493	12.02	23.48	1.239	3.466	7.654	12.18	19.91	147
-Signal Transduction	-Cardiovascular Diseases	Inf	NaN	NaN	Inf	Inf	Inf	55.41	Inf	Inf	17.63	Inf	Inf	134	Inf	Inf	71.2	Inf	Inf	0.7741	1.38	10.33	1.293	2.78	13.45	1.044	2.014	4.096	1.484	2.636	6.984	0.4483	1.021	3.123	1.225	4.426	16.01
-Signaling Molecules and Interaction	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	333.7	Inf	Inf	86.69	Inf	Inf	195.2	Inf	Inf	133	Inf	Inf	2.649	4.327	44.14	3.447	7.511	49.17	4.049	5.765	9.886	4.967	9.22	18.19	0.8282	2.321	5.53	9.937	17.35	131
Cellular Processes	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	534.6	Inf	Inf	213.4	Inf	Inf	1298	Inf	Inf	1061	Inf	Inf	12.41	19.21	182	16.15	35.06	215.1	18.45	24.16	40.85	19.88	38.43	78.81	7.45	22.69	48.76	42.77	78.19	647.7
-Hemoglobin	-Cardiovascular Diseases	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	0	0	0	0	0	0.0004371	0.0006687	0.001748	0.001402	0.002626	0.005122	0	0	0	0.004373	0.007952	0.06411
-Vesicular Transport	-Cardiovascular Diseases	NaN	NaN	NaN	Inf	NaN	NaN	103.1	Inf	Inf	31.89	Inf	Inf	133.9	Inf	Inf	112.5	Inf	Inf	2.389	3.923	39.03	3.513	8	46.79	1.975	3.307	5.851	2.348	4.621	9.962	0.6125	2.084	4.966	1.808	8.031	31.7
-Cytoskeleton	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	144.6	Inf	Inf	86.35	Inf	Inf	92.37	Inf	Inf	78.11	Inf	Inf	5.873	10.13	102.5	6.854	14.64	89.85	12.22	16.53	28.87	12.93	24.59	50.96	5.34	16.5	36.84	34.27	59.94	478.1
-Cell Motility	-Cardiovascular Diseases	NaN	NaN	NaN	Inf	Inf	Inf	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	259.6	Inf	Inf	90.84	Inf	Inf	1003	Inf	Inf	807.2	Inf	Inf	2.545	3.843	38	3.409	6.964	45.9	2.494	3.322	5.546	3.2	5.757	10.69	0.8069	2.266	4.646	4.029	6.873	58.99
-Cell Communication	-Cardiovascular Diseases	NaN	NaN	NaN	NaN	NaN	NaN	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN	0.6814	1.295	12.36	1.049	2.404	14.27	0.9988	1.36	2.789	1.331	3.051	6.872	0.5183	1.929	5.802	0.9377	2.232	19.6
Metabolism	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	16160	Inf	Inf	6168	Inf	Inf	16680	Inf	Inf	14840	Inf	Inf	41.97	66.19	652	67.12	136.4	878.9	36.19	47.38	82.14	34.16	63.42	125.1	11.96	32.87	71	70.45	124.7	937.8
-Membrane Transport	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	400.7	Inf	Inf	55.13	Inf	Inf	184.6	Inf	Inf	127.2	Inf	Inf	0.2809	0.6223	5.137	0.3947	1.04	4.782	0.4867	0.7755	1.519	0.2922	0.7091	1.656	0.06848	0.2011	0.4057	0.1637	0.3149	2.184
-Central Carbon Metabolism	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	5085	Inf	Inf	1991	Inf	Inf	5832	Inf	Inf	3944	Inf	Inf	13.3	20.64	209.8	22.54	47.54	294	8.066	11.94	19.86	8.572	16.61	29.94	4.35	12.66	24.91	30.03	53.07	413
-Energy Metabolism	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	537.1	Inf	Inf	255	Inf	Inf	494.7	Inf	Inf	492.1	Inf	Inf	2.117	4.419	39.13	3.218	8.222	55.69	2.302	3.382	7.777	1.741	3.542	8.295	0.2819	1.038	3.598	0.8764	3.541	35.49
-Biosynthesis	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	3396	Inf	Inf	1456	Inf	Inf	3685	Inf	Inf	4104	Inf	Inf	6.602	10.35	102.3	10.3	21.06	133.8	8.006	10.72	19.42	7.704	14.41	30.11	2.376	6.971	12.83	9.56	17.79	139.2
-Other Enzymes	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	4852	Inf	Inf	1868	Inf	Inf	4185	Inf	Inf	4076	Inf	Inf	17.21	26.64	250.1	26.99	53.99	342.4	15.54	20.82	38.76	15.36	27.84	55.44	4.363	12.34	28.94	24.23	41.97	362.7
Organismal Systems	-Cardiovascular Diseases	NaN	NaN	NaN	Inf	Inf	NaN	75.88	Inf	Inf	25.92	Inf	Inf	117.4	Inf	Inf	97.21	Inf	Inf	7.023	11.53	105.3	8.185	17.29	108.1	4.903	7.121	11.96	6.072	11.08	21.38	1.382	3.867	7.812	7.213	14.73	105.8
-Immune System	-Cardiovascular Diseases	NaN	NaN	NaN	NaN	NaN	NaN	22.18	Inf	Inf	7.192	Inf	Inf	21.67	Inf	Inf	23.5	Inf	Inf	2.646	4.397	41.99	3.617	8.035	49.63	1.25	2.13	4.204	1.427	2.905	6.401	0.4332	1.216	3.53	1.314	2.785	24.74
-Endocrine System	-Cardiovascular Diseases	NaN	NaN	NaN	NaN	NaN	NaN	0.1949	Inf	Inf	0.01978	Inf	Inf	1.933	Inf	Inf	1.219	Inf	NaN	2.188	3.324	30.48	1.292	2.561	14.62	0.5382	0.8366	1.572	1.049	2.001	4.089	0.06457	0.2285	0.8198	1.875	3.3	25.26
-Circulatory System	-Cardiovascular Diseases	NaN	NaN	NaN	NaN	NaN	NaN	0	Inf	NaN	0	Inf	NaN	0	NaN	NaN	0	NaN	NaN	0.328	0.5062	5.392	0.4295	0.879	5.287	0.6878	0.9576	1.943	0.9999	1.929	3.574	0.09841	0.2743	0.7693	0.2491	1.718	3.373
-Digestive System	-Cardiovascular Diseases	NaN	NaN	NaN	Inf	NaN	NaN	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN	0.07707	0.3189	1.431	0.1105	0.4269	1.609	0.4726	0.8788	1.748	0.4499	0.8672	2.173	0.1914	0.4904	1.171	0.395	0.6886	5.039
-Excretory System	-Cardiovascular Diseases	NaN	NaN	NaN	Inf	NaN	NaN	12.42	Inf	Inf	5.236	Inf	Inf	20.43	Inf	Inf	17.24	Inf	Inf	0.3871	1.373	6.878	0.5743	1.936	6.898	0.4169	0.7573	1.409	0.5539	1.294	3.151	0.1187	0.4742	1.432	0.3333	1.485	10.14
-Nervous System	-Cardiovascular Diseases	NaN	NaN	NaN	Inf	NaN	NaN	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN	0.2202	0.8309	7.224	0.3353	1.325	7.567	0.2857	0.6313	1.451	0.4055	0.8202	2.642	0.06505	0.2043	1.012	0.3062	0.9582	6.78
-Sensory System	-Cardiovascular Diseases	NaN	NaN	NaN	NaN	NaN	NaN	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN	0	0	0.1507	0	0	0.1578	0	0.02863	0.5283	0	0.0517	0.9587	0.0004543	0.01232	0.07422	1.337e-10	0.00446	2.056
-Development	-Cardiovascular Diseases	NaN	NaN	NaN	NaN	NaN	NaN	0	Inf	NaN	0	Inf	NaN	0	NaN	NaN	0	NaN	NaN	0.114	0.2899	2.019	0.171	0.443	2.308	0.1259	0.2182	1.341	0.1563	0.3412	1.766	0.08753	0.2803	1.283	0.2183	0.4155	12.09
-Environmental Adaptation	-Cardiovascular Diseases	NaN	NaN	NaN	NaN	NaN	NaN	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN	0	0.06661	0.5691	0	0.08233	0.8788	0.0004603	0.066	0.4768	0.0008832	0.09054	0.547	0.002868	0.009821	0.1507	0.003265	0.05028	0.6542
Human Diseases	-Cardiovascular Diseases	Inf	Inf	NaN	Inf	Inf	Inf	390.7	Inf	Inf	170.2	Inf	Inf	746.5	Inf	Inf	690.8	Inf	Inf	9.323	16.43	164	12.57	29.22	160.9	12.6	20.25	39.61	11.81	22.38	51.52	3.336	8.207	17.33	11.44	22.66	149.1
-Cancers	-Cardiovascular Diseases	Inf	NaN	NaN	Inf	Inf	NaN	5.663	Inf	Inf	1.443	Inf	Inf	5.6	Inf	Inf	6.067	Inf	Inf	0.7943	1.426	11.65	1.255	2.55	14.21	0.9975	1.436	2.549	1.005	1.916	4.17	0.208	0.6307	1.484	0.6696	1.229	8.872
-Immune System Diseases	-Cardiovascular Diseases	NaN	NaN	NaN	Inf	Inf	NaN	22.85	Inf	Inf	18.13	Inf	Inf	269.6	Inf	Inf	255.7	Inf	Inf	0.3789	0.8089	6.829	0.5122	1.335	6.671	2.857	9.062	21.5	2.311	8.011	20.8	0.09828	0.3673	1.104	1.862	6.052	26.32
-Neurodegenerative Diseases	-Cardiovascular Diseases	NaN	NaN	NaN	NaN	NaN	NaN	143.7	Inf	Inf	44.25	Inf	Inf	162.1	Inf	Inf	177.7	Inf	Inf	2.951	6.028	47.38	4.266	11.14	48.21	2.973	4.616	8.277	2.668	5.036	10.01	0.8087	2.339	6.026	1.747	3.339	28.16
-Cardiovascular Diseases	-Cardiovascular Diseases	NaN	NaN	NaN	NaN	NaN	NaN	1	NaN	NaN	1	NaN	NaN	1	NaN	NaN	1	NaN	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-Metabolic Diseases	-Cardiovascular Diseases	Inf	NaN	NaN	Inf	NaN	NaN	0	Inf	NaN	0	Inf	NaN	0	NaN	NaN	0	NaN	NaN	0	0	0.8768	0	0	3.33	0.0007737	0.003039	1.036	0.0001486	0.0009839	1.241	2.072e-15	0.0005419	2.714	0	1.843e-09	3.126
-Infectious Diseases	-Cardiovascular Diseases	Inf	Inf	NaN	Inf	Inf	Inf	131.4	Inf	Inf	62.82	Inf	Inf	170.1	Inf	Inf	137.2	Inf	Inf	2.855	6.233	60.89	4.179	10.93	69.37	2.263	3.937	7.547	2.635	5.693	11.62	0.8472	2.738	8.659	2.493	10.41	81.83
Not Mapped	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	6482	Inf	Inf	1448	Inf	Inf	7862	Inf	Inf	6456	Inf	Inf	35.68	55.61	526.5	49.59	100.9	655.1	42.1	52.74	89.74	41.61	77.82	152.3	11.21	31.21	63.96	31.58	53.98	405
-Not Mapped	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	6482	Inf	Inf	1448	Inf	Inf	7862	Inf	Inf	6456	Inf	Inf	35.68	55.61	526.5	49.59	100.9	655.1	42.1	52.74	89.74	41.61	77.82	152.3	11.21	31.21	63.96	31.58	53.98	405
TOTAL	-Metabolic Diseases	28.03	Inf	Inf	417	Inf	Inf	658.6	Inf	Inf	259.5	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	325.7	Inf	Inf	183.6	Inf	Inf	313.1	84850	287800	320.3	240200	1971000	64.83	250600	6.841e+16	170.3	488800	Inf
MAPPED	-Metabolic Diseases	22.49	Inf	Inf	385.8	Inf	Inf	559.2	Inf	Inf	231.7	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	258.1	Inf	Inf	146.1	Inf	Inf	251.3	68100	231000	254.4	190800	1566000	51.03	197300	5.385e+16	152.4	437300	Inf
Genetic Information Processing	-Metabolic Diseases	6.874	Inf	Inf	197.1	Inf	Inf	284.3	Inf	Inf	100.4	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	105	Inf	Inf	59.01	Inf	Inf	125	35500	109400	122.9	97030	761400	18.58	74890	2.014e+16	60.46	190500	Inf
-Transcription	-Metabolic Diseases	0.1127	Inf	Inf	17.9	Inf	Inf	2.288	Inf	Inf	0.6014	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	10.46	Inf	Inf	5.685	Inf	Inf	11.21	3267	10660	9.798	8443	58390	1.929	7500	2.041e+15	5.486	20000	Inf
-Translation	-Metabolic Diseases	4.081	Inf	Inf	151.4	Inf	Inf	220.4	Inf	Inf	70.68	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	38.53	Inf	Inf	22.12	Inf	Inf	64.81	17200	60070	61.71	45850	384200	7.039	26990	7.343e+15	29.92	86570	Inf
-Folding, Sorting and Degradation	-Metabolic Diseases	2.042	Inf	Inf	18.05	Inf	Inf	53.41	Inf	Inf	27.27	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	40.75	Inf	Inf	22.18	Inf	Inf	28.68	8109	27690	31.78	26050	202900	6.646	27030	7.21e+15	16.76	65460	Inf
-DNA Maintenance	-Metabolic Diseases	0.6683	Inf	Inf	7.884	Inf	Inf	7.6	Inf	Inf	1.396	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	12.69	Inf	Inf	7.378	Inf	Inf	20.46	6180	22320	18.67	16700	117500	2.759	11310	3.05e+15	6.477	27270	Inf
-RNA Family	-Metabolic Diseases	0	NaN	NaN	2.19e-07	Inf	Inf	0	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	0	0	0	0	0	0	0	0	0	0	NaN
Environmental Information Processing	-Metabolic Diseases	0.1777	Inf	Inf	2.862	Inf	Inf	5.995	Inf	Inf	1.936	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	6.768	Inf	Inf	3.621	Inf	Inf	7.938	2415	7985	9.681	8773	64820	1.421	5902	1.5e+15	6.402	25380	Inf
-Signal Transduction	-Metabolic Diseases	0	Inf	NaN	2.862	Inf	Inf	0.7843	Inf	Inf	0.2356	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	1.325	Inf	Inf	0.8655	Inf	Inf	1.866	661.6	2439	1.707	2386	18080	0.4245	1918	4.383e+14	0.599	9279	Inf
-Signaling Molecules and Interaction	-Metabolic Diseases	0.1777	Inf	Inf	7.965e-08	Inf	Inf	5.117	Inf	Inf	1.667	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	5.169	Inf	Inf	2.699	Inf	Inf	5.79	1812	6242	7.226	6145	46320	0.9472	4152	8.961e+14	5.642	17270	Inf
Cellular Processes	-Metabolic Diseases	1.208	Inf	Inf	2.229	Inf	Inf	8.288	Inf	Inf	4.152	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	22.12	Inf	Inf	11.9	Inf	Inf	27.36	7768	27730	31.83	23730	206100	9.466	37640	1.003e+16	24.31	93970	Inf
-Hemoglobin	-Metabolic Diseases	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0.0006277	0.1914	0.7551	0.002218	1.663	13.65	0	0	0	0.002462	18.42	Inf
-Vesicular Transport	-Metabolic Diseases	0	NaN	NaN	0	NaN	NaN	1.625	Inf	Inf	0.6202	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	4.375	Inf	Inf	2.571	Inf	Inf	3.069	907.8	3452	3.689	3387	29390	0.7574	3143	6.978e+14	1.098	14110	Inf
-Cytoskeleton	-Metabolic Diseases	0.525	Inf	Inf	1.313	Inf	Inf	2.228	Inf	Inf	1.691	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	10.15	Inf	Inf	4.266	Inf	Inf	18.68	5192	18020	20.56	15260	132900	6.794	25580	7.071e+15	19.74	71120	Inf
-Cell Motility	-Metabolic Diseases	0	NaN	NaN	1.095e-06	Inf	Inf	0	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	0	0	0	0	0	0	0	0	0	0	NaN
-Cell Growth and Death	-Metabolic Diseases	0.6766	Inf	Inf	0.7426	Inf	Inf	4.169	Inf	Inf	1.772	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	4.684	Inf	Inf	2.552	Inf	Inf	3.59	1041	3273	4.731	4561	29560	0.9702	3785	9.328e+14	2.294	8938	Inf
-Cell Communication	-Metabolic Diseases	0	NaN	NaN	0	NaN	NaN	0	Inf	NaN	0	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	1.324	Inf	Inf	0.8269	Inf	Inf	1.584	427.4	1630	2.484	2058	15690	0.6806	2689	7.873e+14	0.7265	2665	Inf
Metabolism	-Metabolic Diseases	12.65	Inf	Inf	180.3	Inf	Inf	248.6	Inf	Inf	118.9	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	78.5	Inf	Inf	48.73	Inf	Inf	54.47	15160	52230	54.42	41640	335000	14.24	55340	1.503e+16	41.65	132100	Inf
-Membrane Transport	-Metabolic Diseases	0.9739	Inf	Inf	23.5	Inf	Inf	6.185	Inf	Inf	1.074	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	0.5633	Inf	Inf	0.2641	Inf	Inf	0.7552	243.1	869.4	0.5495	473.2	4503	0.07582	328.6	7.894e+13	0.09203	492	Inf
-Central Carbon Metabolism	-Metabolic Diseases	3.737	Inf	Inf	31.04	Inf	Inf	83.91	Inf	Inf	38.7	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	25.09	Inf	Inf	16.42	Inf	Inf	12.15	3505	12910	13.24	10570	88430	5.213	20040	5.376e+15	17.43	64750	Inf
-Energy Metabolism	-Metabolic Diseases	0.7563	Inf	Inf	8.737	Inf	Inf	10.22	Inf	Inf	5.342	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	4.337	Inf	Inf	2.435	Inf	Inf	3.423	1087	3908	2.847	3095	24270	0.35	1551	4.401e+14	0.7865	13590	Inf
-Biosynthesis	-Metabolic Diseases	2.005	Inf	Inf	55.55	Inf	Inf	55.95	Inf	Inf	29.11	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	12.55	Inf	Inf	7.445	Inf	Inf	11.71	3314	11430	12.26	8675	80890	2.875	10900	3.173e+15	6.006	20200	Inf
-Other Enzymes	-Metabolic Diseases	3.929	Inf	Inf	53.95	Inf	Inf	78.49	Inf	Inf	37.14	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	31.17	Inf	Inf	18.91	Inf	Inf	23.47	6655	20760	23.2	19320	144900	5.034	19380	5.309e+15	13.71	52230	Inf
Organismal Systems	-Metabolic Diseases	0	NaN	NaN	0	Inf	NaN	1.312	Inf	Inf	0.5664	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	14.23	Inf	Inf	6.48	Inf	Inf	7.491	1997	7153	9.678	7616	61140	1.613	6518	1.677e+15	4.164	27000	Inf
-Immune System	-Metabolic Diseases	0	NaN	NaN	0	NaN	NaN	0.412	Inf	Inf	0.1199	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	5.246	Inf	Inf	2.765	Inf	Inf	1.936	610.1	2595	2.035	2113	17520	0.4138	1756	6.875e+14	0.775	15580	Inf
-Endocrine System	-Metabolic Diseases	0	NaN	NaN	0	NaN	NaN	0.02	Inf	Inf	0.00709	Inf	Inf	Inf	Inf	NaN	Inf	Inf	NaN	4.047	Inf	Inf	0.8704	Inf	Inf	0.8157	215.4	1212	1.6	1246	10560	0.0805	241.7	1.171e+14	1.055	3478	Inf
-Circulatory System	-Metabolic Diseases	0	NaN	NaN	0	NaN	NaN	0	Inf	NaN	0	Inf	NaN	Inf	NaN	NaN	Inf	NaN	NaN	0.5791	Inf	Inf	0.2961	Inf	Inf	1.056	296.4	1108	1.412	1283	10030	0.1154	370.3	1.307e+14	0.09198	4760	Inf
-Digestive System	-Metabolic Diseases	0	NaN	NaN	0	Inf	NaN	0	Inf	NaN	0.0002284	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	0.215	Inf	Inf	0.106	Inf	Inf	0.7911	231	964	0.7304	762.2	5139	0.2099	929.8	2.226e+14	0.2332	1167	Inf
-Excretory System	-Metabolic Diseases	0	NaN	NaN	0	NaN	NaN	0.2427	Inf	Inf	0.1038	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	0.8966	Inf	Inf	0.4797	Inf	Inf	0.7145	210	855.9	0.949	1001	9623	0.189	687.3	2.669e+14	0.28	2771	Inf
-Nervous System	-Metabolic Diseases	0	NaN	NaN	0	NaN	NaN	0	Inf	NaN	0	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	0.6543	Inf	Inf	0.3399	Inf	Inf	0.5996	187.9	720.4	0.6903	604.8	5102	0.08725	381.2	1.026e+14	0.2038	3334	Inf
-Sensory System	-Metabolic Diseases	0	NaN	NaN	0	NaN	NaN	0	Inf	NaN	0	Inf	NaN	Inf	NaN	NaN	Inf	NaN	NaN	0	Inf	NaN	0	Inf	NaN	0	1.673	195.4	0	3.654	1495	0.0008902	6.708	6.963e+12	0.0004544	7.52	Inf
-Development	-Metabolic Diseases	0	NaN	NaN	0	NaN	NaN	0	Inf	NaN	0	Inf	NaN	Inf	NaN	NaN	Inf	NaN	NaN	0.254	Inf	Inf	0.1534	Inf	Inf	0.2127	52.44	473.6	0.277	257.5	3912	0.108	477.7	1.126e+14	0.1329	11810	Inf
-Environmental Adaptation	-Metabolic Diseases	0	NaN	NaN	0	NaN	NaN	0	Inf	NaN	0	Inf	NaN	Inf	NaN	NaN	Inf	NaN	NaN	0	Inf	NaN	0	Inf	NaN	0.04447	4.377	185.5	0.07381	11.39	1859	0.007224	18.64	4.037e+12	0.01667	502.5	Inf
Human Diseases	-Metabolic Diseases	1	Inf	NaN	1.496	Inf	Inf	6.201	Inf	Inf	3.336	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	19.63	Inf	Inf	10.52	Inf	Inf	21.07	5916	18900	19.03	18970	124900	4.138	11800	3.101e+15	7.066	37850	Inf
-Cancers	-Metabolic Diseases	0	NaN	NaN	0	Inf	NaN	0.102	Inf	Inf	0.1058	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	1.765	Inf	Inf	0.8766	Inf	Inf	1.58	411.8	1351	1.514	1487	10430	0.239	954.8	2.241e+14	0.4021	3041	Inf
-Immune System Diseases	-Metabolic Diseases	0	NaN	NaN	0	Inf	NaN	0.2717	Inf	Inf	0.141	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	0.7954	Inf	Inf	0.3985	Inf	Inf	8.192	2357	9683	7.018	5996	61550	0.1282	496.7	2.15e+14	1.115	10200	Inf
-Neurodegenerative Diseases	-Metabolic Diseases	0	NaN	NaN	0	NaN	NaN	2.606	Inf	Inf	0.8659	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	5.983	Inf	Inf	3.375	Inf	Inf	4.965	1404	4986	3.702	3526	27030	0.9125	4407	1.01e+15	0.9886	4240	Inf
-Cardiovascular Diseases	-Metabolic Diseases	0	NaN	NaN	0	NaN	NaN	0	Inf	NaN	0	Inf	NaN	Inf	NaN	NaN	Inf	NaN	NaN	1.138	Inf	Inf	0.3003	Inf	Inf	0.9414	323.4	1114	0.7646	985.7	6059	0.3667	1802	4.735e+14	0.3149	1673	Inf
-Metabolic Diseases	-Metabolic Diseases	1	NaN	NaN	1	NaN	NaN	1	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	NaN	NaN	1	NaN	NaN	1	1	1	1	1	1	1	1	1	1	1	NaN
-Infectious Diseases	-Metabolic Diseases	0	Inf	NaN	0.4828	Inf	Inf	1.926	Inf	Inf	0.9019	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	5.899	Inf	Inf	3.483	Inf	Inf	3.919	1174	4572	4.611	4226	32570	0.989	2881	1.092e+15	2.87	22430	Inf
Not Mapped	-Metabolic Diseases	5.535	Inf	Inf	31.12	Inf	Inf	99.45	Inf	Inf	27.85	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	67.62	Inf	Inf	37.42	Inf	Inf	61.8	16750	56790	65.93	49440	405700	13.8	53360	1.456e+16	17.93	51470	Inf
-Not Mapped	-Metabolic Diseases	5.535	Inf	Inf	31.12	Inf	Inf	99.45	Inf	Inf	27.85	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	67.62	Inf	Inf	37.42	Inf	Inf	61.8	16750	56790	65.93	49440	405700	13.8	53360	1.456e+16	17.93	51470	Inf
TOTAL	-Infectious Diseases	16.44	1974	Inf	184.8	362	4997	162.4	263.2	562.3	84.23	161	467.7	132.8	192.8	287.1	146.9	203.4	297.2	23.16	45.29	73.86	24.51	41.12	72.31	50.87	71.26	112.8	45.09	64.96	91.99	30.35	51.43	89.64	26.29	44.13	152.8
MAPPED	-Infectious Diseases	13.19	1584	Inf	171	335	4624	137.9	223.4	477.4	75.19	143.7	417.5	110	159.7	237.8	121.4	168	245.5	18.35	35.89	58.52	19.51	32.74	57.57	40.83	57.19	90.5	35.81	51.59	73.06	23.89	40.48	70.56	23.52	39.48	136.7
