Numerator	Denominator	mpn Kuehner	eco Valgepea 2013 48	sce Nagaraj	sce deGodoy	sce Newman rich	sce Newman minimal	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Geiger 2012 HeLa	hsa Geiger 2012 U2OS	hsa Nagaraj 2011	hsa Beck	mpn Kuehner	eco Valgepea 2013 48	sce Nagaraj	sce deGodoy	sce Newman rich	sce Newman minimal	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Geiger 2012 HeLa	hsa Geiger 2012 U2OS	hsa Nagaraj 2011	hsa Beck	mpn Kuehner	eco Valgepea 2013 48	sce Nagaraj	sce deGodoy	sce Newman rich	sce Newman minimal	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Geiger 2012 HeLa	hsa Geiger 2012 U2OS	hsa Nagaraj 2011	hsa Beck
		10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%
-Folding, Sorting and Degradation	-Central Carbon Metabolism	0.2665	0.515	0.8522	0.3699	0.4315	0.509	0.6891	0.7998	0.9529	0.6779	0.8281	1.01	0.5294	0.6478	0.8035	0.4883	0.627	0.7916	1.513	1.748	1.982	1.287	1.476	1.664	2.135	2.529	2.954	2.175	2.516	2.864	1.442	1.663	1.851	0.9576	1.074	1.233
-DNA Maintenance	-Central Carbon Metabolism	0.1723	0.2472	0.3752	0.09897	0.1226	0.1949	0.09389	0.1134	0.138	0.04242	0.0523	0.06555	0.06935	0.107	0.1462	0.06899	0.1141	0.1616	0.5067	0.6043	0.7016	0.4417	0.5298	0.6073	0.9122	1.158	1.41	0.8664	1.056	1.235	0.5716	0.7748	0.9864	0.24	0.291	0.3377
-RNA Family	-Central Carbon Metabolism	0	0	0	1.89e-09	2.645e-09	3.314e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Central Carbon Metabolism	0.032	0.03877	0.04855	0.03729	0.04342	0.0509	0.04691	0.05759	0.07096	0.03566	0.04494	0.05669	0.02798	0.0347	0.0463	0.02559	0.0331	0.04522	0.1786	0.2313	0.2958	0.1469	0.1922	0.2487	0.4104	0.5097	0.6668	0.4223	0.5164	0.6328	0.2139	0.2668	0.3269	0.1533	0.2002	0.252
-Signal Transduction	-Central Carbon Metabolism	0	0	0.007655	0.03703	0.0434	0.0509	0.00856	0.01535	0.02417	0.005958	0.01266	0.02041	0.01256	0.01756	0.02573	0.01124	0.01668	0.02736	0.04276	0.06722	0.1092	0.03955	0.06389	0.1041	0.08171	0.1363	0.2306	0.09501	0.1449	0.2171	0.05868	0.08709	0.1222	0.01896	0.05858	0.08743
-Signaling Molecules and Interaction	-Central Carbon Metabolism	0.03062	0.03675	0.04305	7.791e-10	8.761e-10	0.001278	0.0362	0.04219	0.04975	0.02657	0.03132	0.03896	0.01441	0.01709	0.02077	0.01285	0.01576	0.02027	0.1268	0.1626	0.2016	0.09916	0.1265	0.1602	0.2972	0.3809	0.4717	0.306	0.3817	0.4398	0.1396	0.1746	0.2133	0.1271	0.1474	0.1717
Cellular Processes	-Central Carbon Metabolism	0.2164	0.2637	0.312	0.04438	0.05855	0.09078	0.09094	0.1089	0.1394	0.08297	0.108	0.1376	0.1547	0.1993	0.2561	0.158	0.2054	0.2701	0.9856	1.159	1.365	0.7653	0.9208	1.083	2.331	2.675	3.204	2.889	3.301	3.863	3.441	4.163	4.726	1.327	1.512	1.741
-Hemoglobin	-Central Carbon Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.441e-05	1.757e-05	3.864e-05	4.66e-05	5.326e-05	6.051e-05	0	0	0	4.167e-05	4.907e-05	0.0001312
-Vesicular Transport	-Central Carbon Metabolism	0	0	0	0	0	1.973e-10	0.01286	0.02201	0.0421	0.008926	0.01818	0.04431	0.01547	0.02882	0.0466	0.01647	0.03147	0.05565	0.1819	0.2226	0.2785	0.1568	0.1997	0.2524	0.2101	0.2802	0.3698	0.2337	0.3029	0.4001	0.09842	0.1907	0.3799	0.04581	0.1253	0.1702
-Cytoskeleton	-Central Carbon Metabolism	0.09537	0.1179	0.1428	0.02402	0.02669	0.03061	0.0188	0.02194	0.02536	0.03062	0.03723	0.0462	0.007663	0.0109	0.01592	0.009176	0.01303	0.01832	0.4845	0.5918	0.7331	0.3355	0.4178	0.53	1.634	1.916	2.295	1.959	2.293	2.676	2.769	3.167	3.803	1.094	1.237	1.409
-Cell Motility	-Central Carbon Metabolism	0	0	0	1.013e-08	0.01092	0.04062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Central Carbon Metabolism	0.1186	0.1432	0.1661	0.01636	0.02068	0.02619	0.05059	0.06061	0.07457	0.03753	0.04417	0.05646	0.1151	0.154	0.2049	0.1165	0.1602	0.2154	0.1492	0.177	0.2254	0.1304	0.1523	0.1962	0.2076	0.2497	0.34	0.2343	0.2792	0.3537	0.1342	0.1628	0.3398	0.079	0.09532	0.1171
-Cell Communication	-Central Carbon Metabolism	0	0	0	0	0	0	0	0.0007136	0.003861	0	0.0007408	0.002672	0	0.0006712	0.004388	0	0.0009048	0.005338	0.09942	0.1206	0.2402	0.08424	0.1034	0.2069	0.1963	0.2341	0.341	0.2821	0.341	0.6058	0.2492	0.3001	0.9745	0.06467	0.08078	0.1451
Metabolism	-Central Carbon Metabolism	2.457	2.988	3.519	4.281	4.697	5.369	2.896	3.367	3.946	3.113	3.775	4.636	2.446	2.889	3.585	2.868	3.555	4.61	2.701	3.182	3.602	2.579	3.018	3.34	3.684	4.286	5.069	3.415	3.882	4.393	2.771	3.099	3.398	1.882	2.107	2.501
-Membrane Transport	-Central Carbon Metabolism	0.1497	0.2645	0.3322	0.4453	0.5013	0.5951	0.05536	0.06297	0.07574	0.0231	0.02752	0.03617	0.04746	0.07136	0.09771	0.03206	0.05109	0.07679	0.01948	0.02971	0.04069	0.01355	0.0205	0.02716	0.05023	0.06341	0.08058	0.03062	0.04192	0.05495	0.01662	0.02059	0.02405	0.003193	0.005208	0.007365
-Central Carbon Metabolism	-Central Carbon Metabolism	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-Energy Metabolism	-Central Carbon Metabolism	0.04051	0.2312	0.4167	0.147	0.2473	0.3544	0.08214	0.1738	0.3754	0.1227	0.2372	0.4542	0.07893	0.1384	0.3171	0.08427	0.1697	0.352	0.09177	0.1675	0.4368	0.07534	0.1571	0.3534	0.1485	0.233	0.3907	0.1037	0.1694	0.2982	0.04269	0.07958	0.1818	0.01369	0.07411	0.2265
-Biosynthesis	-Central Carbon Metabolism	0.3868	0.4995	0.7761	1.318	1.542	1.838	0.7355	0.9245	1.211	0.8988	1.203	1.609	0.6271	0.7973	1.031	0.9001	1.135	1.56	0.4432	0.5521	0.7036	0.4052	0.5107	0.6654	0.8369	1.05	1.433	0.7214	0.9211	1.162	0.5607	0.7845	0.9904	0.2013	0.3513	0.4392
-Other Enzymes	-Central Carbon Metabolism	0.6577	0.927	1.268	1.158	1.386	1.77	0.9178	1.164	1.481	0.8864	1.276	1.818	0.6044	0.8893	1.266	0.7684	1.185	1.666	1.087	1.361	1.688	0.998	1.267	1.517	1.544	1.903	2.344	1.441	1.748	2.079	0.9515	1.165	1.428	0.4886	0.7129	0.963
Organismal Systems	-Central Carbon Metabolism	0	0	0	0	2.046e-10	0.0005084	0.009922	0.02021	0.03818	0.007186	0.01891	0.0383	0.009235	0.01847	0.03456	0.01117	0.02159	0.03982	0.381	0.4562	0.5704	0.3084	0.3723	0.4527	0.4489	0.5981	0.7657	0.505	0.6463	0.7771	0.2763	0.4016	0.6592	0.1334	0.1983	0.2946
-Immune System	-Central Carbon Metabolism	0	0	0	0	0	0	0.001799	0.007194	0.01398	0.001733	0.006422	0.01463	0.002127	0.005817	0.009144	0.002592	0.006689	0.01149	0.1697	0.2219	0.2818	0.1599	0.1988	0.2539	0.117	0.1748	0.2634	0.1134	0.1773	0.2567	0.07122	0.1347	0.2187	0.02838	0.05255	0.1534
-Endocrine System	-Central Carbon Metabolism	0	0	0	0	0	0	2.328e-05	0.0004838	0.001713	1.537e-05	0.0004934	0.002947	0	0.0004897	0.003201	0	0.0004802	0.003662	0.0613	0.08051	0.1078	0.02936	0.05047	0.07129	0.03842	0.05987	0.2	0.05293	0.07637	0.1926	0.01401	0.02175	0.2872	0.02073	0.02609	0.04589
-Circulatory System	-Central Carbon Metabolism	0	0	0	0	0	0	0	0	0.0002525	0	0	0.0002192	0	0	0.003697	0	0	0.003672	0.01458	0.01912	0.02763	0.01086	0.01468	0.02069	0.04686	0.06531	0.1015	0.07999	0.09938	0.1247	0.02041	0.02798	0.04474	0.00451	0.02743	0.03458
-Digestive System	-Central Carbon Metabolism	0	0	0	0	0	0.0005084	0	0.0008718	0.005172	0	0.0002638	0.001667	0	0.001288	0.003809	0	0.001425	0.004411	0.005535	0.01213	0.04228	0.004058	0.008655	0.03881	0.04875	0.09741	0.1595	0.03687	0.0694	0.1112	0.03756	0.05806	0.07715	0.009618	0.01215	0.01957
-Excretory System	-Central Carbon Metabolism	0	0	0	0	0	2.143e-10	0.0001467	0.003682	0.02357	0.0003276	0.006415	0.0292	0.0005339	0.005451	0.02097	0.0007075	0.006043	0.02734	0.02416	0.05914	0.1003	0.01936	0.04453	0.07167	0.02976	0.06233	0.1455	0.04293	0.08444	0.1858	0.01505	0.04027	0.222	0.00834	0.02651	0.05908
-Nervous System	-Central Carbon Metabolism	0	0	0	0	0	2.004e-10	0	0.0003214	0.001526	0	0.0002923	0.001062	0	0.0004881	0.004073	0	0.0005551	0.004941	0.01088	0.03334	0.05573	0.009355	0.02776	0.04853	0.02028	0.03737	0.05866	0.02092	0.03515	0.056	0.008889	0.02027	0.0325	0.00513	0.01399	0.02098
-Sensory System	-Central Carbon Metabolism	0	0	0	0	0	0	0	0	0.003101	0	0	0.0008157	0	0	0.001922	0	0	0.002217	0	0	0.007404	0	0	0.003458	0	0.00373	0.01751	0	0.003911	0.02216	7.175e-05	0.001223	0.00292	1.346e-12	7.526e-05	0.01342
-Development	-Central Carbon Metabolism	0	0	0	0	0	0	0	0	0.001224	0	0	0.002571	0	0	0.001546	0	0	0.002028	0.008286	0.01408	0.03136	0.006674	0.01243	0.0247	0.01485	0.02046	0.07041	0.01969	0.02695	0.07859	0.02294	0.02836	0.0702	0.006659	0.00817	0.1131
-Environmental Adaptation	-Central Carbon Metabolism	0	0	0	0	0	0	0	0	0.007346	0	0	0.001667	0	0	0.001804	0	0	0.002061	0	0.002675	0.03769	0	0.002374	0.0262	4.656e-05	0.0051	0.05962	0.0001382	0.005867	0.05308	0.0003168	0.001056	0.0417	5.779e-05	0.0007853	0.01233
Human Diseases	-Central Carbon Metabolism	0	0.2779	0.5909	0.003059	0.0457	0.09434	0.05661	0.09329	0.1435	0.05498	0.112	0.1812	0.04829	0.0815	0.1092	0.06336	0.09875	0.1416	0.5959	0.8084	1.006	0.4914	0.6674	0.8145	0.9827	1.204	1.523	0.8399	1.083	1.31	0.5528	0.8747	1.454	0.2301	0.3245	0.4423
-Cancers	-Central Carbon Metabolism	0	0	0.01722	0	1.966e-10	0.000608	0.001128	0.004664	0.007969	0.0007555	0.006463	0.01431	0.0004119	0.002887	0.004847	0.0005862	0.002819	0.005153	0.05653	0.08491	0.136	0.04715	0.07337	0.1089	0.08797	0.1312	0.186	0.09108	0.1288	0.1759	0.03995	0.07144	0.1031	0.01802	0.02428	0.03545
-Immune System Diseases	-Central Carbon Metabolism	0	0	0	0	1.842e-10	0.0006183	0.0004728	0.002131	0.0128	0.0005791	0.003894	0.01347	0.004565	0.0197	0.03193	0.005712	0.02353	0.03895	0.02228	0.03429	0.05325	0.01639	0.02658	0.04293	0.1034	0.2494	0.3675	0.07938	0.1769	0.2629	0.007948	0.01456	0.02356	0.01178	0.04757	0.0778
-Neurodegenerative Diseases	-Central Carbon Metabolism	0	0	0	0	0	0	0.01582	0.03928	0.09022	0.01302	0.03657	0.07765	0.009118	0.02908	0.05546	0.01923	0.04374	0.07469	0.1258	0.3001	0.4403	0.1109	0.2297	0.34	0.2284	0.342	0.4548	0.1773	0.2685	0.3945	0.1076	0.2045	0.3438	0.03314	0.0604	0.09699
-Cardiovascular Diseases	-Central Carbon Metabolism	0	0	0	0	0	0	0	0	0.0008069	0	0	0.002238	0	0	0.0007081	0	0	0.0009861	0.01117	0.07471	0.1898	0.01073	0.03388	0.1378	0.05112	0.1399	0.2298	0.0279	0.08062	0.3406	0.04235	0.1107	0.757	0.002643	0.02827	0.08959
-Metabolic Diseases	-Central Carbon Metabolism	0	0	0.3482	0	0	0.04139	0	0	0.01552	0	0	0.03368	0	0	0	0	0	0	0	0	0.05467	0	0	0.08263	6.001e-05	0.0004088	0.115	9.618e-06	0.0001814	0.103	6.19e-17	0.000256	0.2405	0	1.838e-12	0.07903
-Infectious Diseases	-Central Carbon Metabolism	0	0.003556	0.3565	0.00211	0.02037	0.07554	0.01134	0.03321	0.05706	0.01008	0.03906	0.09166	0.01319	0.0268	0.04739	0.01369	0.0273	0.04788	0.1852	0.2635	0.3701	0.1678	0.2334	0.3225	0.2012	0.3023	0.4484	0.2336	0.3132	0.451	0.1472	0.2712	0.4781	0.05665	0.1247	0.2178
Not Mapped	-Central Carbon Metabolism	0.9535	1.144	1.341	0.6763	0.7516	0.8619	0.7895	0.9049	1.061	0.4546	0.5486	0.6791	0.7771	0.931	1.159	0.8203	1.019	1.316	1.867	2.159	2.423	1.556	1.818	2.003	3.484	3.99	4.687	3.414	3.9	4.426	1.797	1.951	2.117	0.7303	0.8184	0.9635
-Not Mapped	-Central Carbon Metabolism	0.9535	1.144	1.341	0.6763	0.7516	0.8619	0.7895	0.9049	1.061	0.4546	0.5486	0.6791	0.7771	0.931	1.159	0.8203	1.019	1.316	1.867	2.159	2.423	1.556	1.818	2.003	3.484	3.99	4.687	3.414	3.9	4.426	1.797	1.951	2.117	0.7303	0.8184	0.9635
TOTAL	-Energy Metabolism	16.37	26.08	144.8	24.19	32.94	52.65	21.25	40.9	80.16	16.3	27.65	52.69	21.45	43.74	82.17	21.9	45.36	79.34	28.97	73.29	133.8	29.82	66.1	128.2	55.93	92.29	143.3	70.99	118.3	183	82.6	178.8	332.9	35.13	95.85	514.5
MAPPED	-Energy Metabolism	13.43	21.39	118.7	21.96	29.9	47.8	18.58	35.78	70.11	15.01	25.46	48.51	18.32	37.35	70.18	18.74	38.82	67.9	23.85	60.33	110.2	24.7	54.75	106.2	45.34	74.82	116.2	57.45	95.74	148	71.76	155.3	289.2	31.48	85.91	461.2
Genetic Information Processing	-Energy Metabolism	4.13	7.153	42.76	7.633	10.39	16.79	7.822	15.38	30.21	5.648	9.316	17.59	7.446	15.58	28.79	6.819	13.68	24.23	10.04	24.97	45.3	10.06	22.17	43.52	20.65	33.44	53.29	24.67	40.75	63.81	22.25	47.57	98.01	12.2	33.49	179.9
-Transcription	-Energy Metabolism	0.0835	0.2933	1.679	0.4266	0.6667	1.078	0.08519	0.2032	0.3932	0.04604	0.08465	0.1634	0.1326	0.2753	0.5233	0.1182	0.2376	0.4807	1.229	2.991	5.318	1.184	2.488	4.786	2.355	3.834	5.958	2.466	3.964	6.328	2.683	6.091	11.55	1.405	3.816	18.1
-Translation	-Energy Metabolism	1.998	3.217	17.86	5.415	7.395	11.77	5.009	9.757	19.23	3.373	5.759	10.75	4.852	9.796	18.66	4.266	8.766	15.46	3.195	7.9	14.5	3.17	7.207	13.93	8.579	13.89	21.72	9.939	16.15	25.29	6.327	13.39	25.66	4.84	13.3	70.47
-Folding, Sorting and Degradation	-Energy Metabolism	0.8983	2.573	15.54	1.298	1.777	2.726	2.363	4.549	9.039	2.035	3.353	6.132	2.155	4.461	8.171	1.919	3.922	6.924	4.272	10.69	18.29	4.051	9.287	18.17	6.762	10.93	17.17	8.641	14.09	22.2	8.692	19.41	40.65	4.68	13.27	70
-DNA Maintenance	-Energy Metabolism	0.5523	1.165	7.436	0.3673	0.5424	0.9186	0.3307	0.6277	1.292	0.1313	0.2189	0.4022	0.3068	0.671	1.428	0.2948	0.6832	1.497	1.455	3.485	6.561	1.473	3.267	6.709	3.013	4.771	7.978	3.693	5.684	9.41	4.113	9.221	19.55	1.249	3.922	16.91
-RNA Family	-Energy Metabolism	0	0	0	7.451e-09	1.081e-08	1.824e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Energy Metabolism	0.09553	0.1523	0.9706	0.1305	0.1693	0.2923	0.1667	0.3147	0.6502	0.1087	0.1783	0.3263	0.1149	0.2523	0.4471	0.0994	0.2059	0.4082	0.5968	1.333	2.493	0.5855	1.191	2.5	1.378	2.096	3.503	1.879	3.005	4.612	1.394	3.371	6.38	0.8877	2.625	12.54
-Signal Transduction	-Energy Metabolism	0	0	0.05929	0.1305	0.1693	0.2923	0.04088	0.0784	0.1918	0.02531	0.04722	0.114	0.05569	0.1146	0.2318	0.05152	0.104	0.2235	0.1696	0.3856	0.7796	0.193	0.4091	0.8802	0.3118	0.5766	1.17	0.4477	0.7966	1.508	0.447	1.033	2.184	0.1398	0.6427	3.131
-Signaling Molecules and Interaction	-Energy Metabolism	0.09453	0.1506	0.836	2.541e-09	3.693e-09	0.005082	0.1225	0.2338	0.4593	0.07789	0.1232	0.2305	0.05322	0.1111	0.2061	0.04624	0.09599	0.1799	0.4086	0.9923	1.832	0.3481	0.7774	1.625	0.9803	1.516	2.567	1.335	2.096	3.163	0.9026	2.18	4.192	0.6236	1.97	8.864
Cellular Processes	-Energy Metabolism	0.6443	1.033	6.167	0.1531	0.2499	0.4761	0.2961	0.6054	1.301	0.2389	0.4445	0.8138	0.6724	1.355	2.56	0.6369	1.351	2.54	2.798	7.016	12.79	2.647	5.947	11.37	7.206	11.84	18.2	11.51	19.17	29.54	22.07	50.48	97.21	7.225	19.79	93.63
-Hemoglobin	-Energy Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.004e-05	8.28e-05	0.0001781	0.0001849	0.0003082	0.0004765	0	0	0	0.0002747	0.0009416	0.00407
-Vesicular Transport	-Energy Metabolism	0	0	0	0	0	5.934e-10	0.0506	0.1226	0.3653	0.02938	0.07919	0.2161	0.07341	0.175	0.4276	0.0784	0.1809	0.4341	0.5198	1.436	2.543	0.5752	1.36	2.614	0.6889	1.216	1.955	0.9746	1.769	2.917	0.8257	2.388	5.844	0.3685	1.49	7.223
-Cytoskeleton	-Energy Metabolism	0.287	0.4745	2.984	0.07912	0.1078	0.1722	0.0644	0.1217	0.2448	0.09186	0.1514	0.2753	0.03598	0.06984	0.1542	0.04147	0.06991	0.1648	1.466	3.656	6.449	1.252	2.765	5.142	5.135	8.328	13.04	8.011	13.25	20.78	17.87	39.79	72.47	5.601	15.28	76.41
-Cell Motility	-Energy Metabolism	0	0	0	3.731e-08	0.04285	0.1995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Energy Metabolism	0.3638	0.5799	3.183	0.05865	0.08492	0.1387	0.175	0.3455	0.7026	0.1111	0.1797	0.347	0.5206	0.9572	2.073	0.4968	0.9455	1.936	0.4556	1.102	2.082	0.4664	0.9936	2.086	0.6364	1.066	1.719	0.9817	1.639	2.632	0.8957	1.993	5.262	0.3982	1.16	6.297
-Cell Communication	-Energy Metabolism	0	0	0	0	0	0	0	0.003615	0.02386	0	0.002978	0.01202	0	0.003989	0.02847	0	0.00465	0.03	0.2607	0.8522	1.581	0.2791	0.7908	1.623	0.6024	1.021	1.659	1.133	2.15	3.877	1.664	4.891	14.63	0.4293	1.316	6.041
Metabolism	-Energy Metabolism	7.396	12.03	68.84	13.91	19.07	30.46	9.909	18.9	36.85	8.782	14.93	28.3	9.717	19.61	37.42	10.93	22.67	39.66	7.678	18.91	34.07	8.799	19.34	35.27	11.62	18.46	29.41	13.71	22.2	34.44	17.1	36	71.05	8.99	25.51	135
-Membrane Transport	-Energy Metabolism	0.5031	1.056	6.185	1.503	2.116	3.234	0.1938	0.3601	0.6961	0.06664	0.1183	0.2028	0.2077	0.4701	0.9863	0.1318	0.3163	0.6385	0.06859	0.1775	0.3422	0.05606	0.1258	0.2539	0.1719	0.259	0.3965	0.1483	0.2212	0.3758	0.1081	0.2529	0.4699	0.02301	0.06046	0.4007
-Central Carbon Metabolism	-Energy Metabolism	2.364	4.274	24.47	2.802	4.027	6.775	2.646	5.741	11.56	2.165	4.154	8.133	3.112	7.084	12.43	2.789	5.811	11.67	2.251	5.952	10.63	2.798	6.307	13.11	2.519	4.287	6.674	3.249	5.873	9.628	5.306	12.56	23.32	3.617	12.3	65.21
-Energy Metabolism	-Energy Metabolism	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-Biosynthesis	-Energy Metabolism	1.221	2.222	16.22	4.455	6.239	9.667	2.71	5.072	10.78	3.008	4.867	8.039	2.761	5.062	9.684	3.619	7.056	13.18	1.395	3.399	6.193	1.515	3.303	6.592	2.858	4.542	7.356	3.341	5.004	8.01	4.509	8.841	18.69	1.543	3.918	20.02
-Other Enzymes	-Energy Metabolism	1.941	3.701	26.49	3.936	5.77	9.075	3.15	6.728	14.27	2.888	5.054	11.44	2.842	5.766	12.3	3.491	6.8	13.91	3.11	8.671	14.54	3.506	8.305	15.48	4.878	8.061	12.85	5.707	9.967	15.47	6.301	13.52	27.73	3.21	8.973	48.38
Organismal Systems	-Energy Metabolism	0	0	0	0	7.59e-10	0.002703	0.0533	0.1104	0.2723	0.0265	0.07317	0.1743	0.05589	0.1328	0.2377	0.05543	0.1281	0.2693	1.16	2.898	4.723	1.083	2.459	4.308	1.526	2.588	4.046	2.221	3.714	5.928	2.218	5.168	10.79	1.001	2.704	13.1
-Immune System	-Energy Metabolism	0	0	0	0	0	0	0.01109	0.03591	0.1127	0.007119	0.02565	0.0856	0.01073	0.03311	0.07929	0.0108	0.03846	0.0803	0.5338	1.301	2.416	0.5498	1.294	2.422	0.3811	0.7602	1.212	0.5152	1.025	1.662	0.524	1.626	3.392	0.2111	1.04	3.972
-Endocrine System	-Energy Metabolism	0	0	0	0	0	0	8.152e-05	0.003049	0.01112	3.931e-05	0.002367	0.01183	0	0.004182	0.01861	0	0.003946	0.01836	0.1855	0.5297	0.9044	0.134	0.3206	0.6102	0.1565	0.2558	0.8728	0.2678	0.4566	1.088	0.09434	0.2873	3.813	0.1521	0.3755	1.837
-Circulatory System	-Energy Metabolism	0	0	0	0	0	0	0	0	0.002321	0	0	0.001148	0	0	0.01878	0	0	0.01854	0.04767	0.1181	0.2248	0.04549	0.09834	0.1914	0.1742	0.2968	0.4723	0.3547	0.5549	0.8762	0.1592	0.3621	0.747	0.03817	0.2252	1.346
-Digestive System	-Energy Metabolism	0	0	0	0	0	0.002703	0	0.006022	0.0294	0	0.001218	0.00644	0	0.006287	0.02689	0	0.007537	0.02765	0.02554	0.07692	0.2706	0.0197	0.0637	0.2619	0.1719	0.3966	0.8428	0.1846	0.4278	0.8002	0.3157	0.6545	1.467	0.05499	0.1807	0.8247
-Excretory System	-Energy Metabolism	0	0	0	0	0	8.308e-10	0.001008	0.02611	0.1276	0.0009777	0.02525	0.115	0.00238	0.03926	0.1254	0.002906	0.03864	0.1337	0.1194	0.311	0.684	0.1024	0.2676	0.5842	0.1047	0.3053	0.6316	0.1931	0.5015	1.04	0.1479	0.5601	2.518	0.1009	0.3237	1.839
-Nervous System	-Energy Metabolism	0	0	0	0	0	7.869e-10	0	0.002015	0.008453	0	0.001061	0.004314	0	0.003416	0.02283	0	0.003483	0.02458	0.04177	0.1681	0.4231	0.04275	0.1581	0.425	0.07482	0.1595	0.2773	0.09514	0.2151	0.4004	0.0876	0.2151	0.5917	0.03593	0.163	0.7838
-Sensory System	-Energy Metabolism	0	0	0	0	0	0	0	0	0.01829	0	0	0.002992	0	0	0.0136	0	0	0.01422	0	0	0.03376	0	0	0.02265	0	0.01845	0.07564	0	0.02139	0.1311	0.0007199	0.01266	0.04187	1.502e-11	0.001792	0.1438
-Development	-Energy Metabolism	0	0	0	0	0	0	0	0	0.006842	0	0	0.01145	0	0	0.01198	0	0	0.01428	0.03516	0.09335	0.2098	0.03388	0.09016	0.1926	0.05815	0.09283	0.2158	0.09832	0.1663	0.356	0.1779	0.3756	0.757	0.04275	0.1582	0.7759
-Environmental Adaptation	-Energy Metabolism	0	0	0	0	0	0	0	0	0.02886	0	0	0.007435	0	0	0.01081	0	0	0.009917	0	0.009455	0.1019	0	0.0103	0.08963	0.0001995	0.01974	0.2173	0.0005483	0.03111	0.2696	0.002666	0.01177	0.229	0.0004789	0.008705	0.142
Human Diseases	-Energy Metabolism	0	1.164	5.969	0.01351	0.1839	0.4466	0.2436	0.4721	1.155	0.2053	0.455	0.8398	0.2153	0.5118	1.13	0.2544	0.5727	1.295	1.713	5.288	9.399	1.707	4.677	8.593	2.992	5.111	8.374	3.826	6.111	10.24	4.73	11.26	25.08	1.412	4.542	20.2
-Cancers	-Energy Metabolism	0	0	0.1103	0	7.449e-10	0.00256	0.006811	0.02445	0.06028	0.002982	0.02846	0.07163	0.003051	0.01663	0.0385	0.002501	0.01353	0.03944	0.1909	0.4856	1.044	0.202	0.4621	0.9612	0.3122	0.536	0.9826	0.4211	0.73	1.289	0.3259	0.7954	1.843	0.09574	0.3234	1.573
-Immune System Diseases	-Energy Metabolism	0	0	0	0	5.741e-10	0.002788	0.002669	0.01129	0.07715	0.001775	0.01436	0.06156	0.0242	0.1198	0.2795	0.02767	0.1373	0.3217	0.0754	0.2195	0.3997	0.07002	0.1879	0.3471	0.4026	1.003	1.878	0.4173	1.023	1.823	0.06702	0.1814	0.369	0.1709	0.5426	3.289
-Neurodegenerative Diseases	-Energy Metabolism	0	0	0	0	0	0	0.0738	0.2276	0.5695	0.05369	0.1533	0.3603	0.05917	0.1979	0.4731	0.09579	0.2525	0.5977	0.4355	1.836	4.052	0.4574	1.622	3.744	0.8313	1.4	2.462	0.8675	1.448	2.643	0.9003	2.438	5.818	0.238	0.8112	4.129
-Cardiovascular Diseases	-Energy Metabolism	0	0	0	0	0	0	0	0	0.004516	0	0	0.009261	0	0	0.005829	0	0	0.006925	0.0664	0.4646	1.348	0.06716	0.2547	1.024	0.2215	0.5809	1.012	0.1438	0.5129	2.029	0.3999	1.603	11.51	0.02626	0.5037	2.507
-Metabolic Diseases	-Energy Metabolism	0	0	1.686	0	0	0.1668	0	0	0.08985	0	0	0.1285	0	0	0	0	0	0	0	0	0.4149	0	0	0.6937	0.0003132	0.001956	0.5228	4.285e-05	0.0008311	0.6408	7.577e-16	0.003477	3.556	0	8.474e-11	2.18
-Infectious Diseases	-Energy Metabolism	0	0.05958	5.004	0.007977	0.06932	0.3898	0.07161	0.1814	0.4068	0.03531	0.1595	0.4692	0.06607	0.1593	0.4329	0.0631	0.1499	0.3762	0.5758	1.627	3.016	0.6152	1.524	3.127	0.682	1.25	2.323	0.983	1.84	3.144	1.159	3.396	6.727	0.4261	1.757	8.643
