Numerator	Denominator	mpn Kuehner	eco Valgepea 2013 48	sce Nagaraj	sce deGodoy	sce Newman rich	sce Newman minimal	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Geiger 2012 HeLa	hsa Geiger 2012 U2OS	hsa Nagaraj 2011	hsa Beck	mpn Kuehner	eco Valgepea 2013 48	sce Nagaraj	sce deGodoy	sce Newman rich	sce Newman minimal	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Geiger 2012 HeLa	hsa Geiger 2012 U2OS	hsa Nagaraj 2011	hsa Beck	mpn Kuehner	eco Valgepea 2013 48	sce Nagaraj	sce deGodoy	sce Newman rich	sce Newman minimal	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Geiger 2012 HeLa	hsa Geiger 2012 U2OS	hsa Nagaraj 2011	hsa Beck
		10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%
-Development	Environmental Information Processing	0	0	0	0	0	0	0	0	0.02157	0	0	0.0605	0	0	0.04592	0	0	0.0634	0.03303	0.06189	0.1442	0.03431	0.06224	0.1338	0.02629	0.04158	0.1384	0.03508	0.05367	0.1551	0.07794	0.1101	0.2484	0.03039	0.04177	0.5459
-Environmental Adaptation	Environmental Information Processing	0	0	0	0	0	0	0	0	0.1451	0	0	0.04179	0	0	0.05927	0	0	0.06477	0	0.01216	0.1416	0	0.0118	0.1136	8.374e-05	0.009859	0.09674	0.0002514	0.01144	0.09343	0.001135	0.003939	0.1319	0.0002877	0.004024	0.06179
Human Diseases	Environmental Information Processing	0	7.411	14.75	0.0596	1.041	2.201	0.9763	1.596	2.305	1.219	2.38	3.951	1.378	2.242	3.25	1.978	2.964	4.246	2.415	3.453	4.489	2.374	3.444	4.488	1.797	2.251	2.93	1.559	2.041	2.684	2.082	3.469	5.365	1.136	1.616	2.3
-Cancers	Environmental Information Processing	0	0	0.4619	0	4.589e-09	0.01332	0.02272	0.07904	0.145	0.01634	0.118	0.3364	0.0102	0.07598	0.1364	0.01604	0.08008	0.1555	0.2107	0.38	0.5932	0.2097	0.4066	0.5926	0.1702	0.2519	0.3548	0.1718	0.2473	0.3255	0.1522	0.2702	0.4009	0.08333	0.1285	0.1787
-Immune System Diseases	Environmental Information Processing	0	0	0	0	4.043e-09	0.01463	0.007787	0.03535	0.2149	0.01057	0.08257	0.2799	0.1076	0.576	0.9072	0.1525	0.721	1.171	0.09253	0.1414	0.246	0.07958	0.1333	0.2395	0.1993	0.458	0.766	0.1584	0.3361	0.525	0.02663	0.0559	0.09069	0.04682	0.2364	0.4023
-Neurodegenerative Diseases	Environmental Information Processing	0	0	0	0	0	0	0.2842	0.6572	1.517	0.3287	0.8061	1.797	0.2497	0.799	1.646	0.5825	1.279	2.302	0.5855	1.341	1.834	0.5909	1.201	1.735	0.435	0.6286	0.9077	0.3546	0.5235	0.7141	0.4056	0.7961	1.277	0.1642	0.3122	0.4998
-Cardiovascular Diseases	Environmental Information Processing	0	0	0	0	0	0	0	0	0.01388	0	0	0.04985	0	0	0.01972	0	0	0.02778	0.04666	0.3375	0.8514	0.05487	0.188	0.748	0.09242	0.2654	0.4076	0.04817	0.1611	0.628	0.142	0.4233	2.82	0.01228	0.1569	0.4572
-Metabolic Diseases	Environmental Information Processing	0	0	8.729	0	0	0.9212	0	0	0.2763	0	0	0.792	0	0	0	0	0	0	0	0	0.2405	0	0	0.4654	0.000144	0.0008046	0.2165	1.896e-05	0.0003472	0.1974	2.463e-16	0.000956	0.9336	0	1.026e-11	0.4267
-Infectious Diseases	Environmental Information Processing	0	0.0799	8.809	0.04157	0.4691	1.809	0.2073	0.5324	1.008	0.2363	0.9153	2.229	0.3944	0.7727	1.286	0.378	0.822	1.421	0.6587	1.226	1.667	0.6785	1.317	1.791	0.3378	0.5784	0.875	0.3994	0.6069	0.9341	0.535	0.9971	1.838	0.2555	0.6384	1.183
Not Mapped	Environmental Information Processing	26.44	31.14	31.14	14.82	17.09	19.87	13.52	15.78	17.82	10.48	12.45	14.86	22.79	27.58	30.58	26.08	31.66	35.73	7.738	9.367	11.13	7.542	9.42	11.15	6.288	7.66	9.036	6.306	7.541	8.681	6.066	7.415	8.692	3.508	4.055	5.057
-Not Mapped	Environmental Information Processing	26.44	31.14	31.14	14.82	17.09	19.87	13.52	15.78	17.82	10.48	12.45	14.86	22.79	27.58	30.58	26.08	31.66	35.73	7.738	9.367	11.13	7.542	9.42	11.15	6.288	7.66	9.036	6.306	7.541	8.681	6.066	7.415	8.692	3.508	4.055	5.057
TOTAL	-Signal Transduction	974	Inf	Inf	160.9	185.7	216.9	306.3	489.4	794.7	331.3	535.8	1076	263.6	378.7	483.3	301.5	426	568.7	120.2	178.6	272.6	103.2	161.5	244	98.2	148.3	240	101.9	137.9	217	126.6	167.4	248.2	95.27	117.1	423.1
MAPPED	-Signal Transduction	798.9	Inf	Inf	146.1	168.6	196.9	267.9	428.1	695.1	305	493.3	990.6	225.1	323.5	412.8	258.1	364.6	486.7	98.93	147	224.4	85.48	133.8	202.1	79.6	120.2	194.6	82.47	111.6	175.6	110	145.4	215.6	85.39	105	379.2
Genetic Information Processing	-Signal Transduction	219	Inf	Inf	50.99	58.55	67.53	112.7	182.3	298.7	110.4	181	363.1	92.33	133	168.7	90.1	129.1	171	42.09	61.74	93.24	35.02	54.17	81.47	36.36	54.66	89.68	35.16	48.18	75.57	33.39	46.07	68.27	32.34	41.56	146.3
-Transcription	-Signal Transduction	7.186	Inf	Inf	2.76	3.608	4.912	1.253	2.236	5.399	1.024	1.747	3.767	1.392	2.413	3.452	1.372	2.328	3.529	4.852	7.292	10.94	3.978	6.189	9.077	4.165	6.264	9.819	3.312	4.802	7.239	4.052	5.722	7.992	3.488	4.461	15.23
-Translation	-Signal Transduction	119	Inf	Inf	35.99	41.45	48.36	73.05	116.7	188.9	67.16	109.7	217	59.63	85.71	110	58.5	83.05	110.5	13.26	19.14	30.12	10.98	17.06	26.28	14.82	22.64	37.58	13.87	18.88	30.64	9.497	12.41	19.85	13	16.36	58.3
-Folding, Sorting and Degradation	-Signal Transduction	74.27	Inf	Inf	8.37	9.843	11.69	33.85	52.41	90.91	39.3	65.71	131	26.4	38.59	48.49	25.81	38.1	50.65	17.4	25.01	38.75	14.67	22.47	34.14	11.36	17.77	29.28	12.35	17.08	26.96	13.5	18.74	27.83	12.42	16.83	57.42
-DNA Maintenance	-Signal Transduction	34.01	Inf	Inf	2.263	2.991	4.192	4.878	7.44	13.09	2.536	4.029	7.703	3.799	5.882	8.917	4.108	6.626	10.55	5.756	8.895	13.83	5.056	7.884	12.21	5.119	7.888	12.98	4.947	7.207	11.32	5.765	9.238	12.49	3.369	4.693	14.17
-RNA Family	-Signal Transduction	0	NaN	NaN	4.386e-08	6.025e-08	7.659e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Signal Transduction	6.624	Inf	Inf	1	1	1.03	2.842	3.719	5.762	2.496	3.549	5.726	1.664	1.966	2.392	1.653	1.947	2.357	2.603	3.377	4.589	2.214	2.899	3.852	2.652	3.644	5.244	2.696	3.614	4.893	2.386	2.986	4.067	2.726	3.411	8.672
-Signal Transduction	-Signal Transduction	1	NaN	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-Signaling Molecules and Interaction	-Signal Transduction	5.624	Inf	Inf	1.699e-08	1.968e-08	0.03049	1.842	2.719	4.762	1.496	2.549	4.726	0.6636	0.9657	1.392	0.6527	0.9466	1.357	1.603	2.377	3.589	1.214	1.899	2.852	1.652	2.644	4.244	1.696	2.614	3.893	1.386	1.986	3.067	1.726	2.411	7.672
Cellular Processes	-Signal Transduction	38.04	Inf	Inf	0.9678	1.369	2.089	4.755	7.22	12.03	4.907	8.428	16.85	7.37	11.43	15.09	8.159	12.3	16.92	11.92	16.8	25.72	8.949	13.64	20.76	12.67	19.05	31.28	16.43	21.88	35.92	32.97	46.17	69.6	17.62	24.05	83.16
-Hemoglobin	-Signal Transduction	0	NaN	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.047e-05	0.0001417	0.0002957	0.0002655	0.0003612	0.0005724	0	0	0	0.0005719	0.001563	0.0037
-Vesicular Transport	-Signal Transduction	0	NaN	NaN	0	0	3.962e-09	0.7405	1.591	3.282	0.6232	1.592	3.931	0.8124	1.554	2.723	0.9857	1.773	3.186	2.195	3.289	5.273	1.82	3.064	4.96	1.19	1.941	3.431	1.379	2.085	3.552	1.094	2.154	4.697	0.6106	2.028	7.134
-Cytoskeleton	-Signal Transduction	16.63	Inf	Inf	0.5265	0.6075	0.7097	0.9079	1.484	2.39	1.816	3.001	5.765	0.3997	0.6087	1.014	0.5069	0.7374	1.189	5.738	8.92	12.74	4.108	6.616	9.431	8.804	13.75	21.66	11.08	15.25	24.75	26.28	36.88	51.92	13.97	18.98	63.21
-Cell Motility	-Signal Transduction	0	NaN	NaN	2.27e-07	0.2543	0.9719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Signal Transduction	21.41	Inf	Inf	0.3684	0.4519	0.6227	2.549	3.96	7.168	2.09	3.643	6.688	5.838	8.992	11.9	6.328	9.776	13.4	1.768	2.601	4.311	1.507	2.408	3.633	1.073	1.733	2.928	1.253	1.891	3.145	1.297	1.904	4.003	1.059	1.754	5.299
-Cell Communication	-Signal Transduction	0	NaN	NaN	0	0	0	0	0.04637	0.3356	0	0.05557	0.2837	0	0.04115	0.256	0	0.05669	0.3055	1.144	1.973	3.964	0.9564	1.865	3.698	1.063	1.693	2.979	1.589	2.575	4.491	2.368	3.679	12.55	0.887	1.988	5.252
Metabolism	-Signal Transduction	437.8	Inf	Inf	92.38	107.3	125.2	142.4	222.9	373.7	182	293.5	583.8	118.1	170.6	218.8	151.6	215.2	285.8	31.62	46.15	70.58	29.12	45.7	70.47	20.19	30.19	48.8	19.33	26	41.49	25.87	35.06	48.78	25.57	31.83	110.2
-Membrane Transport	-Signal Transduction	31.19	Inf	Inf	9.802	11.91	13.52	2.71	4.169	6.892	1.279	2.182	4.306	2.502	3.811	6.342	1.696	2.92	5.069	0.2453	0.4334	0.7316	0.1781	0.299	0.5195	0.2752	0.4555	0.74	0.1794	0.281	0.4561	0.1569	0.2261	0.3473	0.04499	0.1078	0.2758
-Central Carbon Metabolism	-Signal Transduction	125.3	Inf	Inf	18.88	22.92	26.84	41.06	64.4	111.4	47.94	78.16	167.3	38.64	56.77	79.31	36.46	58.68	84.81	9.117	14.8	23.1	9.569	15.52	25.02	4.311	7.291	11.98	4.598	6.842	10.44	7.96	11.46	17.03	11.35	16.06	51.93
-Energy Metabolism	-Signal Transduction	8.657	Inf	Inf	3.402	5.875	7.595	5.002	12.28	23.9	8.643	21	39.34	3.715	8.415	17.07	4.396	9.555	18.91	1.204	2.568	5.455	1.093	2.444	5.028	0.8394	1.728	3.122	0.6382	1.229	2.216	0.4571	0.9538	2.236	0.2902	1.537	6.875
-Biosynthesis	-Signal Transduction	71.19	Inf	Inf	28.71	35.56	43.75	38.38	62.88	102	55.56	92.61	183	32.15	46.75	60.73	47.02	69.52	93.32	5.635	8.023	12.59	5.187	7.749	12.28	4.825	7.698	10.99	4.289	6.186	9.168	5.756	8.997	12.46	3.042	5.685	17.33
-Other Enzymes	-Signal Transduction	118	Inf	Inf	25.98	31.92	39.01	49.73	72.13	135.8	54.83	97.87	211.7	31.21	51.58	69.04	44.8	70.57	98.96	12.63	19.61	32.13	11.6	18.99	29.94	8.539	12.95	22.14	8.4	11.72	19.14	9.449	13.45	19.45	7.774	13.79	33.71
Organismal Systems	-Signal Transduction	0	NaN	NaN	0	4.459e-09	0.01259	0.4619	1.499	2.642	0.4286	1.632	3.594	0.4667	1.067	1.928	0.5942	1.265	2.394	4.205	6.744	10.85	3.478	5.605	8.842	2.74	4.004	7.058	2.968	4.295	7.031	2.949	4.755	8.39	1.938	4.271	10.68
-Immune System	-Signal Transduction	0	NaN	NaN	0	0	0	0.09936	0.4753	0.9559	0.1219	0.5037	1.36	0.1172	0.317	0.5897	0.1438	0.3706	0.7163	1.999	3.255	5.249	1.891	3.096	4.822	0.6594	1.16	2.323	0.724	1.16	2.037	0.7669	1.454	2.894	0.5009	1.503	4.304
-Endocrine System	-Signal Transduction	0	NaN	NaN	0	0	0	0.00154	0.02931	0.1233	0.0009897	0.03532	0.2674	0	0.02718	0.1883	0	0.02678	0.2416	0.7466	1.161	2.026	0.3869	0.7712	1.287	0.2318	0.4489	1.536	0.3274	0.5145	1.418	0.1335	0.2398	3.594	0.2933	0.6303	1.753
-Circulatory System	-Signal Transduction	0	NaN	NaN	0	0	0	0	0	0.02266	0	0	0.02296	0	0	0.1708	0	0	0.1919	0.1752	0.2966	0.4629	0.1329	0.2344	0.3502	0.2819	0.4673	0.8445	0.4745	0.6707	1.103	0.2281	0.3317	0.5504	0.06812	0.3671	1.422
-Digestive System	-Signal Transduction	0	NaN	NaN	0	0	0.01259	0	0.05962	0.3621	0	0.0272	0.133	0	0.06992	0.2187	0	0.08494	0.2605	0.07218	0.1639	0.7048	0.05274	0.1301	0.6229	0.3075	0.6608	1.223	0.242	0.4726	0.7973	0.4098	0.6529	1.084	0.1317	0.2983	0.6833
-Excretory System	-Signal Transduction	0	NaN	NaN	0	0	4.716e-09	0.007846	0.3342	1.451	0.01799	0.5134	2.257	0.02685	0.3428	1.226	0.03903	0.3823	1.544	0.3202	0.8669	1.454	0.2622	0.6895	1.156	0.1816	0.5138	1.083	0.2491	0.6904	1.252	0.1718	0.4829	2.126	0.131	0.5857	1.694
-Nervous System	-Signal Transduction	0	NaN	NaN	0	0	4.752e-09	0	0.02628	0.1298	0	0.0195	0.08528	0	0.02766	0.2354	0	0.03694	0.2971	0.1455	0.474	1.016	0.106	0.4332	0.8261	0.1394	0.2675	0.4642	0.1219	0.2569	0.4585	0.08977	0.2461	0.4114	0.08058	0.2249	0.7596
-Sensory System	-Signal Transduction	0	NaN	NaN	0	0	0	0	0	0.2715	0	0	0.06889	0	0	0.111	0	0	0.1255	0	0	0.08811	0	0	0.05216	0	0.02376	0.1452	0	0.02392	0.1834	0.0007013	0.01385	0.03459	3.916e-11	0.001932	0.4478
-Development	-Signal Transduction	0	NaN	NaN	0	0	0	0	0	0.07223	0	0	0.1698	0	0	0.09556	0	0	0.1265	0.1067	0.2154	0.5019	0.08676	0.1938	0.4264	0.08583	0.1585	0.5268	0.1192	0.1886	0.5478	0.2241	0.3459	0.7675	0.09271	0.2304	1.698
-Environmental Adaptation	-Signal Transduction	0	NaN	NaN	0	0	0	0	0	0.4394	0	0	0.133	0	0	0.119	0	0	0.127	0	0.04071	0.3333	0	0.02882	0.2184	0.0003222	0.03419	0.2935	0.0006798	0.0378	0.2935	0.003269	0.01167	0.3299	0.0009736	0.01751	0.1865
Human Diseases	-Signal Transduction	0	Inf	Inf	0.0596	1.046	2.208	2.947	5.746	11.13	3.896	8.244	18.81	2.563	4.473	7.594	3.336	5.595	9.259	6.87	11.53	19.02	5.766	10.21	16.29	5.171	8.544	14.37	4.671	7.267	12.36	5.973	10.46	17.16	3.289	6.286	20.42
-Cancers	-Signal Transduction	0	Inf	NaN	0	4.589e-09	0.01332	0.05629	0.2921	0.6841	0.04739	0.6287	1.839	0.0189	0.1383	0.2894	0.03023	0.1572	0.315	0.6089	1.388	2.429	0.5418	1.225	1.921	0.5192	0.8937	1.536	0.52	0.8876	1.449	0.408	0.8352	1.331	0.2594	0.5041	1.278
-Immune System Diseases	-Signal Transduction	0	NaN	NaN	0	4.157e-09	0.01463	0.02208	0.1331	0.6727	0.02825	0.3052	1.153	0.2091	1.118	1.83	0.2797	1.338	2.467	0.2689	0.5034	0.8792	0.2198	0.4069	0.7397	0.6837	1.714	3.05	0.4956	1.221	2.124	0.07869	0.1821	0.2887	0.1902	0.8934	2.818
-Neurodegenerative Diseases	-Signal Transduction	0	NaN	NaN	0	0	0	0.8518	2.752	6.694	0.9534	2.843	8.206	0.4954	1.58	3.568	1.053	2.376	4.986	2.062	4.05	7.557	1.703	3.333	5.872	1.262	2.465	4.166	1.107	1.791	3.144	1.105	2.4	3.99	0.5749	1.228	3.303
-Cardiovascular Diseases	-Signal Transduction	0	NaN	NaN	0	0	0	0	0	0.05908	0	0	0.2057	0	0	0.03885	0	0	0.05417	0.1532	1.184	3.329	0.1443	0.5541	2.44	0.3276	1.019	1.805	0.1917	0.6028	2.354	0.3532	1.435	9.207	0.03699	1.015	2.709
-Metabolic Diseases	-Signal Transduction	0	Inf	NaN	0	0	0.9212	0	0	1.154	0	0	3.477	0	0	0	0	0	0	0	0	0.881	0	0	1.365	0.0004103	0.003562	0.9147	6.674e-05	0.001599	0.7878	7.682e-16	0.003089	3.192	0	1.011e-10	3.275
-Infectious Diseases	-Signal Transduction	0	Inf	NaN	0.04157	0.4691	1.858	0.7189	2.003	4.72	0.8346	2.794	9.161	0.7365	1.499	2.801	0.7239	1.595	2.99	2.003	4.088	6.924	1.661	3.84	6.186	1.198	1.95	4.448	1.284	2.046	4.283	1.596	3.057	6.251	0.7979	2.722	8.72
Not Mapped	-Signal Transduction	175.1	Inf	Inf	14.82	17.1	19.98	38.39	61.33	99.6	26.3	42.54	85.42	38.46	55.25	70.51	43.48	61.43	82.01	21.24	31.57	48.19	17.72	27.74	41.88	18.59	28.08	45.45	19.45	26.32	41.42	16.61	21.96	32.57	9.879	12.15	43.87
-Not Mapped	-Signal Transduction	175.1	Inf	Inf	14.82	17.1	19.98	38.39	61.33	99.6	26.3	42.54	85.42	38.46	55.25	70.51	43.48	61.43	82.01	21.24	31.57	48.19	17.72	27.74	41.88	18.59	28.08	45.45	19.45	26.32	41.42	16.61	21.96	32.57	9.879	12.15	43.87
TOTAL	-Signaling Molecules and Interaction	173.2	173.2	173.2	5579	9.518e+09	9.518e+09	148.4	178.6	183.1	196.6	225	228.6	339.4	382.6	410.1	414.1	446.4	481.1	62.21	74.69	88.72	70.21	84.74	96.21	47.15	56.35	67.38	47.85	54.72	63.66	70.35	84.48	106	49.32	53.73	59.57
MAPPED	-Signaling Molecules and Interaction	142	142	142	5065	8.642e+09	8.642e+09	129.8	156.2	160.2	181	207.1	210.4	289.9	326.8	350.2	354.4	382	411.7	51.21	61.49	73.03	58.15	70.19	79.7	38.23	45.68	54.62	38.72	44.28	51.51	61.12	73.39	92.13	44.21	48.16	53.4
Genetic Information Processing	-Signaling Molecules and Interaction	36.66	45.59	53.99	1783	2.961e+09	3.067e+09	54.91	65.31	68.53	64.84	75.13	77.43	117.5	130.5	144.3	123.8	135.5	147	21.44	25.66	30.78	23.95	28.35	32.69	17.22	20.64	24.95	16.51	19.02	22.1	18.33	23.24	28.12	16.97	18.67	20.68
-Transcription	-Signaling Molecules and Interaction	0.6638	1.805	4.141	136.3	1.688e+08	2.314e+08	0.5265	0.8197	1.622	0.4506	0.6812	1.036	1.612	2.423	3.482	1.694	2.475	3.54	2.46	3.025	3.606	2.636	3.233	3.688	1.99	2.345	2.815	1.63	1.865	2.112	2.293	2.802	3.442	1.791	1.963	2.19
-Translation	-Signaling Molecules and Interaction	21.06	21.22	21.54	1253	2.126e+09	2.149e+09	35.19	42.46	43.83	39.89	45.78	47.07	77.18	85.97	93.05	80.97	87.04	93.27	6.847	8.242	9.924	7.536	9.034	10.46	7.068	8.662	10.52	6.544	7.633	8.954	5.132	6.419	8.167	6.728	7.433	8.247
-Folding, Sorting and Degradation	-Signaling Molecules and Interaction	6.813	13.64	22.57	301.5	5.01e+08	5.583e+08	16.14	19.53	21.01	23.19	26.59	28.72	32.99	37.62	42.53	34.59	39.44	43.29	8.775	10.83	12.71	9.999	11.83	13.91	5.539	6.698	8.178	5.727	6.72	7.985	7.19	9.662	11.59	6.417	7.242	8.133
-DNA Maintenance	-Signaling Molecules and Interaction	4.776	6.61	10.01	84.06	1.382e+08	2.129e+08	2.303	2.696	3.081	1.431	1.653	1.925	4.292	5.898	8.307	4.734	6.766	9.923	2.959	3.684	4.421	3.491	4.19	4.989	2.41	3.058	3.794	2.417	2.789	3.358	2.931	4.474	5.741	1.685	1.916	2.226
-RNA Family	-Signaling Molecules and Interaction	0	0	0	2.052e-06	3	3.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Signaling Molecules and Interaction	1	1	1.178	31.74	50520000	56490000	1.201	1.357	1.542	1.209	1.39	1.668	1.715	2.034	2.483	1.733	2.056	2.526	1.274	1.42	1.6	1.35	1.526	1.736	1.225	1.375	1.598	1.256	1.38	1.58	1.322	1.5	1.715	1.13	1.395	1.578
-Signal Transduction	-Signaling Molecules and Interaction	0	0	0.1778	30.74	50520000	56490000	0.2008	0.3567	0.542	0.2085	0.3904	0.6678	0.7146	1.034	1.483	0.7326	1.056	1.526	0.2741	0.4203	0.5997	0.35	0.5256	0.7359	0.2253	0.3746	0.5976	0.256	0.3802	0.5799	0.3221	0.4998	0.7146	0.1295	0.3951	0.5784
-Signaling Molecules and Interaction	-Signaling Molecules and Interaction	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Cellular Processes	-Signaling Molecules and Interaction	6.763	7.376	7.554	43.15	65560000	1.031e+08	2.144	2.605	3.128	2.715	3.301	4.086	9.012	11.57	13.85	10.75	12.96	15.04	5.651	7.24	8.566	5.905	7.323	8.812	5.936	7.245	8.827	7.531	8.872	10.59	18.52	23.1	29.96	9.213	10.16	11.87
-Hemoglobin	-Signaling Molecules and Interaction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.767e-05	4.863e-05	0.0001019	0.0001258	0.0001425	0.0001662	0	0	0	0.0002851	0.0003218	0.0008594
-Vesicular Transport	-Signaling Molecules and Interaction	0	0	0	0	0	0.25	0.2996	0.5368	0.9457	0.2853	0.591	1.392	0.8961	1.593	2.673	1.1	1.947	3.121	1.048	1.428	1.822	1.218	1.62	2.135	0.4943	0.786	1.084	0.5688	0.8606	1.162	0.5278	1.106	2.009	0.2811	0.8102	1.196
-Cytoskeleton	-Signaling Molecules and Interaction	2.956	3.57	3.57	18.25	31140000	31140000	0.449	0.5333	0.5639	1.044	1.181	1.288	0.4707	0.621	0.8953	0.6139	0.7932	1.09	2.912	3.663	4.74	2.612	3.31	4.267	4.235	5.097	6.262	5.274	6.18	7.153	14.23	17.84	23.33	7.418	8.303	9.461
-Cell Motility	-Signaling Molecules and Interaction	0	0	0	7.727	13180000	50760000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Signaling Molecules and Interaction	3.807	3.807	3.984	16.05	21240000	29100000	1.228	1.458	1.661	1.284	1.433	1.55	7.115	9.067	10.72	8.227	10.12	11.48	0.8538	1.127	1.386	0.9651	1.269	1.566	0.5156	0.6788	0.9282	0.6253	0.7765	0.9682	0.735	0.9301	1.993	0.5266	0.6339	0.8098
-Cell Communication	-Signaling Molecules and Interaction	0	0	0	0	0	0	0	0.01778	0.08809	0	0.02655	0.08567	0	0.03702	0.2472	0	0.05426	0.2959	0.6035	0.7822	1.416	0.6457	0.8751	1.649	0.4995	0.6461	0.8659	0.7375	0.9266	1.653	1.341	1.769	5.513	0.4605	0.5442	0.9249
Metabolism	-Signaling Molecules and Interaction	77.34	81.07	83.85	3253	5.469e+09	5.559e+09	69.32	82.35	85.25	107.2	122.2	124.3	155.5	171.8	185.3	209.9	223.2	240.3	16.1	19.66	23.13	20.03	23.75	27.43	9.319	11.44	13.79	9.075	10.36	12.15	14.15	17.65	21.41	13.06	14.24	15.75
-Membrane Transport	-Signaling Molecules and Interaction	4.316	7.633	8.297	368.5	5.898e+08	6.343e+08	1.313	1.541	1.636	0.7981	0.8765	1.004	2.787	4.381	5.754	2.057	3.252	4.701	0.1166	0.1756	0.2541	0.1056	0.1655	0.2192	0.1285	0.1715	0.2111	0.07888	0.1098	0.1459	0.08875	0.1131	0.146	0.02153	0.03596	0.04614
-Central Carbon Metabolism	-Signaling Molecules and Interaction	22.47	26.91	32.55	755.9	1.136e+09	1.281e+09	20	23.65	27.58	25.55	31.61	37.39	45.6	58.48	69.22	48.37	63.36	77.13	4.855	6.116	7.601	6.224	7.9	10.01	2.105	2.624	3.349	2.25	2.619	3.243	4.677	5.719	7.12	5.815	6.714	7.689
-Energy Metabolism	-Signaling Molecules and Interaction	1.101	6.619	10.47	189.8	2.691e+08	3.77e+08	2.108	4.274	7.902	4.223	8.03	12.56	4.745	8.865	16.89	5.44	9.536	20.76	0.5396	1.008	2.39	0.6106	1.267	2.759	0.3879	0.657	0.9699	0.3104	0.4759	0.7443	0.2265	0.4508	1.035	0.09698	0.4976	1.376
-Biosynthesis	-Signaling Molecules and Interaction	11.23	14.71	18.72	1165	1.763e+09	2.012e+09	17.87	21.92	27.84	29.65	37.53	45.9	39.43	45.51	53.42	62.21	72.36	83.15	2.626	3.495	4.24	3.201	4.092	5.104	2.279	2.821	3.66	1.978	2.45	2.965	3.351	4.342	5.659	1.374	2.41	2.813
-Other Enzymes	-Signaling Molecules and Interaction	19.34	24.87	32.21	1001	1.599e+09	1.875e+09	22.85	27.52	33.43	32.98	39.85	50.51	38.44	51.11	64.16	56.82	73.15	88.15	6.757	8.125	10.13	8.095	9.959	11.99	4.003	5.092	6.278	3.833	4.612	5.52	4.808	6.649	8.799	3.534	4.559	6.083
Organismal Systems	-Signaling Molecules and Interaction	0	0	0	0	0.25	571200	0.236	0.468	0.9414	0.2097	0.5282	1.285	0.5669	1.069	1.923	0.6855	1.264	2.624	2.189	2.854	3.441	2.299	3.056	3.588	1.153	1.584	2.114	1.386	1.681	2.172	1.554	2.315	3.682	0.9085	1.354	1.911
-Immune System	-Signaling Molecules and Interaction	0	0	0	0	0	0	0.04362	0.1718	0.3379	0.05686	0.203	0.4537	0.1274	0.3307	0.5114	0.1467	0.4041	0.6836	0.9965	1.359	1.87	1.161	1.613	2.184	0.3016	0.465	0.7369	0.3006	0.4708	0.6915	0.3749	0.7376	1.191	0.1876	0.3437	1.05
-Endocrine System	-Signaling Molecules and Interaction	0	0	0	0	0	0	0.0005287	0.01248	0.03929	0.0004877	0.01464	0.08606	0	0.0285	0.1484	0	0.02612	0.1993	0.3776	0.5007	0.6764	0.2183	0.3839	0.5679	0.1124	0.1585	0.5442	0.1502	0.1954	0.5273	0.07633	0.1235	1.624	0.1468	0.1746	0.3026
-Circulatory System	-Signaling Molecules and Interaction	0	0	0	0	0	0	0	0	0.00576	0	0	0.00724	0	0	0.2169	0	0	0.2566	0.08734	0.1141	0.1649	0.08629	0.1154	0.1613	0.1297	0.1764	0.2607	0.2218	0.264	0.334	0.1202	0.1626	0.2557	0.0306	0.1847	0.2251
-Digestive System	-Signaling Molecules and Interaction	0	0	0	0	0	571200	0	0.0189	0.1236	0	0.008207	0.04512	0	0.06733	0.2189	0	0.08948	0.2606	0.03286	0.07209	0.2837	0.03176	0.0719	0.3271	0.1145	0.2649	0.4505	0.09319	0.1987	0.2934	0.1968	0.3276	0.4635	0.06424	0.08243	0.1262
