KO number	mmu Geiger adrenal gland	mmu Geiger brain cortex	mmu Geiger brain medulla	mmu Geiger brown fat	mmu Geiger cerebellum	mmu Geiger colon	mmu Geiger diaphragm	mmu Geiger duodenum	mmu Geiger embryonic tissue	mmu Geiger eye	mmu Geiger heart	mmu Geiger ileum	mmu Geiger jejunum	mmu Geiger kidney cortex	mmu Geiger kidney medulla	mmu Geiger liver	mmu Geiger lung	mmu Geiger midbrain	mmu Geiger muscle	mmu Geiger olfactory bulb	mmu Geiger ovary	mmu Geiger pancreas	mmu Geiger salivary gland	mmu Geiger spleen	mmu Geiger stomach	mmu Geiger thymus	mmu Geiger uterus	mmu Geiger white fat
K13447	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00476	48717.949	351.28205	5354.7908	30499.325	145748.99	57894.737	21199.73	127800.27	61808.367	5030.4993	6184.3455	20512.821	93927.126	72469.636	8652.7665	46153.846	39406.208	1238.3401	47738.462	154.30499	36707.152	192.32119	16599.19	55870.445	6030.4993	3352.4966	13209.177	82051.282
K07426	2958.9041	1046.9863	NaN	26223.092	2722.3092	4882.9746	1171.1546	2379.2564	NaN	1556.8102	NaN	230919.77	332681.02	25636.008	1254.638	37573.386	90410.959	220.97847	NaN	NaN	1186.2231	NaN	487.51468	14852.446	143.88845	576.79061	777.00587	6587.6712
K00504	543.36659	753.51305	4754.8291	NaN	217.72447	NaN	NaN	NaN	NaN	NaN	569.4757	NaN	NaN	NaN	NaN	NaN	NaN	866.90724	NaN	NaN	NaN	213.69136	298.49289	792.16727	245.12842	NaN	NaN	NaN
K10252	NaN	NaN	555.41353	NaN	NaN	5833.2707	NaN	710.88346	NaN	22180.451	1101.3346	261278.2	178383.46	189849.62	2170.8647	25751.88	153.13346	NaN	452.53759	1492.7444	NaN	66.699248	NaN	662.78195	NaN	NaN	NaN	NaN
K00518	214741.04	26060.956	18420.717	217529.88	107569.72	31900.797	30363.745	110756.97	5146.2151	36118.327	70916.335	23790.438	27407.57	693227.09	229880.48	125498.01	1450199.2	18994.821	4066.1355	46215.139	45019.92	21601.992	39086.454	129482.07	30653.386	67330.677	29874.104	247410.36
K00528	7287449.4	20076.316	75303.644	382591.09	352226.72	164979.76	50607.287	45951.417	18882.794	19022.672	27732.794	315789.47	171862.35	240890.69	89271.255	520242.91	53441.296	5640.8907	2682.3887	95951.417	362348.18	12315.385	7889.6761	327935.22	7093.3198	47773.279	4094.7368	39676.113
K01562	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	572.60638	NaN	NaN	1302.2606	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00540	1255643.4	255247.25	1814094.7	868982.74	3782375.4	873381.57	254194.97	1227186.3	347530.46	633013.39	114174.65	3136450.9	3708228.9	3062260.9	724988.03	2354580.9	1689833.9	112925.74	30641.988	1012352.4	371027.05	293387.56	529947.24	2261427	108138.06	306916.44	421873.93	459063.1
K05542	161.50105	NaN	NaN	NaN	602.21053	789.17895	NaN	NaN	3309.4737	NaN	NaN	5441.6842	NaN	451.76842	NaN	2611.1579	NaN	NaN	NaN	NaN	537.43158	NaN	NaN	5344.4211	NaN	NaN	289.85263	NaN
K05543	643.6714	NaN	9151.1156	NaN	15816.024	NaN	NaN	NaN	4371.3996	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1394.3002	NaN	NaN	2949.4929	801.44016	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03439	1062.4627	741.64179	3292.9104	NaN	18982.09	7664.5522	1214.8881	11455.97	29290.672	1792.3134	151.69403	14636.94	20714.179	2579.4776	2676.194	NaN	NaN	456.71642	NaN	5777.2388	NaN	691.71642	1413.806	15624.254	251.27612	1889.7388	NaN	NaN
K07442	4048.9655	NaN	NaN	959.44828	13525.862	697.89655	NaN	4540.6897	NaN	NaN	NaN	NaN	6353.7931	NaN	1520.7241	NaN	2033.3103	NaN	NaN	100.95862	NaN	1873.1724	2015.7241	NaN	NaN	NaN	1604.8966	NaN
K05925	4038.2759	4487.931	3501.3793	3894.8276	48965.517	7522.069	577.75862	3848.2759	22068.966	5974.3103	NaN	7164.1379	4921.8966	11437.586	977.43103	2624.3103	7388.4483	NaN	368.34483	17241.379	658	NaN	NaN	120862.07	NaN	10975.69	2511.0345	NaN
K00573	845814.98	7268722.5	5330396.5	687224.67	16784141	691629.96	1189427.3	863436.12	418942.73	859030.84	2088105.7	1158590.3	1568281.9	1202643.2	475770.93	413656.39	1224669.6	1841409.7	726872.25	6343612.3	125110.13	885462.56	329074.89	2647577.1	444933.92	1242290.7	427753.3	160352.42
K07755	396276.6	17004.255	172074.47	83510.638	675531.91	470744.68	72074.468	141223.4	180319.15	122606.38	97074.468	627659.57	840425.53	1151595.7	289893.62	1566489.4	216489.36	7736.4362	8380.8511	271276.6	84574.468	10894.947	26500	262500	6270.4787	107446.81	17801.596	63297.872
K11393	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6758.7703	NaN	NaN	NaN	NaN	NaN	NaN	840.92224	NaN	NaN	NaN	NaN	NaN	NaN	NaN	301989.15	NaN	NaN	NaN	NaN
K00670	414101.4	337017.82	293605.36	358390.68	1176132.7	506185.81	87236.33	669915.57	930543.56	193181.96	80888.483	1461312.4	1110485.1	496584.47	80274.934	632931.9	155530.2	119104.63	55228.289	765719.83	240158.53	121234.78	99204.457	641713.48	79695.394	319616.72	169542.46	87461.539
K00671	354838.71	225806.45	201314.86	551920.09	1256429.5	528879.31	45251.174	600688.3	366122.17	72016.412	79247.631	1283962.4	1277283.7	350901.24	56854.839	664310.49	165783.76	63567.46	7814.1129	792278.49	65120.968	142741.94	155040.32	732558.12	25201.613	63135.117	41532.258	107683.23
K00685	NaN	NaN	4763.5659	NaN	77325.581	4600.969	NaN	NaN	6593.9922	NaN	2065.5039	16049.225	4846.124	21705.426	NaN	7054.2636	NaN	167.71318	1001.9574	11778.295	3232.9457	1015.4651	2356.0078	NaN	NaN	NaN	833.48837	NaN
K05619	771.39877	4149.3252	NaN	NaN	NaN	127.69325	427.80368	NaN	NaN	14723.926	370.14724	NaN	415.39877	51288.344	300.7362	198773.01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	393865.03	NaN	3424.6626	NaN	163.64417
K05620	NaN	NaN	NaN	NaN	NaN	363636.36	NaN	NaN	NaN	NaN	1636.6522	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4570.5628	NaN	NaN	NaN
K11257	6869.9387	476.29857	1032.3517	1140.1022	10123.313	NaN	NaN	2277.9141	15170.143	NaN	NaN	NaN	2570.3476	4954.6012	3419.4274	NaN	4117.9959	297.85276	NaN	2410.0204	4904.908	NaN	951.47239	NaN	1197.8323	1287.8119	1437.4233	3902.454
K00775	NaN	NaN	NaN	21026.685	NaN	NaN	NaN	NaN	NaN	NaN	10388.679	NaN	609.56873	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	39353.1
K00924	3444.6602	117475.73	175080.91	41423.948	786407.77	1603.8188	79288.026	15340.777	1766.3107	30919.094	21199.353	20111.003	2279.4175	121682.85	21948.22	144660.19	8744.9838	26395.469	5104.2071	247896.44	1217.5728	12988.026	8874.7573	61488.673	348.22006	510.84142	256.18447	559.06149
K07756	NaN	456.62818	6157.5058	2151.2702	13454.042	7236.4896	578.08314	2832.1016	9404.388	1435.2425	543.99538	NaN	24480.37	5862.3557	3165.5889	6560.0462	5150.8083	1691.224	NaN	18416.859	NaN	1327.8984	2707.8522	11385.912	NaN	68.572748	NaN	278.33718
K13024	NaN	NaN	4960.9389	557.78565	6131.2666	10628.875	NaN	10894.597	4729.4066	580.94774	507.55536	66607.617	96545.616	1331.8866	NaN	3505.5802	819.50399	NaN	NaN	NaN	NaN	403.31267	258.00709	9123.1178	NaN	160.07972	NaN	383.1178
K13291	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4004.1363	3191.6667	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00992	NaN	NaN	NaN	NaN	NaN	20920.211	376.92759	47945.205	NaN	265.96869	NaN	97997.596	78927.878	NaN	NaN	26418.787	NaN	NaN	677.33855	NaN	NaN	NaN	NaN	NaN	NaN	2311.3503	737.57339	NaN
K05855	66772.655	51033.386	872.52782	19872.814	4847.6948	108108.11	3084.4197	21939.587	160572.34	4244.1971	41017.488	83147.854	162162.16	78060.413	8845.787	14161.049	105087.44	13339.746	NaN	178060.41	58187.599	4999.682	12084.579	2432432.4	3191.8919	60890.302	34499.205	55961.844
K08889	NaN	NaN	NaN	1123.8396	11997.084	1242.1628	NaN	7376.7922	5844.836	NaN	NaN	2079.7084	NaN	NaN	NaN	NaN	5323.2078	NaN	NaN	NaN	2835.2369	233.45079	1157.8736	7685.7837	447.48481	612.79465	662.23572	NaN
K08892	NaN	NaN	NaN	NaN	NaN	4100.9766	NaN	NaN	NaN	NaN	NaN	20312.5	95703.125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08894	218625.28	1784.6563	52771.619	NaN	86252.772	3566.9623	NaN	NaN	NaN	NaN	NaN	NaN	110421.29	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K04413	1278.8991	1082.8746	23088.685	696.48318	29969.419	4015.0612	NaN	840.06116	1746.0245	272.91284	NaN	1549.0061	19648.318	4626.8349	876.6055	1953.5168	1141.1315	4988.5321	20.077217	34862.385	NaN	433.31804	NaN	14678.899	504.31957	193.0581	225.32875	319.14373
K08282	92805.755	17219.065	325132.42	17549.64	1149103.3	137087.3	13046.223	159172.66	72698.289	74292.499	8538.2329	244604.32	141270.18	244017.96	42985.612	42789.84	31153.366	20814.588	15155.935	273381.29	20863.309	15551.079	139568.35	54844.687	3303.777	10067.087	2918.8849	18119.53
K08788	NaN	NaN	NaN	766.08558	NaN	2574.8019	1473.2171	29793.978	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1281.9334	NaN	NaN	NaN	NaN	NaN	NaN	1792.5515	NaN	NaN	NaN	NaN
K08790	23040.701	15520.107	55988.135	83311.802	336761.68	111916.94	26881.72	99259.619	28079.964	39288.126	1547.957	331182.8	178985.91	123286.32	19479.123	79299.9	77237.479	5242.6466	423.07527	58141.212	10870.756	13830.003	14361.58	10110.753	4778.1069	9912.7976	793.0819	6994.3813
K08796	NaN	4977.6369	154430.2	NaN	361526.72	NaN	NaN	NaN	4832.1088	778.53061	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9618.0952	NaN	58331.97	NaN	572.62585	NaN	NaN	NaN	NaN	66.832653	NaN
K08798	2616.4948	642.29381	13917.526	987.16495	97422.68	28479.381	NaN	5133.1186	NaN	NaN	NaN	41365.979	64175.258	14819.588	3842.9124	NaN	NaN	2491.7526	NaN	88659.794	NaN	903.51804	1862.6289	NaN	NaN	NaN	892.46134	NaN
K08802	2591.3102	312.55348	11750.802	8340.508	181818.18	2835.2941	NaN	5278.877	40106.952	NaN	NaN	NaN	NaN	2414.7059	3054.4118	8183.4225	7931.6845	726.8984	NaN	156417.11	2814.9733	NaN	NaN	33957.219	NaN	6042.3797	171.5508	6460.8289
K08805	5810.6614	80047.487	99070.635	37566.138	533016.53	59259.259	NaN	15873.016	164241.8	5047.619	1474.2063	87962.963	79926.852	NaN	949.80159	102380.95	NaN	17746.693	NaN	715343.92	1217.7381	NaN	NaN	195189.68	326.64021	1366.7989	7175.3968	4918.8624
K08810	564.43995	5078.881	9522.5614	NaN	157824.45	441.7004	139.71323	287.68219	8239.4624	NaN	28.368758	4655.8704	5229.4197	109.12618	116.90958	260.40823	2980.2632	1074.9868	NaN	38748.411	NaN	NaN	73.458165	NaN	NaN	NaN	NaN	NaN
K08816	NaN	NaN	232.33996	2378.2617	11221.132	8859.5475	NaN	3706.6225	NaN	1196.2693	30454.545	182473.91	219306.64	28256.071	1461.4349	21129.139	2035.1656	282.22727	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08827	6310.1291	2333.9623	6336.7428	4327.2095	42204.568	24826.216	98709.037	16583.913	43892.751	1398.8083	NaN	21946.375	57398.213	5754.6177	604.51837	2989.8709	3877.3585	502.55214	8268.1231	2590.7646	11221.45	14796.425	12015.889	638530.29	74975.174	232373.39	16583.913	726.5144
K08831	10773.145	9424.2436	25781.981	31801.332	456175.56	31108.533	4417.9148	50318.943	118720.43	3974.5226	1065.7269	155635.26	92302.306	35074.373	7437.2607	35262.718	16794.393	3145.701	1872.9549	126626.26	6927.7451	5943.3059	605.50926	99296.378	3953.9208	2540.1515	3267.4358	6471.3656
K08833	NaN	NaN	1365.1712	873.77804	6627.2727	4185.242	1657.497	NaN	NaN	574.41558	NaN	NaN	3535.8914	1243.9197	NaN	5644.7462	NaN	NaN	NaN	NaN	4693.3884	NaN	NaN	NaN	NaN	NaN	1910.9799	NaN
K08835	82352.941	13349.146	75142.315	104933.59	633776.09	187096.77	71726.755	134345.35	95066.414	40796.964	6837.0019	188804.55	472485.77	301707.78	57685.009	349146.11	130929.79	4218.0266	23908.918	153889.94	21062.619	25047.438	18409.867	518026.57	10997.723	22770.398	18503.605	64705.882
K08837	415.17598	NaN	890.06211	NaN	4651.0352	6913.354	NaN	NaN	NaN	NaN	NaN	7683.4369	18426.501	3695.4451	646.44928	2662.8364	3983.7474	NaN	NaN	960.11387	345.49689	NaN	1280.2277	98654.244	NaN	2087.7847	1931.5735	1348.0331
K08838	290023.2	210208.82	245939.68	115313.23	883990.72	255220.42	37587.007	262180.97	204176.33	67285.383	25058.005	763341.07	1213457.1	271461.72	96751.74	76798.144	394431.55	26914.153	8783.9907	626450.12	57540.603	44083.527	77494.2	2062645	21670.998	317865.43	24825.986	105800.46
K08840	592.29781	3162.1315	12622.827	1476.8707	297808.01	2475.8125	NaN	5901.5117	7332.5019	2030.9902	NaN	38170.824	13756.614	2743.5374	1946.3341	2285.7899	6108.6168	3780.5745	NaN	175359.03	NaN	110.50642	NaN	9901.7385	88.337113	1522.8269	597.98186	1275.359
K08853	16266.945	61001.043	152241.92	5914.5985	1595411.9	26068.822	NaN	11783.107	18248.175	23044.838	957.97706	97184.567	88842.544	107403.55	6168.8217	20646.507	14181.439	35349.322	43.691345	1209593.3	17622.523	8397.1846	2103.8582	169968.72	822.3879	23357.664	5434.3066	11053.18
K08855	5950.3448	729.43295	28812.261	20613.027	220689.66	51877.395	169.72414	29042.146	13333.333	5212.4904	204.55939	84291.188	123371.65	48735.632	4187.2797	20996.169	5816.9349	2990.4215	757.1341	272796.93	5562.7586	2981.6092	7739.4636	55095.785	1595.7854	9731.8008	2318.5441	8352.4904
K08856	6343.9344	NaN	NaN	2252.2295	46557.377	25003.607	NaN	1910.9508	1977.5738	NaN	NaN	48524.59	16159.344	5083.2787	5268.1967	48196.721	2062.7213	NaN	NaN	1545.541	973.04918	175.77705	2552.8852	2897.0164	NaN	490.45902	NaN	NaN
K08857	26500.577	2699.4702	10953.598	52317.881	127483.44	64307.493	19539.735	84105.96	71898.724	12364.775	6688.4106	84768.212	108003.69	133532.44	31100.662	108278.15	76037.316	3161.4901	2439.7993	101855.8	35778.973	5719.5364	NaN	354279.38	18809.934	24198.352	2718.2324	40453.352
K08864	NaN	NaN	NaN	NaN	NaN	330.91922	NaN	NaN	3048.3287	NaN	NaN	1025.3203	554.28969	NaN	NaN	166.4624	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08867	25194.102	1059.5288	14033.002	8161.5482	76575.656	5453.629	1614.2215	7499.8941	19380.909	452.50316	327.44511	4189.6509	5514.9001	18562.828	2779.8595	4706.332	30309.565	771.72907	5805.6374	81928.881	3742.4988	1114.3322	894.13681	92730.532	1801.9544	5807.3349	6389.7448	4593.3938
K08872	1839.8266	NaN	NaN	4952.9865	NaN	NaN	NaN	3829.2871	6779.3834	1922.1195	NaN	15539.114	8810.5973	13313.873	757.88054	13447.977	16708.671	NaN	NaN	NaN	NaN	4174.9518	NaN	NaN	1069.1137	5383.237	1694.2197	740.03854
K11715	NaN	NaN	NaN	NaN	NaN	6614.1603	NaN	5338.09	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13412	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00898	119278.86	143077.98	208213.64	3048925.4	1956860.3	128524.44	287121.01	93505.406	54819.224	63785.651	122069.71	634857.83	465703.37	773854.26	105136.99	112194.76	49498.775	39361.056	27175.408	1668495.7	28458.956	12208.368	65339.961	48202.766	22844.45	40342.153	13561.697	47821.188
K00905	47815.534	7615.2913	41990.291	210922.33	190776.7	34223.301	102912.62	62378.641	22912.136	17115.291	33009.709	149757.28	54126.214	162378.64	48543.689	21533.738	13373.544	1718.835	3342.4757	97572.816	9602.4272	48786.408	37621.359	33980.583	8499.2718	2075.3641	930.84951	25000
K08283	173076.92	761.92308	11550.321	30128.205	117307.69	54807.692	3357.8526	44551.282	6840.0641	5956.5705	971.16987	154647.44	112660.26	71153.846	6972.5962	38942.308	26282.051	1161.9872	NaN	6107.5321	570.24038	1221.7308	2526.9231	33493.59	NaN	8127.8846	4729.1667	7046.7949
K06070	1892.6857	NaN	NaN	NaN	3708.6857	3976.3429	NaN	1418.5143	14971.429	298.58286	193.42857	6334.1714	NaN	5408.6857	743.13143	3995.6571	6376.8	NaN	NaN	3754.0571	NaN	198.59429	1477.7143	NaN	NaN	1762.1714	321.36	3679.5429
K08794	58177.25	145783.04	436172.65	73529.412	3246065.7	251787.62	9280.7487	156231.14	24294.92	72807.609	30222.691	375072.57	545225.36	167227.33	32718.655	95605.424	353182.64	61344.37	7513.453	1300687.5	24575.371	24839.228	49732.62	430817.42	13045.386	63139.801	27293.789	97200.474
K08292	3683.9779	NaN	413.68785	NaN	NaN	17955.801	NaN	24723.757	NaN	NaN	NaN	NaN	19613.26	NaN	NaN	7523.7569	3044.1989	NaN	NaN	NaN	963.37017	NaN	NaN	NaN	NaN	898.68785	195.27624	NaN
K08818	33418.367	16071.429	13775.51	25510.204	127168.37	72448.98	3069.2602	58035.714	161989.8	20153.061	2732.0153	290816.33	225765.31	21938.776	5894.3878	38647.959	58418.367	3020.2806	1024.6939	66071.429	55739.796	4840.8163	8904.8469	298469.39	125.75255	85331.633	8363.2653	7986.9898
K08819	NaN	NaN	2547.8491	4070.1522	NaN	4715.9497	39.917935	216.63137	2436.863	NaN	NaN	5178.6863	13500.993	NaN	22.792852	3469.2919	NaN	NaN	NaN	4524.6195	11455.526	1627.3991	4464.7007	10125.745	NaN	1753.6069	304.72535	738.6499
K08820	13254.798	14237.363	46878.872	5468.4512	329290.66	8256.3889	453.78585	29648.718	12214.111	4022.4605	9937.0937	73682.448	1548518.5	37208.146	2700.9154	9257.9016	23473.377	7339.0809	NaN	128841.05	5030.0808	6932.5048	7014.3403	12395.029	337.93499	11335.072	916.46272	3757.0163
K08839	15754.695	16881.925	16625.587	16202.582	198826.29	143192.49	5441.3146	40845.07	14003.521	NaN	NaN	309859.15	152816.9	42957.746	6054.6948	16914.085	101173.71	8792.4883	NaN	108920.19	8807.277	12208.685	6386.6197	26291.08	2436.385	1881.1737	771.07981	3498.5915
K08825	NaN	NaN	372.16252	1210.1835	10356.094	NaN	NaN	NaN	9355.9633	164.84928	NaN	10204.325	3453.4731	796.173	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08865	NaN	NaN	NaN	NaN	NaN	1260.0606	NaN	NaN	3251.5152	NaN	NaN	20046.061	NaN	619.42424	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	714.81818	NaN	1585.6364	NaN
K07588	35421.687	3148.6747	16811.084	481927.71	57108.434	69156.627	42650.602	27228.916	2789.3976	13368.193	39518.072	169638.55	151807.23	208433.73	30120.482	149638.55	26265.06	3712.7711	NaN	24337.349	2109.6867	8143.8554	495.25301	21572.289	18730.602	3595.6627	NaN	11918.795
K01025	195689.46	60352.484	104253.67	148266.75	1307899.1	6611678.6	42329.895	5649371.8	24399.965	77149.734	86971.143	14596143	19210842	5135456	1027924.2	1839487.5	75630.48	26551.942	47497.084	282782.14	33116.627	684527.25	18542.698	196076.16	1991776.6	38526.644	87889.284	472896.14
K11823	NaN	9010.9155	202816.9	NaN	1221831	NaN	NaN	NaN	5431.338	NaN	NaN	NaN	NaN	NaN	11454.577	NaN	NaN	8066.5493	NaN	700704.23	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01050	3727.6949	NaN	3812.9353	19237.148	NaN	18076.285	NaN	47761.194	2196.0199	1611.2604	1171.4925	480928.69	202321.72	1041.5755	NaN	165671.64	2555.8872	575.90381	NaN	NaN	6729.8507	NaN	1352.67	NaN	977.2471	1239.9502	3013.1012	37479.27
K04794	271270.72	37787.845	71823.204	238674.03	123204.42	183977.9	86740.331	182872.93	313812.15	12824.862	44046.409	512707.18	429834.25	455801.1	77348.066	861878.45	73480.663	29656.906	9343.0939	217679.56	149171.27	472928.18	74033.149	310497.24	53085.635	150828.73	22064.641	191160.22
K13619	NaN	NaN	3462.7057	16925.777	81170.018	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	297.31261	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13806	586.10153	NaN	NaN	NaN	31992.337	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01090	253473.65	158853.91	608430.18	354395.38	2926436.5	500395.96	128213.48	439197.07	998060.04	227349.43	37530.911	1721496.4	1569138.6	857028.07	317122.88	281305.96	701333.88	67120.023	10671.7	1601508.2	136478.35	41209.206	125224.17	4084113	46318.73	401090.94	75808.803	71344.679
K14165	6708.7753	12628.636	100684.14	277517.99	94409.279	43273.057	30455.827	24586.388	31372.699	10628.747	2401.8135	254081.49	83173.104	26189.091	1758.7273	88223.749	18862.023	3472.3827	1961.7273	81888.724	4488.9091	NaN	3324.5	60859.609	468.36364	NaN	590.95455	4441.3182
K01102	15502.788	97769.517	84200.743	332713.75	328996.28	19702.602	51858.736	9400.1859	5305.3903	6319.8885	31970.26	7531.7844	5589.0335	29739.777	5345.1673	145.78067	11692.751	470.13011	244.98141	99628.253	5823.7918	1377.7509	235.57621	215613.38	675.03717	31598.513	249.08922	27509.294
K01104	50034.623	14297.632	72474.127	278030.83	390255.68	127275.44	1653.9723	54378.677	154273.45	15318.249	7183.4001	347861.11	427816.4	131110.1	9865.8791	84730.553	164282.09	8465.1151	73.280142	255062.05	19375.49	851.73693	2564.8725	199451.5	42.023641	19610.492	5759.5331	11999.495
K01121	87142.857	764285.71	26428571	73095.238	44761905	90952.381	21433.333	197142.86	31428.571	80952.381	20128.095	96428.571	158095.24	85476.19	15421.905	80238.095	80714.286	1142857.1	752380.95	25476190	20074.286	10660.238	5738.0952	833333.33	2928.5714	86904.762	15472.381	371428.57
K01128	6311.0112	4207.6404	15554.831	98651.685	48089.888	276404.49	3331.0112	68764.045	7825.3933	9346.0674	15354.831	692134.83	337078.65	577528.09	76629.213	92808.989	46516.854	985.07865	4420.2247	40898.876	3877.3034	41797.753	30112.36	280898.88	27640.449	9948.0899	8226.9663	10532.584
K13216	20109.972	10466.667	22010.541	15505.983	179202.28	34757.835	4345.0142	44444.444	NaN	23554.416	7582.6211	17582.336	23795.726	NaN	9715.0997	20056.41	22207.123	8230.1994	NaN	26729.63	13932.479	NaN	4024.7863	134757.83	1070.2849	19057.265	8708.8319	NaN
K13985	7237.3737	NaN	10039.141	NaN	NaN	NaN	NaN	NaN	NaN	721.16162	NaN	NaN	NaN	1254.7475	NaN	NaN	1091.4899	769.39394	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K11994	NaN	NaN	NaN	NaN	NaN	NaN	NaN	38380.282	NaN	6859.8592	738.73239	28024.296	137676.06	NaN	21798.944	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18550.704	NaN	5444.7183	NaN	NaN	724.54225
K01168	1302013.4	48857.718	54193.96	77181.208	338926.17	83892.617	70469.799	9194630.9	8500	83221.477	79194.631	29060403	1369127.5	139597.32	68456.376	167114.09	NaN	29349.664	194630.87	300671.14	7442.2819	33959732	159060.4	191946.31	5006711.4	226174.5	1543624.2	4510.0671
K07759	10423.117	1544.8916	13003.096	46542.828	738906.09	32404.541	15789.474	4134.2621	21052.632	26315.789	525.50052	74922.601	139318.89	18163.055	NaN	4316.5119	19401.445	NaN	69556.244	169246.65	NaN	1669.5562	NaN	16924.665	NaN	7026.6254	2428.3798	589.46336
K11687	54324.324	76486.486	102162.16	107837.84	203783.78	90810.811	18048.108	49189.189	21541.351	58108.108	21865.946	132702.7	75945.946	157297.3	62162.162	57297.297	102432.43	15784.054	18808.649	161081.08	71621.622	22912.973	19003.514	316216.22	23031.081	59189.189	38108.108	23837.297
K12310	1346.1202	1069.235	NaN	5669.3989	3964.4809	20480.328	NaN	4835.2459	6507.1038	7585.2459	NaN	9147.8142	8188.2514	63661.202	3355.1913	38797.814	17065.301	1932.9781	NaN	31967.213	NaN	3451.3661	2628.0055	166393.44	2488.6612	5196.9945	5631.4208	14468.579
K01245	124585.64	206077.35	272928.18	93922.652	704419.89	108287.29	30662.983	86740.331	224585.64	83149.171	51657.459	370165.75	544198.9	156906.08	39779.006	54419.89	218508.29	35082.873	10882.597	425414.36	119060.77	10022.376	24135.912	817679.56	21060.497	117403.31	137569.06	57182.32
K01446	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25803.846	3918.5714	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01481	3593.9079	4152.7489	181277.86	54382.912	632986.63	10591.904	130757.8	233283.8	662.3477	25721.577	942.58544	97622.585	1755.5721	5275.3343	3572.9569	371.67905	1702.2288	6727.3403	40267.459	127043.09	135481.75	46805.349	273402.67	102086.86	261.44131	14127.214	121459.81	4764.3988
K01482	278947.37	3279430.5	6478245.6	202082.81	19722807	2482473.3	392982.46	113302.46	717543.86	1827017.5	228202.81	128070.18	1417543.9	12542807	3222456.1	10460351	2804412.3	1290148.8	89122.807	13834035	169473.68	42747.719	168209.47	396842.11	26234.386	53732.632	107368.42	73782.105
K01506	22373.994	NaN	6163.4675	11780.805	109287.93	15307.74	949.16409	16044.582	NaN	4443.6533	5275.2322	194427.24	82972.136	408668.73	53250.774	1160990.7	14804.025	744.613	2964.613	17431.579	NaN	4340.2477	2583.9938	22379.257	1289.7214	2388.6378	434.79876	NaN
K07766	26744.088	28235.119	207528.6	30184.916	61452.514	427923.58	3833.7989	5077.6786	NaN	3254.6429	20787.264	133598.74	269084.2	29437.43	26243.017	19658.636	NaN	20904.545	29743.017	1106145.3	19644.134	25648.045	36786.034	41785.475	2296.0335	5694.7619	NaN	6620.8333
