Numerator	Denominator	mmu Geiger adrenal gland	mmu Geiger brain cortex	mmu Geiger brain medulla	mmu Geiger brown fat	mmu Geiger cerebellum	mmu Geiger colon	mmu Geiger diaphragm	mmu Geiger duodenum	mmu Geiger embryonic tissue	mmu Geiger eye	mmu Geiger heart	mmu Geiger ileum	mmu Geiger jejunum	mmu Geiger kidney cortex	mmu Geiger kidney medulla	mmu Geiger liver	mmu Geiger lung	mmu Geiger midbrain	mmu Geiger muscle	mmu Geiger olfactory bulb	mmu Geiger ovary	mmu Geiger pancreas	mmu Geiger salivary gland	mmu Geiger spleen	mmu Geiger stomach	mmu Geiger thymus	mmu Geiger uterus	mmu Geiger white fat
Cellular Processes	TOTAL	0.07471	0.1704	0.1471	0.06891	0.153	0.1088	0.2122	0.1116	0.08797	0.4512	0.07647	0.0855	0.09938	0.07938	0.08676	0.05734	0.09571	0.1801	0.3288	0.1425	0.09644	0.04067	0.08313	0.107	0.1117	0.1157	0.0975	0.08345
-Crystallins	TOTAL	0.002112	0.00427	0.002294	0.0005885	0.001714	0.001026	0.01215	0.000767	0.0005848	0.3631	0.02929	0.001271	0.0005934	0.0007417	0.006029	0.000612	0.004944	0.004542	0.00459	0.001742	0.0009419	0.0006921	0.0008286	0.0004694	0.01753	0.0009964	0.001357	0.00219
-Vesicular Transport	TOTAL	0.02452	0.035	0.03013	0.02428	0.0325	0.02203	0.008474	0.01624	0.01536	0.01242	0.009874	0.02421	0.02749	0.0372	0.03787	0.03028	0.0238	0.0351	0.004922	0.03539	0.02874	0.009352	0.02075	0.02745	0.01967	0.03024	0.01976	0.03231
-Cytoskeleton	TOTAL	0.02198	0.07243	0.0776	0.01776	0.07315	0.05579	0.07704	0.04786	0.04931	0.04798	0.01365	0.03503	0.04576	0.0209	0.02203	0.01342	0.03658	0.09093	0.145	0.06817	0.04224	0.02086	0.03805	0.05454	0.05296	0.06111	0.05164	0.02841
-Cell Motility	TOTAL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	TOTAL	0.02102	0.05442	0.03349	0.02046	0.04078	0.02069	0.01204	0.02141	0.01715	0.01421	0.01618	0.01771	0.01745	0.01505	0.01762	0.01023	0.01664	0.04569	0.004655	0.03317	0.01467	0.008369	0.01007	0.01143	0.01596	0.01771	0.01723	0.01515
-Cell Communication	TOTAL	0.005077	0.004323	0.003623	0.005814	0.004825	0.00927	0.1025	0.02533	0.005565	0.01345	0.007483	0.007277	0.008089	0.005481	0.003209	0.002808	0.01374	0.003874	0.1696	0.004054	0.009853	0.001391	0.01343	0.01314	0.005589	0.005627	0.007511	0.005395
Metabolism	TOTAL	0.3348	0.2767	0.3222	0.5311	0.3098	0.3233	0.3625	0.2108	0.1451	0.1988	0.3154	0.3344	0.2923	0.4695	0.4586	0.5415	0.196	0.2678	0.2183	0.3236	0.2079	0.1855	0.2308	0.153	0.244	0.1814	0.1401	0.3012
-Membrane Transport	TOTAL	3.293e-05	3.445e-05	0.0001132	0.0001507	1.744e-05	0.0001368	3.391e-05	6.96e-05	0.0001023	0.0001019	1.709e-05	0.0002422	0.0001868	0.0001019	3.39e-05	0.0001606	4.232e-05	1.667e-05	1.368e-05	5.41e-05	6.359e-05	1.745e-05	0.0001252	8.226e-05	4.587e-05	9.557e-05	4.965e-05	5.948e-05
-Central Carbon Metabolism	TOTAL	0.1382	0.08389	0.1252	0.1696	0.1157	0.1112	0.1149	0.0615	0.06065	0.08778	0.07052	0.1115	0.1089	0.1447	0.1428	0.1485	0.04755	0.09265	0.0895	0.1421	0.07608	0.03454	0.0842	0.0611	0.05712	0.07325	0.04422	0.09653
-Energy Metabolism	TOTAL	0.04559	0.1168	0.08554	0.1466	0.08887	0.066	0.1266	0.03846	0.02228	0.03626	0.1617	0.06302	0.05488	0.1234	0.1409	0.0559	0.0184	0.09904	0.02458	0.07768	0.02905	0.04389	0.05083	0.01757	0.08501	0.02819	0.03472	0.03915
-Biosynthesis	TOTAL	0.1281	0.0646	0.09081	0.1947	0.08988	0.1309	0.113	0.09654	0.04915	0.06768	0.07463	0.1362	0.1105	0.1752	0.1517	0.3105	0.1182	0.06412	0.1007	0.08639	0.08909	0.0806	0.08462	0.06304	0.08341	0.06901	0.0514	0.1561
-Other Enzymes	TOTAL	0.02292	0.01133	0.02053	0.02011	0.01529	0.01497	0.007899	0.01421	0.01293	0.006982	0.008573	0.02338	0.0178	0.0262	0.02319	0.02643	0.01179	0.01194	0.003563	0.01741	0.01366	0.02647	0.01107	0.01116	0.01844	0.01089	0.009755	0.009392
Organismal Systems	TOTAL	0.151	0.08507	0.1555	0.1144	0.09869	0.07371	0.2235	0.161	0.1186	0.1203	0.4119	0.06892	0.07595	0.06399	0.09386	0.06492	0.2962	0.1178	0.2669	0.07719	0.1798	0.07354	0.1739	0.3065	0.1919	0.1731	0.2272	0.2429
-Immune System	TOTAL	0.007546	0.007654	0.004678	0.004254	0.006238	0.006816	0.002735	0.005533	0.005482	0.004139	0.005412	0.007376	0.008499	0.00687	0.008596	0.00384	0.02258	0.004421	0.001078	0.003422	0.009912	0.001817	0.004033	0.01158	0.006388	0.01214	0.02007	0.009835
-Endocrine System	TOTAL	0.05156	0.01424	0.009121	0.05669	0.01192	0.005353	0.02439	0.007371	0.008733	0.03654	0.03967	0.0239	0.03449	0.0118	0.01757	0.03846	0.01357	0.01717	0.01112	0.008995	0.02126	0.007793	0.009203	0.005481	0.03112	0.02844	0.03187	0.09176
-Circulatory System	TOTAL	0.08831	0.03974	0.1103	0.05184	0.06401	0.05554	0.1951	0.1356	0.1007	0.07463	0.3651	0.02433	0.02393	0.03849	0.06343	0.02103	0.2549	0.06234	0.2536	0.04039	0.1461	0.02989	0.1191	0.2821	0.151	0.1247	0.1711	0.1388
-Digestive System	TOTAL	0.0009715	0.0009373	0.0006653	0.0001942	0.0004777	0.0004533	0.0001401	0.009045	0.0003682	0.0004565	0.0001969	0.009909	0.005666	0.003829	0.002162	0.0004839	0.0003251	0.0008419	0.0002639	0.001683	0.0005	0.02949	0.0006064	0.0006514	0.0004102	0.0006256	0.0002636	0.0004063
-Excretory System	TOTAL	0.0005489	0.002791	0.0008584	0.0003265	0.001194	0.001235	0.0001525	0.0009285	0.0003016	0.0003793	0.0003524	0.001144	0.0008374	0.001037	0.0007933	0.0004538	0.0008423	0.00273	0.0001862	0.0004769	0.0002314	0.00354	0.03904	0.0003263	0.0003458	0.0008551	0.0007323	0.0004172
-Nervous System	TOTAL	0.001812	0.01775	0.02621	0.0008428	0.0107	0.001679	0.0004116	0.002006	0.002004	0.00137	0.0009798	0.001626	0.001711	0.001656	0.001107	0.0005146	0.002316	0.02819	0.0006446	0.01794	0.001481	0.0009136	0.0016	0.005866	0.002486	0.005965	0.002997	0.001363
-Sensory System	TOTAL	1.024e-05	5.853e-06	3.655e-05	4.544e-06	4.577e-05	0.002307	8.467e-06	0.0002229	9.373e-07	0.002003	6.784e-06	0.0004407	0.0005636	2.762e-06	6.089e-06	6.973e-06	7.262e-06	4.958e-06	9.485e-06	2.861e-05	3.669e-06	4.753e-06	2.222e-05	4.026e-06	2.115e-05	7.313e-05	4.192e-05	8.242e-06
-Development	TOTAL	0.000259	0.00195	0.003604	0.0002648	0.004102	0.0003255	0.0005568	0.0003171	0.001058	0.0008148	0.0001839	0.0001995	0.0002482	0.0003026	0.0001961	0.0001355	0.001733	0.002127	4.011e-05	0.004246	0.0003121	9.116e-05	0.0002503	0.0004848	0.0001185	0.0003001	0.0001868	0.0004045
-Environmental Adaptation	TOTAL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human Diseases	TOTAL	0.006671	0.01037	0.007103	0.004117	0.007748	0.006405	0.004036	0.007331	0.006154	0.007531	0.00502	0.006399	0.006521	0.00597	0.008571	0.005598	0.007097	0.01273	0.005984	0.007858	0.009556	0.009133	0.006641	0.005578	0.01108	0.006753	0.01111	0.007678
-Cancers	TOTAL	0.001261	0.001239	0.0006016	0.001323	0.001093	0.0014	0.001084	0.002633	0.002014	0.001643	0.0006412	0.001872	0.001643	0.001054	0.0008243	0.0005875	0.002102	0.001186	0.0007111	0.0005542	0.003268	0.0009628	0.001407	0.001124	0.004418	0.001931	0.005134	0.003785
-Immune System Diseases	TOTAL	9.647e-05	0.0001042	5.335e-05	4.569e-05	4.274e-05	0.000182	1.797e-06	9.063e-05	0.0003847	1.397e-05	7.828e-06	0.0001099	0.0001516	9.236e-05	5.544e-05	9.242e-05	2.136e-05	9.95e-05	4.686e-06	5.483e-05	7.257e-05	9.183e-05	0.0001759	1.636e-05	0.0001141	4.269e-05	0.0001014	4.202e-05
-Neurodegenerative Diseases	TOTAL	0.004508	0.008008	0.005579	0.002139	0.005556	0.002628	0.002669	0.003035	0.002236	0.005103	0.002881	0.002365	0.002693	0.003987	0.006635	0.004033	0.003944	0.01047	0.004817	0.00576	0.004073	0.004301	0.002612	0.002988	0.00414	0.003399	0.004117	0.00291
-Cardiovascular Diseases	TOTAL	6.914e-06	5.029e-05	3.046e-06	9.29e-06	1.509e-05	0.0003213	3.481e-05	0.0001099	0.0001859	0.0003858	0.0007814	0.0002029	0.0003952	1.376e-05	7.015e-06	8.642e-05	3.954e-05	3.989e-06	7.37e-06	7.718e-06	1.869e-05	1.007e-05	0.0002131	1.607e-05	4.744e-05	7.292e-05	1.934e-05	3.258e-05
-Metabolic Diseases	TOTAL	3.389e-05	0.0001327	0.0001246	6.051e-07	0.0001374	2.657e-05	5.375e-07	3.224e-05	1.829e-05	4.945e-05	1.135e-05	3.551e-05	2.425e-05	1.269e-05	1.125e-05	6.247e-06	3.869e-06	6.594e-05	1.252e-06	0.0001149	1.389e-05	0.0001684	5.691e-05	3.899e-06	1.668e-05	1.621e-05	2.464e-06	8.258e-06
-Infectious Diseases	TOTAL	0.0007653	0.0008366	0.0007407	0.0005993	0.0009038	0.001847	0.0002464	0.00143	0.001315	0.0003356	0.0006975	0.001813	0.001614	0.0008108	0.001038	0.0007921	0.0009856	0.0009054	0.0004427	0.001367	0.00211	0.003598	0.002175	0.00143	0.002343	0.001291	0.00174	0.0009001
Not Mapped	TOTAL	0.1239	0.2085	0.1639	0.1328	0.202	0.1891	0.1008	0.1979	0.1825	0.09657	0.0832	0.1875	0.188	0.1801	0.1452	0.1223	0.1923	0.1663	0.1037	0.1983	0.1849	0.1431	0.1679	0.156	0.1694	0.1669	0.1967	0.1577
-Not Mapped	TOTAL	0.1239	0.2085	0.1639	0.1328	0.202	0.1891	0.1008	0.1979	0.1825	0.09657	0.0832	0.1875	0.188	0.1801	0.1452	0.1223	0.1923	0.1663	0.1037	0.1983	0.1849	0.1431	0.1679	0.156	0.1694	0.1669	0.1967	0.1577
TOTAL	MAPPED	1.141	1.263	1.196	1.153	1.253	1.233	1.112	1.247	1.223	1.107	1.091	1.231	1.232	1.22	1.17	1.139	1.238	1.199	1.116	1.247	1.227	1.167	1.202	1.185	1.204	1.2	1.245	1.187
MAPPED	MAPPED	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Genetic Information Processing	MAPPED	0.2888	0.2448	0.1829	0.134	0.2175	0.305	0.06414	0.3378	0.5109	0.0992	0.07042	0.3164	0.3363	0.1945	0.2024	0.211	0.197	0.2424	0.05927	0.2286	0.34	0.6128	0.3655	0.2646	0.2713	0.36	0.3637	0.2012
-Transcription	MAPPED	0.01458	0.01679	0.00982	0.003989	0.01602	0.0215	0.002386	0.0223	0.05178	0.006206	0.00648	0.0141	0.01608	0.01099	0.01063	0.005881	0.01278	0.01629	0.001647	0.01578	0.02825	0.008532	0.01483	0.02447	0.01647	0.03907	0.03807	0.00766
-Translation	MAPPED	0.06226	0.05969	0.04388	0.04344	0.04827	0.09892	0.01868	0.1215	0.1774	0.02597	0.0187	0.1105	0.1216	0.05567	0.04524	0.08321	0.04306	0.05229	0.02053	0.0611	0.08449	0.3608	0.1446	0.0713	0.08993	0.09837	0.121	0.04859
-Folding, Sorting and Degradation	MAPPED	0.1896	0.1477	0.1155	0.07608	0.1347	0.1591	0.03624	0.17	0.2095	0.0548	0.04036	0.1585	0.1605	0.1104	0.1271	0.1063	0.1183	0.1519	0.03046	0.1347	0.1904	0.2154	0.1697	0.1336	0.1276	0.1678	0.1605	0.1328
-DNA Maintenance	MAPPED	0.02233	0.02063	0.0137	0.01049	0.01845	0.02547	0.006838	0.02403	0.07217	0.01223	0.004886	0.0333	0.03809	0.0175	0.01946	0.01564	0.02283	0.02186	0.006628	0.01702	0.03687	0.02812	0.03632	0.03527	0.03727	0.0548	0.04414	0.01215
Environmental Information Processing	MAPPED	0.06384	0.06969	0.06122	0.03736	0.06929	0.06333	0.04364	0.0504	0.05144	0.03982	0.04731	0.07409	0.07979	0.05065	0.03974	0.02638	0.06632	0.06386	0.02588	0.08384	0.05428	0.02677	0.04019	0.05755	0.05607	0.0675	0.04376	0.04457
-Signal Transduction	MAPPED	0.02926	0.06537	0.05316	0.03136	0.05717	0.04023	0.04141	0.03364	0.04067	0.03485	0.04374	0.04321	0.04725	0.03972	0.03241	0.02089	0.04004	0.05735	0.02109	0.07354	0.03661	0.01741	0.03384	0.04193	0.03458	0.05325	0.02877	0.03118
-Signaling Molecules and Interaction	MAPPED	0.03457	0.004317	0.008063	0.005994	0.01212	0.02311	0.002232	0.01676	0.01076	0.004975	0.003567	0.03088	0.03255	0.01093	0.007321	0.005488	0.02628	0.006504	0.004792	0.0103	0.01767	0.009366	0.006353	0.01562	0.02149	0.01425	0.015	0.0134
Cellular Processes	MAPPED	0.08527	0.2153	0.176	0.07947	0.1917	0.1342	0.236	0.1391	0.1076	0.4994	0.08341	0.1052	0.1224	0.09681	0.1015	0.06533	0.1185	0.2161	0.3668	0.1778	0.1183	0.04746	0.0999	0.1268	0.1345	0.1389	0.1214	0.09907
-Crystallins	MAPPED	0.00241	0.005395	0.002744	0.0006786	0.002147	0.001265	0.01351	0.0009563	0.0007154	0.4019	0.03195	0.001564	0.0007307	0.0009046	0.007053	0.0006973	0.006121	0.005448	0.005122	0.002173	0.001156	0.0008077	0.0009958	0.0005562	0.0211	0.001196	0.001689	0.0026
-Vesicular Transport	MAPPED	0.02798	0.04422	0.03604	0.028	0.04073	0.02716	0.009425	0.02024	0.01879	0.01375	0.01077	0.02979	0.03385	0.04537	0.0443	0.0345	0.02946	0.0421	0.005492	0.04415	0.03526	0.01091	0.02494	0.03252	0.02368	0.03629	0.0246	0.03836
-Cytoskeleton	MAPPED	0.02508	0.09151	0.09282	0.02048	0.09167	0.0688	0.08567	0.05967	0.06032	0.05311	0.01489	0.04312	0.05635	0.02549	0.02577	0.01528	0.04529	0.1091	0.1618	0.08504	0.05183	0.02435	0.04572	0.06462	0.06376	0.07335	0.06429	0.03373
-Cell Motility	MAPPED	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	MAPPED	0.024	0.06876	0.04005	0.0236	0.0511	0.02551	0.01339	0.02669	0.02097	0.01573	0.01764	0.0218	0.02149	0.01836	0.02061	0.01165	0.0206	0.0548	0.005193	0.04137	0.018	0.009767	0.0121	0.01354	0.01921	0.02126	0.02146	0.01798
-Cell Communication	MAPPED	0.005795	0.005462	0.004333	0.006704	0.006046	0.01143	0.114	0.03159	0.006807	0.01489	0.008162	0.008956	0.009961	0.006685	0.003754	0.003199	0.01701	0.004647	0.1892	0.005057	0.01209	0.001623	0.01614	0.01557	0.006728	0.006754	0.009351	0.006404
Metabolism	MAPPED	0.3822	0.3495	0.3854	0.6125	0.3882	0.3987	0.4031	0.2628	0.1775	0.2201	0.3441	0.4116	0.36	0.5727	0.5365	0.617	0.2427	0.3212	0.2436	0.4037	0.2551	0.2165	0.2774	0.1812	0.2938	0.2178	0.1745	0.3576
-Membrane Transport	MAPPED	3.759e-05	4.353e-05	0.0001353	0.0001738	2.185e-05	0.0001687	3.772e-05	8.678e-05	0.0001251	0.0001128	1.864e-05	0.0002981	0.00023	0.0001243	3.966e-05	0.0001829	5.24e-05	2e-05	1.526e-05	6.748e-05	7.803e-05	2.036e-05	0.0001504	9.746e-05	5.522e-05	0.0001147	6.181e-05	7.062e-05
-Central Carbon Metabolism	MAPPED	0.1577	0.106	0.1498	0.1956	0.145	0.1372	0.1278	0.07668	0.07419	0.09716	0.07692	0.1373	0.1341	0.1765	0.1671	0.1692	0.05887	0.1111	0.09986	0.1772	0.09334	0.04031	0.1012	0.0724	0.06876	0.08792	0.05504	0.1146
-Energy Metabolism	MAPPED	0.05203	0.1476	0.1023	0.169	0.1114	0.08138	0.1408	0.04796	0.02725	0.04013	0.1764	0.07757	0.06758	0.1505	0.1648	0.06369	0.02278	0.1188	0.02742	0.0969	0.03564	0.05122	0.06109	0.02082	0.1023	0.03383	0.04322	0.04648
-Biosynthesis	MAPPED	0.1462	0.08162	0.1086	0.2245	0.1126	0.1615	0.1257	0.1204	0.06012	0.07492	0.08141	0.1676	0.1361	0.2137	0.1774	0.3537	0.1464	0.0769	0.1123	0.1078	0.1093	0.09407	0.1017	0.0747	0.1004	0.08284	0.06398	0.1853
-Other Enzymes	MAPPED	0.02616	0.01432	0.02455	0.02319	0.01916	0.01846	0.008785	0.01771	0.01582	0.007729	0.009351	0.02878	0.02192	0.03196	0.02713	0.03011	0.01459	0.01432	0.003975	0.02171	0.01676	0.0309	0.01331	0.01323	0.0222	0.01307	0.01214	0.01115
Organismal Systems	MAPPED	0.1724	0.1075	0.186	0.1319	0.1237	0.0909	0.2485	0.2007	0.1451	0.1332	0.4493	0.08483	0.09353	0.07805	0.1098	0.07397	0.3667	0.1413	0.2978	0.09628	0.2206	0.08582	0.209	0.3631	0.2311	0.2077	0.2829	0.2884
-Immune System	MAPPED	0.008613	0.00967	0.005595	0.004906	0.007817	0.008405	0.003041	0.006899	0.006706	0.004581	0.005903	0.009078	0.01047	0.008379	0.01006	0.004375	0.02796	0.005302	0.001202	0.004268	0.01216	0.00212	0.004847	0.01371	0.007691	0.01457	0.02498	0.01168
-Endocrine System	MAPPED	0.05885	0.01799	0.01091	0.06538	0.01494	0.006601	0.02713	0.00919	0.01068	0.04045	0.04327	0.02941	0.04248	0.01439	0.02056	0.04382	0.0168	0.02059	0.0124	0.01122	0.02609	0.009094	0.01106	0.006494	0.03747	0.03414	0.03967	0.1089
-Circulatory System	MAPPED	0.1008	0.05021	0.132	0.05978	0.08021	0.06849	0.217	0.169	0.1231	0.08261	0.3983	0.02994	0.02947	0.04695	0.0742	0.02396	0.3155	0.07477	0.2829	0.05039	0.1792	0.03488	0.1432	0.3343	0.1818	0.1496	0.213	0.1647
-Digestive System	MAPPED	0.001109	0.001184	0.0007958	0.0002239	0.0005987	0.000559	0.0001558	0.01128	0.0004504	0.0005053	0.0002148	0.0122	0.006978	0.00467	0.002529	0.0005513	0.0004025	0.00101	0.0002945	0.002099	0.0006135	0.03442	0.0007287	0.0007718	0.0004938	0.0007509	0.0003282	0.0004823
-Excretory System	MAPPED	0.0006265	0.003527	0.001027	0.0003765	0.001496	0.001523	0.0001696	0.001158	0.000369	0.0004198	0.0003844	0.001408	0.001031	0.001264	0.000928	0.000517	0.001043	0.003274	0.0002077	0.0005949	0.0002839	0.004132	0.04691	0.0003867	0.0004164	0.001026	0.0009117	0.0004953
-Nervous System	MAPPED	0.002068	0.02243	0.03135	0.0009718	0.01341	0.00207	0.0004577	0.002501	0.002451	0.001516	0.001069	0.002002	0.002107	0.00202	0.001295	0.0005863	0.002867	0.03381	0.0007191	0.02238	0.001817	0.001066	0.001923	0.006951	0.002993	0.00716	0.003731	0.001618
-Sensory System	MAPPED	1.169e-05	7.395e-06	4.372e-05	5.24e-06	5.736e-05	0.002844	9.417e-06	0.0002779	1.146e-06	0.002217	7.4e-06	0.0005424	0.000694	3.369e-06	7.123e-06	7.944e-06	8.991e-06	5.946e-06	1.058e-05	3.569e-05	4.501e-06	5.547e-06	2.67e-05	4.77e-06	2.546e-05	8.778e-05	5.218e-05	9.785e-06
-Development	MAPPED	0.0002956	0.002464	0.004311	0.0003053	0.00514	0.0004014	0.0006192	0.0003953	0.001295	0.0009019	0.0002006	0.0002456	0.0003057	0.0003691	0.0002295	0.0001543	0.002146	0.002552	4.474e-05	0.005297	0.0003829	0.0001064	0.0003008	0.0005744	0.0001427	0.0003602	0.0002325	0.0004802
-Environmental Adaptation	MAPPED	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human Diseases	MAPPED	0.007614	0.0131	0.008495	0.004748	0.009709	0.007899	0.004489	0.00914	0.007527	0.008337	0.005476	0.007876	0.008031	0.007281	0.01003	0.006378	0.008786	0.01527	0.006677	0.009802	0.01172	0.01066	0.00798	0.006609	0.01334	0.008106	0.01384	0.009115
-Cancers	MAPPED	0.001439	0.001565	0.0007195	0.001526	0.00137	0.001727	0.001206	0.003283	0.002464	0.001819	0.0006994	0.002304	0.002024	0.001285	0.0009644	0.0006694	0.002603	0.001422	0.0007934	0.0006913	0.004009	0.001124	0.001691	0.001331	0.005319	0.002318	0.006391	0.004493
-Immune System Diseases	MAPPED	0.0001101	0.0001316	6.381e-05	5.269e-05	5.356e-05	0.0002244	1.998e-06	0.000113	0.0004706	1.547e-05	8.538e-06	0.0001352	0.0001867	0.0001126	6.485e-05	0.0001053	2.645e-05	0.0001193	5.229e-06	6.839e-05	8.904e-05	0.0001072	0.0002114	1.939e-05	0.0001373	5.125e-05	0.0001262	4.989e-05
-Neurodegenerative Diseases	MAPPED	0.005145	0.01012	0.006674	0.002467	0.006962	0.00324	0.002968	0.003784	0.002735	0.005649	0.003143	0.002911	0.003317	0.004862	0.007762	0.004595	0.004883	0.01256	0.005375	0.007185	0.004998	0.00502	0.003139	0.00354	0.004984	0.00408	0.005125	0.003454
-Cardiovascular Diseases	MAPPED	7.891e-06	6.354e-05	3.643e-06	1.071e-05	1.891e-05	0.0003962	3.871e-05	0.000137	0.0002274	0.0004271	0.0008524	0.0002498	0.0004867	1.678e-05	8.207e-06	9.846e-05	4.896e-05	4.785e-06	8.222e-06	9.627e-06	2.293e-05	1.175e-05	0.0002561	1.905e-05	5.711e-05	8.753e-05	2.408e-05	3.868e-05
-Metabolic Diseases	MAPPED	3.868e-05	0.0001676	0.000149	6.977e-07	0.0001722	3.277e-05	5.978e-07	4.019e-05	2.237e-05	5.473e-05	1.238e-05	4.37e-05	2.987e-05	1.548e-05	1.316e-05	7.117e-06	4.79e-06	7.909e-05	1.397e-06	0.0001433	1.705e-05	0.0001965	6.839e-05	4.62e-06	2.009e-05	1.945e-05	3.067e-06	9.804e-06
-Infectious Diseases	MAPPED	0.0008734	0.001057	0.0008859	0.0006911	0.001133	0.002278	0.000274	0.001783	0.001609	0.0003715	0.0007608	0.002232	0.001987	0.0009888	0.001214	0.0009024	0.00122	0.001086	0.0004939	0.001705	0.002589	0.0042	0.002614	0.001695	0.00282	0.001549	0.002166	0.001069
Not Mapped	MAPPED	0.1414	0.2635	0.1961	0.1531	0.2531	0.2332	0.1121	0.2468	0.2232	0.1069	0.09076	0.2308	0.2315	0.2197	0.1699	0.1393	0.238	0.1994	0.1157	0.2474	0.2269	0.167	0.2017	0.1849	0.2039	0.2003	0.2449	0.1872
-Not Mapped	MAPPED	0.1414	0.2635	0.1961	0.1531	0.2531	0.2332	0.1121	0.2468	0.2232	0.1069	0.09076	0.2308	0.2315	0.2197	0.1699	0.1393	0.238	0.1994	0.1157	0.2474	0.2269	0.167	0.2017	0.1849	0.2039	0.2003	0.2449	0.1872
TOTAL	Genetic Information Processing	3.953	5.16	6.539	8.605	5.763	4.043	17.34	3.691	2.394	11.16	15.49	3.89	3.662	6.27	5.78	5.4	6.285	4.949	18.82	5.456	3.609	1.905	3.287	4.477	4.438	3.334	3.423	5.901
