KO number	mmu Geiger adrenal gland	mmu Geiger brain cortex	mmu Geiger brain medulla	mmu Geiger brown fat	mmu Geiger cerebellum	mmu Geiger colon	mmu Geiger diaphragm	mmu Geiger duodenum	mmu Geiger embryonic tissue	mmu Geiger eye	mmu Geiger heart	mmu Geiger ileum	mmu Geiger jejunum	mmu Geiger kidney cortex	mmu Geiger kidney medulla	mmu Geiger liver	mmu Geiger lung	mmu Geiger midbrain	mmu Geiger muscle	mmu Geiger olfactory bulb	mmu Geiger ovary	mmu Geiger pancreas	mmu Geiger salivary gland	mmu Geiger spleen	mmu Geiger stomach	mmu Geiger thymus	mmu Geiger uterus	mmu Geiger white fat
K12846	NaN	1379500	NaN	NaN	NaN	3244699.9	NaN	NaN	4850499.9	NaN	NaN	NaN	NaN	3152500	1323000	NaN	1925999.9	NaN	NaN	NaN	NaN	NaN	922899.99	NaN	467100	466850	NaN	NaN
K12847	2671300	662100.02	11500000	12100000	34900000	11300000	7869000.2	13500000	45100000	4355600	718340.01	40200000	67099999	20300000	708440.01	923099.98	10200000	NaN	1.25e+08	1.85e+08	1660100	232380	154080	1.49e+08	7318100.2	2487700	256920	19600000
K12840	29100000	23000000	9939699.9	6300199.8	70000002	38000000	NaN	5555800.1	74300000	6797699.8	5543399.8	41999998	76000000	42400001	15100000	30800000	13000000	4069900.1	20700000	1.31e+08	16600000	18500000	9972899.8	1.12e+08	7252100.1	92400001	35400000	12700000
K12841	22100000	4751800	7413700	13800000	1.14e+08	40400000	309530	9193900	47300000	5638800	1542800	35300000	41300000	27600000	3318800	22500000	15100000	624950	177540	5199900	10100000	1022700	1398100	32000000	NaN	38800000	4836700	4682600
K12843	1.01e+08	5034600	5021900	1659600	30500000	8095999.9	391920	1.35e+08	83599999	NaN	NaN	61200000	59900000	19400000	51600000	17500000	2185800	4538000	NaN	2254800	2507200	3305700	10200000	12800000	338600	2873000	3133500	23200000
K10599	1.19e+08	13600000	1.16e+08	97599998	7.1400002e+08	2.02e+08	14500000	1.39e+08	8.1299998e+08	49500000	7275799.9	6.9900002e+08	6.8400002e+08	2.26e+08	37300000	1.11e+08	83499998	10800000	3436300	3.48e+08	80099999	24300000	37000000	9.9799998e+08	34300000	2.8e+08	27300000	50800000
K12733	29700000	29800000	32700000	23799999	3.54e+08	89900001	2202299.9	4822100	1.06e+08	30100000	31300001	2.42e+08	1.29e+08	70200001	9518900	41500000	15600000	14500000	1251500	1.19e+08	21099999	8723899.9	3049400.1	97100000	4675800	20400001	19800000	8404799.9
K12858	33300000	11900000	30900000	25600000	81900000	1.19e+08	NaN	20000000	28800000	6098000	750830.01	49000000	34200000	11500000	6599600	15100000	3631300	6052099.9	573179.98	3977400	4157000	109530	1048700	24900000	568249.99	8533999.9	7133700	6209800.1
K12852	74100000	11700000	65700000	81600000	1.11e+09	2.62e+08	14000000	1.71e+08	5.53e+08	51600000	3852100	5.22e+08	5.23e+08	1.92e+08	28300000	1.78e+08	1.55e+08	6959100	2287200	2.81e+08	89800000	8904700	34600000	8.79e+08	4857400	1.69e+08	28300000	29600000
K12850	18546	1130200	174350	2079700	31000000	2589600	NaN	661720	7507200.3	192100	100470	25000000	32200000	NaN	31750	2964200	204250	4848400	NaN	5953099.8	NaN	NaN	1896700	23200000	143070	2595100	528560	824180
K12857	56200000	6877899.9	23800000	30800000	2.96e+08	43400000	4177600.1	23400000	73499999	33000000	4818499.9	2.35e+08	2.04e+08	82400001	9768700.2	32600000	15800000	1327000	1339400	51900001	14700000	8891899.8	7677699.9	3.7899999e+08	4017299.9	71199999	17700000	3495300
K12856	23799999	2022200	13400000	21800000	1.45e+08	34099999	1652500	51600000	1.57e+08	24400000	43200001	3.0700001e+08	3.9499999e+08	60400001	1308500	57000000	9013800	1457900	NaN	40700000	14800000	1545200	4488599.9	1.33e+08	11700000	14700000	3734299.9	58200001
K12855	2295600	NaN	603610	4819500	4486100	18700000	893520	6463800	41400000	1028100	6017300	49400000	47200000	20000000	3063600	18800000	1908500	1150800	NaN	4437200	2489700	1089300	375050	4160000	496370	205250	6320800	993270.01
K12854	1.02e+08	3903500	61800000	54600000	8.7e+08	2.71e+08	5314400	86500001	5.37e+08	37899998	2496900	6.4499998e+08	5.0499999e+08	1.77e+08	13700000	2.49e+08	66400002	3480300	7858300.1	1.77e+08	51300000	3920700	24900000	5.6299999e+08	211230	1.44e+08	10000000	33600000
K11984	4491000	12500000	1186300	2373800	NaN	14500000	NaN	3383600	61600000	179500	2021200	32800000	33400000	11900000	4016800	5146800	11100000	2600200	NaN	3399200	2650300	1351400	NaN	3653100	1445900	1587700	2060400	726760
K12884	6.3299999e+08	7.3000001e+08	2.79e+08	1.77e+08	2.06e+09	5.83e+08	54500001	3.2300001e+08	7.0799999e+08	1.24e+08	69500000	8.9200001e+08	1.05e+09	5.67e+08	1.88e+08	2.23e+08	2.63e+08	2.15e+08	27100000	7.1300001e+08	2.26e+08	90400000	1.22e+08	1.68e+09	1.87e+08	5.2600001e+08	3.3e+08	1.07e+08
K12885	1.19e+08	1.88e+08	93100001	76299998	5.92e+08	1.62e+08	48000001	1.22e+08	4.5199999e+08	24100000	45100001	1.92e+08	2.1e+08	2.52e+08	87899998	1.72e+08	61200000	77700001	13100000	3.4e+08	54700001	80200000	70800000	4.1300001e+08	84299999	64100000	1.55e+08	45199999
K12886	1.1490978e+09	5.6418029e+08	6.351e+08	6.55e+08	5.7290001e+09	1.0283799e+09	1.24e+08	1.29e+09	1.8331e+09	4.71e+08	2.847e+08	1.8557e+09	2.0922e+09	1.5412e+09	7.9300001e+08	1.1318e+09	5.9599999e+08	2.219234e+08	36900000	2.88e+09	5.2800001e+08	2.31e+08	3.06e+08	4.4e+09	2.555642e+08	1.1457837e+09	5.5999998e+08	3.436421e+08
K12887	2.29e+08	85599996	93800000	1.98e+08	1.1e+09	3.71e+08	53800000	1.92e+08	4.55e+08	1.08e+08	21800000	1.01e+09	7.5400003e+08	4.34e+08	1.08e+08	2.88e+08	1.42e+08	34800000	2045000	3.78e+08	1.27e+08	30300000	91900000	1.32e+09	29900000	3.36e+08	27000000	32400000
K12888	1.51e+09	1.46e+08	4.74e+08	3.8e+08	4.23e+09	1.46e+09	51300000	4.97e+08	1.81e+09	3.53e+08	1.11e+08	2.33e+09	2.92e+09	1.16e+09	3.16e+08	1.91e+09	5.8e+08	87400000	43700000	1.79e+09	3.9e+08	1.34e+08	2.53e+08	5.86e+09	68000000	1.21e+09	3.21e+08	2.29e+08
K12889	1e+08	42399999	1.61e+08	1.64e+08	1.43e+09	3.6099998e+08	7032400.1	1.54e+08	98800000	1.12e+08	42200001	9.3099999e+08	7.8899999e+08	5.4700002e+08	43800001	2.98e+08	20300000	10400000	6092000.2	3.14e+08	28100000	59499999	32200000	8.2200001e+08	12400000	80200000	32400000	17400000
K12811	63700000	4272400	17200000	14700000	2.54e+08	1.02e+08	1256900	32400000	1.15e+08	17300000	799380	1.19e+08	2.15e+08	75500000	8551000	65200000	84800000	5536100	1699000	90700000	49400000	62500001	2.86e+08	2.85e+08	1101200	1.04e+08	11600000	7961500
K12896	49699999	1.81e+08	92600000	1587000	62700000	1.24e+08	18800000	23300000	99299999	20100000	4959099.9	2.05e+08	2.61e+08	1.02e+08	22500000	1.61e+08	38700000	16600000	13700000	1.92e+08	1599200	24800000	NaN	7.4000001e+08	7174700.1	1.8e+08	74899999	42600000
K12893	2.655e+08	2.131e+08	2.077e+08	1.055e+08	1.444e+09	3.87e+08	35689800	9.97e+08	7.8199999e+08	1.265e+08	27028400	3.99e+08	5.6549999e+08	5.442e+08	1.035e+08	2.981e+08	5.291e+08	66934800	11846300	4.4120001e+08	1.212e+08	55479400	67199999	1.166e+09	15352600	8.3399999e+08	1.801e+08	54900000
K12892	3.1399999e+08	4.7799999e+08	2.31e+08	1.14e+08	1.02e+09	4.8599999e+08	3146999.9	65600000	8.53e+08	98500001	23900000	3.0100001e+08	4.2900001e+08	4.8000001e+08	3.13e+08	2.9599999e+08	1.09e+08	1.32e+08	49300001	2.48e+09	6.26e+08	2.57e+08	2.48e+08	3.1100001e+09	70599999	6.49e+08	5.92e+08	1.8300001e+08
K12890	5.4630001e+08	6.74364e+08	3.2520431e+08	1.606088e+08	2.1009e+09	1.012e+09	29200001	3.772e+08	2.2079e+09	2.20166e+08	66711801	1.281e+09	1.3544e+09	2.611e+08	2.68e+08	5.7820001e+08	4.1319999e+08	2.9890089e+08	52946669	2.1565408e+09	3.396e+08	2.772792e+08	2.6899999e+08	6.543e+09	1.005565e+08	1.8703e+09	4.6000001e+08	2.519135e+08
K12741	5.31e+09	1.859e+09	1.63e+09	8.9199999e+08	1.448e+10	3.131e+09	5.45e+08	4.435e+09	7.0800002e+09	1.415e+09	4.027e+08	6.6200001e+09	5.6400001e+09	3.088e+09	1.409e+09	2.114e+09	2.49e+09	5.9300002e+08	1.195e+08	6.37e+09	1.941e+09	5.6849999e+08	1.3084e+09	7.2799998e+09	7.8899999e+08	2.999e+09	2.414e+09	7.619e+08
K12869	1055100	NaN	292570	NaN	NaN	2896000	NaN	NaN	7523499.9	230550	NaN	NaN	NaN	1773800	343380	NaN	7832599.9	NaN	163260	6884500	1405500	100940	NaN	11400000	621240	1806200	1373500	NaN
K12828	83800000	2538700	73299999	83300000	6.53e+08	1.89e+08	64400000	8.8800001e+08	5.4e+08	61299999	5274400	5.93e+08	7.58e+08	2.05e+08	28300000	2.43e+08	1.71e+08	6217600.1	4001699.9	2.22e+08	69899999	27500000	56600000	7.3e+08	7971500	1.65e+08	3.2200001e+08	20300000
K12829	2.68e+08	1.88e+08	1.04e+08	1.63e+08	5.74e+08	3.21e+08	29800000	2.83e+08	5.4699998e+08	87599998	32600000	5.8399999e+08	4.43e+08	3.38e+08	1.06e+08	2.68e+08	1.87e+08	51899998	5574200.1	7.3400002e+08	1.37e+08	12700000	41200002	1.15e+09	23700000	1.9e+08	82600000	66599998
K12826	33300000	21700000	28700000	38800000	38300000	1e+08	4944500.2	21700000	1.16e+08	7062500	8383000	98100002	1.15e+08	40300000	33500000	43300000	17700000	6347100.1	3697300	77499998	18100000	41300000	29900000	1.46e+08	13100000	62899999	71299998	8067900.2
K12827	92400001	38500000	30600000	46400000	2.53e+08	1.43e+08	6242000.1	88800001	2.84e+08	49700000	5624600.2	3.08e+08	3.54e+08	1.7e+08	40900000	89700002	84800001	8176199.8	2107600	68700001	50699998	13100000	15900000	4.49e+08	8580900	2.23e+08	27500000	19400000
K12824	57700000	16000000	39300000	68500000	3.42e+08	1.12e+08	9571200	79500000	1.47e+08	26200000	5005200	2.51e+08	2.14e+08	77700000	21200000	59900000	75700000	6333100	NaN	96500000	25200000	4699200	9946800.1	1.7e+08	2482900	38500000	7370700	7035800
K12825	1.8e+08	2.04e+08	1.13e+08	95400003	9.1299996e+08	2.8e+08	10900000	2.26e+08	4.08e+08	77800000	52400000	5.63e+08	4.08e+08	2.94e+08	69900000	1.26e+08	1.83e+08	56800000	6338900	3.68e+08	1.48e+08	45100000	61100000	1.51e+09	46400000	2.83e+08	1.08e+08	26900000
K12822	42600000	39100000	14200000	34500000	2.26e+08	73600000	11200000	94299998	88800002	23900000	12300000	3.98e+08	2.24e+08	78400000	21300000	64000000	70100000	5693400	2086700	4911100	8881500.3	1156200	3986900	63000000	2245300	15200000	10200000	3922800
K12823	3.07e+08	70200002	2.53e+08	2.87e+08	2.14e+09	6.6699999e+08	73600002	5.34e+08	1.44e+09	1.52e+08	37700000	1.62e+09	1.71e+09	5.96e+08	1.5e+08	6.2399997e+08	2.03e+08	40100000	6902099.9	8.9900001e+08	1.58e+08	86800001	1.35e+08	1.06e+09	65799998	2.68e+08	1.81e+08	1.37e+08
K12820	81400002	9674400.3	76000000	1.15e+08	5.71e+08	2.53e+08	24500000	2.18e+08	4.97e+08	43300000	35600000	5.35e+08	4.91e+08	1.37e+08	48100000	1.84e+08	71900000	3107200	4755800	2.64e+08	41500000	11800000	36400000	9.7399997e+08	9256600	97199999	15400000	18700000
K12821	63500000	17600000	18600000	13000000	2.206311e+08	96700005	2416200	25900000	2.25e+08	7842200	1821000	1.63e+08	2.56e+08	64514490	8256300	63700000	49800000	8393900	223340	27504700	1.3487137e+08	5725100	5904100	9.39e+08	16600000	93100000	20300000	42000000
K12863	15500000	4955000.1	7891299.9	13700000	99100000	74799999	NaN	16500000	62800000	8622199.9	3821600.1	13600000	18200000	19700000	11800000	12200000	41000000	12700000	NaN	6247000	24500000	1059100	6928000	1.95e+08	NaN	33500000	8704600.1	NaN
K12900	2007700	3300900	NaN	NaN	4788899.9	12200000	NaN	9754200	43499999	1465500	NaN	26500000	9733100.1	16900000	1227500	10200000	NaN	2061500	NaN	28999999	6584199.9	837880.01	NaN	61599999	3360500	34400000	NaN	1765600
K12839	3538099.9	4856900	4693300	482720	22000000	3080800	NaN	17600000	8932899.9	759790.01	NaN	4592900	28400000	14500000	1978000	1705200	5653100	1275200	NaN	NaN	NaN	697050	1271700	8595100.1	806309.99	NaN	9521399.9	NaN
K12838	1.12e+08	91299999	41900000	79900002	4.72e+08	2.34e+08	12000000	75300001	2.79e+08	35700000	13400000	3.36e+08	2.8e+08	1.33e+08	37100000	1.03e+08	1.37e+08	26400000	7039500	1.93e+08	56499997	12200000	19000000	4.81e+08	15800000	2.02e+08	27600000	27100000
K12835	54300000	20800000	39500000	19600000	2.9e+08	64600000	9558499.6	34600000	1.69e+08	17400000	2745500	1.28e+08	1.38e+08	1.17e+08	20600000	68100000	30500000	8017800	7661800	2.55e+08	15600000	11100000	11200000	1.18e+08	11200000	42800000	17700000	15700000
K12834	34900000	NaN	6595000	NaN	21200000	11100000	NaN	7100500	1.11e+08	3285099.9	NaN	29500000	NaN	3808300	4542400	33600000	3370800	5012700	NaN	2000000	4752300	10200000	NaN	NaN	NaN	26800000	NaN	NaN
K12837	96700001	17500000	70700002	1.11e+08	4.12e+08	1.41e+08	11200000	1.45e+08	4.53e+08	27500000	13400000	3.12e+08	4.37e+08	1.44e+08	34300000	1.21e+08	88500000	9292599.8	2993000	4.7e+08	73800000	21500000	34900000	9.61e+08	12700000	1.47e+08	90799998	22300000
K12836	23800000	14900000	17700000	18800000	76500000	43400000	479129.99	25000000	80299999	2498500	2386000	21000000	32099999	21600000	16300000	28600000	23000000	4967599.9	1368200	65800001	16000000	13600000	6632599.9	37300001	5352400	70500000	47400000	7716500
K12831	17400000	23700000	17400000	17400000	2.31e+08	41900000	4851899.8	44900002	7069200.2	12300000	5519600.2	17600000	1.17e+08	78099999	21300000	36200000	21200000	1295600	NaN	20000000	2426600	6638200	11100000	73400001	2127600	23200000	18200000	14000000
K12830	62300000	4050600	79600000	71900000	4.13e+08	1.89e+08	11400000	98900000	6.1e+08	42300000	11300000	4.39e+08	5.84e+08	90800000	15700000	1.12e+08	1.44e+08	2661299.9	8052300	2.21e+08	70700000	6100700	20700000	8.2799999e+08	2130400	1.7299999e+08	15100001	35400000
K12832	12000000	14700000	14200000	24000000	1.15e+08	9094899.9	2871000	17700000	NaN	7338900	10500000	40700000	45200000	45900000	15200000	27100000	29300000	3765700	1314800	1632100	15400000	NaN	4054200	1.69e+08	5163700	6534600	NaN	658850
K12662	17400000	NaN	7161599.8	6157399.9	39300000	18300000	NaN	12900000	42000000	2456100	563429.98	29000000	65999999	42000000	1983700	22800000	7594000.1	159580	1043500	32500000	14100000	4174300	2210500	35500000	NaN	45600000	592870.02	5570200.1
K12817	1136100	NaN	NaN	959930.01	NaN	1163900	NaN	NaN	11000000	1167300	NaN	10700000	18100000	686780.02	NaN	1935800	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6925099.9	1962200	7155800.1	NaN
K12816	6670899.9	NaN	369900	4901400	10700000	9520200	NaN	NaN	24600000	796700	NaN	18600000	11300000	195730	1405700	15500000	12500000	246540	NaN	14700000	6209300.2	910840.01	1108800	29400000	335500	14600000	2422200	1542800
K12813	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1889500	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12819	2368600	2603700	1452200	3060100	8014900.1	4367000	492800	5240800	5251800	1811300	556520	NaN	7276799.8	3657700	2898300	3241200	4130400	1143100	NaN	3135700	950930.02	1683600	2932300	28700000	NaN	1063000	1459300	NaN
K12818	NaN	50606	199009.99	1.54e+08	448280	60200000	57500000	2878200	17200001	72664.001	NaN	NaN	3257100	6884500	37500001	75800000	162889.99	NaN	NaN	NaN	NaN	NaN	NaN	1.3899999e+08	392790	NaN	NaN	384330.01
K06063	15900000	24100000	9711300	5206800	56500001	30500000	NaN	15500000	83099998	6269600	4156100	3.12e+08	56500001	52400000	10900000	12400000	7819600	7152700.2	731160.01	8323700	5914599.7	11900000	4947700	9653400.2	8781999.8	4100000	19000000	2529800
K11096	1.1e+08	75800000	78900000	35300000	5.43e+08	2.02e+08	50100000	1.59e+08	2.25e+08	16000000	22100001	2.87e+08	5.53e+08	2.12e+08	1.2000001e+08	1.35e+08	1.49e+08	51700000	11600000	5.45e+08	50300000	1.46e+08	81500000	5.4599999e+08	75800000	1.78e+08	1.57e+08	20300000
K11094	31200001	52400000	18700000	25499999	1.84e+08	69000001	8655900.1	27099999	48400000	9877100	19400000	1.68e+08	2.66e+08	40200001	35500000	32400000	21800000	8752200.1	1259200	31200001	9707499.9	3348099.9	10100000	1.09e+08	3945300.1	27500000	30500001	4181499.9
K11095	37299999	12600000	18000000	6432700	1.35e+08	32600001	1500300	26700000	36600000	1770600	5745600	1.05e+08	67600000	29600000	8263800	19900000	10500000	6763200	2168999.9	NaN	15500000	9483300	8019200	1.45e+08	3044899.9	18700000	14700000	3276800
K11092	57100000	63900001	13700000	29400001	82900000	1.04e+08	12900000	70999999	21100000	7429699.9	17800000	2.11e+08	73300000	1.59e+08	79500001	99999999	68600001	18700000	1836700	69300001	8454699.9	12300000	10400000	1.05e+08	13300000	27800001	55500000	7479200
K11093	2.8e+08	3.48e+08	1.97e+08	1.36e+08	8.4900001e+08	3.23e+08	19000000	2.41e+08	6.4100001e+08	66000001	52700001	9.4799999e+08	5.7499998e+08	1.55e+08	1.73e+08	2.67e+08	1.62e+08	97500001	932120	2.47e+08	79100000	43800000	88100002	4.38e+08	53100002	1.15e+08	2.85e+08	29400000
K11091	40800000	7897300.1	9038400	10500000	2.17e+08	51299999	1739200	30600000	35400001	11900000	6552499.9	1.48e+08	1.18e+08	28400000	17600000	13300000	6775300	4557400.1	NaN	NaN	NaN	6815599.9	NaN	63500001	NaN	18800000	17600000	3680399.9
K11098	3718400	4347700	2381000	5352600	30600000	10500000	774100	616930	12400000	3459600	1358600	21700000	25400000	12800000	5772000	7199000	7996000	2277900	173180	2435400	3613300	5258600	4586800	11800000	655100	28000000	7906900	2215700
K11087	50700000	32100000	18000000	29800000	3.85e+08	77000000	4872500	70400000	2.12e+08	7987600	17300000	4.38e+08	6.51e+08	1.19e+08	43100000	1.35e+08	82200000	15800000	2449700	1.47e+08	NaN	10600000	14900000	3.56e+08	8978399.9	18400000	18600000	3124200.1
K09567	15100000	5226100	10800000	7200900.1	47000000	17000000	1709800	9342200	55900001	5979900.1	6493500.1	1.43e+08	2.0499999e+08	7136499.9	5071500	12100000	11100000	2805200.1	1489900	56800000	24900000	16400000	3829100	2.2000001e+08	1514700	43100000	7681799.9	7411499.9
K09564	15800000	683490	3893299.9	4396700.1	41700001	18600000	NaN	6524100.1	11500000	NaN	NaN	32800000	23800000	8346400.1	1951900	16300000	6351800.1	498039.99	NaN	1904400	1153400	NaN	918210.01	81899999	NaN	32800000	NaN	2531300
K12862	36000000	2995100	4618300	19500000	1.73e+08	49800000	2668400	2187800	87700002	8912000.2	799980	95200001	52699998	26600000	3373200	52400000	9999999.8	851190.02	NaN	NaN	8470199.9	1909000	NaN	35100000	NaN	11500000	4340900	2617700
K12860	24000000	8982400	13000000	5190500	27300000	43400000	NaN	63800000	1.75e+08	3013800	1342500	1.07e+08	63600000	31600000	17000000	49400000	8594900.1	4380500	8250299.9	20300000	1309300	6670500	15200000	63000000	750020	7550300	20800000	2307300
K12861	27000000	36500000	10800000	10900000	3.62e+08	62399999	3889600	26800000	47799999	10300000	5150500	1.03e+08	1.03e+08	89700001	29999999	79900000	36000000	8021400.1	NaN	NaN	12700000	8353400	2069900	28300000	11600000	58300000	11800000	7360800.1
K12866	10400000	28000000	21200000	10900000	76200003	37100000	868320.01	26800000	58900000	1767200	5561200	36000000	42700000	48900000	20800000	8844800	10900000	5570300	647400	8340599.7	7340200	5912000	584710	68799998	1276600	5918500	30400000	15400000
K12867	NaN	NaN	NaN	1210100	NaN	4203200	NaN	1522600	13000000	NaN	NaN	20100000	10400000	771730	NaN	520320	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1456700	NaN	NaN
K12864	11700000	6579800.1	19500000	14700000	1.15e+08	47000000	3975100	42700000	1.04e+08	11800000	784479.98	86400001	68800002	42600000	7227700	31100000	10700000	3247000	399380	13100000	13200000	2552500	10800000	1.53e+08	3166400	26300000	2917700	3774900
K12868	655749.99	NaN	NaN	1460700	NaN	647530	4858200.1	NaN	NaN	1447100	267190	4861300.1	12700000	10600000	NaN	6606500.1	7137399.9	NaN	NaN	NaN	NaN	583689.99	NaN	38299999	NaN	NaN	NaN	NaN
K12891	1.13e+08	1.45e+08	1.45e+08	47799999	3.72e+08	1.82e+08	25200000	1.55e+08	4.9299999e+08	33500000	30700001	2.22e+08	4.04e+08	1.34e+08	47200000	1.17e+08	1.08e+08	39200001	2435900	2.82e+08	83300001	37099999	13200000	1.07e+09	16500000	2.7700001e+08	1.25e+08	50699999
K11088	36900000	26500000	48399999	43900000	79899999	54000000	6899000	20699999	21000000	10500000	7600700	1.6899999e+08	2.77e+08	45700000	30400000	82700000	36900000	17400000	NaN	89800000	10100000	11900000	NaN	2.7200001e+08	6794699.9	31400000	NaN	12900000
K12812	1.98e+08	88600002	1.27e+08	2.08e+08	1.62e+09	4.8500001e+08	1.11e+08	4.9300002e+08	1.12e+09	1.29e+08	29000000	7.47e+08	1.22e+09	3.25e+08	1.26e+08	3.77e+08	5.6900002e+08	17600000	27800000	5.0899998e+08	80099999	23000000	2751400	1.29e+09	13500000	2.92e+08	53300000	82700000
K12815	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K11086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K11097	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K11099	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12833	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12842	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12626	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12865	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12871	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12873	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12881	30400001	23500000	20100000	15900000	61600001	52799999	2170100	1.13e+08	28599999	7400200	7811800	60700001	1.07e+08	52900000	17500000	33100000	15900000	14100000	3960000.1	54000001	31799999	48999999	35500001	50700000	39399999	8629200	81400001	11500000
K12883	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12897	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02923	6750500	4190200	3726900	4730300	2535500	25400000	923090	NaN	17200000	426350	867580	27800000	29700000	5157400	1394700	38100000	965020	1746400	5392300	17600000	1612200	1.48e+08	1693600	25700000	3097100	1198600	2936300	3875600
K02921	1927600	1655700	NaN	5738100	NaN	7820700	230930	9953599.6	11500000	1520500	2187300	69700000	53000000	7891500	255530	19900000	NaN	NaN	549910	12700000	239520	2.89e+08	656740	20200000	NaN	726940	138170	1169000
K02925	6.0999998e+08	1.58e+08	1.03e+08	7.3599999e+08	3.93e+08	6.0999998e+08	34583900	6.62e+08	3.95e+08	1.06e+08	25200000	1.78e+09	2.96e+09	3.68e+08	79800001	2.58e+09	25700000	27300000	8667900	2.07e+08	58299999	3.86e+08	4.61e+08	1.31e+08	1.04e+08	37100000	19300000	94500002
K02930	2.57e+08	39400000	64200001	2.42e+08	1.49e+08	2.46e+08	35400000	1.9e+08	2.58e+08	53300001	9592700	1.24e+09	1.23e+09	1.06e+08	15800000	1.03e+09	9663500.1	11400000	32500000	2.59e+08	32700000	3.29e+08	1.88e+08	62699998	14200000	15300000	12000000	37300000
K02934	94099999	NaN	43200000	95600001	1.35e+08	4.34e+08	16100000	1.13e+08	1.25e+08	16500000	1016900	3.16e+08	1.01e+09	1.5e+08	23900000	2.51e+09	8.1299998e+08	18600000	22600000	12000000	14900000	1.15e+08	3.9299999e+08	2.13e+08	30500000	7878900	5335500.1	21200000
K02937	13400000	9404400	15500000	32700000	69800000	28700001	8813399.9	41599999	37900000	4421599.9	3344299.9	6.71e+08	6.3199999e+08	41099999	5437599.9	1.46e+08	16300000	753260.01	2509400	28700001	2475000	14700000	43200000	4914099.9	17000000	1464500	4567699.9	14400000
K02936	37299999	14900000	28300001	53900000	1.08e+08	85300000	8084199.9	96899999	1.03e+08	11700000	3998300	1.06e+09	6.1400001e+08	47800000	8913699.9	3.33e+08	12000000	4897900	15200000	97799999	10200000	93700000	89100001	36200001	13900000	2703800.1	3910000	18900000
K02938	57799999	23100000	42199999	1.15e+08	88600000	1.26e+08	12900000	70400000	86000000	20800000	6802700.1	1.92e+08	8.72e+08	24400000	7434800	4.13e+08	2599600	8681099.9	12600000	1.12e+08	2575800	1.25e+08	65499999	52900001	24500000	1878300	10500000	2481800
