Numerator	Denominator	mmu Geiger adrenal gland	mmu Geiger brain cortex	mmu Geiger brain medulla	mmu Geiger brown fat	mmu Geiger cerebellum	mmu Geiger colon	mmu Geiger diaphragm	mmu Geiger duodenum	mmu Geiger embryonic tissue	mmu Geiger eye	mmu Geiger heart	mmu Geiger ileum	mmu Geiger jejunum	mmu Geiger kidney cortex	mmu Geiger kidney medulla	mmu Geiger liver	mmu Geiger lung	mmu Geiger midbrain	mmu Geiger muscle	mmu Geiger olfactory bulb	mmu Geiger ovary	mmu Geiger pancreas	mmu Geiger salivary gland	mmu Geiger spleen	mmu Geiger stomach	mmu Geiger thymus	mmu Geiger uterus	mmu Geiger white fat
-Signaling Molecules and Interaction	TOTAL	0.03029	0.003403	0.006736	0.005197	0.009663	0.01874	0.002	0.01345	0.008772	0.004474	0.003269	0.02508	0.02641	0.008895	0.006251	0.004814	0.02123	0.005422	0.004288	0.008263	0.01434	0.008025	0.005283	0.01319	0.01784	0.01187	0.01205	0.01128
Cellular Processes	TOTAL	0.07507	0.1704	0.148	0.0681	0.1538	0.1098	0.2124	0.1124	0.08898	0.4515	0.07672	0.08696	0.1014	0.08084	0.08767	0.05767	0.09728	0.181	0.329	0.1432	0.09768	0.04102	0.08397	0.1078	0.1128	0.1164	0.09848	0.08417
-Crystallins	TOTAL	0.002112	0.00427	0.002294	0.0005885	0.001714	0.001026	0.01215	0.000767	0.0005848	0.3631	0.02929	0.001271	0.0005934	0.0007417	0.006029	0.000612	0.004944	0.004542	0.00459	0.001742	0.0009419	0.0006921	0.0008286	0.0004694	0.01753	0.0009964	0.001357	0.00219
-Stress Response	TOTAL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	TOTAL	0.02485	0.03499	0.03096	0.02491	0.03328	0.02297	0.008653	0.01704	0.01619	0.01279	0.01011	0.02558	0.02948	0.03858	0.03876	0.03052	0.02538	0.03591	0.005046	0.03598	0.02996	0.009665	0.02155	0.02844	0.02064	0.0311	0.02073	0.033
-Cytoskeleton	TOTAL	0.02198	0.07243	0.07767	0.01776	0.0732	0.05579	0.07704	0.04786	0.04935	0.04798	0.01365	0.03504	0.04577	0.0209	0.02203	0.01342	0.03659	0.09097	0.1451	0.0682	0.04224	0.02087	0.03805	0.05454	0.05296	0.06111	0.05164	0.02841
-Cell Motility	TOTAL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	TOTAL	0.02106	0.05443	0.0335	0.02058	0.04079	0.02073	0.01206	0.02143	0.01735	0.01422	0.01619	0.01779	0.01751	0.01515	0.01765	0.01033	0.01665	0.04569	0.00469	0.03328	0.01472	0.008406	0.01012	0.01146	0.01606	0.01775	0.01727	0.0152
-Cell Communication	TOTAL	0.005078	0.004324	0.003626	0.005815	0.004825	0.00927	0.1025	0.02534	0.005596	0.01347	0.007489	0.007277	0.008091	0.005488	0.003214	0.002809	0.01399	0.003884	0.1696	0.004054	0.009874	0.001391	0.01344	0.01352	0.00559	0.005628	0.007524	0.0054
Metabolism	TOTAL	0.3595	0.3059	0.3397	0.5377	0.3338	0.3416	0.3672	0.2355	0.1826	0.2085	0.318	0.3522	0.3078	0.4805	0.4746	0.5566	0.2191	0.3046	0.2236	0.3512	0.2485	0.2343	0.2573	0.1745	0.2635	0.2162	0.1721	0.3483
-Membrane Transport	TOTAL	0.004551	0.0003871	0.003288	0.003461	0.001694	0.001829	0.002337	0.002485	0.007202	0.001604	0.0008913	0.001854	0.001833	0.001695	0.001457	0.003417	0.008109	0.000698	0.0009149	0.0009803	0.02247	0.001046	0.00573	0.003444	0.001324	0.009009	0.01555	0.03509
-Central Carbon Metabolism	TOTAL	0.1361	0.08144	0.1226	0.1638	0.1129	0.1077	0.1125	0.06008	0.05932	0.08663	0.06649	0.109	0.1068	0.1358	0.1365	0.1377	0.04677	0.09093	0.08922	0.1403	0.07448	0.03387	0.083	0.06018	0.05527	0.07178	0.04344	0.09539
-Energy Metabolism	TOTAL	0.0468	0.1185	0.087	0.1517	0.09027	0.06668	0.128	0.03877	0.02247	0.03678	0.1651	0.06374	0.05521	0.1261	0.1431	0.05648	0.0184	0.1001	0.02468	0.07828	0.02933	0.04414	0.05121	0.01782	0.0858	0.02851	0.03503	0.03945
-Biosynthesis	TOTAL	0.1266	0.06454	0.09019	0.1911	0.08975	0.1351	0.113	0.09606	0.04995	0.06721	0.07456	0.1356	0.11	0.1787	0.1517	0.3145	0.1147	0.06387	0.1005	0.08614	0.08751	0.0801	0.08326	0.06286	0.08244	0.06859	0.04782	0.1486
-Other Enzymes	TOTAL	0.0692	0.0547	0.04825	0.04865	0.04827	0.07641	0.03328	0.04638	0.04613	0.02007	0.02392	0.04813	0.04132	0.05494	0.06	0.07084	0.04012	0.05535	0.01551	0.04948	0.04301	0.07731	0.03998	0.04147	0.05272	0.04788	0.03438	0.08345
Organismal Systems	TOTAL	0.1511	0.08509	0.1556	0.1145	0.09871	0.07379	0.2235	0.161	0.1188	0.1209	0.412	0.06902	0.07606	0.06411	0.0939	0.06499	0.2963	0.1178	0.2669	0.07726	0.18	0.07357	0.174	0.307	0.192	0.1732	0.2273	0.243
-Immune System	TOTAL	0.00757	0.007677	0.004684	0.004262	0.006245	0.006856	0.002736	0.005547	0.005589	0.004142	0.005425	0.007399	0.00853	0.006888	0.008603	0.003846	0.02262	0.004449	0.001078	0.003452	0.009989	0.001821	0.004045	0.01185	0.006398	0.01219	0.0201	0.009867
-Endocrine System	TOTAL	0.05156	0.01424	0.009121	0.05669	0.01192	0.005355	0.02439	0.007371	0.008746	0.03654	0.03967	0.02391	0.03451	0.0118	0.01757	0.03846	0.01358	0.01717	0.01112	0.008998	0.02127	0.007793	0.009208	0.005494	0.03112	0.02845	0.03187	0.09176
-Circulatory System	TOTAL	0.08831	0.03974	0.1103	0.05184	0.06401	0.05554	0.1951	0.1356	0.1007	0.07463	0.3651	0.02433	0.02393	0.03849	0.06343	0.02103	0.2549	0.06234	0.2536	0.04039	0.1461	0.02989	0.1191	0.2821	0.151	0.1247	0.1711	0.1388
-Digestive System	TOTAL	0.0009876	0.0009411	0.0007228	0.0002132	0.0004856	0.0004786	0.0001502	0.009079	0.000425	0.0004718	0.0001996	0.009951	0.005714	0.003899	0.002179	0.0005336	0.0003613	0.0008486	0.0002655	0.001695	0.0005743	0.02951	0.000635	0.0006634	0.0004273	0.0006304	0.0002715	0.0004131
-Excretory System	TOTAL	0.0005489	0.002791	0.0008592	0.00033	0.001194	0.001237	0.0001525	0.0009285	0.0003016	0.0003793	0.0003524	0.001144	0.0008386	0.001039	0.0007933	0.0004575	0.0008423	0.00273	0.0001862	0.0004769	0.0002358	0.003559	0.03905	0.000329	0.0003566	0.0008569	0.0007368	0.0004202
-Nervous System	TOTAL	0.001812	0.01775	0.02621	0.0008428	0.0107	0.001679	0.0004116	0.002006	0.002004	0.00137	0.0009798	0.001626	0.001711	0.001656	0.001107	0.0005146	0.002316	0.02819	0.0006446	0.01794	0.001481	0.0009136	0.0016	0.005866	0.002486	0.005965	0.002997	0.001363
-Sensory System	TOTAL	1.042e-05	5.853e-06	3.655e-05	4.544e-06	4.826e-05	0.002307	2.645e-05	0.0002229	9.373e-07	0.0025	6.784e-06	0.0004407	0.0005636	2.762e-06	6.089e-06	6.973e-06	7.262e-06	4.958e-06	9.687e-06	2.861e-05	3.669e-06	4.753e-06	2.222e-05	4.026e-06	2.115e-05	7.313e-05	4.192e-05	8.242e-06
-Development	TOTAL	0.0002792	0.001974	0.003605	0.0002689	0.004102	0.0003585	0.0005579	0.0003231	0.001144	0.0008165	0.0001965	0.0002108	0.0002712	0.000318	0.0002004	0.0001375	0.001771	0.002147	4.011e-05	0.004272	0.0003751	9.39e-05	0.0002618	0.0007558	0.0001223	0.0003443	0.0002227	0.0004372
-Environmental Adaptation	TOTAL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human Diseases	TOTAL	0.01777	0.01681	0.01635	0.02216	0.01642	0.0176	0.01453	0.0168	0.02505	0.01403	0.0203	0.02325	0.02437	0.01662	0.0233	0.01759	0.01488	0.02288	0.01113	0.01843	0.02322	0.0244	0.02108	0.01748	0.03035	0.02022	0.02449	0.01535
-Cancers	TOTAL	0.0055	0.002953	0.007833	0.01563	0.005968	0.005182	0.009915	0.004905	0.004134	0.004585	0.01454	0.006549	0.006432	0.008954	0.009809	0.005706	0.003357	0.00588	0.00371	0.006804	0.005071	0.005198	0.003405	0.002107	0.009526	0.003216	0.006905	0.007576
-Immune System Diseases	TOTAL	0.007802	0.004114	0.002807	0.003615	0.00341	0.008361	0.002478	0.006621	0.01728	0.003657	0.001288	0.0128	0.01323	0.004678	0.006711	0.007431	0.006421	0.005639	0.002196	0.004493	0.0122	0.0114	0.01295	0.01098	0.01401	0.01112	0.012	0.003429
-Neurodegenerative Diseases	TOTAL	0.007877	0.008679	0.01224	0.01287	0.009763	0.006101	0.01021	0.005334	0.005331	0.007683	0.01352	0.006418	0.00734	0.009374	0.01373	0.008584	0.005286	0.0147	0.007742	0.01206	0.006156	0.008406	0.004456	0.004177	0.008677	0.00495	0.005949	0.006652
-Cardiovascular Diseases	TOTAL	6.914e-06	5.029e-05	3.046e-06	9.29e-06	1.509e-05	0.0003213	3.481e-05	0.0001099	0.0001859	0.0003858	0.0007814	0.0002029	0.0003952	1.376e-05	7.015e-06	8.642e-05	3.954e-05	3.989e-06	7.37e-06	7.718e-06	1.869e-05	1.007e-05	0.0002131	1.607e-05	4.744e-05	7.292e-05	1.934e-05	3.258e-05
-Metabolic Diseases	TOTAL	3.389e-05	0.0001327	0.0001246	6.051e-07	0.0001374	2.657e-05	5.375e-07	3.224e-05	1.829e-05	4.945e-05	1.135e-05	3.551e-05	2.425e-05	1.269e-05	1.125e-05	6.247e-06	3.869e-06	6.594e-05	1.252e-06	0.0001149	1.389e-05	0.0001684	5.691e-05	3.899e-06	1.668e-05	1.621e-05	2.464e-06	8.258e-06
-Infectious Diseases	TOTAL	0.000905	0.001722	0.001283	0.0006999	0.001919	0.002193	0.0003396	0.001745	0.002664	0.0004536	0.0007183	0.002049	0.002017	0.0009599	0.00118	0.0009213	0.001462	0.001581	0.0004773	0.002004	0.002313	0.003628	0.002229	0.002015	0.00238	0.001786	0.00187	0.001013
Not Mapped	TOTAL	0.1239	0.2085	0.1639	0.1328	0.202	0.1891	0.1008	0.1979	0.1825	0.09657	0.0832	0.1875	0.188	0.1801	0.1452	0.1223	0.1923	0.1663	0.1037	0.1983	0.1849	0.1431	0.1679	0.156	0.1694	0.1669	0.1967	0.1577
-Not Mapped	TOTAL	0.1239	0.2085	0.1639	0.1328	0.202	0.1891	0.1008	0.1979	0.1825	0.09657	0.0832	0.1875	0.188	0.1801	0.1452	0.1223	0.1923	0.1663	0.1037	0.1983	0.1849	0.1431	0.1679	0.156	0.1694	0.1669	0.1967	0.1577
TOTAL	MAPPED	1.141	1.263	1.196	1.153	1.253	1.233	1.112	1.247	1.223	1.107	1.091	1.231	1.232	1.22	1.17	1.139	1.238	1.199	1.116	1.247	1.227	1.167	1.202	1.185	1.204	1.2	1.245	1.187
MAPPED	MAPPED	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Genetic Information Processing	MAPPED	0.2797	0.2387	0.1739	0.1296	0.2083	0.2965	0.06124	0.3297	0.4908	0.09463	0.06717	0.3066	0.326	0.1882	0.1972	0.204	0.187	0.2332	0.05584	0.2202	0.3221	0.5924	0.3558	0.2557	0.2591	0.3439	0.3467	0.1965
-Transcription	MAPPED	0.01453	0.01674	0.009783	0.003969	0.01599	0.02141	0.002383	0.02214	0.05166	0.006189	0.006469	0.01403	0.01598	0.01093	0.01059	0.005849	0.01274	0.0162	0.001638	0.01573	0.02806	0.00849	0.01483	0.02442	0.01641	0.03902	0.03789	0.007625
-Translation	MAPPED	0.06246	0.05987	0.04401	0.04357	0.04865	0.09942	0.01879	0.1221	0.1791	0.02612	0.01873	0.1108	0.1222	0.05589	0.04545	0.08335	0.04368	0.05245	0.02058	0.06135	0.0849	0.3609	0.1448	0.07173	0.09019	0.099	0.1215	0.04876
-Folding, Sorting and Degradation	MAPPED	0.1856	0.1439	0.1083	0.07387	0.1289	0.1545	0.03461	0.1642	0.2011	0.05222	0.03795	0.1525	0.1544	0.1066	0.1246	0.1031	0.1135	0.1477	0.02816	0.1291	0.185	0.2032	0.1664	0.1293	0.1227	0.1619	0.1558	0.1298
-DNA Maintenance	MAPPED	0.02178	0.02076	0.01214	0.009723	0.0178	0.02394	0.006442	0.0225	0.06975	0.0114	0.004399	0.03023	0.03483	0.01645	0.01841	0.01477	0.02081	0.0201	0.006327	0.01602	0.03599	0.026	0.03577	0.0346	0.03638	0.05403	0.04283	0.01195
-RNA Family	MAPPED	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	MAPPED	0.06474	0.06967	0.06293	0.03753	0.07017	0.06368	0.0437	0.05063	0.05188	0.03994	0.04742	0.07448	0.08006	0.05074	0.03996	0.02658	0.06631	0.0645	0.02594	0.08527	0.05464	0.02696	0.04043	0.05764	0.05645	0.06848	0.0444	0.04496
-Signal Transduction	MAPPED	0.03017	0.06537	0.05488	0.03154	0.05807	0.04057	0.04148	0.03387	0.04115	0.03498	0.04386	0.04364	0.04757	0.03989	0.03265	0.0211	0.03996	0.05799	0.02115	0.07496	0.03704	0.0176	0.03408	0.04201	0.03496	0.05423	0.0294	0.03157
-Signaling Molecules and Interaction	MAPPED	0.03457	0.004299	0.008057	0.005993	0.01211	0.02311	0.002224	0.01676	0.01073	0.004952	0.003565	0.03086	0.03252	0.01085	0.007313	0.005484	0.02628	0.006503	0.004784	0.01031	0.01759	0.009365	0.006349	0.01562	0.02148	0.01425	0.015	0.01339
Cellular Processes	MAPPED	0.08568	0.2153	0.1771	0.07853	0.1927	0.1354	0.2362	0.1402	0.1088	0.4998	0.08368	0.107	0.1249	0.0986	0.1026	0.06571	0.1204	0.217	0.367	0.1786	0.1198	0.04787	0.1009	0.1278	0.1358	0.1398	0.1226	0.09993
-Crystallins	MAPPED	0.00241	0.005395	0.002744	0.0006786	0.002147	0.001265	0.01351	0.0009563	0.0007154	0.4019	0.03195	0.001564	0.0007307	0.0009046	0.007053	0.0006973	0.006121	0.005448	0.005122	0.002173	0.001156	0.0008077	0.0009958	0.0005562	0.0211	0.001196	0.001689	0.0026
-Stress Response	MAPPED	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	MAPPED	0.02836	0.04421	0.03703	0.02872	0.0417	0.02833	0.009623	0.02124	0.0198	0.01415	0.01102	0.03149	0.0363	0.04705	0.04535	0.03477	0.03142	0.04307	0.00563	0.04487	0.03676	0.01128	0.02589	0.0337	0.02485	0.03733	0.0258	0.03918
-Cytoskeleton	MAPPED	0.02508	0.09152	0.0929	0.02049	0.09173	0.0688	0.08567	0.05967	0.06037	0.05311	0.01489	0.04313	0.05636	0.0255	0.02578	0.01529	0.0453	0.1091	0.1618	0.08508	0.05183	0.02435	0.04573	0.06462	0.06376	0.07336	0.06429	0.03373
-Cell Motility	MAPPED	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	MAPPED	0.02404	0.06877	0.04007	0.02374	0.05111	0.02556	0.01341	0.02672	0.02122	0.01574	0.01766	0.0219	0.02157	0.01848	0.02065	0.01177	0.02062	0.05481	0.005232	0.04152	0.01806	0.009811	0.01217	0.01358	0.01933	0.02131	0.02149	0.01805
-Cell Communication	MAPPED	0.005796	0.005463	0.004337	0.006706	0.006046	0.01143	0.114	0.03159	0.006845	0.01491	0.008168	0.008956	0.009964	0.006694	0.00376	0.003201	0.01732	0.004659	0.1892	0.005057	0.01211	0.001624	0.01615	0.01602	0.006729	0.006755	0.009367	0.006411
Metabolism	MAPPED	0.4103	0.3865	0.4063	0.6201	0.4183	0.4212	0.4083	0.2936	0.2233	0.2308	0.3469	0.4335	0.3791	0.586	0.5553	0.6342	0.2713	0.3654	0.2495	0.4381	0.3049	0.2734	0.3092	0.2068	0.3173	0.2595	0.2143	0.4135
-Membrane Transport	MAPPED	0.005194	0.0004891	0.003932	0.003991	0.002122	0.002256	0.002599	0.003098	0.00881	0.001776	0.0009722	0.002282	0.002258	0.002067	0.001704	0.003893	0.01004	0.0008372	0.001021	0.001223	0.02757	0.001221	0.006885	0.00408	0.001594	0.01081	0.01936	0.04166
-Central Carbon Metabolism	MAPPED	0.1554	0.1029	0.1467	0.1889	0.1415	0.1329	0.1251	0.0749	0.07256	0.09589	0.07252	0.1342	0.1315	0.1657	0.1597	0.1569	0.05791	0.1091	0.09954	0.175	0.09138	0.03953	0.09974	0.0713	0.06654	0.08616	0.05408	0.1132
-Energy Metabolism	MAPPED	0.05342	0.1497	0.1041	0.1749	0.1131	0.08223	0.1424	0.04834	0.02748	0.04072	0.1801	0.07846	0.06799	0.1538	0.1674	0.06435	0.02277	0.1201	0.02754	0.09764	0.03598	0.05151	0.06153	0.02111	0.1033	0.03423	0.04361	0.04684
-Biosynthesis	MAPPED	0.1445	0.08154	0.1079	0.2203	0.1125	0.1666	0.1257	0.1198	0.0611	0.07439	0.08133	0.1669	0.1354	0.218	0.1775	0.3583	0.142	0.07661	0.1121	0.1074	0.1074	0.09348	0.1001	0.07448	0.09924	0.08232	0.05953	0.1764
-Other Enzymes	MAPPED	0.07898	0.06911	0.05771	0.05609	0.06048	0.09423	0.03702	0.05782	0.05642	0.02222	0.02609	0.05924	0.05088	0.06701	0.07019	0.08071	0.04967	0.06638	0.0173	0.06172	0.05277	0.09022	0.04805	0.04914	0.06346	0.05747	0.0428	0.09907
Organismal Systems	MAPPED	0.1724	0.1075	0.1861	0.132	0.1237	0.09099	0.2486	0.2008	0.1453	0.1338	0.4493	0.08495	0.09367	0.07819	0.1098	0.07405	0.3668	0.1413	0.2978	0.09637	0.2208	0.08586	0.209	0.3637	0.2311	0.208	0.283	0.2885
-Immune System	MAPPED	0.00864	0.0097	0.005603	0.004915	0.007826	0.008455	0.003042	0.006916	0.006837	0.004584	0.005917	0.009106	0.01051	0.008401	0.01006	0.004382	0.02801	0.005336	0.001202	0.004305	0.01226	0.002125	0.00486	0.01404	0.007703	0.01463	0.02502	0.01171
-Endocrine System	MAPPED	0.05885	0.01799	0.01091	0.06538	0.01494	0.006604	0.02713	0.00919	0.0107	0.04045	0.04327	0.02943	0.04249	0.01439	0.02056	0.04382	0.01681	0.0206	0.0124	0.01122	0.02609	0.009095	0.01107	0.00651	0.03747	0.03415	0.03968	0.1089
-Circulatory System	MAPPED	0.1008	0.05021	0.132	0.05978	0.08021	0.06849	0.217	0.169	0.1231	0.08261	0.3983	0.02994	0.02947	0.04695	0.0742	0.02396	0.3155	0.07477	0.2829	0.05039	0.1792	0.03488	0.1432	0.3343	0.1818	0.1496	0.213	0.1647
-Digestive System	MAPPED	0.001127	0.001189	0.0008645	0.0002459	0.0006085	0.0005901	0.000167	0.01132	0.0005199	0.0005223	0.0002177	0.01225	0.007037	0.004755	0.002549	0.0006079	0.0004473	0.001018	0.0002962	0.002114	0.0007046	0.03444	0.0007631	0.0007861	0.0005144	0.0007567	0.000338	0.0004905
-Excretory System	MAPPED	0.0006265	0.003527	0.001028	0.0003805	0.001496	0.001526	0.0001696	0.001158	0.000369	0.0004198	0.0003844	0.001408	0.001033	0.001267	0.000928	0.0005212	0.001043	0.003274	0.0002077	0.0005949	0.0002893	0.004154	0.04692	0.0003899	0.0004293	0.001029	0.0009172	0.0004989
-Nervous System	MAPPED	0.002068	0.02243	0.03135	0.0009718	0.01341	0.00207	0.0004577	0.002501	0.002451	0.001516	0.001069	0.002002	0.002107	0.00202	0.001295	0.0005863	0.002867	0.03381	0.0007191	0.02238	0.001817	0.001066	0.001923	0.006951	0.002993	0.00716	0.003731	0.001618
-Sensory System	MAPPED	1.189e-05	7.395e-06	4.372e-05	5.24e-06	6.048e-05	0.002844	2.941e-05	0.0002779	1.146e-06	0.002767	7.4e-06	0.0005424	0.000694	3.369e-06	7.123e-06	7.944e-06	8.991e-06	5.946e-06	1.081e-05	3.569e-05	4.501e-06	5.547e-06	2.67e-05	4.77e-06	2.546e-05	8.778e-05	5.218e-05	9.785e-06
-Development	MAPPED	0.0003186	0.002494	0.004311	0.0003101	0.00514	0.0004421	0.0006204	0.0004028	0.001399	0.0009038	0.0002143	0.0002594	0.000334	0.0003878	0.0002345	0.0001567	0.002192	0.002575	4.474e-05	0.005329	0.0004603	0.0001096	0.0003146	0.0008955	0.0001472	0.0004133	0.0002772	0.0005191
-Environmental Adaptation	MAPPED	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human Diseases	MAPPED	0.02029	0.02123	0.01956	0.02555	0.02058	0.02171	0.01615	0.02095	0.03064	0.01553	0.02214	0.02861	0.03002	0.02027	0.02726	0.02004	0.01842	0.02744	0.01242	0.02299	0.02849	0.02848	0.02533	0.02071	0.03653	0.02428	0.03049	0.01822
-Cancers	MAPPED	0.006277	0.003731	0.009369	0.01803	0.007479	0.006391	0.01103	0.006115	0.005057	0.005075	0.01586	0.008061	0.007921	0.01092	0.01148	0.006501	0.004156	0.007053	0.004139	0.008487	0.006222	0.006066	0.004092	0.002496	0.01147	0.00386	0.008596	0.008994
-Immune System Diseases	MAPPED	0.008905	0.005199	0.003357	0.004168	0.004273	0.01031	0.002756	0.008255	0.02114	0.004048	0.001405	0.01576	0.01629	0.005705	0.007851	0.008466	0.00795	0.006763	0.00245	0.005604	0.01496	0.01331	0.01556	0.01301	0.01686	0.01334	0.01493	0.004071
-Neurodegenerative Diseases	MAPPED	0.00899	0.01097	0.01464	0.01484	0.01223	0.007523	0.01135	0.006651	0.006521	0.008504	0.01474	0.0079	0.009039	0.01143	0.01606	0.00978	0.006544	0.01763	0.008637	0.01504	0.007553	0.00981	0.005354	0.004949	0.01045	0.005941	0.007406	0.007897
-Cardiovascular Diseases	MAPPED	7.891e-06	6.354e-05	3.643e-06	1.071e-05	1.891e-05	0.0003962	3.871e-05	0.000137	0.0002274	0.0004271	0.0008524	0.0002498	0.0004867	1.678e-05	8.207e-06	9.846e-05	4.896e-05	4.785e-06	8.222e-06	9.627e-06	2.293e-05	1.175e-05	0.0002561	1.905e-05	5.711e-05	8.753e-05	2.408e-05	3.868e-05
-Metabolic Diseases	MAPPED	3.868e-05	0.0001676	0.000149	6.977e-07	0.0001722	3.277e-05	5.978e-07	4.019e-05	2.237e-05	5.473e-05	1.238e-05	4.37e-05	2.987e-05	1.548e-05	1.316e-05	7.117e-06	4.79e-06	7.909e-05	1.397e-06	0.0001433	1.705e-05	0.0001965	6.839e-05	4.62e-06	2.009e-05	1.945e-05	3.067e-06	9.804e-06
-Infectious Diseases	MAPPED	0.001033	0.002176	0.001535	0.0008071	0.002404	0.002704	0.0003777	0.002176	0.003258	0.0005021	0.0007834	0.002523	0.002484	0.001171	0.001381	0.00105	0.00181	0.001896	0.0005325	0.0025	0.002837	0.004234	0.002679	0.002387	0.002865	0.002144	0.002328	0.001203
Not Mapped	MAPPED	0.1414	0.2635	0.1961	0.1531	0.2531	0.2332	0.1121	0.2468	0.2232	0.1069	0.09076	0.2308	0.2315	0.2197	0.1699	0.1393	0.238	0.1994	0.1157	0.2474	0.2269	0.167	0.2017	0.1849	0.2039	0.2003	0.2449	0.1872
-Not Mapped	MAPPED	0.1414	0.2635	0.1961	0.1531	0.2531	0.2332	0.1121	0.2468	0.2232	0.1069	0.09076	0.2308	0.2315	0.2197	0.1699	0.1393	0.238	0.1994	0.1157	0.2474	0.2269	0.167	0.2017	0.1849	0.2039	0.2003	0.2449	0.1872
TOTAL	Genetic Information Processing	4.528	6.289	7.632	9.72	6.866	4.543	19.67	4.176	2.675	12.95	16.95	4.413	4.085	6.986	6.627	6.102	7.494	6.252	21.68	6.683	4.298	2.15	3.746	5.067	5.231	3.873	3.918	8.318
