KO number	hsa Krizhanovsky 2013 Normal	hsa Krizhanovsky 2013 Senescent	hsa Krizhanovsky 2013 Normal a	hsa Krizhanovsky 2013 Senescent a
K14298	4.7886932e+09	4.0449337e+09	3.4563675e+09	1974942.2
K14004	3.2576476e+09	3.9512433e+09	9.7636605e+08	1.4614941e+09
K14299	4.223286e+08	8.2015189e+08	2.6228919e+08	1974942.2
K14300	6.9126574e+09	9.6533041e+09	1974942.2	1974942.2
K14301	NaN	NaN	NaN	NaN
K14302	NaN	NaN	NaN	NaN
K14303	NaN	NaN	NaN	NaN
K14304	NaN	NaN	NaN	NaN
K14305	1974942.2	1974942.2	1974942.2	1974942.2
K14306	1.1544201e+10	1.5878029e+10	6.435727e+09	1.2518616e+10
K14307	3.431377e+09	6.9880077e+09	6.7016174e+09	7.2209534e+09
K14308	5.3688547e+09	5.2493736e+09	2.5063868e+09	2.2407925e+09
K14309	4.6831223e+09	5.3663969e+09	9.9789286e+08	2.3742746e+09
K14310	NaN	NaN	NaN	NaN
K14311	NaN	NaN	NaN	NaN
K14312	NaN	NaN	NaN	NaN
K14313	1.1310567e+09	1.528948e+09	5.3102264e+08	8.779163e+08
K14314	NaN	NaN	NaN	NaN
K14315	NaN	NaN	NaN	NaN
K14316	NaN	NaN	NaN	NaN
K14317	NaN	NaN	NaN	NaN
K14318	NaN	NaN	NaN	NaN
K14319	3.7049872e+10	5.4532262e+10	1.1413614e+10	4.7898011e+10
K10577	8.5984906e+09	7.1917259e+09	1.0682498e+09	1.7114855e+09
K12160	2.5870862e+10	2.228207e+11	2.2043104e+10	6.0073655e+11
K14320	NaN	NaN	NaN	NaN
K14321	NaN	NaN	NaN	NaN
K13129	NaN	NaN	NaN	NaN
K13130	NaN	NaN	NaN	NaN
K13131	NaN	NaN	NaN	NaN
K13132	NaN	NaN	NaN	NaN
K13133	NaN	NaN	NaN	NaN
K13137	6.7489911e+10	1.0383652e+11	3.7904387e+10	1.0304016e+11
K14322	NaN	NaN	NaN	NaN
K07205	2.1870986e+09	2.6207218e+09	2.2469846e+09	1.9726025e+09
K14323	NaN	NaN	NaN	NaN
K14324	1.5343423e+09	2.5274706e+09	6.817785e+08	1.4246277e+09
K13114	NaN	NaN	NaN	NaN
K14325	NaN	NaN	NaN	NaN
K13174	NaN	NaN	NaN	NaN
K13175	NaN	NaN	NaN	NaN
K13176	4.180786e+08	9.4682669e+08	3.5645022e+08	1.0589265e+09
K13171	1974942.2	1.1535183e+09	1974942.2	1.1535183e+09
K14284	NaN	NaN	NaN	NaN
K14285	NaN	NaN	NaN	NaN
K14543	NaN	NaN	NaN	NaN
K14326	NaN	NaN	NaN	NaN
K14327	NaN	NaN	NaN	NaN
K14328	1974942.2	2.1169931e+09	1974942.2	2.1169931e+09
K15542	5.7836524e+08	1.1745501e+09	2.2096936e+08	1974942.2
K15544	NaN	NaN	NaN	NaN
K06965	NaN	NaN	NaN	NaN
K14376	NaN	NaN	NaN	NaN
K14408	5.1099356e+10	4.9499706e+10	3.2776917e+10	3.1167019e+10
K14409	NaN	NaN	NaN	NaN
K14406	NaN	NaN	NaN	NaN
K14407	NaN	NaN	NaN	NaN
K14404	NaN	NaN	NaN	NaN
K14405	NaN	NaN	NaN	NaN
K14402	NaN	NaN	NaN	NaN
K14403	4.3229084e+11	4.1068931e+11	3.6149236e+11	2.8632803e+11
K14400	NaN	NaN	NaN	NaN
K14401	NaN	NaN	NaN	NaN
K14962	NaN	NaN	NaN	NaN
K14398	NaN	NaN	NaN	NaN
K14396	NaN	NaN	NaN	NaN
K14397	2.4477083e+10	2.2234689e+10	2.0143302e+10	2.3141785e+10
K14416	NaN	NaN	NaN	NaN
K14411	NaN	NaN	NaN	NaN
K14399	NaN	NaN	NaN	NaN
K13917	NaN	NaN	NaN	NaN
K00565	NaN	NaN	NaN	NaN
K06100	NaN	NaN	NaN	NaN
K08873	NaN	NaN	NaN	NaN
K11125	NaN	NaN	NaN	NaN
K04382	6.5641843e+09	8.7836334e+09	3.9814672e+09	3.3940557e+09
K03456	1.1964675e+11	1.4605056e+11	4.7514678e+10	9.4622495e+10
K04354	1.5365575e+10	1.6794452e+10	1.0813994e+10	9.01475e+09
K11583	NaN	NaN	NaN	NaN
K11584	NaN	NaN	NaN	NaN
K14549	NaN	NaN	NaN	NaN
K14548	6.6760698e+08	7.6260825e+08	1.3819413e+08	3.3909426e+08
K14546	NaN	NaN	NaN	NaN
K14545	NaN	NaN	NaN	NaN
K14544	NaN	NaN	NaN	NaN
K14538	NaN	NaN	NaN	NaN
K14539	NaN	NaN	NaN	NaN
K14537	NaN	NaN	NaN	NaN
K06943	NaN	NaN	NaN	NaN
K14572	NaN	NaN	NaN	NaN
K14573	NaN	NaN	NaN	NaN
K14571	NaN	NaN	NaN	NaN
K14574	NaN	NaN	NaN	NaN
K14575	NaN	NaN	NaN	NaN
K14570	NaN	NaN	NaN	NaN
K14521	NaN	NaN	NaN	NaN
K14523	NaN	NaN	NaN	NaN
K14525	9.8330536e+08	1.2652112e+09	1974942.2	1974942.2
K14561	NaN	NaN	NaN	NaN
K14560	2.0631806e+09	2.293804e+09	1.6045383e+09	2.0780902e+09
K14563	NaN	NaN	NaN	NaN
K14562	NaN	NaN	NaN	NaN
K14565	NaN	NaN	NaN	NaN
K14564	NaN	NaN	NaN	NaN
K14567	NaN	NaN	NaN	NaN
K14569	NaN	NaN	NaN	NaN
K14568	NaN	NaN	NaN	NaN
K11108	NaN	NaN	NaN	NaN
K14558	NaN	NaN	NaN	NaN
K14559	NaN	NaN	NaN	NaN
K14554	NaN	NaN	NaN	NaN
K14555	NaN	NaN	NaN	NaN
K14556	NaN	NaN	NaN	NaN
K14557	NaN	NaN	NaN	NaN
K14550	NaN	NaN	NaN	NaN
K14552	NaN	NaN	NaN	NaN
K14553	NaN	NaN	NaN	NaN
K14566	7.9841881e+08	1.3114832e+09	6.614978e+08	1.1270318e+09
K13288	NaN	NaN	NaN	NaN
K03115	9.4150712e+09	1.2228987e+10	6.3877236e+09	1.0215953e+10
K03097	1.4970691e+10	1.3761458e+10	9.5083485e+09	8.2704495e+09
K14547	NaN	NaN	NaN	NaN
K14551	NaN	NaN	NaN	NaN
K11131	3.6567973e+09	3.580722e+09	4.9384551e+08	3.4305305e+09
K11129	7.8238493e+08	9.890112e+08	4.5710421e+08	4.7611929e+08
K11128	NaN	NaN	NaN	NaN
K11130	4.3547537e+08	2.3529948e+08	6.3841973e+08	1974942.2
K03685	NaN	NaN	NaN	NaN
K12618	NaN	NaN	NaN	NaN
K12619	NaN	NaN	NaN	NaN
K11883	NaN	NaN	NaN	NaN
K14536	NaN	NaN	NaN	NaN
K07178	NaN	NaN	NaN	NaN
K07179	NaN	NaN	NaN	NaN
K13179	3.5417688e+09	4.0363992e+09	4.689046e+09	2.1372333e+09
K11294	2.7616651e+11	2.436677e+11	3.0449661e+11	2.9891726e+11
K13181	1.6607003e+09	3.9234905e+09	1.6607003e+09	2.1816834e+09
K12598	NaN	NaN	NaN	NaN
K09506	4.5127701e+08	2.147317e+09	4.5127701e+08	1974942.2
K14817	NaN	NaN	NaN	NaN
K08300	NaN	NaN	NaN	NaN
K13963	3.2779149e+10	4.7626224e+10	2.3241032e+10	2.5159341e+10
K03283	4.5661095e+12	5.4063141e+12	3.2290394e+12	3.8338359e+12
K09485	6.9494496e+10	1.0124355e+11	4.1160825e+10	6.4059472e+10
K09486	3.1627118e+11	4.547421e+11	2.3491223e+11	3.0380842e+11
K03544	2.6786037e+09	2.6589484e+09	2.2862431e+09	7.5725904e+08
K04079	2.6523247e+12	4.0578135e+12	1.3915745e+12	2.5555333e+12
K09487	1.8092966e+12	1.9776811e+12	1.2550101e+12	1.3251071e+12
K09488	1.3772289e+10	1.881468e+10	9.043986e+09	8.7590765e+09
K09489	1.347417e+11	1.9141896e+11	8.3853126e+10	1.2259724e+11
K09490	4.6171923e+12	5.0678285e+12	3.3827808e+12	3.8023984e+12
K09491	3.5202277e+09	3.5461319e+09	1.9575517e+09	2.8382868e+09
K04043	4.0819803e+11	4.7619883e+11	2.9142647e+11	3.2058167e+11
K09493	2.2099172e+11	3.200083e+11	1.3516785e+11	1.929306e+11
K09494	3.7356585e+11	4.8259195e+11	2.1350888e+11	3.7087834e+11
K09495	1.3911435e+11	2.0479509e+11	6.7892934e+10	1.3115051e+11
K09496	7.5504101e+10	1.2707902e+11	4.1188184e+10	9.598111e+10
K09497	3.418568e+11	4.9534224e+11	2.2345677e+11	3.9342694e+11
K09498	2.4793927e+11	3.5815584e+11	1.1167138e+11	2.5296004e+11
K09499	1.0308572e+11	1.5805708e+11	4.5684902e+10	1.1166286e+11
K09500	1.6572493e+11	2.4110395e+11	7.9441406e+10	1.3646425e+11
K04077	9.4651962e+11	1.0832182e+12	6.3379765e+11	7.9211629e+11
K09501	1.1071999e+12	1.8524932e+12	4.5499166e+11	1.2047986e+12
K09502	2.3910563e+10	2.7812173e+10	1.6197872e+10	1.9299778e+10
K09503	1.1183808e+10	1.3268285e+10	8.2079827e+09	8.8526395e+09
K09504	1974942.2	1974942.2	1974942.2	1974942.2
K09507	5.5685122e+09	7.4166784e+09	3.0147494e+09	6.7716063e+09
K09508	1.0059882e+09	1.1932923e+09	1.0180421e+09	1.1007884e+09
K09510	3.2978706e+09	3.1718037e+09	3.1194073e+09	3.134145e+09
K09517	6.1451216e+10	5.2812203e+10	6.0766444e+10	3.9991264e+10
K09518	NaN	NaN	NaN	NaN
K09521	NaN	NaN	NaN	NaN
K09522	1.4338899e+09	1.7938777e+09	9.5038014e+08	1.3845782e+09
K09523	8.6709027e+09	1.2634575e+10	1.0190105e+10	1.0731331e+10
K09525	NaN	NaN	NaN	NaN
K09526	NaN	NaN	NaN	NaN
K09527	2.063368e+09	3.149884e+09	2.6947555e+09	1.0143773e+09
K09528	2.9417532e+09	4.5460075e+09	1.2163604e+09	3.8927797e+09
K09529	3.0158534e+09	3.1539373e+09	9.9611551e+08	1.4007553e+09
K09530	NaN	NaN	NaN	NaN
K09539	4.161283e+08	9.0730598e+08	1.1502092e+08	1974942.2
K09540	NaN	NaN	NaN	NaN
K09541	NaN	NaN	NaN	NaN
K09542	1.328532e+09	1.0226478e+09	1.3293383e+09	1.0170836e+09
K04455	7.3121438e+11	5.368678e+11	7.4429319e+11	2.9126474e+11
K09545	6.5540636e+10	2.3754291e+10	5.9445553e+10	1.8353292e+10
K13993	NaN	NaN	NaN	NaN
K03687	1.1612224e+10	1.1198594e+10	9.8482568e+09	9.4293503e+09
K04078	4.5312586e+10	5.4714205e+10	4.0978421e+10	4.082674e+10
K09548	6.9053592e+09	6.7783462e+09	7.3720941e+09	4.4664062e+09
K09549	2.0236432e+10	2.0094168e+10	1.5806913e+10	1.0651566e+10
K09550	4.9170875e+09	3.7024148e+09	3.0382067e+09	1.8906077e+09
K04797	6.9682285e+09	8.2081034e+09	6.7168448e+09	5.1763447e+09
K04798	7.7045206e+09	5.0361693e+09	6.8964524e+09	3.9619877e+09
K08054	2.5734373e+10	2.873835e+10	1.4214096e+10	1.6653004e+10
K08057	1.2824338e+12	1.5456872e+12	9.873794e+11	1.3656014e+12
K08784	3.6815365e+09	6.0613157e+09	1.8120939e+09	1.0296969e+10
K08669	1.4555684e+09	2.0450809e+09	1974942.2	2.9488674e+09
K02108	NaN	NaN	NaN	NaN
K09553	9.5782606e+10	1.5527983e+11	7.9118782e+10	1.2751634e+11
K09554	3.885789e+10	4.2811078e+10	3.1004798e+10	2.5632274e+10
K09555	NaN	NaN	NaN	NaN
K09556	1.071923e+10	1.1201765e+10	8.6084073e+09	9.5503018e+09
K09557	6.4136121e+10	4.373033e+10	6.1461681e+10	3.0489388e+10
K09558	1974942.2	2.4135513e+09	1974942.2	2.4135513e+09
K09560	1.6602599e+11	1.4271154e+11	1.2667554e+11	9.5809322e+10
K09561	4.0884896e+09	3.89073e+09	3.0118734e+09	2.5914708e+09
K09562	1.3480501e+09	1.7248021e+09	3.78796e+08	1974942.2
K01349	NaN	NaN	NaN	NaN
K01279	7.667378e+10	5.6587537e+10	6.521801e+10	3.739513e+10
K01280	9.0693765e+09	4.2922605e+09	4.8662871e+08	8.3880266e+08
K01363	9.8931523e+10	9.7074931e+10	7.9549923e+10	8.3495619e+10
K01275	5.4572893e+10	5.3652727e+10	3.5304631e+10	4.0501278e+10
K01371	NaN	NaN	NaN	NaN
K01365	3.3060752e+09	4.143834e+09	3.2344614e+09	7.682658e+09
K01368	NaN	NaN	NaN	NaN
K08779	NaN	NaN	NaN	NaN
K13289	3.7169855e+10	4.0110196e+10	2.665026e+10	2.498686e+10
K12373	7.0350001e+10	4.6914361e+10	7.8177415e+10	3.2539792e+10
K02582	NaN	NaN	NaN	NaN
K01229	NaN	NaN	NaN	NaN
K03900	NaN	NaN	NaN	NaN
K03768	2.1875458e+11	3.1694814e+11	1.1599225e+11	2.2698995e+11
K09563	2.8696356e+09	4.0453952e+09	1.4823001e+09	2.6307016e+09
K05864	3.7403522e+09	4.8795441e+09	2.8322696e+09	3.0181377e+09
K09565	1.3359719e+09	1.7245531e+09	1.2196474e+09	1.1646481e+09
K12738	7.4352178e+11	9.6808072e+11	6.6601883e+11	7.2628861e+11
K10598	NaN	NaN	NaN	NaN
K12734	1.5302403e+09	1.9396467e+09	1.1236666e+09	1.7023692e+09
K09568	6.5023741e+10	3.4381985e+10	4.8456094e+10	2.5193789e+10
K09569	9.5125818e+09	3.2867676e+09	4.8000264e+08	4.0981258e+09
K09570	9.1194349e+09	9.678682e+09	5.7097678e+09	4.7922464e+09
K09571	2.3579594e+10	3.3729635e+10	1.5810241e+10	1.9691178e+10
K09573	8.7940026e+09	1.1324712e+10	6.163695e+09	8.4030056e+09
K09574	3.7904272e+09	2.7154967e+09	1974942.2	1.0155827e+09
K09575	1.8309905e+11	2.3765668e+11	9.9518257e+10	1.4164383e+11
K09576	8.9668231e+08	8.7947496e+08	8.9668231e+08	7.5439334e+08
K09577	2.4292464e+09	2.9259887e+09	2.2676946e+09	2.075856e+09
K09578	7.6693161e+09	7.6239255e+09	5.5764435e+09	6.5950578e+09
K09579	1.1579852e+09	1.8874498e+09	4.3526309e+08	1.7214324e+09
K03671	2.2836531e+11	2.2881379e+11	1.8200757e+11	1.6921704e+11
K03676	1.7815979e+10	1.0686338e+10	8.4121093e+09	6.9079977e+09
K07390	1.7614301e+09	1.4931645e+09	5.1062211e+08	1.1530283e+09
K09580	1.7916058e+12	2.2898634e+12	1.2838063e+12	1.6244908e+12
K08056	1.2721057e+12	1.5942469e+12	9.5714039e+11	1.1976301e+12
K09582	4.2235414e+11	5.3889653e+11	2.9177299e+11	3.5263515e+11
K09583	2.9212642e+09	2.3361952e+09	2.3519997e+09	8.1851334e+08
K09584	5.7743576e+11	6.3103373e+11	2.1906793e+11	2.6782271e+11
K13996	NaN	NaN	NaN	NaN
K13984	1.3864198e+11	2.0200899e+11	7.5833565e+10	1.2009853e+11
K09585	1974942.2	1974942.2	1974942.2	1974942.2
K09586	5.3796962e+10	6.848907e+10	3.8100634e+10	4.8057283e+10
K12257	NaN	NaN	NaN	NaN
K03217	NaN	NaN	NaN	NaN
K03070	NaN	NaN	NaN	NaN
K03106	9.3962454e+09	8.0517125e+09	1.8671879e+09	3.7733007e+09
K03110	NaN	NaN	NaN	NaN
K10956	NaN	NaN	NaN	NaN
K09481	7.1368723e+08	1.1729783e+09	4.9980237e+08	8.7045984e+08
K07342	1974942.2	1974942.2	1974942.2	1974942.2
K12275	NaN	NaN	NaN	NaN
K03109	2.9121635e+09	4.5690753e+09	2.1260447e+09	3.4950229e+09
K03104	1.0448889e+10	1.5032434e+10	7.3414243e+09	1.0084376e+10
K03108	5.2551846e+10	5.3178174e+10	3.9088331e+10	2.0058699e+10
K03107	5.9172397e+09	5.1693318e+09	3.6524608e+09	2.386686e+09
K03105	7.7345794e+08	1.5499994e+09	6.9449786e+08	1.2109188e+09
K13431	NaN	NaN	NaN	NaN
K12272	NaN	NaN	NaN	NaN
K03116	NaN	NaN	NaN	NaN
K03100	NaN	NaN	NaN	NaN
K12946	NaN	NaN	NaN	NaN
K12947	6.6379684e+08	9.0979745e+08	4.4039551e+08	7.4314297e+08
K12948	1.496126e+09	1.3926101e+09	1.6790442e+09	8.0454791e+08
K13280	6.5690286e+08	6.6304315e+08	1974942.2	6.1042795e+08
K09647	NaN	NaN	NaN	NaN
K09648	NaN	NaN	NaN	NaN
K12666	5.1541303e+10	5.3943425e+10	2.5778562e+10	2.7849314e+10
K12667	7.5204347e+09	1.0817449e+10	4.3879994e+09	7.5444897e+09
K12668	NaN	NaN	NaN	NaN
K12669	NaN	NaN	NaN	NaN
K12670	3.9094036e+10	4.0786948e+10	2.5989864e+10	2.8139936e+10
K07151	NaN	NaN	NaN	NaN
K01228	1.1416529e+09	6.9081859e+08	7.9920691e+08	3.6000303e+08
K13999	3.5515051e+11	4.2867669e+11	2.8375201e+11	3.0420221e+11
K14000	7.4319425e+11	7.4164554e+11	6.7927963e+11	5.2899188e+11
K14001	1.6443811e+09	1.9788941e+09	1.1751475e+09	1.3129772e+09
K14002	NaN	NaN	NaN	NaN
K05546	1.2659082e+11	1.590739e+11	2.8408095e+10	7.9939697e+10
K08288	4.351174e+11	4.0563837e+11	3.6417352e+11	2.0314446e+11
K01230	NaN	NaN	NaN	NaN
K10082	NaN	NaN	NaN	NaN
K10080	3.8083012e+09	3.5282035e+09	3.9097614e+09	1974942.2
K10081	NaN	NaN	NaN	NaN
K14003	NaN	NaN	NaN	NaN
K07953	1.5897391e+09	1.7362206e+09	7.7356466e+08	8.8549358e+08
K14005	8.2770617e+10	8.3075547e+10	1.6946005e+10	3.1568925e+10
K14006	4.4662732e+09	4.0167862e+09	2.2093211e+09	2.4683433e+09
K14007	NaN	NaN	NaN	NaN
K11718	1.4182108e+10	1.2554152e+10	1.0524677e+09	3.5531683e+09
K10084	NaN	NaN	NaN	NaN
K10085	NaN	NaN	NaN	NaN
K10086	NaN	NaN	NaN	NaN
K10950	3.2466477e+09	3.4428347e+09	1.3164949e+09	1.5041432e+09
K10976	NaN	NaN	NaN	NaN
K10088	4.422841e+09	5.1204303e+09	2.9633522e+09	3.4718632e+09
K14008	1.0786477e+09	1.2169536e+09	3.2924342e+08	1.0658811e+09
K13249	1.8795131e+10	1.8459064e+10	1.5145693e+10	1.1396948e+10
K13250	NaN	NaN	NaN	NaN
K13251	NaN	NaN	NaN	NaN
K04571	5.5969309e+09	7.8903942e+09	4.5331546e+09	7.9112485e+09
K14009	NaN	NaN	NaN	NaN
K11519	NaN	NaN	NaN	NaN
K13989	NaN	NaN	NaN	NaN
K14011	NaN	NaN	NaN	NaN
K14012	7.8636e+10	6.7863432e+10	6.8996372e+10	4.797958e+10
K13525	3.0452864e+11	4.8794695e+11	1.7443469e+11	3.5102821e+11
K14015	4.3745454e+09	8.8137972e+09	2.6305504e+09	1.3183254e+10
K14016	4.8835414e+09	5.9828362e+09	4.6370005e+09	4.965269e+09
K13719	NaN	NaN	NaN	NaN
K14018	2.8407882e+09	2.6152365e+09	4.1851992e+08	9.1878436e+08
K10839	2.3588633e+11	1.531003e+11	2.2230525e+11	7.9735845e+10
K04523	1.3505441e+11	1.2899188e+11	1.0158682e+11	9.9687329e+10
K01456	NaN	NaN	NaN	NaN
K11863	NaN	NaN	NaN	NaN
K10597	NaN	NaN	NaN	NaN
K08860	1974942.2	1974942.2	1974942.2	1974942.2
K14020	NaN	NaN	NaN	NaN
K08852	NaN	NaN	NaN	NaN
K03173	NaN	NaN	NaN	NaN
K04426	NaN	NaN	NaN	NaN
K04431	NaN	NaN	NaN	NaN
K04440	NaN	NaN	NaN	NaN
K02159	9.0536268e+08	1.1022514e+09	1.6972366e+08	6.3607096e+08
K01367	1974942.2	1974942.2	1974942.2	1974942.2
K03853	3.6216797e+10	3.8986426e+10	1.4050682e+10	1.6699098e+10
K04741	NaN	NaN	NaN	NaN
K10661	NaN	NaN	NaN	NaN
K10578	NaN	NaN	NaN	NaN
K04554	NaN	NaN	NaN	NaN
K10575	1.1017742e+09	1.5040636e+09	6.1029898e+08	1.0448227e+09
K14022	NaN	NaN	NaN	NaN
K10601	NaN	NaN	NaN	NaN
K10666	NaN	NaN	NaN	NaN
K14026	NaN	NaN	NaN	NaN
K14027	NaN	NaN	NaN	NaN
K10636	NaN	NaN	NaN	NaN
K06689	NaN	NaN	NaN	NaN
K03868	1.6087075e+09	3.0078103e+09	1.2262428e+09	2.4274047e+09
K03347	NaN	NaN	NaN	NaN
K03094	1.7089127e+10	1.2266351e+10	3.1240492e+10	1.039563e+10
K10099	NaN	NaN	NaN	NaN
K08504	NaN	NaN	NaN	NaN
K04560	NaN	NaN	NaN	NaN
K08486	NaN	NaN	NaN	NaN
K08488	6.1949997e+08	6.3396785e+08	5.6660417e+08	1974942.2
K08491	NaN	NaN	NaN	NaN
K08493	NaN	NaN	NaN	NaN
K08495	NaN	NaN	NaN	NaN
K08496	NaN	NaN	NaN	NaN
K08497	NaN	NaN	NaN	NaN
K08498	NaN	NaN	NaN	NaN
K08501	NaN	NaN	NaN	NaN
K08502	NaN	NaN	NaN	NaN
K08505	NaN	NaN	NaN	NaN
K08508	2.0566318e+09	1.5855061e+09	1.4879916e+09	9.9282155e+08
K08509	6.697681e+09	5.3735582e+09	5.0150512e+09	4.4818501e+09
K08510	NaN	NaN	NaN	NaN
K13505	NaN	NaN	NaN	NaN
K08512	NaN	NaN	NaN	NaN
K08513	NaN	NaN	NaN	NaN
K08515	NaN	NaN	NaN	NaN
K08516	6.984653e+08	8.8521765e+08	3.7499254e+08	1974942.2
K08517	5.3666812e+09	3.2856236e+09	4.3255693e+09	1974942.2
K13813	3.5395707e+09	2.6175881e+09	1.9874779e+09	1.5051934e+09
K03178	1.308405e+11	2.5518408e+11	3.2246956e+10	4.21194e+11
K10684	3.471874e+10	1.6234337e+10	3.8452495e+10	8.282667e+09
K10685	5.4133071e+09	7.21696e+09	3.1106051e+09	3.927048e+09
K10686	1974942.2	1974942.2	1974942.2	1974942.2
K10698	NaN	NaN	NaN	NaN
K10699	NaN	NaN	NaN	NaN
K06688	4.8642108e+08	8.7825251e+08	2.5869121e+08	7.0862434e+08
K10576	1.1414647e+09	5.625338e+08	9.3019623e+08	6.0538591e+08
K04552	7.4116056e+09	8.6641659e+09	5.4569226e+09	8.381437e+09
K10579	4.0267e+09	5.2308003e+09	3.0535913e+09	2.5808155e+09
K10580	3.3010088e+10	3.4127212e+10	2.500032e+10	2.1707695e+10
K10581	NaN	NaN	NaN	NaN
K10582	1.6673532e+09	2.5666508e+09	1.0834003e+09	1.9002725e+09
K02207	1.1076476e+09	1.1197951e+09	8.0933573e+08	5.7142663e+08
K10583	4.0403871e+08	5.3571952e+08	2.099857e+08	1974942.2
K10688	NaN	NaN	NaN	NaN
K10585	NaN	NaN	NaN	NaN
K04649	2.501135e+09	3.2571226e+09	1.326931e+09	1.2646107e+09
K10586	NaN	NaN	NaN	NaN
K10587	NaN	NaN	NaN	NaN
K10588	NaN	NaN	NaN	NaN
K10589	NaN	NaN	NaN	NaN
K05632	NaN	NaN	NaN	NaN
K05630	NaN	NaN	NaN	NaN
K10590	NaN	NaN	NaN	NaN
K10591	NaN	NaN	NaN	NaN
K13305	NaN	NaN	NaN	NaN
K10592	NaN	NaN	NaN	NaN
K10593	NaN	NaN	NaN	NaN
K10594	NaN	NaN	NaN	NaN
K10595	NaN	NaN	NaN	NaN
K10615	NaN	NaN	NaN	NaN
K10596	NaN	NaN	NaN	NaN
K04707	NaN	NaN	NaN	NaN
K04506	NaN	NaN	NaN	NaN
K10054	NaN	NaN	NaN	NaN
K10144	NaN	NaN	NaN	NaN
K04706	NaN	NaN	NaN	NaN
K10604	NaN	NaN	NaN	NaN
K10607	NaN	NaN	NaN	NaN
K03875	NaN	NaN	NaN	NaN
K03870	NaN	NaN	NaN	NaN
K03872	1.1254911e+10	1.0509782e+10	6.590793e+09	6.6471784e+09
K03873	2.889229e+10	2.6666329e+10	2.3367216e+10	2.0925265e+10
K03869	NaN	NaN	NaN	NaN
K10456	NaN	NaN	NaN	NaN
K10609	1974942.2	1974942.2	1974942.2	1974942.2
K10610	1974942.2	1974942.2	1974942.2	1974942.2
K10570	NaN	NaN	NaN	NaN
K10612	NaN	NaN	NaN	NaN
K10613	NaN	NaN	NaN	NaN
K10264	NaN	NaN	NaN	NaN
K03349	NaN	NaN	NaN	NaN
K03363	NaN	NaN	NaN	NaN
K03364	NaN	NaN	NaN	NaN
K03348	NaN	NaN	NaN	NaN
K03350	NaN	NaN	NaN	NaN
K03351	NaN	NaN	NaN	NaN
K03352	NaN	NaN	NaN	NaN
K03353	NaN	NaN	NaN	NaN
K03354	NaN	NaN	NaN	NaN
K03355	NaN	NaN	NaN	NaN
K03357	NaN	NaN	NaN	NaN
K03359	3.4799008e+08	3.0849133e+08	3.4799008e+08	2.5674322e+08
K12456	NaN	NaN	NaN	NaN
K04551	1.0099038e+12	8.1899906e+11	6.0305716e+11	4.7789866e+11
K12158	5.564475e+09	4.0394342e+09	4.8280384e+09	2.8517493e+09
K12159	6.1270131e+09	3.9575722e+09	4.9430769e+09	3.4034062e+09
K08341	7.8005061e+08	9.1034955e+08	1.8284738e+08	9.5339889e+08
K12161	1.8247204e+09	1.4061836e+09	6.7574865e+08	1.2378604e+09
K12162	1.2137282e+10	8.721555e+09	1.0536093e+10	4.9308217e+09
K04532	2.448968e+09	1.834306e+09	1974942.2	4.9042194e+08
K11996	NaN	NaN	NaN	NaN
K12164	5.0140577e+09	4.8362828e+09	5.0140577e+09	1974942.2
K08337	NaN	NaN	NaN	NaN
K08343	1.7215829e+09	1.7845962e+09	5.233427e+08	8.5385791e+08
K12165	9.7894851e+08	1.1532799e+09	1.6955455e+08	1.1565049e+09
K11968	1.4271274e+09	2.6431344e+09	6.2628907e+08	1974942.2
K10651	9.5512848e+08	1.3111188e+09	5.7322796e+08	1974942.2
K10652	3.4690329e+09	4.1416711e+09	2.5433062e+09	6.095579e+08
K08882	1.2334706e+11	1.9330453e+11	6.406922e+10	1.1249441e+11
K10691	NaN	NaN	NaN	NaN
K10632	NaN	NaN	NaN	NaN
K10643	NaN	NaN	NaN	NaN
K10634	1974942.2	1.8856902e+09	1974942.2	1.8856902e+09
K06084	1.8807991e+11	1.6310329e+11	1.2829193e+11	1.3134947e+11
K10471	2.7945807e+10	2.4167086e+10	1974942.2	7.1780632e+09
K10473	7.8286514e+09	1.1718911e+10	1974942.2	1974942.2
K10480	3.350368e+09	1.7675996e+10	3.350368e+09	1974942.2
K10522	1.0609447e+10	1.2872363e+10	6.2005405e+09	1.7727583e+10
K08775	NaN	NaN	NaN	NaN
K05611	3.7120153e+11	3.7792449e+11	2.9117779e+11	2.6471507e+11
K05609	1.7883873e+10	1.6144237e+10	1.5500692e+10	1.0415648e+10
K05610	6.0446856e+09	6.2525592e+09	1.9851377e+09	2.9355058e+09
K08601	NaN	NaN	NaN	NaN
K11836	7.7054508e+10	1.2533344e+11	6.864682e+10	7.2816878e+10
K11838	NaN	NaN	NaN	NaN
K11839	NaN	NaN	NaN	NaN
K11841	1974942.2	1974942.2	1974942.2	1974942.2
K11843	3.3126808e+10	3.8396878e+10	1.7937469e+10	2.3769578e+10
K11857	6.7563771e+09	8.1964912e+09	8.0658861e+09	1974942.2
K09602	1.5681999e+10	1.8250261e+10	9.7421384e+09	1.2261882e+10
K03030	1.5398113e+10	1.7430226e+10	1.1888803e+10	1.1946876e+10
K11866	1.1719459e+09	2.2319645e+09	3.537342e+08	3.2070072e+09
K12175	6.3542616e+09	4.8946913e+09	4.2070383e+09	8.246678e+08
K12176	1.2959048e+10	1.6208818e+10	8.1549159e+09	1.0495944e+10
