Numerator	Denominator	hsa Geiger 2012 HeLa	hsa Geiger 2012 Jurkat	hsa Geiger 2012 U2OS	hsa Geiger 2012 MCF7	hsa Geiger 2012 A549	hsa Geiger 2012 GAMG	hsa Geiger 2012 HEK293	hsa Geiger 2012 HepG2	hsa Geiger 2012 K562	hsa Geiger 2012 LnCap	hsa Geiger 2012 RKO	hsa Geiger 2012 HeLa	hsa Geiger 2012 Jurkat	hsa Geiger 2012 U2OS	hsa Geiger 2012 MCF7	hsa Geiger 2012 A549	hsa Geiger 2012 GAMG	hsa Geiger 2012 HEK293	hsa Geiger 2012 HepG2	hsa Geiger 2012 K562	hsa Geiger 2012 LnCap	hsa Geiger 2012 RKO	hsa Geiger 2012 HeLa	hsa Geiger 2012 Jurkat	hsa Geiger 2012 U2OS	hsa Geiger 2012 MCF7	hsa Geiger 2012 A549	hsa Geiger 2012 GAMG	hsa Geiger 2012 HEK293	hsa Geiger 2012 HepG2	hsa Geiger 2012 K562	hsa Geiger 2012 LnCap	hsa Geiger 2012 RKO
Human Diseases	-Immune System	2.214	5.602	13.68	2.205	5.593	9.671	2.194	4.68	13.16	1.973	6.811	14.27	2.631	5.964	11.42	2.415	4.18	7.76	2.442	5.895	15.96	2.06	4.579	8.701	1.792	6.021	19.45	3.252	6.57	13.13	2.276	5.379	12.97
-Cancers	-Immune System	0.1884	0.4543	3.821	0.1874	0.3909	2.768	0.2095	0.4737	4.039	0.1652	0.5066	4.438	0.2096	0.4744	2.867	0.1896	0.2894	1.789	0.2719	0.6822	4.934	0.1731	0.3757	2.682	0.216	0.6775	7.296	0.2895	0.64	3.054	0.1842	0.3713	3.745
-Immune System Diseases	-Immune System	0.1953	0.6824	1.423	0.3041	1.01	2.06	0.1774	0.5077	1.097	0.1574	0.7319	1.593	0.207	0.6522	1.3	0.1401	0.435	0.7735	0.2637	0.7569	1.423	0.1623	0.6196	1.036	0.2462	0.8034	1.664	0.2759	0.7946	1.31	0.2398	0.8285	1.515
-Neurodegenerative Diseases	-Immune System	0.9363	1.871	3.528	0.7388	1.538	3.024	0.7619	1.567	3.205	0.8242	2.129	3.272	1.024	2.211	3.374	1.012	1.354	2.607	0.8767	2.499	4.894	0.8651	1.669	3.469	0.6164	2.019	4.301	1.616	2.859	6.377	0.8747	2.116	5.206
-Cardiovascular Diseases	-Immune System	0.07856	0.4579	1.237	0.03712	0.1583	0.6336	0.06336	0.3502	1.407	0.05855	0.3412	0.9578	0.1028	0.4216	1.263	0.1046	0.4313	1.311	0.085	0.209	1.117	0.03784	0.1702	0.4868	0.04087	0.2156	0.7736	0.07319	0.27	0.964	0.06023	0.1962	0.7982
-Metabolic Diseases	-Immune System	0.0002604	0.004722	0.4354	7.05e-05	0.003494	0.3939	7.116e-06	0.006002	0.506	1.153e-05	0.005032	0.428	0.00053	0.00493	0.6253	0.0001894	0.002282	0.5218	0.0002212	0.03302	0.4643	0.000263	0.005825	0.4981	1.349e-05	0.007208	0.2169	0.0003436	0.00569	0.5819	0.0001768	0.00577	0.5332
-Infectious Diseases	-Immune System	0.4029	0.9681	2.821	0.531	1.061	2.966	0.542	1.249	3.265	0.3957	1.418	3.07	0.6119	1.3	2.417	0.6341	1.123	2.205	0.4561	1.123	3.351	0.3741	0.9329	2.204	0.3456	1.193	3.682	0.5133	1.119	2.728	0.3771	1.17	2.856
Not Mapped	-Immune System	7.026	14	30.44	5.47	10.85	19.52	7.038	14.68	31.72	6.273	16.52	29.44	9.149	16.59	29.35	7.37	10.56	19.7	7.757	17.73	39.97	6.056	9.543	20.36	5.577	16.17	41.21	9.669	14.28	32.6	7.343	13.99	33.31
-Not Mapped	-Immune System	7.026	14	30.44	5.47	10.85	19.52	7.038	14.68	31.72	6.273	16.52	29.44	9.149	16.59	29.35	7.37	10.56	19.7	7.757	17.73	39.97	6.056	9.543	20.36	5.577	16.17	41.21	9.669	14.28	32.6	7.343	13.99	33.31
TOTAL	-Endocrine System	54.04	98.87	382.3	47.15	214.9	270.4	50.38	104.9	294.1	42.04	71	351.2	61.13	137.8	380.2	61.63	77.06	261.9	52.23	104	300.1	44.6	63.04	189.9	36.79	115.1	428.5	68.08	134.8	195.4	46.51	125.5	299.4
MAPPED	-Endocrine System	44.36	81.17	313.8	39.28	179	225.3	41.41	86.2	241.7	34.56	58.37	288.7	49.54	111.7	308.1	50.71	63.42	215.5	42.9	85.44	246.5	36.84	52.06	156.8	29.99	93.83	349.3	54.8	108.5	157.3	37.43	101	240.9
Genetic Information Processing	-Endocrine System	18.35	34.73	137.9	14.76	71.74	90.68	16.03	32.79	100.6	14.34	24.22	123.7	16.81	36.84	109.2	16.2	20.06	70.82	19.64	40.37	120	13.22	19.82	60.86	13.57	42.3	171.4	19.59	41.81	60.48	15.95	46.08	109.3
-Transcription	-Endocrine System	2.446	4.119	16.47	2.201	9.217	11.84	1.858	3.545	10.2	1.688	2.619	13.2	2.214	4.625	13.04	1.581	1.948	6.709	2.624	4.854	14	1.264	1.653	5.202	1.728	5.051	19.08	2.6	4.662	7.5	1.697	4.219	10.3
-Translation	-Endocrine System	7.921	15.01	56.28	5.012	23.28	29.4	6.622	13.73	39.82	6.107	10.3	50.03	7.328	16.4	45.16	6.579	7.884	27.34	7.826	15.98	46.39	5.366	7.638	22.86	5.624	17.79	67.77	7.675	16.05	22.66	7.1	19.9	45.44
-Folding, Sorting and Degradation	-Endocrine System	5.087	9.736	43.03	4.091	20.74	28.98	4.957	10.22	34.97	4.193	7.352	40.1	4.586	10.36	33.93	5.536	6.794	26.68	5.824	12.52	40.33	4.691	7.165	24.06	3.999	12.87	58.86	5.71	12.65	18.25	4.549	13.66	35.25
-DNA Maintenance	-Endocrine System	2.897	6.494	20.18	3.456	18.5	20.85	2.594	5.79	15.62	2.348	4.198	20.88	2.678	6.754	17.04	2.255	3.188	10.09	3.363	6.925	20.15	1.901	3.206	8.284	2.215	7.524	25.72	3.604	8.017	12.07	2.602	8.136	16.69
-RNA Family	-Endocrine System	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Endocrine System	1.13	2.897	7.413	1.134	5.219	7.151	1.128	3.048	7.028	0.9228	2.146	8.372	1.315	4.049	7.516	1.919	3.011	8.765	0.9082	2.268	4.801	1.062	1.728	3.938	0.7573	3.07	8.61	1.331	3.471	5.155	0.8854	3.112	5.134
-Signal Transduction	-Endocrine System	0.2708	1.01	2.623	0.4257	2.151	3.06	0.2598	1.085	2.137	0.2368	0.9091	3.282	0.2618	1.286	2.568	0.3621	0.9066	2.233	0.3327	0.9803	2.173	0.1783	0.5113	1.157	0.2501	1.256	3.652	0.2786	1.133	1.9	0.2526	1.158	2.025
-Signaling Molecules and Interaction	-Endocrine System	0.8594	2.04	4.79	0.7087	3.068	3.934	0.8678	2.113	4.891	0.686	1.337	4.918	1.053	2.863	4.948	1.317	2.174	6.349	0.5756	1.485	2.83	0.8833	1.354	3.06	0.5073	1.814	4.945	1.052	2.415	3.254	0.6328	2.117	3.273
Cellular Processes	-Endocrine System	7.088	13.75	52.92	6.702	29.19	40.47	8.537	17.99	50.63	4.88	8.312	42.7	9.93	22.61	63.48	11.73	15.83	53.66	5.488	10.85	32.6	4.348	6.297	19.03	3.57	11.37	42.86	5.721	12.05	16.26	4.106	10.64	27.04
-Hemoglobin	-Endocrine System	7.275e-05	8.952e-05	0.0006333	0.0001456	0.0004573	0.0008154	0.0001333	0.0002741	0.0007782	2.456e-09	1.225e-08	0.0005186	6.567e-05	8.347e-05	0.0004566	2.356e-05	3.971e-05	0.0001615	2.703e-09	5.958e-09	0.0003275	7.355e-05	0.0001034	0.0003131	0.002185	0.004469	0.02545	3.69e-09	5.927e-09	2.962e-05	0.000189	0.0005101	0.001217
-Vesicular Transport	-Endocrine System	0.6765	1.531	5.517	0.8786	3.719	5.388	0.7109	1.804	4.472	0.5027	1.06	5.116	0.7498	2.178	5.754	1.31	1.852	5.763	0.7139	2.021	4.546	0.7414	1.277	3.801	0.4457	1.87	5.935	1.152	2.303	3.54	0.5354	2.04	3.911
-Cytoskeleton	-Endocrine System	5.18	9.378	36.14	4.678	20.77	25.89	6.277	12.78	33.09	3.452	5.81	28.34	7.25	16.14	43.31	8.358	11.82	35.63	3.559	6.906	18.78	2.78	3.92	11.55	2.233	6.763	24.31	3.582	7.065	9.817	2.628	6.971	15.48
-Cell Motility	-Endocrine System	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Endocrine System	0.7065	1.439	5.196	0.7815	2.835	5.665	0.7703	1.562	4.963	0.5477	0.9766	4.903	0.7864	1.47	5.155	0.3505	0.8306	3.528	0.8573	1.755	5.795	0.2075	0.5272	1.702	0.5727	1.871	7.625	0.6593	1.253	3.034	0.6011	1.359	3.573
-Cell Communication	-Endocrine System	0.5256	1.099	5.438	0.3643	1.804	4.074	0.7487	1.674	8.105	0.3345	0.6235	3.668	1.108	2.532	9.043	1.065	1.451	8.655	0.358	0.754	3.372	0.4154	0.5922	1.976	0.3168	1.137	4.966	0.3282	0.7461	1.635	0.3411	0.9906	3.098
Metabolism	-Endocrine System	11.24	19.46	78.23	10.18	41.2	57.23	9.785	19.47	58.39	9.183	14.42	74.94	14.27	30.59	88.13	11.61	15.36	55.34	11.17	22.06	64.5	12.06	16.4	48.95	7.68	23.52	90.18	19.17	35.82	52.3	10.46	27.23	64.23
-Membrane Transport	-Endocrine System	0.1895	0.2767	0.8953	0.09892	0.3494	0.5609	0.09225	0.19	0.4874	0.07159	0.1499	0.7657	0.1736	0.277	0.5781	0.09772	0.1707	0.3858	0.1029	0.2137	0.5112	0.08399	0.1506	0.4331	0.1015	0.2693	0.8217	0.2217	0.3332	0.5625	0.0755	0.199	0.4769
-Central Carbon Metabolism	-Endocrine System	2.172	2.506	12	2.159	5.973	12.15	1.875	2.675	9.906	1.648	2.226	15.21	2.831	4.264	15.51	1.999	2.272	10.49	2.085	3.06	10.96	1.673	2.037	7.935	1.472	3.212	14.52	3.149	5.594	10.9	2.042	3.91	11.89
-Energy Metabolism	-Endocrine System	0.7731	1.444	3.971	0.9117	2.677	4.043	0.7811	1.499	2.82	0.5702	0.9046	4.535	0.9306	1.647	4.695	0.7288	1.096	2.955	0.8405	1.437	3.171	0.5223	0.8936	2.396	0.5434	1.156	5.116	1.23	2.429	3.593	0.9109	1.581	3.118
-Biosynthesis	-Endocrine System	2.905	5.063	19.1	2.594	10.35	12.46	2.54	4.618	13.59	2.351	3.719	20.72	3.703	7.62	22.43	2.546	3.463	12.62	2.697	5.435	15.57	3.335	4.131	14.35	1.922	5.746	23.11	5.783	10.75	15.41	2.902	7.17	16.15
-Other Enzymes	-Endocrine System	4.873	10.96	39.99	4.418	21.45	34.74	4.332	10.32	32.79	4.231	7.773	39.28	5.913	17.99	42.34	5.528	8.248	28.15	5.282	12.5	35.14	5.546	9.433	24.24	3.642	13.09	48.23	8.306	17.99	25.99	4.507	14.34	32.96
Organismal Systems	-Endocrine System	2.683	5.711	13.52	2.597	10.8	13.49	2.627	5.974	10.86	2.159	4.107	11.89	3.01	6.81	13.77	3.647	4.624	11.58	2.328	5.138	8.96	2.823	3.853	7.734	1.94	6.884	12.8	3.253	5.605	7.469	2.367	6.288	9.483
-Immune System	-Endocrine System	0.5093	2.284	4.614	0.6987	2.846	6.498	0.4877	1.978	3.569	0.3614	1.824	4.096	0.5641	2.385	4.061	0.6807	1.456	4.39	0.4373	1.52	2.677	0.5391	1.514	2.349	0.4115	2.289	4.678	0.7998	1.464	2.576	0.7249	2.026	3.306
-Endocrine System	-Endocrine System	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-Circulatory System	-Endocrine System	0.2099	0.4265	1.722	0.1644	0.9504	1.296	0.2786	0.5435	1.701	0.09974	0.1865	1.181	0.2854	0.6997	2.008	0.3159	0.4163	1.535	0.1351	0.3417	1.01	0.0863	0.1709	0.5012	0.08993	0.3471	1.348	0.1257	0.4696	0.6665	0.1147	0.4048	1.225
-Digestive System	-Endocrine System	0.387	0.6932	2.519	0.2084	0.9442	1.245	0.2797	0.5875	1.635	0.203	0.5048	2.65	0.5452	1.094	2.993	0.3452	0.5063	1.288	0.2487	0.505	1.252	0.3131	0.6287	1.55	0.2271	0.6759	2.439	0.3596	0.8056	1.665	0.2394	0.6611	1.325
-Excretory System	-Endocrine System	0.2098	0.4901	1.251	0.3148	0.971	1.732	0.2051	0.6564	1.136	0.1468	0.4931	1.384	0.2636	0.4481	1.145	0.204	0.459	1.391	0.2071	0.3862	1.098	0.1367	0.4282	1.281	0.1286	0.6294	1.196	0.2437	0.555	1.073	0.1397	0.3799	0.9986
-Nervous System	-Endocrine System	0.1066	0.683	1.661	0.07525	1.508	1.937	0.06372	0.7661	1.291	0.07101	0.4959	1.455	0.07653	0.7311	1.422	0.1313	0.6181	1.436	0.08366	0.8154	1.325	0.07418	0.3469	0.8079	0.05746	0.866	1.656	0.1043	0.4185	0.8633	0.08009	0.8087	1.236
-Sensory System	-Endocrine System	0.00523	0.04522	0.1477	0.01892	0.1274	0.3236	0.01085	0.03624	0.1821	0.003571	0.03705	0.1904	0.009164	0.06326	0.1968	0.004677	0.09423	0.2408	0.008094	0.04902	0.1918	0.003763	0.023	0.08675	0.004405	0.03746	0.1384	0.006321	0.046	0.06327	0.005267	0.05214	0.1436
-Development	-Endocrine System	0.04546	0.1019	0.3063	0.0699	0.4075	0.9824	0.05394	0.1833	0.3196	0.02418	0.06186	0.3932	0.09017	0.294	0.6041	0.1324	0.2285	0.5711	0.04458	0.1096	0.3271	0.05978	0.1008	0.2558	0.008799	0.06919	0.242	0.03791	0.08763	0.1863	0.04084	0.1408	0.3025
-Environmental Adaptation	-Endocrine System	0.003598	0.1182	1.032	0.002939	0.1309	0.574	0.004866	0.1144	0.8152	0.005051	0.07808	0.7677	0.00354	0.09614	0.8705	0.00449	0.04637	0.608	0.00312	0.1166	0.8409	0.001871	0.0555	0.8905	0.003507	0.2001	1.221	0.004459	0.0378	0.8546	0.003771	0.1003	0.8976
Human Diseases	-Endocrine System	3.871	7.629	24.03	3.908	16.86	25.44	3.3	7.091	20.5	3.083	5.378	26.08	4.214	8.203	24.29	4.472	5.282	19.45	3.365	6.981	20.15	3.325	4.691	14.38	2.478	9.351	26.08	5.731	10.72	17.68	3.666	9.552	23.22
-Cancers	-Endocrine System	0.2866	1.299	6.21	0.2731	1.516	6.264	0.2764	1.258	4.696	0.2293	1.535	8.543	0.3298	1.276	3.935	0.3258	0.8822	2.444	0.3034	1.545	4.516	0.2244	0.8066	3.271	0.2532	2.497	9.721	0.4309	1.094	3.859	0.1828	1.083	5.448
-Immune System Diseases	-Endocrine System	0.1344	1.03	3.983	0.4622	2.875	7.16	0.1448	0.686	2.004	0.08575	0.7207	3.82	0.1168	1.127	3.602	0.09537	0.9197	2.087	0.2244	0.8237	2.449	0.1374	0.8429	2.403	0.3683	1.208	4.44	0.2463	1.618	2.891	0.2616	1.773	4.802
-Neurodegenerative Diseases	-Endocrine System	1.05	2.741	8.059	0.9453	5.203	6.492	0.825	2.363	5.592	0.8231	1.943	7.984	1.243	3.614	8.284	1.309	2.212	5.943	1.09	2.959	7.439	1.01	2.02	5.106	0.7	3.057	9.708	2.154	5.28	8.084	1.042	4.2	7.369
-Cardiovascular Diseases	-Endocrine System	0.3164	0.5317	2.472	0.1106	0.5028	1.875	0.2056	0.4437	3.325	0.1533	0.3115	2.032	0.2718	0.6638	2.184	0.2751	0.5814	3.199	0.1193	0.4055	1.698	0.0889	0.2043	0.636	0.08871	0.3528	1.771	0.1071	0.6306	1.374	0.1422	0.4537	1.514
-Metabolic Diseases	-Endocrine System	0.0002232	0.01283	1.051	9.909e-05	0.005311	1.633	1.848e-05	0.004913	1.236	2.265e-05	0.01286	0.7036	0.001484	0.008533	1.564	0.0003508	0.004528	0.7596	0.0004928	0.07487	1.031	0.0004085	0.0135	0.7436	5.221e-05	0.02963	0.6867	0.0007381	0.008075	0.7137	0.0004389	0.008167	1.55
-Infectious Diseases	-Endocrine System	0.9406	1.527	6.445	0.8797	3.516	5.282	1.081	1.751	5.825	0.691	1.11	7.297	1.25	1.861	5.934	1.174	1.52	5.012	0.784	1.513	5.095	0.6399	0.9284	3.775	0.6162	1.918	7.339	0.975	1.972	4.431	0.8136	2.103	6.109
Not Mapped	-Endocrine System	9.676	17.7	68.44	7.865	35.84	45.11	8.976	18.69	52.4	7.477	12.63	62.45	11.59	26.13	72.07	10.91	13.65	46.38	9.329	18.58	53.61	7.765	10.97	33.05	6.794	21.26	79.14	13.28	26.31	38.13	9.088	24.52	58.5
-Not Mapped	-Endocrine System	9.676	17.7	68.44	7.865	35.84	45.11	8.976	18.69	52.4	7.477	12.63	62.45	11.59	26.13	72.07	10.91	13.65	46.38	9.329	18.58	53.61	7.765	10.97	33.05	6.794	21.26	79.14	13.28	26.31	38.13	9.088	24.52	58.5
TOTAL	-Circulatory System	166.6	234.2	280.9	156.8	233.7	299.7	150.7	180.8	197.6	262.1	377.6	511.5	152	189.4	214.3	116.7	183.1	203.9	210.8	303.6	418.9	302.5	352.4	517.8	218	337.7	489.2	264.3	307.4	541.4	165.6	268.9	405.4
MAPPED	-Circulatory System	136.7	192.3	230.6	130.6	194.8	249.7	123.8	148.6	162.4	215.5	310.5	420.5	123.2	153.5	173.6	96.03	150.6	167.8	173.2	249.4	344	249.9	291	427.6	177.7	275.3	398.8	212.7	247.4	435.8	133.3	216.4	326.2
Genetic Information Processing	-Circulatory System	58.91	82.32	98.82	53	77.67	101.5	50.2	59.14	63.54	94.69	133.1	188	43.73	53.36	61.52	30.89	47.21	51.41	82.14	116.6	162.6	95.79	108.6	163.5	83.87	130.7	185.3	79.51	93.48	165.3	60.82	96.38	147.6
-Transcription	-Circulatory System	7.641	9.747	11.65	7.512	10.71	13.58	5.586	6.314	6.679	10.75	14.04	19.75	5.143	6.493	7.414	3.203	4.6	5.188	10.69	14.21	19.41	8.205	9.363	14.65	10.35	14.76	20.16	9.146	11.25	20.68	6.176	9.557	14.79
-Translation	-Circulatory System	24.48	34.74	42.71	16.9	24.77	34.42	19.98	23.77	26.62	38.12	55.68	75.78	18.33	22.5	26.55	12.07	19.37	20.9	31.93	45.43	64.36	36.63	43.35	62.18	33.91	51.67	77.28	30.57	34.79	61.04	25.58	41.48	63.73
-Folding, Sorting and Degradation	-Circulatory System	16.59	24.23	26.29	14.81	23.43	28.59	16.15	19.25	20.9	29.52	41.21	58.15	12.15	16.07	17.04	10.71	16.32	19.46	24.9	36.66	48.72	35.36	39.89	61.31	25.05	40.97	52.68	23.04	29.87	53.52	17.86	30.58	41.49
-DNA Maintenance	-Circulatory System	10.2	13.8	16.42	13.78	19.46	24.9	8.436	9.898	10.65	16.29	22.97	28	7.559	8.423	10.46	4.908	7.139	8.491	14.61	19.94	30.86	14.28	16.88	26.45	14.55	21.6	35.22	15.36	18.11	32.16	11.2	17.17	26.9
-RNA Family	-Circulatory System	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Circulatory System	3.653	5.384	7.275	3.357	6.369	8.079	3.503	4.259	6.058	5.745	11.07	12.83	3.744	4.607	6.272	4.111	6.077	7.446	3.661	5.916	7.813	6.55	9.816	12.3	4.45	7.549	11.54	5.394	8.449	12.24	3.452	6.267	9.967
-Signal Transduction	-Circulatory System	1.009	1.759	2.439	1.377	2.59	3.123	0.8343	1.494	2.077	1.726	4.051	5.38	0.9176	1.338	1.838	1.037	1.755	2.196	1.531	2.134	2.992	1.839	2.082	3.084	1.729	2.781	3.913	1.607	2.33	4.312	1.251	2.198	3.186
-Signaling Molecules and Interaction	-Circulatory System	2.644	3.833	4.985	1.98	3.456	4.312	2.536	2.95	3.981	3.668	7.172	7.87	2.465	3.356	4.578	3.074	4.136	5.41	2.003	3.371	4.821	4.469	7.205	10.23	2.65	4.815	6.396	3.769	6.225	9.253	2.201	3.746	5.515
Cellular Processes	-Circulatory System	20.4	31.56	34.55	19.63	32.66	40.78	22.74	30.64	33.09	28.49	44.58	62.92	22.83	31.62	34.8	21.02	34.85	41.28	19.87	31.76	40.61	28.2	34.23	51.95	19.23	33.15	41.62	19.15	25.8	45.5	13.4	23.61	35.79
-Hemoglobin	-Circulatory System	0.0001302	0.0001981	0.0004264	0.0003271	0.0005731	0.0008857	0.0003937	0.0004785	0.0005163	1.001e-08	1.622e-08	0.0006224	9.172e-05	0.0001285	0.0002573	4.461e-05	7.416e-05	0.0001195	6.013e-09	9.832e-09	0.0004217	0.0004896	0.0005703	0.0008522	0.008311	0.01461	0.0243	9.163e-09	1.861e-08	8.044e-05	0.0006526	0.001063	0.001648
-Vesicular Transport	-Circulatory System	1.644	3.198	4.485	2.371	4.779	6.237	1.758	2.629	3.564	2.747	4.904	7.883	1.581	2.661	3.113	2.052	4.146	4.527	2.366	4.461	6.428	4.834	8.243	9.939	2.269	4.368	6.542	3.391	5.926	9.159	1.826	3.839	5.04
-Cytoskeleton	-Circulatory System	15.69	22.24	26.32	14.71	21.97	28.46	17.35	21.18	24.28	21.66	31.38	42.08	17.51	21.57	25.53	16.24	24.83	30.76	14.01	20.14	27.81	19.21	21.24	32.77	13.23	19.95	28.7	11.94	14.75	28.48	9.21	14.03	22.9
-Cell Motility	-Circulatory System	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Circulatory System	1.353	3.017	4.092	1.376	3.867	4.813	1.263	2.84	2.974	1.89	4.454	8.56	0.9446	2.568	2.882	0.5747	1.95	2.63	2.057	4.419	7.391	1.104	3.062	4.897	1.903	4.93	6.368	1.46	2.993	6.437	1.108	3.12	5.24
-Cell Communication	-Circulatory System	1.717	2.577	3.152	1.176	2.216	3.143	2.364	2.843	4.765	2.197	3.329	4.757	2.788	3.842	4.504	2.152	3.565	4.671	1.431	2.577	3.126	2.741	3.465	4.885	1.818	3.275	4.456	1.256	1.644	3.466	1.258	2.492	3.173
Metabolism	-Circulatory System	34.03	46.09	55.31	32.26	49.77	61.94	28.54	34.51	36.68	55.75	77.26	112	33.02	43.72	50	24.07	34.88	40.92	44.42	64.03	88.81	80.39	92.59	139.7	43.79	68.65	99.53	67.13	83.16	152.5	36.12	56.08	91.14
-Membrane Transport	-Circulatory System	0.4351	0.6521	0.8669	0.1689	0.401	0.6018	0.1639	0.3023	0.4387	0.4183	0.6377	1.154	0.2295	0.398	0.5418	0.1778	0.3625	0.4813	0.2802	0.5149	0.9534	0.5423	0.8641	1.684	0.4365	0.7034	1.129	0.4657	0.7096	1.808	0.1865	0.3949	0.8219
-Central Carbon Metabolism	-Circulatory System	3.779	6.486	10.09	4.301	8.268	12.76	3.602	5.557	6.729	8.702	11.75	19.9	5.38	6.953	8.341	3.42	5.766	8.069	5.526	9.022	15.43	10.65	14.27	20.45	5.177	9.253	16.36	9.592	13.48	25.04	4.524	9.423	14.99
-Energy Metabolism	-Circulatory System	1.813	2.555	3.621	2.232	3.062	4.508	1.2	1.885	2.758	2.135	4.062	6.071	1.2	2.14	3.241	1.595	1.999	2.919	2.364	3.646	4.325	2.688	5.016	7.114	2.363	3.415	6.043	3.507	5.911	10.28	1.928	3.397	4.975
-Biosynthesis	-Circulatory System	9.32	12.53	14.4	8.214	11.96	15.78	6.726	8.775	9.594	16.05	19.95	25.66	7.075	10.37	14.9	5.969	7.885	10.73	10.18	14.55	21.88	21.54	25.49	42.94	12.18	17.62	23.52	18.57	24.16	45.99	10.86	15.08	25.22
-Other Enzymes	-Circulatory System	17.07	23.86	28.53	16.57	26.19	32.11	13.75	17.28	21.39	25.31	41.69	60.69	16.14	21.09	27.87	11.51	16.42	21.12	22.26	32.58	50.35	38.78	44.63	77.82	21.77	37.71	56.37	28.73	41.3	76.12	17.45	30.27	45.91
Organismal Systems	-Circulatory System	6.458	11.99	14.12	8.011	14.19	15.8	5.321	9.289	10.75	8.314	18.62	25.31	5.873	8.365	10.55	6.229	10.23	11.84	6.575	11.97	17.8	13.36	19.73	33.11	6.462	19.65	22.59	8.626	12.34	25.87	6.376	12.75	20.63
-Immune System	-Circulatory System	1.326	2.686	5.99	1.617	3.172	7.696	1.013	2.098	4.342	1.796	4.672	10.66	0.9644	1.878	3.438	1.538	2.369	3.765	1.159	3.051	6.046	2.757	6.842	9.774	1.226	3.665	11.67	1.385	4.307	8.905	1.236	3.246	7.156
-Endocrine System	-Circulatory System	0.5797	2.252	3.133	0.7149	1.034	2.288	0.5184	1.777	2.078	0.8174	5.279	8.939	0.4625	1.317	1.956	0.5397	2.345	2.97	0.7625	2.724	5.146	1.799	5.32	11.18	0.5357	2.789	5.103	0.976	1.963	6.794	0.6723	1.602	4.354
-Circulatory System	-Circulatory System	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-Digestive System	-Circulatory System	0.8746	1.479	2.172	0.7552	1.142	1.293	0.8474	0.983	1.311	1.089	2.922	3.779	0.9775	1.423	1.911	0.6856	0.9428	1.488	0.9093	1.397	2.154	2.155	3.001	4.323	1.307	2.103	2.608	1.351	2.138	3.19	0.8713	1.345	1.927
-Excretory System	-Circulatory System	0.3542	0.7254	1.41	0.6208	1.359	1.915	0.4676	0.6676	1.484	0.5957	1.345	2.733	0.3041	0.5244	1.498	0.3641	0.7505	1.494	0.3822	1.084	1.532	0.5924	2.083	4.164	0.5367	0.9876	1.813	0.3787	1.783	3.266	0.373	0.6404	1.863
-Nervous System	-Circulatory System	0.3885	0.8329	1.852	0.429	1.341	2.767	0.2287	0.5474	1.558	0.6403	1.059	2.635	0.232	0.4605	1.274	0.3243	0.6648	1.449	0.5537	0.9492	2.411	0.4341	1.289	1.845	0.4931	1.109	3.101	0.5735	0.9312	1.695	0.3396	0.8811	2.241
-Sensory System	-Circulatory System	0.007586	0.1118	0.1492	0.01602	0.2146	0.3801	0.01169	0.1216	0.1574	0.01261	0.2165	0.2504	0.009904	0.09708	0.1439	0.007038	0.13	0.2983	0.01453	0.1721	0.2996	0.01796	0.1614	0.2202	0.007759	0.1126	0.1819	0.01337	0.09831	0.1491	0.007219	0.1254	0.2027
-Development	-Circulatory System	0.1738	0.2294	0.3559	0.3143	0.5459	0.8346	0.1868	0.216	0.3649	0.2322	0.3107	0.5545	0.2479	0.316	0.4631	0.269	0.412	0.6086	0.2151	0.3299	0.5642	0.4318	0.5314	0.8908	0.09784	0.1243	0.3531	0.1522	0.2085	0.4217	0.1965	0.3484	0.5243
-Environmental Adaptation	-Circulatory System	0.01714	0.06985	0.9232	0.01788	0.1014	0.7629	0.01747	0.0689	0.6155	0.04704	0.1426	0.9274	0.01241	0.05681	0.5747	0.01422	0.03485	0.6841	0.02309	0.1276	1.118	0.02168	0.1396	1.865	0.039	0.181	1.374	0.02297	0.05671	1.415	0.03115	0.08289	1.298
Human Diseases	-Circulatory System	11.21	18.14	20.87	13	21.61	24.76	8.225	11.97	14.73	20.79	28.39	37.69	9.423	13.72	14.77	7.913	13.52	15.42	14.96	19.72	28.11	22.35	30.12	38.53	17.63	23.86	37.8	21.05	27.86	45.58	13.08	20.02	31.95
-Cancers	-Circulatory System	1.128	1.538	5.067	1.169	1.68	5.673	0.8989	1.21	4.204	1.854	2.655	9.73	0.7205	1.156	3.507	0.6462	1.09	3.118	1.529	2.245	7.301	1.689	2.78	7.814	2.417	2.997	9.873	1.658	3.427	6.177	1.002	1.594	5.952
