Numerator	Denominator	hsa Geiger 2012 HeLa	hsa Geiger 2012 Jurkat	hsa Geiger 2012 U2OS	hsa Geiger 2012 MCF7	hsa Geiger 2012 A549	hsa Geiger 2012 GAMG	hsa Geiger 2012 HEK293	hsa Geiger 2012 HepG2	hsa Geiger 2012 K562	hsa Geiger 2012 LnCap	hsa Geiger 2012 RKO
-Membrane Transport	Genetic Information Processing	0.005389	0.002415	0.002902	0.003147	0.004319	0.004652	0.002621	0.004596	0.003339	0.004309	0.001935
-Central Carbon Metabolism	Genetic Information Processing	0.06415	0.08115	0.06765	0.06983	0.09127	0.1066	0.06728	0.09979	0.06173	0.1155	0.07369
-Energy Metabolism	Genetic Information Processing	0.02294	0.03017	0.02029	0.02039	0.02206	0.03471	0.02096	0.02455	0.01583	0.03651	0.02389
-Biosynthesis	Genetic Information Processing	0.1224	0.1174	0.1191	0.1137	0.135	0.1416	0.09937	0.2034	0.1081	0.213	0.1321
-Other Enzymes	Genetic Information Processing	0.2635	0.2671	0.2641	0.2587	0.3495	0.3329	0.264	0.3917	0.2596	0.3614	0.2826
Organismal Systems	Genetic Information Processing	0.08065	0.1036	0.08725	0.07941	0.108	0.1378	0.06515	0.122	0.06171	0.08982	0.0679
-Immune System	Genetic Information Processing	0.01466	0.02082	0.01487	0.01433	0.01531	0.02992	0.01083	0.02518	0.01088	0.01442	0.01295
-Endocrine System	Genetic Information Processing	0.00718	0.009204	0.008499	0.006961	0.008667	0.01267	0.007555	0.01583	0.005116	0.01016	0.008929
-Circulatory System	Genetic Information Processing	0.009776	0.00767	0.01468	0.004967	0.01588	0.01849	0.005333	0.005279	0.004636	0.004562	0.006171
-Digestive System	Genetic Information Processing	0.01023	0.009156	0.01389	0.008378	0.01552	0.01566	0.009011	0.01579	0.0121	0.01361	0.007989
-Excretory System	Genetic Information Processing	0.004868	0.007405	0.00833	0.004212	0.00624	0.008175	0.003564	0.005453	0.004922	0.004763	0.004158
-Nervous System	Genetic Information Processing	0.005103	0.005098	0.003975	0.004536	0.004426	0.006869	0.00426	0.00401	0.004236	0.005288	0.004279
-Sensory System	Genetic Information Processing	0.0001288	0.0003023	0.000233	0.0001331	0.0002265	0.0002278	0.0001768	0.0001875	9.251e-05	0.0001473	0.0001187
-Development	Genetic Information Processing	0.002153	0.004213	0.003158	0.001653	0.005191	0.008022	0.002108	0.00404	0.0006486	0.001492	0.002186
-Environmental Adaptation	Genetic Information Processing	0.0001961	0.0001991	0.0003036	0.0003333	0.0002106	0.0002771	0.0001589	0.0001415	0.0002585	0.0002276	0.0002365
Human Diseases	Genetic Information Processing	0.1388	0.1859	0.1391	0.16	0.1766	0.2071	0.126	0.1702	0.1349	0.2131	0.1588
-Cancers	Genetic Information Processing	0.0129	0.01671	0.01548	0.01311	0.01475	0.01571	0.01426	0.01397	0.01764	0.01821	0.01096
-Immune System Diseases	Genetic Information Processing	0.003869	0.008112	0.004416	0.0034	0.00317	0.004755	0.005558	0.006837	0.008743	0.00589	0.005677
-Neurodegenerative Diseases	Genetic Information Processing	0.05723	0.05975	0.05147	0.05588	0.07393	0.078	0.05173	0.07639	0.05037	0.09704	0.06494
-Cardiovascular Diseases	Genetic Information Processing	0.002602	0.001968	0.002247	0.00167	0.003619	0.006484	0.002526	0.001407	0.001115	0.002082	0.001778
-Metabolic Diseases	Genetic Information Processing	6.836e-06	1.779e-06	5.352e-07	9.351e-07	3.737e-05	1.728e-05	1.309e-05	2.365e-05	1.187e-06	2.252e-05	1.179e-05
-Infectious Diseases	Genetic Information Processing	0.02896	0.03877	0.03711	0.02928	0.04034	0.05784	0.02503	0.03363	0.02803	0.03363	0.02457
Not Mapped	Genetic Information Processing	0.4914	0.4858	0.5208	0.4838	0.6445	0.6543	0.4466	0.5293	0.4616	0.6172	0.5229
-Not Mapped	Genetic Information Processing	0.4914	0.4858	0.5208	0.4838	0.6445	0.6543	0.4466	0.5293	0.4616	0.6172	0.5229
TOTAL	-Transcription	21.8	20.87	26.75	24.37	27.21	36.43	19.72	34.32	21.07	26.06	26.82
MAPPED	-Transcription	17.9	17.39	21.98	20.04	22.05	29.98	16.2	28.35	17.18	20.97	21.58
Genetic Information Processing	-Transcription	7.501	6.705	8.629	8.494	7.59	9.237	7.485	10.46	7.853	7.534	9.399
-Transcription	-Transcription	1	1	1	1	1	1	1	1	1	1	1
-Translation	-Transcription	3.204	2.25	3.547	3.545	3.281	3.764	2.983	4.156	3.256	2.952	4.142
-Folding, Sorting and Degradation	-Transcription	2.079	1.858	2.668	2.485	2.071	3.188	2.22	3.711	2.315	2.196	2.681
-DNA Maintenance	-Transcription	1.156	1.57	1.364	1.31	1.144	1.286	1.249	1.476	1.257	1.336	1.533
-RNA Family	-Transcription	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Transcription	0.4415	0.4309	0.577	0.5343	0.5766	1.094	0.2974	0.6996	0.3747	0.5118	0.4629
-Signal Transduction	-Transcription	0.1107	0.1832	0.1398	0.1403	0.1182	0.2064	0.1243	0.1411	0.1448	0.1071	0.1489
-Signaling Molecules and Interaction	-Transcription	0.2853	0.2391	0.4015	0.3282	0.3796	0.8331	0.1628	0.4773	0.2152	0.3359	0.2779
Cellular Processes	-Transcription	2.67	2.613	4.036	2.65	4.087	6.561	1.858	3.199	1.858	1.982	2.17
-Hemoglobin	-Transcription	1.704e-05	4.354e-05	6.989e-05	9.311e-10	1.642e-05	1.392e-05	5.624e-10	5.555e-05	0.0008033	9.034e-10	0.0001057
-Vesicular Transport	-Transcription	0.2151	0.3156	0.3121	0.2555	0.283	0.6405	0.2213	0.5484	0.2167	0.3662	0.2957
-Cytoskeleton	-Transcription	2.053	1.884	3.08	2.014	3.134	5.069	1.307	2.179	1.26	1.306	1.413
-Cell Motility	-Transcription	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Transcription	0.1771	0.1832	0.2241	0.1758	0.1691	0.1794	0.1924	0.1345	0.1839	0.1507	0.1794
-Cell Communication	-Transcription	0.2148	0.1565	0.4031	0.1982	0.5003	0.6717	0.1339	0.3055	0.1757	0.1262	0.201
Metabolism	-Transcription	4.378	4.295	5.108	5.108	6.333	7.167	4.155	9.175	4.232	6.973	5.816
-Membrane Transport	-Transcription	0.04557	0.0187	0.02887	0.03077	0.03658	0.0491	0.02248	0.05582	0.03	0.03829	0.02018
-Central Carbon Metabolism	-Transcription	0.4946	0.5725	0.6394	0.6265	0.7775	1.067	0.5169	1.117	0.5003	0.9315	0.7325
-Energy Metabolism	-Transcription	0.1877	0.2233	0.2001	0.191	0.1848	0.3621	0.17	0.2871	0.1341	0.3125	0.2471
-Biosynthesis	-Transcription	0.9652	0.9095	1.099	1.02	1.07	1.572	0.8693	2.408	0.9678	1.792	1.435
-Other Enzymes	-Transcription	1.992	2.007	2.332	2.354	2.671	3.253	2.013	4.387	2.104	3.142	2.657
Organismal Systems	-Transcription	0.6625	0.7513	0.8427	0.7438	0.9044	1.438	0.5342	1.427	0.5249	0.7689	0.6776
-Immune System	-Transcription	0.1328	0.151	0.1546	0.1455	0.1389	0.3121	0.09418	0.2944	0.09962	0.1235	0.1293
-Endocrine System	-Transcription	0.05956	0.06675	0.0821	0.06628	0.07342	0.1322	0.06195	0.1921	0.04351	0.08699	0.09132
-Circulatory System	-Transcription	0.07909	0.06354	0.1479	0.04533	0.1289	0.1801	0.0433	0.05989	0.03927	0.03841	0.06345
-Digestive System	-Transcription	0.08435	0.06767	0.1342	0.07751	0.1408	0.1634	0.07388	0.1847	0.1015	0.1166	0.08356
-Excretory System	-Transcription	0.04159	0.05759	0.083	0.0402	0.05392	0.08901	0.03104	0.06509	0.0446	0.04141	0.04331
-Nervous System	-Transcription	0.04024	0.03418	0.0343	0.0407	0.03456	0.06659	0.03189	0.04488	0.03326	0.0401	0.04353
-Sensory System	-Transcription	0.0009927	0.002133	0.002076	0.001172	0.001773	0.002197	0.001359	0.002037	0.0007498	0.001188	0.001169
-Development	-Transcription	0.0182	0.03175	0.02904	0.01433	0.04072	0.07548	0.01699	0.04729	0.005093	0.01326	0.0228
-Environmental Adaptation	-Transcription	0.001471	0.001335	0.00262	0.00299	0.001599	0.00256	0.001189	0.00148	0.00203	0.001715	0.002223
Human Diseases	-Transcription	1.174	1.44	1.371	1.481	1.496	2.186	1.08	2.068	1.212	1.826	1.71
-Cancers	-Transcription	0.1102	0.124	0.1488	0.1251	0.1275	0.1711	0.1156	0.1697	0.1466	0.1618	0.1078
-Immune System Diseases	-Transcription	0.03503	0.0672	0.04591	0.03451	0.02875	0.05309	0.05033	0.08906	0.08039	0.05412	0.06515
-Neurodegenerative Diseases	-Transcription	0.4293	0.4294	0.4441	0.4877	0.5611	0.7461	0.4155	0.799	0.4052	0.8282	0.6144
-Cardiovascular Diseases	-Transcription	0.02201	0.01394	0.02216	0.0159	0.03066	0.06844	0.02166	0.01709	0.01002	0.01851	0.01933
-Metabolic Diseases	-Transcription	5.53e-05	1.329e-05	5.091e-06	8.651e-06	0.0003184	0.0001801	0.0001074	0.0002736	9.96e-06	0.0001926	0.0001213
-Infectious Diseases	-Transcription	0.2284	0.3003	0.3384	0.2627	0.32	0.5871	0.2041	0.3934	0.2278	0.2882	0.2499
Not Mapped	-Transcription	3.903	3.481	4.765	4.334	5.158	6.452	3.522	5.975	3.891	5.084	5.239
-Not Mapped	-Transcription	3.903	3.481	4.765	4.334	5.158	6.452	3.522	5.975	3.891	5.084	5.239
TOTAL	-Translation	6.536	8.706	7.221	6.643	8.018	9.367	6.341	7.796	6.224	8.196	6.178
MAPPED	-Translation	5.366	7.254	5.934	5.462	6.498	7.708	5.208	6.439	5.075	6.597	4.971
Genetic Information Processing	-Translation	2.263	2.924	2.355	2.292	2.236	2.391	2.438	2.387	2.344	2.485	2.219
-Transcription	-Translation	0.2555	0.3667	0.2337	0.2356	0.2597	0.2279	0.2789	0.1967	0.2608	0.2835	0.2018
-Translation	-Translation	1	1	1	1	1	1	1	1	1	1	1
-Folding, Sorting and Degradation	-Translation	0.6154	0.8163	0.732	0.6723	0.6251	0.8266	0.7362	0.8136	0.6816	0.7294	0.6346
-DNA Maintenance	-Translation	0.3317	0.658	0.3522	0.3347	0.3224	0.318	0.3856	0.3194	0.3625	0.4181	0.3503
-RNA Family	-Translation	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Translation	0.1317	0.1863	0.1535	0.1457	0.1664	0.2907	0.09494	0.1593	0.1113	0.1714	0.1116
-Signal Transduction	-Translation	0.03418	0.07275	0.03923	0.03878	0.03573	0.05484	0.0358	0.03323	0.04446	0.03629	0.03558
-Signaling Molecules and Interaction	-Translation	0.0851	0.1004	0.1068	0.08661	0.1096	0.2002	0.05196	0.1087	0.06394	0.1083	0.06699
Cellular Processes	-Translation	0.809	1.121	1.106	0.7395	1.232	1.7	0.6057	0.7316	0.5385	0.6137	0.4975
-Hemoglobin	-Translation	5.11e-06	1.817e-05	1.887e-05	2.538e-10	4.839e-06	3.58e-06	1.808e-10	1.262e-05	0.0002373	2.842e-10	2.434e-05
-Vesicular Transport	-Translation	0.06398	0.137	0.08351	0.07206	0.08624	0.1674	0.06796	0.1246	0.05651	0.1087	0.06024
-Cytoskeleton	-Translation	0.5848	0.7431	0.8022	0.5229	0.89	1.251	0.3926	0.4681	0.3509	0.3828	0.3206
-Cell Motility	-Translation	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Translation	0.05054	0.08102	0.05708	0.04959	0.05029	0.04446	0.05852	0.02646	0.05259	0.04272	0.03713
-Cell Communication	-Translation	0.06635	0.06086	0.1068	0.05445	0.1437	0.1573	0.04064	0.06428	0.05107	0.03928	0.04515
Metabolism	-Translation	1.196	1.77	1.249	1.275	1.719	1.672	1.22	1.959	1.187	2.173	1.289
-Membrane Transport	-Translation	0.01304	0.007448	0.007178	0.007585	0.01039	0.01205	0.006781	0.01218	0.008447	0.01142	0.004497
-Central Carbon Metabolism	-Translation	0.1519	0.2544	0.1684	0.1601	0.2181	0.265	0.173	0.2417	0.1527	0.2972	0.1712
-Energy Metabolism	-Translation	0.05387	0.08897	0.05127	0.0504	0.05333	0.09214	0.05248	0.06538	0.03761	0.09472	0.05443
-Biosynthesis	-Translation	0.277	0.3621	0.2839	0.2607	0.3018	0.3667	0.2532	0.5211	0.2647	0.5532	0.3111
-Other Enzymes	-Translation	0.6152	0.7976	0.6491	0.6235	0.7992	0.8403	0.662	0.9815	0.6218	0.9209	0.6348
Organismal Systems	-Translation	0.1976	0.3248	0.2242	0.1963	0.261	0.3658	0.1705	0.3244	0.1559	0.2479	0.1633
-Immune System	-Translation	0.03392	0.06529	0.03614	0.03427	0.03607	0.07942	0.02736	0.06705	0.0261	0.03981	0.03115
-Endocrine System	-Translation	0.01738	0.02886	0.02184	0.01727	0.02084	0.03364	0.01977	0.04194	0.01293	0.02805	0.02103
