KO number	hsa Geiger 2012 HeLa	hsa Geiger 2012 Jurkat	hsa Geiger 2012 U2OS	hsa Geiger 2012 MCF7	hsa Geiger 2012 A549	hsa Geiger 2012 GAMG	hsa Geiger 2012 HEK293	hsa Geiger 2012 HepG2	hsa Geiger 2012 K562	hsa Geiger 2012 LnCap	hsa Geiger 2012 RKO
K00613	6944.8581	4598.1119	65370.857	122089.53	127104.15	156902.08	108080.74	12882.009	8615.1578	35828.996	7758.1001
K00542	10767874	10573744	5320737.4	1485089.3	3295352.6	692928.27	19678078	9801386.9	4513570.2	31159573	284919.72
K00108	71005.404	27226.936	85252.698	525076.86	332664.09	215302.95	550466.1	997238.9	82695.266	3881471.3	54197.341
K00130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00544	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00315	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00314	163646.46	637860.67	355332.08	125836.15	730715.73	620569.22	416655.82	1990032.1	154469.86	405662.64	167813.95
K00552	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01697	9245851.6	492863.32	6832927.5	23986994	806967.92	962794.69	30759370	6523596.6	10106499	15975094	51257.606
K01758	10174800	977927.84	6438527.7	1383205.7	604684.88	2763869.5	17470300	23234025	1677742.1	13620327	4682756.6
K01752	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01754	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12235	91242.773	13210.358	711859.61	888872.06	504389.43	1778172.9	1278692.8	145585.36	219277.93	5354436.5	154413.26
K01695	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01696	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06001	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00640	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01738	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01760	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00547	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00549	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00789	57353838	28831528	1.0810497e+08	76271316	44594033	84320225	1.3676391e+08	33275632	30601450	61212562	27885707
K01611	80504.957	17967.616	157339.32	25389.753	212754.91	14536.98	186936.79	13666.742	210011.83	10250.026	42920.982
K00797	18489679	24336111	50427734	65613446	23575241	32062314	1.4675641e+08	22818313	35849996	65990771	21880998
K00802	16969989	6589029.2	28942079	19476328	11069547	67976240	29009376	6555430.4	10741383	16369131	9849912.7
K01243	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00899	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00772	14754413	502505.13	22448307	1573484.5	2395163.8	43491745	38367340	11761676	862127.48	25225378	47950274
K08963	5050531.7	2010671.4	2120068.4	9223231.4	1951831.4	4755198.9	23582985	1628508.1	2357835.3	2144828	2743577.6
K08964	161803.26	189883.32	404132.9	475303.87	93658.718	447025.89	703333.43	200736.34	1031667.8	1298572.1	92864.286
K09880	2753199.4	5805908.2	12947946	15125337	2710138.8	7707513.2	9739971.6	5187096.4	4591444.9	19212896	3700600
K08967	13777862	12477386	13907919	30669980	9145843.7	8227188.8	60981676	16665011	6419034.1	8961089.3	3527207.5
K00838	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00815	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01251	1.0723081e+08	83059136	4.2670163e+08	2.7467468e+08	1.3995641e+08	1.8407419e+08	3.1842435e+08	2.4196432e+08	89501187	3.0302095e+08	67946567
K07173	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05933	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01739	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00641	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01740	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00456	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08968	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00826	4809012.6	21684952	36334209	15500398	12715087	16594300	40667280	10211294	11496275	62436276	9975788.3
K00166	1406645.2	2260084	2215328.6	2833863.4	1446872.7	6117792.5	6581654.1	763015.4	697362.66	7752007.2	799988.74
K00167	668568.91	2407567.6	752840.33	926102.29	651712.43	6257259.5	4487395.5	1064034.5	358043.38	9010117.1	294373.44
K00253	3051094.6	3698328.2	4431155.9	5608734.8	1134203.4	8871153.7	10518462	9078309.8	339691.24	61047355	3419202.8
K11538	74500.05	2038310.1	520686.06	1858429	108029.39	776666.61	2125956.7	991752.34	137142.52	5351144.4	413456.86
K08683	59087950	40475721	60587164	1.4244466e+08	60685156	97370280	1.1502617e+08	46093023	22383509	2.1231531e+08	37764854
K00020	5114705.9	6884113.7	8765138.1	12764015	11242214	40131956	16892793	10360243	2517526.9	72816403	3636539.5
K00157	18634.885	49347.274	48424.366	58090.589	32427.945	77177.094	113729.74	205510.31	5411.2069	8561.9874	40924.864
K01968	461919.49	1030974.3	1123776.4	4688669.5	835782.94	6135630.5	2919096.7	958432.18	909731.51	2488885.9	1893108.4
K01969	4674160.1	1984806.3	5458838.4	30252276	7718121.4	11456743	14834515	9153891.8	4737635.7	2147136.2	3679896.1
K00053	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01687	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00052	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01714	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00215	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00674	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01439	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01778	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10206	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01586	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00841	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05824	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00825	290483.13	827888.76	1167422.3	1051012.2	313416.45	1182523.2	439467.17	169648.01	112268.35	27486707	862472.24
K00293	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00290	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14157	178029.97	2058962.2	1024234.1	919348.61	232496.87	3307930.8	9272633.8	1468970.1	51704.657	7813756.2	2142562.7
K00930	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00824	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00474	49097.061	533114.51	218660.3	679799.64	106186.03	1841237.6	1103922.4	381370.51	45459.996	143194.94	510412.68
K00471	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00473	8029016.2	702579.55	19897603	5011299.3	4915988.6	40480642	13498675	5671486.8	4046575	13078340	1268991.3
K13645	7879133.6	197646.12	17840699	5415202.3	15307398	23651347	7238895.7	8614844.6	270109.97	2437711.3	67142.184
K13646	7201283.8	1154937	10314047	16663661	2823101.5	17878028	5379140.1	3624604.1	2935398.5	5250365.1	1175820.1
K13647	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K11703	14054725	3268391.2	15763225	8936579	7721838.7	28791406	16746054	10022769	6843382	11551450	2607347
K00933	80061626	3880934.5	38350972	28383059	11223351	11343438	8.0796681e+08	13956328	75347567	6.4934064e+08	5226774.1
K01470	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01480	833251.88	1657430.7	853500.71	4086504.2	2889248.5	1152097.8	1204552.7	35518978	181347.84	682349.12	3804865.6
K10536	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12251	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01581	25968.511	4956.7996	36447.314	175113.21	95329.162	0.79902021	24888.683	0.79902021	53064.3	27522.044	25638.069
K11182	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00657	72142.324	9817.9412	0.79902021	1094.9961	39292.872	199035.32	203986.87	301590.49	243.63	316340.65	386519.45
K00934	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00819	12414217	4880871.7	50938704	36091972	16906036	46076431	1.3494936e+08	18853627	33993026	6420175.8	7785897.1
K00286	43070985	41578288	86186857	1.1706844e+08	37485212	42112191	71214671	64347438	33030521	3.6457221e+08	30141149
K00318	0.79902021	0.79902021	0.79902021	26675.912	43088.94	0.79902021	0.79902021	0.79902021	2007.1045	5658.916	796.60018
K01750	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00931	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12657	20192996	9973238.3	49579408	46422109	18675354	34045295	52751910	88775862	7171808.8	35022656	22222004
K00472	15431369	7744282.5	43765907	15116758	12380155	60625822	25854752	10644043	4720309.2	45629945	1195357.4
K11394	0.79902021	6457.7237	0.79902021	5932.3993	0.79902021	30116.955	55593.94	105538.12	0.79902021	0.79902021	0.79902021
K00611	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01476	469420.39	121371.04	5071566.9	734079.71	1021773.8	452895.76	6106699.6	6300779.6	308574.87	36095640	491570.88
K00618	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00620	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K11067	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01438	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00765	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01814	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01693	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00817	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01745	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01712	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01468	0.79902021	13007.986	6298.7944	148779.89	18481.061	21396.459	114080.29	256739.29	1928.2014	1158263.1	17071.947
K01479	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01590	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01593	0.79902021	11631.987	0.79902021	154119.51	0.79902021	0.79902021	10851.975	323350.93	10973.084	99783.939	0.79902021
K00546	105060.64	370022.61	4901192.1	1285144.9	125039.98	455154.57	346503.66	9017881.2	135559.41	647767.66	36613.513
K00599	7784891.6	6480229.3	16429282	19110146	6354301	14426708	22475023	2238895.5	9816142.2	8648294.4	5840163.2
K00457	26105006	223087.27	1076741.4	723756.02	477048.86	1485664.4	3057177.3	8319379.8	124599.63	713142.35	477560.79
K00451	27798.926	28033.929	211592.51	131816.79	4165580	70360.436	171179.99	17290712	26702.596	371208.5	14952.999
K01800	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01555	628907.1	3139679.3	9118376.3	4899448.4	2604659.1	5423204	4383734.4	8306767.5	5379898.4	29668054	2209414.6
K00501	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01827	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00506	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01592	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00503	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00553	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K07253	2.0469357e+08	2.1520011e+08	2.6437711e+08	5.0800303e+08	2.3035783e+08	1.8515671e+08	4.2539304e+08	1.8103002e+08	41377094	7.8599008e+08	1.4602969e+08
K00680	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00500	550277.7	237322.04	756672.87	11051321	6675791.7	349274.97	417144.69	4348436.1	260489.79	1488729.8	306939.07
K01904	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K09754	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00588	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00453	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00463	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00486	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01556	35152639	225374.16	638079.7	21197301	46518903	2500769.2	1240668.9	4502323.7	243565.5	699160.77	200038.53
K00452	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03392	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00816	2992907.6	8128426.2	4019211.7	2929375.8	1477975.8	12394528	16210915	2324637.9	2892439.8	4349944.9	3095310
K14264	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00502	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00562	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K04103	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K11868	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K11818	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K11820	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01626	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13853	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01735	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00014	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00891	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00800	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01736	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01657	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01658	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01609	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01850	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K15227	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05359	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14286	25104.006	89125.866	211019.97	309689.33	77900.772	36397.961	7633.6574	11249.548	0.79902021	34794.335	12230.027
K01845	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01918	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01594	9043.8653	48202.154	23015.635	162328.43	4006.5716	10008.998	0.79902021	7627.2116	38279.915	9648.0902	3009.1439
K10712	203039.84	455305.9	679556.63	271922.41	254397.83	415608.47	765669.95	467027.64	685873.1	1361303.4	1343080
K01763	693052.1	729775.69	1822915.3	1064594.5	1042424.6	1607340.9	7058913.3	2188194	1448466.1	5528371.7	1485387.7
K11717	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12528	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12529	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01008	5873674.1	12911535	14253306	26446631	9096248	10389296	26807229	8320305.1	3576877	18440132	10065886
K08248	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01776	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01775	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01921	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03367	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14188	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00682	11528790	6022317.5	21506693	27465035	12277372	15944080	24384334	5265909.8	3724593.5	89649375	10081392
K01469	181262.44	395793.02	797178.74	604173.67	737943.34	223887.62	443865.77	2332202.8	815185.6	5181703	4399850.6
K11204	1848396.8	3175396.9	8915375.4	4967894	6672557.7	2640862.1	6540666.7	5614159.5	464907.05	2079957.7	1462956.8
K11205	17429658	6828736.3	13459373	3587660.6	19940146	28718317	20308345	7350022.6	5047639.6	6176729.4	2178740
K01919	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01920	7724002.7	8968846.5	21935033	14222106	8648722.1	28571273	15760214	12289833	6709062.6	32890669	12996619
K00383	11611302	22681733	37744312	21041982	45252336	26825971	56798123	38651619	19770487	69566441	15166730
K05360	15486016	12181841	48706878	21126671	13804693	48059357	48729529	24960654	7248188.5	17339144	8074862.5
K05361	5438234.2	10059859	10999284	9448975.2	1540838.4	5400104.7	20037114	2608669.1	2036128.5	20988048	153481.97
K01672	594694.35	5483667.2	13572782	21242055	30116962	6489623.3	2.8019453e+08	6634141.2	9143655.2	4646457.6	11315603
K01673	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00363	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01916	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00459	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05601	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00380	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01082	8566941.1	13310748	18702080	11103425	5049413.9	7736883.6	52702914	20253302	6771105.4	59447163	6039504.8
K01014	4152141.2	1016499.4	13157313	19637955	4401817.7	2539770.8	15721002	58120874	747951.25	12273679	508310.41
K01017	11163.924	530911.23	36060.955	55961.553	91131.429	393104.65	0.79902021	15726.528	89279.411	100149.8	0.79902021
K04742	12177.89	47780.705	145075.69	83847.069	141649.89	159237.19	147522.97	10704.754	29579.234	28929.716	104330.4
K07779	11705.022	141587.04	66512.867	536383.97	7051.8203	68431.595	104120.17	292736.99	29414.5	118624.33	1243.6976
K00387	327129.66	22397.964	167487.01	281829.62	275203.08	293506.91	261068.01	169051.81	152340.5	823484.96	67928.018
K17108	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00790	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00075	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01924	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01925	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01929	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02563	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01001	1181280.6	354556.97	7629597.6	9347691.6	6245004.5	7622250	4163134.1	2965348.2	2361744.8	4172636.9	2768401.3
K07432	17549214	543636.72	10663611	1.1428434e+08	30946740	3379614.6	6602293.5	887590.16	404725.61	956433.47	128958.6
K07441	141023.27	0.79902021	89987.865	280923.99	646943.96	434490.18	223895.19	266605.05	1294.5994	993042.55	0.79902021
K03842	2134560.3	1089821.5	3176582.2	5313733.4	3019545.2	3763539.3	1673114.9	5270790.3	471364.48	6208933.2	1623523.4
K03843	3971790.2	1424124.4	5228103.2	13001704	3296488.8	16373689	8103417.1	9574251.3	788430.92	8921625.3	2416733.7
K03844	699650.91	169290.31	1093235.5	821353.11	687330.07	1537441.1	1090571.2	876051.03	731425.49	3562532.2	410597.13
K03845	894723.27	366517.27	1273864.9	2007914.3	415461.11	3632303.5	1759887.9	382759.64	220106.94	2991280.7	275544.78
K03847	15026.512	58449.261	9793.5431	1045973.9	98273.172	160870.47	41084.95	59406.9	1017.5994	67690.579	18444.819
K03846	161202.71	306494.26	1240408	90388.119	182248.33	443683.35	1040633.5	214851.12	430914.97	688904.71	33205.951
K00729	3519170.9	3107693.9	3601936.3	4156431.9	2722245.2	5171203.1	5439528.7	3171061.1	1732733.3	8891098.8	745019.32
K03848	889317.8	544147.15	1137068.6	2154166.5	1295035.5	2932531.4	829861.67	466980.02	131037.07	4816433.6	551727.08
K03849	2651515.6	1202756.5	3237108.6	1152150	8549918.5	1338772.4	2186367.8	413039.67	1221579	2678563.7	1320822.1
K03850	665203.33	957201.84	2775935	2167402.1	956412.96	2658002.3	1993396.3	523644.4	163637.94	4191203.6	209426.82
K00721	8729384.4	8357307	16148840	21775991	8412599.1	28779020	14769420	4965774.5	2333157	29502021	12137646
K00710	33656897	13626211	25508737	26455765	27533335	41574208	13109362	12261781	4803832.3	53389589	2823182.1
K09667	4032578.7	736816.35	9595055.6	7207654.3	3786714.9	5222830.4	9915566.3	1118179.1	2914934.2	5016265.9	1054947
K00771	58256.693	36306.889	307496.8	561685.36	151064.11	362966.42	132488.23	68508.882	13150.938	485809.96	14038.05
K00728	135107.22	28998.031	1580222	4815037.1	416706.87	1238459.4	342285.5	74919.532	16172.829	1962809.1	94977.531
K03691	4097985.7	2177830.4	11629203	10906514	5558148.7	43543101	19190197	9370969.1	2395554.1	12771323	2601735.6
K13667	741298.73	1825474.9	1286383.1	916617.38	469016.78	743449.19	629225.57	374304.79	46255.679	539199.49	423138.64
K03857	212295.85	424768.48	69870.217	416124.83	280928.42	196305.67	473809.35	26685.609	27715.997	86952.73	334045.09
K05284	39618.043	33613.052	84593.576	61604.751	0.79902021	87763.611	140684.97	9838.891	0.79902021	207733.99	92318.922
K05286	0.79902021	0.79902021	56150.062	66615.949	33992.998	195590.14	0.79902021	0.79902021	8038.3852	106129.78	4769.0956
K07819	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03877	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K07968	0.79902021	0.79902021	1006.0003	14869	15030.027	0.79902021	46897.854	0.79902021	1462.3977	24620.97	8142.8453
K07969	82614.149	9189.5901	473481.24	1210387.5	1179864.6	408009.26	139420.49	126981.57	0.79902021	1007732	50944.896
K09905	858733.76	32054.96	206692.91	1290859	877595.95	1228032.6	0.79902021	541722.33	17737.522	967925.34	58253.741
K00741	458702.93	272867.93	385023	2847387.8	1458539	1172085.6	2681708.7	2279043	106800.56	3534038.3	46482.711
K07970	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03766	0.79902021	0.79902021	0.79902021	62727.915	0.79902021	93287.102	0.79902021	0.79902021	0.79902021	0.79902021	0.79902021
K09664	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00731	460206.39	213271.9	2315489.1	1207126.4	1316908	1274712.5	5745675	512929.41	212979.58	871755.95	445519.4
K09653	195254.74	11736.666	709847.66	527393.22	244749.1	1150307	421623.08	308017.21	218723.67	295732.96	18797.872
K00718	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K07633	0.79902021	1490.4993	2729.1009	0.79902021	10222.001	0.79902021	0.79902021	49070.963	2484.1994	8870.0099	13644.996
K01988	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00719	0.79902021	4841.3041	401179.96	359682.66	0.79902021	42588.517	1422.0042	133989.46	0.79902021	278680.01	129794.13
K00726	421113.86	84231.052	1418425.9	1954401.1	469077.34	840478.46	272420.58	531086.29	57807.493	543386.03	43261.092
K00736	757075.27	867823.47	5515605.7	2982392.4	1973623.8	3737169.3	4431999.5	1531954.9	598220.11	5566503.5	456367.07
K00737	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00738	58946.014	144501.59	443849.19	846071.08	137214.85	555863.43	50617.458	70320.226	23339.344	218592.3	26123.422
K13748	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00744	144740.24	59537.712	269711.39	418285.68	599501.11	26014.389	262597.1	134531.83	54908.519	844720.19	108891.67
K00717	266060.55	1046441.7	2144078.1	3249002.9	497770.74	2252638.7	1103254.9	227360.37	75577.77	1287991.3	115089.66
K00727	335.91002	8962.528	46672.84	43517.951	12980.776	52377.513	31879.202	67044.887	0.79902021	150221.66	1473.3046
K09662	86276.877	102977.72	284764.1	57241.089	450176.67	51574.067	619409.1	116688.44	662949.72	328840.78	53640.542
K00733	177004.15	188423	159746.88	663226.44	534441.42	1198864.5	336011.06	68149.67	48933.379	296976.44	137797.42
K00734	107676.5	98145.745	437462.85	1155503.8	728746.93	785151.14	1082861.3	169758.29	136595.72	2539003.5	91169.728
K10158	520957.06	699547.05	409507.66	2867227.8	906898.49	2104232.2	1123537.7	719873.97	165138.44	2487238.5	89953.961
K13499	274104.37	68397.48	138345.47	121527.59	105931.42	178161.29	58429.187	84798.214	4311.2324	334047.06	10341.98
K00747	3165324.8	2000012.7	2990404.9	3532631.6	1879966.5	1002786.6	6909226.8	1851196.2	2473604.9	1877971.6	898478.35
K03419	18096.874	8232.1281	14088.678	51922.745	64324.468	99695.165	32052.022	4201.3871	34004.064	85693.883	7542.2641
