Numerator	Denominator	hsa Geiger 2012 HeLa	hsa Geiger 2012 Jurkat	hsa Geiger 2012 U2OS	hsa Geiger 2012 MCF7	hsa Geiger 2012 A549	hsa Geiger 2012 GAMG	hsa Geiger 2012 HEK293	hsa Geiger 2012 HepG2	hsa Geiger 2012 K562	hsa Geiger 2012 LnCap	hsa Geiger 2012 RKO
-Central Carbon Metabolism	Genetic Information Processing	0.07709	0.09264	0.08157	0.09346	0.1326	0.1133	0.07588	0.1112	0.07317	0.1338	0.09165
-Energy Metabolism	Genetic Information Processing	0.02702	0.03322	0.03246	0.02878	0.04382	0.04499	0.02343	0.0335	0.0258	0.05306	0.02649
-Biosynthesis	Genetic Information Processing	0.1433	0.1483	0.1408	0.1481	0.2014	0.1782	0.1297	0.2305	0.1339	0.2516	0.1556
-Other Enzymes	Genetic Information Processing	0.2889	0.3163	0.275	0.3014	0.393	0.3567	0.2795	0.4153	0.2701	0.424	0.299
Organismal Systems	Genetic Information Processing	0.1303	0.1489	0.1441	0.1319	0.1522	0.2168	0.1095	0.1816	0.106	0.1341	0.1113
-Immune System	Genetic Information Processing	0.03483	0.04535	0.03547	0.02894	0.03701	0.062	0.025	0.04828	0.02998	0.03798	0.03353
-Endocrine System	Genetic Information Processing	0.02635	0.01361	0.02895	0.03965	0.02518	0.04926	0.02402	0.04977	0.02273	0.0205	0.02018
-Circulatory System	Genetic Information Processing	0.0117	0.01193	0.01642	0.007084	0.01839	0.02078	0.00787	0.009134	0.007426	0.01041	0.01004
-Digestive System	Genetic Information Processing	0.02035	0.01293	0.0174	0.02109	0.02703	0.02217	0.01246	0.02489	0.01562	0.01836	0.01189
-Excretory System	Genetic Information Processing	0.008714	0.0164	0.01129	0.009633	0.009828	0.01852	0.00915	0.01967	0.007701	0.01503	0.006691
-Nervous System	Genetic Information Processing	0.009812	0.01457	0.009429	0.007488	0.008454	0.0149	0.008297	0.008077	0.007541	0.007642	0.008026
-Sensory System	Genetic Information Processing	0.001358	0.003068	0.002152	0.001325	0.002135	0.003401	0.00168	0.001524	0.0008855	0.001067	0.001314
-Development	Genetic Information Processing	0.002684	0.005032	0.003855	0.002527	0.006001	0.008461	0.002571	0.004615	0.001303	0.002149	0.00319
-Environmental Adaptation	Genetic Information Processing	0.001186	0.001824	0.001373	0.0009686	0.001299	0.001128	0.001432	0.001318	0.00153	0.000625	0.001363
Human Diseases	Genetic Information Processing	0.2109	0.244	0.2163	0.2133	0.2284	0.27	0.1713	0.2436	0.1826	0.2836	0.213
-Cancers	Genetic Information Processing	0.01869	0.02164	0.02023	0.01676	0.01962	0.02124	0.01839	0.017	0.02225	0.02682	0.01534
-Immune System Diseases	Genetic Information Processing	0.0286	0.05152	0.02158	0.02659	0.03122	0.02929	0.0202	0.03803	0.0259	0.03728	0.04287
-Neurodegenerative Diseases	Genetic Information Processing	0.06787	0.07253	0.05856	0.06867	0.07907	0.08529	0.06059	0.08735	0.06052	0.1197	0.07364
-Cardiovascular Diseases	Genetic Information Processing	0.01724	0.008823	0.01373	0.0132	0.0181	0.02898	0.01018	0.01104	0.00802	0.01293	0.01028
-Metabolic Diseases	Genetic Information Processing	9.303e-05	9.32e-05	8.928e-05	0.000111	8.858e-05	0.0001115	0.0005703	0.0002279	0.0001967	8.477e-05	8.035e-05
-Infectious Diseases	Genetic Information Processing	0.04061	0.0523	0.04428	0.044	0.05061	0.06702	0.03054	0.04505	0.03756	0.0425	0.04045
Not Mapped	Genetic Information Processing	0.5094	0.4977	0.541	0.5052	0.6602	0.6685	0.4603	0.5512	0.4839	0.6335	0.5353
-Not Mapped	Genetic Information Processing	0.5094	0.4977	0.541	0.5052	0.6602	0.6685	0.4603	0.5512	0.4839	0.6335	0.5353
TOTAL	-Transcription	23.21	22.07	28.91	26.47	29.17	39.04	21.37	37.03	22.36	27.83	28.63
MAPPED	-Transcription	19.06	18.39	23.76	21.76	23.64	32.12	17.56	30.58	18.23	22.4	23.04
Genetic Information Processing	-Transcription	8.215	7.391	9.513	9.251	8.374	10.42	8.2	11.69	8.469	8.56	10.28
-Transcription	-Transcription	1	1	1	1	1	1	1	1	1	1	1
-Translation	-Transcription	3.484	2.422	3.872	3.838	3.547	4.054	3.239	4.583	3.468	3.196	4.488
-Folding, Sorting and Degradation	-Transcription	2.352	2.139	3.097	2.812	2.416	3.752	2.58	4.268	2.555	2.598	3.044
-DNA Maintenance	-Transcription	1.299	1.834	1.531	1.541	1.368	1.532	1.38	1.7	1.384	1.574	1.707
-RNA Family	-Transcription	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Transcription	0.5336	0.5252	0.748	0.6825	0.7164	1.386	0.3671	0.9059	0.471	0.6387	0.6273
-Signal Transduction	-Transcription	0.1717	0.1984	0.2247	0.2776	0.2345	0.3925	0.149	0.2307	0.1796	0.2114	0.2026
-Signaling Molecules and Interaction	-Transcription	0.3513	0.3111	0.4856	0.3885	0.4791	0.9597	0.2194	0.6871	0.2936	0.4273	0.373
Cellular Processes	-Transcription	3.15	3.049	4.955	3.139	4.817	7.998	2.193	3.656	2.169	2.299	2.469
-Hemoglobin	-Transcription	1.934e-05	4.865e-05	7.627e-05	1.056e-09	1.848e-05	1.57e-05	6.417e-10	6.015e-05	0.0009107	1.002e-09	0.0001128
-Vesicular Transport	-Transcription	0.2991	0.3991	0.4276	0.3381	0.3822	0.8589	0.314	0.7108	0.2733	0.4735	0.3795
-Cytoskeleton	-Transcription	2.181	2.038	3.372	2.131	3.322	5.382	1.356	2.236	1.292	1.363	1.535
-Cell Motility	-Transcription	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Transcription	0.2888	0.355	0.4302	0.3504	0.3714	0.4618	0.3268	0.311	0.3315	0.2639	0.3229
-Cell Communication	-Transcription	0.2452	0.1884	0.4611	0.2209	0.5431	0.745	0.158	0.3494	0.2191	0.143	0.2197
Metabolism	-Transcription	4.66	4.647	5.465	5.48	6.615	7.715	4.412	9.537	4.545	7.412	6.123
-Membrane Transport	-Transcription	0.06371	0.03691	0.04725	0.0494	0.06314	0.08278	0.03715	0.09521	0.04657	0.06805	0.04518
-Central Carbon Metabolism	-Transcription	0.6078	0.7675	0.8479	0.896	1.052	1.265	0.6788	1.321	0.6224	1.201	0.9514
-Energy Metabolism	-Transcription	0.2447	0.2752	0.3116	0.2582	0.3587	0.4611	0.2031	0.4364	0.2205	0.4734	0.2955
-Biosynthesis	-Transcription	1.188	1.117	1.367	1.393	1.672	1.927	1.055	2.752	1.139	2.055	1.594
-Other Enzymes	-Transcription	2.331	2.365	2.804	2.881	3.248	3.696	2.338	4.711	2.447	3.592	3.009
Organismal Systems	-Transcription	1.097	1.113	1.414	1.279	1.341	2.102	0.8874	2.168	0.9748	1.183	1.277
-Immune System	-Transcription	0.2802	0.3174	0.3498	0.2682	0.2981	0.6544	0.192	0.5247	0.243	0.3063	0.3302
-Endocrine System	-Transcription	0.2172	0.1006	0.2754	0.3801	0.2145	0.4932	0.1919	0.59	0.1908	0.1727	0.2053
-Circulatory System	-Transcription	0.0977	0.09277	0.1526	0.06748	0.1513	0.213	0.06402	0.1034	0.06621	0.08698	0.1046
-Digestive System	-Transcription	0.1582	0.0979	0.1506	0.1791	0.2213	0.2285	0.1036	0.2752	0.1284	0.1608	0.1285
-Excretory System	-Transcription	0.07577	0.1212	0.1104	0.09173	0.08326	0.2055	0.07848	0.2393	0.06265	0.1315	0.06929
-Nervous System	-Transcription	0.08383	0.1077	0.09614	0.07147	0.07305	0.1623	0.07225	0.09642	0.06415	0.06541	0.08392
-Sensory System	-Transcription	0.01114	0.02376	0.01915	0.01262	0.01771	0.0359	0.01343	0.0182	0.007845	0.009486	0.01371
-Development	-Transcription	0.02241	0.03762	0.03449	0.02319	0.0482	0.09168	0.02072	0.05335	0.01094	0.0188	0.03181
-Environmental Adaptation	-Transcription	0.009141	0.0135	0.01223	0.008529	0.01017	0.01088	0.01101	0.01604	0.01396	0.00504	0.01342
Human Diseases	-Transcription	1.688	1.835	2.056	1.831	1.97	2.888	1.356	2.85	1.484	2.308	2.161
-Cancers	-Transcription	0.1625	0.1684	0.2046	0.1638	0.1601	0.2098	0.1614	0.1988	0.203	0.2347	0.16
-Immune System Diseases	-Transcription	0.2418	0.401	0.1973	0.2532	0.2644	0.311	0.1733	0.4619	0.2327	0.3313	0.466
-Neurodegenerative Diseases	-Transcription	0.5902	0.5386	0.5922	0.6462	0.6562	0.9097	0.4884	1.021	0.5088	1.064	0.7441
-Cardiovascular Diseases	-Transcription	0.1318	0.06527	0.1252	0.1184	0.1435	0.2709	0.08353	0.1236	0.0673	0.1081	0.1075
-Metabolic Diseases	-Transcription	0.0007642	0.0007721	0.0009281	0.0009777	0.0006935	0.001143	0.004638	0.002769	0.001767	0.0007025	0.0007913
-Infectious Diseases	-Transcription	0.3131	0.3996	0.4367	0.4466	0.3962	0.7381	0.2363	0.4895	0.3044	0.3427	0.3983
Not Mapped	-Transcription	4.156	3.682	5.15	4.708	5.529	6.913	3.818	6.447	4.129	5.429	5.593
-Not Mapped	-Transcription	4.156	3.682	5.15	4.708	5.529	6.913	3.818	6.447	4.129	5.429	5.593
TOTAL	-Translation	6.742	9.23	7.509	6.857	8.282	9.649	6.529	8.259	6.411	8.625	6.474
MAPPED	-Translation	5.535	7.691	6.172	5.637	6.712	7.941	5.363	6.821	5.227	6.942	5.209
Genetic Information Processing	-Translation	2.317	3.038	2.43	2.391	2.356	2.544	2.526	2.563	2.412	2.605	2.316
-Transcription	-Translation	0.2862	0.3982	0.2562	0.2555	0.2805	0.2454	0.3017	0.2164	0.2816	0.2994	0.2203
-Translation	-Translation	1	1	1	1	1	1	1	1	1	1	1
-Folding, Sorting and Degradation	-Translation	0.6442	0.8534	0.749	0.702	0.6469	0.8877	0.7726	0.9139	0.7149	0.8055	0.6704
-DNA Maintenance	-Translation	0.3875	0.7235	0.4171	0.4067	0.3822	0.3803	0.4427	0.3821	0.3991	0.5075	0.3884
-RNA Family	-Translation	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Translation	0.1527	0.2242	0.1814	0.1693	0.2047	0.338	0.116	0.1981	0.1347	0.2045	0.1377
-Signal Transduction	-Translation	0.04981	0.08494	0.05881	0.07278	0.06336	0.09727	0.04298	0.05063	0.05098	0.06817	0.0489
-Signaling Molecules and Interaction	-Translation	0.108	0.1318	0.1311	0.1054	0.1437	0.2436	0.07006	0.1553	0.08024	0.1363	0.08602
Cellular Processes	-Translation	0.8948	1.254	1.265	0.7991	1.352	1.925	0.6847	0.8103	0.6197	0.738	0.5713
-Hemoglobin	-Translation	5.326e-06	1.965e-05	1.962e-05	2.635e-10	5.022e-06	3.748e-06	1.906e-10	1.337e-05	0.0002502	3.083e-10	2.562e-05
-Vesicular Transport	-Translation	0.0854	0.1638	0.1119	0.08803	0.1072	0.2108	0.09799	0.1608	0.08021	0.1435	0.08225
-Cytoskeleton	-Translation	0.6408	0.8581	0.8823	0.5643	0.9552	1.37	0.4321	0.5052	0.3801	0.424	0.3503
-Cell Motility	-Translation	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Translation	0.08919	0.15	0.1117	0.09682	0.105	0.1108	0.1061	0.06774	0.1018	0.08453	0.07504
-Cell Communication	-Translation	0.07014	0.07268	0.1177	0.0578	0.1526	0.1783	0.04584	0.07741	0.05882	0.04618	0.04979
Metabolism	-Translation	1.356	1.909	1.419	1.442	1.881	1.915	1.38	2.142	1.303	2.296	1.412
-Membrane Transport	-Translation	0.01714	0.01501	0.01184	0.01226	0.0164	0.01886	0.01133	0.01873	0.01367	0.02038	0.00954
-Central Carbon Metabolism	-Translation	0.1744	0.2814	0.1982	0.2283	0.3118	0.2882	0.1917	0.2907	0.1803	0.3595	0.206
-Energy Metabolism	-Translation	0.06252	0.102	0.07875	0.06597	0.1006	0.1108	0.06132	0.08585	0.06187	0.135	0.05972
-Biosynthesis	-Translation	0.332	0.4427	0.3422	0.3508	0.477	0.4616	0.3366	0.5777	0.323	0.6577	0.3481
-Other Enzymes	-Translation	0.6908	0.9802	0.6884	0.7147	0.9374	0.947	0.7148	1.059	0.6502	1.114	0.6823
Organismal Systems	-Translation	0.2948	0.4391	0.3502	0.3102	0.3536	0.5232	0.2766	0.4551	0.2543	0.3492	0.2577
-Immune System	-Translation	0.08382	0.1394	0.08963	0.07189	0.08831	0.1606	0.06429	0.1263	0.07317	0.1014	0.07972
-Endocrine System	-Translation	0.06301	0.04295	0.07208	0.09481	0.06016	0.1217	0.05926	0.1275	0.05599	0.05215	0.04523
-Circulatory System	-Translation	0.02798	0.03562	0.04178	0.01674	0.04265	0.05117	0.01941	0.02237	0.01819	0.02721	0.02285
-Digestive System	-Translation	0.04822	0.03927	0.04225	0.0495	0.06239	0.0544	0.03148	0.06132	0.038	0.04685	0.02786
-Excretory System	-Translation	0.02065	0.05139	0.02852	0.0239	0.02364	0.04796	0.02368	0.05075	0.01805	0.03936	0.01544
