Numerator	Denominator	hsa Geiger 2012 HeLa	hsa Geiger 2012 Jurkat	hsa Geiger 2012 U2OS	hsa Geiger 2012 MCF7	hsa Geiger 2012 A549	hsa Geiger 2012 GAMG	hsa Geiger 2012 HEK293	hsa Geiger 2012 HepG2	hsa Geiger 2012 K562	hsa Geiger 2012 LnCap	hsa Geiger 2012 RKO
Genetic Information Processing	MAPPED	0.4533	0.398	0.4383	0.4525	0.3953	0.3555	0.4889	0.3955	0.4756	0.3922	0.4635
-Transcription	MAPPED	0.04237	0.04355	0.03573	0.03782	0.03648	0.02725	0.04445	0.02666	0.04263	0.03658	0.03285
-Translation	MAPPED	0.2506	0.1691	0.2351	0.2427	0.2216	0.1861	0.2603	0.2033	0.2552	0.1931	0.246
-Folding, Sorting and Degradation	MAPPED	0.08952	0.08455	0.1017	0.0989	0.07747	0.08842	0.1087	0.1045	0.1034	0.09134	0.1029
-DNA Maintenance	MAPPED	0.06589	0.09175	0.06189	0.06905	0.05758	0.04798	0.06931	0.05608	0.06884	0.0678	0.07205
-RNA Family	MAPPED	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	MAPPED	0.02745	0.02328	0.03196	0.02867	0.03008	0.04485	0.01885	0.02614	0.02442	0.02478	0.02506
-Signal Transduction	MAPPED	0.004432	0.006675	0.004931	0.004478	0.003722	0.004703	0.005717	0.00329	0.007546	0.002977	0.004473
-Signaling Molecules and Interaction	MAPPED	0.01957	0.01495	0.02545	0.01954	0.02216	0.03643	0.01145	0.01937	0.01624	0.01817	0.01804
Cellular Processes	MAPPED	0.1028	0.1192	0.117	0.09692	0.1205	0.1498	0.08212	0.08508	0.07933	0.07474	0.07024
-Hemoglobin	MAPPED	2.496e-06	6.313e-06	8.718e-06	7.542e-12	2.018e-06	1.309e-06	5.552e-12	5.155e-06	0.0001188	6.878e-12	1.207e-05
-Vesicular Transport	MAPPED	0.009438	0.01235	0.01229	0.01064	0.01057	0.02026	0.009649	0.01483	0.009137	0.01197	0.008918
-Cytoskeleton	MAPPED	0.0735	0.07802	0.08119	0.06913	0.08455	0.1012	0.05436	0.04974	0.05117	0.04295	0.04402
-Cell Motility	MAPPED	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	MAPPED	0.005069	0.004453	0.006208	0.0049	0.004169	0.003134	0.005085	0.002236	0.004891	0.004061	0.003808
-Cell Communication	MAPPED	0.005167	0.003297	0.007435	0.004565	0.00946	0.00867	0.003222	0.004311	0.004363	0.002792	0.003831
Metabolism	MAPPED	0.1891	0.1946	0.1877	0.1985	0.2334	0.2038	0.2045	0.2596	0.1994	0.2836	0.2182
-Membrane Transport	MAPPED	0.001889	0.0007158	0.001011	0.001341	0.001015	0.001321	0.001005	0.001444	0.001235	0.001343	0.001043
-Central Carbon Metabolism	MAPPED	0.01996	0.02271	0.02178	0.02446	0.02763	0.0265	0.02437	0.03009	0.02144	0.03314	0.02391
-Energy Metabolism	MAPPED	0.01023	0.01047	0.009988	0.01074	0.01018	0.01292	0.01083	0.01099	0.008275	0.01632	0.01121
-Biosynthesis	MAPPED	0.03782	0.04094	0.03943	0.038	0.04022	0.04441	0.03948	0.0613	0.04306	0.0638	0.05197
-Other Enzymes	MAPPED	0.09428	0.08702	0.09098	0.09967	0.1059	0.0972	0.1027	0.1288	0.1027	0.1237	0.1003
Organismal Systems	MAPPED	0.03086	0.04131	0.03466	0.03031	0.03461	0.0456	0.02957	0.04173	0.02577	0.02687	0.02666
-Immune System	MAPPED	0.007227	0.007329	0.006561	0.007121	0.006233	0.01218	0.005066	0.008555	0.005421	0.004963	0.005354
-Endocrine System	MAPPED	0.003049	0.005213	0.005597	0.003141	0.003909	0.005015	0.005186	0.005952	0.00275	0.002977	0.00534
-Circulatory System	MAPPED	0.005063	0.004123	0.006385	0.002998	0.006305	0.006029	0.003225	0.002484	0.002914	0.002381	0.003485
-Digestive System	MAPPED	0.002345	0.001496	0.002073	0.00215	0.003119	0.002481	0.002002	0.00475	0.002548	0.002817	0.00106
-Excretory System	MAPPED	0.002246	0.002351	0.003649	0.00187	0.002288	0.002465	0.001658	0.002048	0.002008	0.001716	0.002007
-Nervous System	MAPPED	0.0005968	0.0008321	0.0008726	0.0008056	0.0005524	0.001105	0.0007618	0.0005821	0.0006075	0.0006081	0.0005272
-Sensory System	MAPPED	3.741e-05	7.917e-05	6.519e-05	4.032e-05	5.642e-05	5.359e-05	5.733e-05	4.933e-05	2.847e-05	3.721e-05	3.616e-05
-Development	MAPPED	0.0006444	0.001012	0.0008388	0.0003753	0.001233	0.001738	0.0005824	0.0009561	0.0001613	0.0003293	0.0007551
-Environmental Adaptation	MAPPED	2.48e-05	1.25e-05	5.356e-05	7.309e-05	2.218e-05	4.498e-05	1.537e-05	2.064e-05	2.533e-05	3.057e-05	4.438e-05
Human Diseases	MAPPED	0.07393	0.08114	0.0634	0.07807	0.07282	0.07866	0.06114	0.07837	0.07132	0.08752	0.07969
-Cancers	MAPPED	0.004212	0.004678	0.004418	0.003981	0.003328	0.003883	0.004206	0.004275	0.005368	0.004346	0.003255
-Immune System Diseases	MAPPED	0.002694	0.004055	0.002264	0.00186	0.001473	0.001851	0.00373	0.003038	0.004926	0.002553	0.00283
-Neurodegenerative Diseases	MAPPED	0.02515	0.02302	0.0215	0.0239	0.02743	0.02674	0.02704	0.0303	0.0251	0.04098	0.02836
-Cardiovascular Diseases	MAPPED	0.001062	0.000329	0.0008467	0.0006553	0.001261	0.002409	0.0008128	0.0003918	0.0005174	0.0005713	0.0008301
-Metabolic Diseases	MAPPED	3.004e-06	5.66e-07	1.464e-07	5.229e-07	8.92e-06	5.196e-06	4.949e-06	6.159e-06	4.307e-07	1.526e-05	9.515e-06
-Infectious Diseases	MAPPED	0.00963	0.012	0.01017	0.009858	0.009908	0.01286	0.008332	0.009834	0.009196	0.008559	0.009388
Not Mapped	MAPPED	0.2459	0.2179	0.2592	0.249	0.272	0.2666	0.2456	0.238	0.2466	0.2709	0.2618
-Not Mapped	MAPPED	0.2459	0.2179	0.2592	0.249	0.272	0.2666	0.2456	0.238	0.2466	0.2709	0.2618
TOTAL	Genetic Information Processing	2.38	2.444	2.526	2.394	2.755	3.052	2.274	2.645	2.301	2.74	2.324
MAPPED	Genetic Information Processing	1.91	2.006	2.006	1.916	2.166	2.409	1.825	2.137	1.846	2.156	1.842
Genetic Information Processing	Genetic Information Processing	1	1	1	1	1	1	1	1	1	1	1
-Transcription	Genetic Information Processing	0.08094	0.0891	0.07413	0.07498	0.08052	0.06813	0.08336	0.05697	0.07887	0.08163	0.06051
-Translation	Genetic Information Processing	0.4903	0.3506	0.4811	0.4747	0.4879	0.4552	0.483	0.4396	0.481	0.4267	0.4609
-Folding, Sorting and Degradation	Genetic Information Processing	0.1829	0.1867	0.2209	0.2017	0.1891	0.2386	0.2166	0.2507	0.2104	0.2092	0.2032
-DNA Maintenance	Genetic Information Processing	0.1422	0.2284	0.1412	0.1526	0.1425	0.1311	0.1418	0.1388	0.1416	0.172	0.1555
-RNA Family	Genetic Information Processing	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	Genetic Information Processing	0.05463	0.05197	0.06541	0.05667	0.06945	0.1124	0.03563	0.05847	0.0466	0.05735	0.04983
-Signal Transduction	Genetic Information Processing	0.009564	0.01458	0.0103	0.009674	0.009205	0.01285	0.01079	0.008144	0.01444	0.007552	0.009652
-Signaling Molecules and Interaction	Genetic Information Processing	0.03894	0.03337	0.05207	0.03934	0.05115	0.08921	0.02165	0.04334	0.031	0.04116	0.03586
Cellular Processes	Genetic Information Processing	0.1963	0.2391	0.2347	0.1858	0.261	0.363	0.1499	0.1818	0.1468	0.1614	0.1294
-Hemoglobin	Genetic Information Processing	4.818e-06	1.303e-05	1.751e-05	1.473e-11	4.453e-06	3.194e-06	1.026e-11	1.115e-05	0.0002193	1.52e-11	2.262e-05
-Vesicular Transport	Genetic Information Processing	0.01878	0.02756	0.02515	0.02141	0.02441	0.05055	0.01824	0.03318	0.01727	0.02712	0.01773
-Cytoskeleton	Genetic Information Processing	0.1419	0.161	0.1631	0.1355	0.1876	0.2489	0.1004	0.1097	0.09447	0.09584	0.0848
-Cell Motility	Genetic Information Processing	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	Genetic Information Processing	0.01003	0.009588	0.0127	0.009771	0.00945	0.007716	0.009446	0.005025	0.009149	0.009188	0.007538
-Cell Communication	Genetic Information Processing	0.0108	0.006804	0.01502	0.009174	0.02099	0.02135	0.005953	0.009511	0.008054	0.006245	0.007696
Metabolism	Genetic Information Processing	0.3741	0.4155	0.3841	0.3958	0.5291	0.5019	0.3798	0.5836	0.3725	0.6415	0.4265
-Membrane Transport	Genetic Information Processing	0.003714	0.001538	0.002049	0.002635	0.002294	0.003295	0.00186	0.003215	0.002291	0.003033	0.00205
-Central Carbon Metabolism	Genetic Information Processing	0.03989	0.04963	0.04508	0.05407	0.06096	0.06675	0.04616	0.06651	0.04061	0.07651	0.04652
-Energy Metabolism	Genetic Information Processing	0.01975	0.0216	0.02025	0.02099	0.02204	0.03113	0.01978	0.02424	0.01528	0.03642	0.02065
-Biosynthesis	Genetic Information Processing	0.08204	0.08796	0.08681	0.08198	0.1018	0.1104	0.07334	0.1426	0.08056	0.1503	0.1026
-Other Enzymes	Genetic Information Processing	0.1958	0.189	0.1918	0.1997	0.2505	0.2448	0.1939	0.2956	0.1909	0.2863	0.2114
Organismal Systems	Genetic Information Processing	0.06141	0.09222	0.07092	0.06102	0.0799	0.1138	0.0559	0.09336	0.04918	0.06086	0.05302
-Immune System	Genetic Information Processing	0.01438	0.01636	0.01342	0.01365	0.0135	0.03039	0.009578	0.01914	0.01003	0.01124	0.01065
-Endocrine System	Genetic Information Processing	0.006068	0.01164	0.01145	0.006171	0.009024	0.01252	0.009804	0.01332	0.005248	0.006744	0.01062
-Circulatory System	Genetic Information Processing	0.009829	0.008272	0.01302	0.005856	0.01391	0.0148	0.005959	0.00548	0.00538	0.005314	0.006693
-Digestive System	Genetic Information Processing	0.004553	0.003144	0.004158	0.004207	0.006756	0.006192	0.003785	0.01027	0.004844	0.006073	0.001985
-Excretory System	Genetic Information Processing	0.004508	0.005105	0.00819	0.00379	0.005271	0.006161	0.00313	0.004701	0.003798	0.003972	0.004026
-Nervous System	Genetic Information Processing	0.001317	0.002091	0.001988	0.00178	0.001398	0.003108	0.001558	0.001472	0.001277	0.001543	0.00113
-Sensory System	Genetic Information Processing	7.48e-05	0.0001681	0.0001334	7.971e-05	0.0001261	0.0001323	0.0001086	0.0001075	5.392e-05	8.59e-05	6.799e-05
-Development	Genetic Information Processing	0.001349	0.002255	0.001683	0.0008108	0.002754	0.004476	0.001156	0.002128	0.000327	0.0008354	0.001495
-Environmental Adaptation	Genetic Information Processing	5.351e-05	3.112e-05	0.0001181	0.0001579	5.486e-05	0.0001229	3.074e-05	5.109e-05	5.134e-05	7.755e-05	9.575e-05
Human Diseases	Genetic Information Processing	0.1454	0.1628	0.1285	0.1496	0.1577	0.1962	0.1132	0.1674	0.1323	0.1887	0.1468
-Cancers	Genetic Information Processing	0.008282	0.01005	0.009553	0.007843	0.007524	0.009685	0.007786	0.009701	0.009957	0.009816	0.006723
-Immune System Diseases	Genetic Information Processing	0.005146	0.008136	0.004542	0.003564	0.00319	0.004459	0.006808	0.006492	0.009114	0.005506	0.005212
-Neurodegenerative Diseases	Genetic Information Processing	0.05005	0.05138	0.044	0.04811	0.06203	0.06673	0.05046	0.06744	0.0479	0.09283	0.05639
-Cardiovascular Diseases	Genetic Information Processing	0.002088	0.0008268	0.001716	0.001288	0.002852	0.006009	0.001505	0.0008722	0.0009595	0.00129	0.001727
-Metabolic Diseases	Genetic Information Processing	5.798e-06	1.168e-06	2.986e-07	1.023e-06	1.968e-05	1.252e-05	9.226e-06	1.332e-05	8.187e-07	3.372e-05	1.833e-05
-Infectious Diseases	Genetic Information Processing	0.01925	0.02577	0.02104	0.01949	0.02266	0.0324	0.01542	0.02237	0.01742	0.01976	0.01858
Not Mapped	Genetic Information Processing	0.4697	0.4372	0.5198	0.4771	0.5892	0.6424	0.4483	0.5085	0.4553	0.584	0.4821
-Not Mapped	Genetic Information Processing	0.4697	0.4372	0.5198	0.4771	0.5892	0.6424	0.4483	0.5085	0.4553	0.584	0.4821
TOTAL	-Transcription	25.14	23.55	29.34	28.4	30.97	40.53	23.57	38.81	24.41	30.53	31.77
MAPPED	-Transcription	20.18	19.34	23.3	22.74	24.35	32	18.93	31.35	19.58	24.03	25.18
Genetic Information Processing	-Transcription	10.07	8.591	11.43	11.29	10.51	12.39	10.1	14.02	10.3	10.05	12.66
-Transcription	-Transcription	1	1	1	1	1	1	1	1	1	1	1
-Translation	-Transcription	5.095	3.281	5.499	5.551	5.443	5.966	4.942	6.373	5.004	4.64	6.199
-Folding, Sorting and Degradation	-Transcription	2.007	1.825	2.68	2.455	2.071	3.08	2.244	3.746	2.245	2.374	2.951
-DNA Maintenance	-Transcription	1.432	1.995	1.631	1.736	1.499	1.627	1.433	1.946	1.495	1.728	2.024
-RNA Family	-Transcription	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Transcription	0.5924	0.4846	0.7975	0.6652	0.759	1.52	0.3887	0.8793	0.5197	0.6366	0.6309
-Signal Transduction	-Transcription	0.09636	0.1342	0.1184	0.1092	0.09677	0.1594	0.118	0.1142	0.156	0.07586	0.1256
-Signaling Molecules and Interaction	-Transcription	0.4241	0.3141	0.634	0.4944	0.581	1.204	0.2362	0.6518	0.3456	0.4791	0.4541
Cellular Processes	-Transcription	2.227	2.362	2.91	2.354	3.034	4.843	1.718	2.711	1.714	1.809	1.921
-Hemoglobin	-Transcription	5.036e-05	0.0001221	0.0002032	1.715e-10	4.914e-05	4.188e-05	1.051e-10	0.0001616	0.002325	1.653e-10	0.0003042
-Vesicular Transport	-Transcription	0.2045	0.2595	0.3066	0.2665	0.2773	0.6964	0.199	0.499	0.1945	0.3158	0.2245
-Cytoskeleton	-Transcription	1.529	1.592	1.95	1.642	2.117	3.36	1.071	1.654	1.022	1.075	1.159
-Cell Motility	-Transcription	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Transcription	0.1169	0.1004	0.1656	0.1268	0.1135	0.1131	0.112	0.08159	0.1144	0.111	0.1047
-Cell Communication	-Transcription	0.1123	0.06729	0.1796	0.1112	0.2368	0.2955	0.06345	0.1434	0.08899	0.07006	0.1069
Metabolism	-Transcription	4.089	4.109	4.669	4.808	6.164	7.083	4.266	9.032	4.116	7.339	5.828
-Membrane Transport	-Transcription	0.04141	0.01555	0.02616	0.0331	0.02619	0.04571	0.02133	0.04902	0.02726	0.03592	0.02874
-Central Carbon Metabolism	-Transcription	0.4119	0.4568	0.5181	0.619	0.675	0.8563	0.4694	1.002	0.4387	0.8135	0.6236
-Energy Metabolism	-Transcription	0.2129	0.2136	0.2585	0.2543	0.2738	0.4535	0.224	0.3654	0.1688	0.4085	0.2999
-Biosynthesis	-Transcription	0.8479	0.8892	1.039	0.9616	1.075	1.547	0.8404	2.196	0.9458	1.685	1.439
-Other Enzymes	-Transcription	2.049	1.998	2.294	2.431	2.754	3.295	2.115	4.597	2.109	3.377	2.818
Organismal Systems	-Transcription	0.6688	0.8682	0.8647	0.7669	0.9075	1.568	0.6099	1.404	0.5484	0.7086	0.6713
-Immune System	-Transcription	0.1566	0.154	0.1637	0.182	0.1677	0.4186	0.1045	0.2878	0.1159	0.1309	0.1348
-Endocrine System	-Transcription	0.06608	0.1096	0.1396	0.07753	0.1025	0.1724	0.107	0.2002	0.05852	0.07851	0.1345
-Circulatory System	-Transcription	0.1022	0.08665	0.1488	0.07096	0.154	0.1929	0.06352	0.0826	0.05945	0.05961	0.0952
-Digestive System	-Transcription	0.04732	0.02893	0.05518	0.04889	0.08391	0.08529	0.04129	0.1489	0.04989	0.07439	0.0267
-Excretory System	-Transcription	0.05254	0.05398	0.09412	0.04944	0.05918	0.09043	0.0373	0.07328	0.04692	0.04686	0.05597
-Nervous System	-Transcription	0.01338	0.01796	0.02299	0.02038	0.01477	0.03849	0.01575	0.02086	0.01319	0.0155	0.0156
-Sensory System	-Transcription	0.0007723	0.001547	0.00158	0.0009357	0.001374	0.001723	0.001104	0.001559	0.0005825	0.0009133	0.0009145
-Development	-Transcription	0.01401	0.022	0.02154	0.009155	0.03205	0.05892	0.01176	0.03319	0.003487	0.008392	0.02077
-Environmental Adaptation	-Transcription	0.0005391	0.0002717	0.001371	0.001783	0.0005768	0.001525	0.0003104	0.0007165	0.0005475	0.000779	0.001246
Human Diseases	-Transcription	1.621	1.827	1.641	1.818	1.92	2.721	1.298	2.584	1.574	2.312	2.217
-Cancers	-Transcription	0.09235	0.1016	0.1131	0.0971	0.08589	0.1342	0.08932	0.1479	0.1185	0.1135	0.09144
-Immune System Diseases	-Transcription	0.06357	0.09132	0.06028	0.04753	0.03961	0.06497	0.08167	0.114	0.1156	0.06744	0.08614
-Neurodegenerative Diseases	-Transcription	0.5451	0.4838	0.5366	0.6046	0.7082	0.9192	0.5521	1.028	0.5341	1.081	0.714
-Cardiovascular Diseases	-Transcription	0.02328	0.007103	0.02191	0.01618	0.03256	0.08335	0.01726	0.0133	0.01142	0.01528	0.02422
-Metabolic Diseases	-Transcription	6.25e-05	1.155e-05	3.411e-06	1.189e-05	0.0002179	0.0001824	9.366e-05	0.0001931	8.432e-06	0.0003666	0.0002506
-Infectious Diseases	-Transcription	0.1988	0.2604	0.2419	0.2288	0.2413	0.4156	0.1645	0.317	0.1882	0.2101	0.2582
Not Mapped	-Transcription	4.961	4.214	6.039	5.661	6.623	8.532	4.648	7.462	4.829	6.508	6.591
-Not Mapped	-Transcription	4.961	4.214	6.039	5.661	6.623	8.532	4.648	7.462	4.829	6.508	6.591
TOTAL	-Translation	4.842	6.912	5.217	5.043	5.597	6.658	4.658	5.901	4.749	6.389	4.975
MAPPED	-Translation	3.887	5.676	4.143	4.037	4.4	5.256	3.74	4.767	3.809	5.027	3.943
Genetic Information Processing	-Translation	1.803	2.327	1.851	1.847	1.774	1.906	1.862	1.932	1.848	2.029	1.866
-Transcription	-Translation	0.1647	0.2495	0.1491	0.1541	0.1616	0.1441	0.1668	0.1285	0.1639	0.187	0.1305
-Translation	-Translation	1	1	1	1	1	1	1	1	1	1	1
-Folding, Sorting and Degradation	-Translation	0.356	0.4944	0.4295	0.4037	0.3477	0.4741	0.4142	0.5106	0.4016	0.4724	0.414
-DNA Maintenance	-Translation	0.2601	0.5348	0.2613	0.2818	0.2563	0.2552	0.264	0.2729	0.2675	0.3495	0.2901
-RNA Family	-Translation	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Translation	0.1093	0.1377	0.1359	0.1166	0.1358	0.2386	0.07239	0.1283	0.09569	0.1265	0.1018
-Signal Transduction	-Translation	0.01749	0.03861	0.02075	0.01826	0.01655	0.02502	0.02146	0.01601	0.02919	0.01535	0.01801
-Signaling Molecules and Interaction	-Translation	0.0779	0.08839	0.1082	0.0805	0.1	0.1921	0.04398	0.09507	0.06364	0.09396	0.07324
Cellular Processes	-Translation	0.3995	0.6821	0.4873	0.3913	0.535	0.7929	0.3103	0.4102	0.3051	0.3762	0.2789
-Hemoglobin	-Translation	9.735e-06	3.583e-05	3.612e-05	3.048e-11	8.88e-06	6.88e-06	2.076e-11	2.457e-05	0.0004524	3.462e-11	4.759e-05
-Vesicular Transport	-Translation	0.03757	0.07302	0.05224	0.04382	0.04772	0.1087	0.03706	0.07279	0.03581	0.06192	0.03621
-Cytoskeleton	-Translation	0.2866	0.4428	0.3364	0.2803	0.372	0.5351	0.2033	0.2371	0.1949	0.2162	0.1736
-Cell Motility	-Translation	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Translation	0.02022	0.02623	0.02641	0.02016	0.01878	0.01684	0.01941	0.01097	0.01902	0.02103	0.01542
-Cell Communication	-Translation	0.0204	0.01871	0.03098	0.01862	0.04163	0.04659	0.01205	0.02055	0.01662	0.01409	0.01542
Metabolism	-Translation	0.7543	1.143	0.7984	0.8167	1.051	1.095	0.7803	1.274	0.7686	1.468	0.873
-Membrane Transport	-Translation	0.007389	0.004121	0.004222	0.005424	0.004518	0.007005	0.003789	0.006989	0.004745	0.006792	0.004156
-Central Carbon Metabolism	-Translation	0.07845	0.1314	0.09116	0.09985	0.124	0.1402	0.09179	0.147	0.08223	0.1684	0.09556
-Energy Metabolism	-Translation	0.03991	0.05941	0.04171	0.04342	0.04518	0.06838	0.04094	0.05238	0.03152	0.08215	0.04452
-Biosynthesis	-Translation	0.1504	0.2357	0.1665	0.1551	0.1805	0.2381	0.1507	0.2994	0.1675	0.33	0.2081
-Other Enzymes	-Translation	0.3721	0.4987	0.3828	0.4065	0.4711	0.517	0.3855	0.6241	0.3938	0.6315	0.404
Organismal Systems	-Translation	0.1229	0.2443	0.1473	0.1249	0.1562	0.2446	0.1136	0.2048	0.101	0.1389	0.1083
-Immune System	-Translation	0.02877	0.04334	0.02789	0.02875	0.02767	0.06532	0.01946	0.04198	0.02085	0.02567	0.02174
-Endocrine System	-Translation	0.01214	0.03083	0.02379	0.01271	0.01764	0.02691	0.01992	0.02921	0.01078	0.0154	0.02168
