Numerator	Denominator	hsa Geiger 2012 HeLa	hsa Geiger 2012 Jurkat	hsa Geiger 2012 U2OS	hsa Geiger 2012 MCF7	hsa Geiger 2012 A549	hsa Geiger 2012 GAMG	hsa Geiger 2012 HEK293	hsa Geiger 2012 HepG2	hsa Geiger 2012 K562	hsa Geiger 2012 LnCap	hsa Geiger 2012 RKO
Genetic Information Processing	MAPPED	0.5025	0.4604	0.4887	0.5015	0.4373	0.4007	0.5296	0.4449	0.528	0.4415	0.5052
-Transcription	MAPPED	0.04561	0.04605	0.03864	0.03952	0.03814	0.02891	0.04836	0.02881	0.04604	0.03787	0.03631
-Translation	MAPPED	0.2534	0.1716	0.2377	0.2452	0.2246	0.188	0.2632	0.2055	0.2585	0.194	0.2487
-Folding, Sorting and Degradation	MAPPED	0.1021	0.09718	0.1156	0.108	0.08941	0.1045	0.1203	0.1177	0.121	0.09845	0.1131
-DNA Maintenance	MAPPED	0.09709	0.1417	0.0929	0.1017	0.08317	0.07637	0.09821	0.08359	0.09962	0.1004	0.1018
-RNA Family	MAPPED	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	MAPPED	0.03294	0.02919	0.03858	0.03747	0.03545	0.05215	0.02267	0.02987	0.03017	0.02982	0.03128
-Signal Transduction	MAPPED	0.008442	0.008706	0.01078	0.01474	0.009145	0.01207	0.007332	0.006547	0.01006	0.008673	0.007294
-Signaling Molecules and Interaction	MAPPED	0.02375	0.01884	0.02954	0.02337	0.0263	0.04068	0.01532	0.02456	0.02011	0.022	0.02173
Cellular Processes	MAPPED	0.1121	0.123	0.129	0.1063	0.13	0.1568	0.09342	0.08647	0.08942	0.07643	0.07732
-Hemoglobin	MAPPED	2.496e-06	6.313e-06	8.718e-06	7.542e-12	2.018e-06	1.309e-06	5.552e-12	5.155e-06	0.0001188	6.878e-12	1.207e-05
-Vesicular Transport	MAPPED	0.0166	0.01938	0.01804	0.01563	0.01608	0.02478	0.01776	0.02143	0.0148	0.01963	0.01375
-Cytoskeleton	MAPPED	0.07925	0.08913	0.08723	0.07275	0.09133	0.111	0.05731	0.05261	0.05506	0.04581	0.04724
-Cell Motility	MAPPED	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	MAPPED	0.01527	0.01792	0.01897	0.01559	0.01677	0.01684	0.01873	0.01074	0.01778	0.01162	0.01367
-Cell Communication	MAPPED	0.006447	0.004325	0.009137	0.005416	0.01105	0.01037	0.004483	0.005133	0.005559	0.003647	0.00479
Metabolism	MAPPED	0.2155	0.2194	0.2115	0.2187	0.2555	0.2308	0.2278	0.2841	0.2239	0.3011	0.2316
-Membrane Transport	MAPPED	0.003021	0.001923	0.002453	0.002327	0.002293	0.002869	0.002364	0.002813	0.002414	0.003109	0.002074
-Central Carbon Metabolism	MAPPED	0.02832	0.02961	0.02757	0.03242	0.04083	0.03391	0.03146	0.03336	0.02808	0.04298	0.03285
-Energy Metabolism	MAPPED	0.01293	0.01513	0.01279	0.01456	0.0147	0.01547	0.01537	0.0141	0.01371	0.02278	0.01483
-Biosynthesis	MAPPED	0.04802	0.04948	0.04795	0.05042	0.06535	0.05288	0.05173	0.07082	0.05115	0.08027	0.05835
-Other Enzymes	MAPPED	0.112	0.1134	0.1094	0.1128	0.1291	0.1172	0.1178	0.1465	0.1158	0.1527	0.1163
Organismal Systems	MAPPED	0.03915	0.05153	0.04796	0.03976	0.0433	0.05798	0.03817	0.04827	0.04025	0.03568	0.03848
-Immune System	MAPPED	0.01286	0.01336	0.01178	0.0117	0.01111	0.01899	0.00901	0.01248	0.01039	0.01023	0.01094
-Endocrine System	MAPPED	0.004721	0.006017	0.007613	0.005372	0.005579	0.00799	0.006775	0.009003	0.004301	0.004746	0.006252
-Circulatory System	MAPPED	0.005711	0.005556	0.00741	0.003743	0.007994	0.007402	0.004788	0.003881	0.003915	0.004394	0.00467
-Digestive System	MAPPED	0.00478	0.002676	0.003477	0.005046	0.00601	0.003393	0.002818	0.007961	0.003567	0.004024	0.00228
-Excretory System	MAPPED	0.00339	0.008517	0.004426	0.00368	0.003327	0.004976	0.003673	0.003991	0.003321	0.003935	0.003094
-Nervous System	MAPPED	0.003393	0.008596	0.003938	0.002669	0.003025	0.005202	0.003803	0.00275	0.003525	0.002322	0.003177
-Sensory System	MAPPED	0.0006347	0.001589	0.0009585	0.0007716	0.0008516	0.002073	0.0008665	0.0006311	0.0004388	0.0004599	0.0005499
-Development	MAPPED	0.0008214	0.001519	0.001089	0.0006275	0.001469	0.002042	0.0008951	0.001161	0.0003536	0.000479	0.0009793
-Environmental Adaptation	MAPPED	0.0005075	0.0006337	0.0005985	0.0004482	0.0005169	0.000463	0.0007098	0.0005141	0.0006054	0.0002599	0.0006822
Human Diseases	MAPPED	0.09295	0.1104	0.0845	0.09502	0.08697	0.09824	0.08057	0.1025	0.09006	0.115	0.1073
-Cancers	MAPPED	0.006165	0.006303	0.006234	0.005619	0.004481	0.005193	0.006128	0.005208	0.006967	0.007023	0.004886
-Immune System Diseases	MAPPED	0.03308	0.04945	0.02092	0.03047	0.0284	0.02405	0.02347	0.03474	0.02816	0.03248	0.04616
-Neurodegenerative Diseases	MAPPED	0.03029	0.02772	0.0258	0.03167	0.03208	0.03255	0.03018	0.03694	0.03126	0.05104	0.03349
-Cardiovascular Diseases	MAPPED	0.004919	0.002586	0.003661	0.002857	0.004181	0.00733	0.00222	0.002298	0.002375	0.002405	0.003136
-Metabolic Diseases	MAPPED	1.7e-05	1.082e-05	7.203e-06	3.261e-05	1.892e-05	2.912e-05	8.851e-05	1.937e-05	1.588e-05	3.002e-05	2.2e-05
-Infectious Diseases	MAPPED	0.01541	0.01789	0.01922	0.01919	0.0191	0.02335	0.0156	0.01499	0.01736	0.01321	0.01619
Not Mapped	MAPPED	0.2459	0.2179	0.2592	0.249	0.272	0.2666	0.2456	0.238	0.2466	0.2709	0.2618
-Not Mapped	MAPPED	0.2459	0.2179	0.2592	0.249	0.272	0.2666	0.2456	0.238	0.2466	0.2709	0.2618
TOTAL	Genetic Information Processing	2.465	2.623	2.577	2.469	2.884	3.159	2.322	2.769	2.358	2.875	2.479
MAPPED	Genetic Information Processing	1.979	2.153	2.046	1.977	2.267	2.494	1.864	2.237	1.892	2.262	1.965
Genetic Information Processing	Genetic Information Processing	1	1	1	1	1	1	1	1	1	1	1
-Transcription	Genetic Information Processing	0.09182	0.1011	0.08201	0.0796	0.08805	0.07259	0.09166	0.06634	0.08968	0.0859	0.07242
-Translation	Genetic Information Processing	0.4998	0.3732	0.4847	0.4857	0.5078	0.4652	0.4922	0.46	0.4859	0.4433	0.4889
-Folding, Sorting and Degradation	Genetic Information Processing	0.2063	0.2124	0.2358	0.2186	0.2045	0.261	0.2271	0.2685	0.2292	0.2273	0.2221
-DNA Maintenance	Genetic Information Processing	0.1909	0.3092	0.1895	0.1998	0.19	0.1908	0.1839	0.1902	0.1855	0.2268	0.2043
-RNA Family	Genetic Information Processing	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	Genetic Information Processing	0.06477	0.05862	0.08005	0.07596	0.08025	0.1304	0.04303	0.07283	0.05774	0.06667	0.05862
-Signal Transduction	Genetic Information Processing	0.01642	0.01902	0.022	0.02884	0.02068	0.02965	0.01382	0.01399	0.01866	0.01965	0.01463
-Signaling Molecules and Interaction	Genetic Information Processing	0.04747	0.03959	0.06014	0.04619	0.05948	0.1025	0.02837	0.0547	0.03729	0.04913	0.0427
Cellular Processes	Genetic Information Processing	0.2207	0.2726	0.2628	0.2107	0.2884	0.3826	0.1766	0.1934	0.1701	0.1746	0.1531
-Hemoglobin	Genetic Information Processing	5.011e-06	1.379e-05	1.789e-05	1.529e-11	4.649e-06	3.298e-06	1.052e-11	1.169e-05	0.0002258	1.592e-11	2.389e-05
-Vesicular Transport	Genetic Information Processing	0.03358	0.04197	0.03743	0.03097	0.03705	0.06195	0.03353	0.04968	0.028	0.04338	0.02759
-Cytoskeleton	Genetic Information Processing	0.1592	0.1905	0.1805	0.1465	0.2108	0.2762	0.1083	0.1177	0.1042	0.1038	0.09172
-Cell Motility	Genetic Information Processing	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	Genetic Information Processing	0.02964	0.03806	0.03868	0.0305	0.03792	0.0421	0.03481	0.02385	0.03299	0.02615	0.02743
-Cell Communication	Genetic Information Processing	0.01279	0.009312	0.01833	0.01068	0.02409	0.02732	0.008374	0.01181	0.01058	0.008328	0.0092
Metabolism	Genetic Information Processing	0.4191	0.4611	0.4313	0.4388	0.5781	0.5714	0.4307	0.6311	0.4174	0.6888	0.4606
-Membrane Transport	Genetic Information Processing	0.005865	0.004177	0.005002	0.004553	0.005353	0.007146	0.004727	0.006084	0.004893	0.007887	0.004474
-Central Carbon Metabolism	Genetic Information Processing	0.0607	0.07214	0.06219	0.06528	0.09425	0.08958	0.05948	0.0761	0.05468	0.09539	0.06154
-Energy Metabolism	Genetic Information Processing	0.02655	0.03393	0.02618	0.03007	0.03261	0.04085	0.02906	0.03448	0.02686	0.05274	0.02798
-Biosynthesis	Genetic Information Processing	0.09557	0.1101	0.09813	0.1015	0.1485	0.1288	0.09575	0.1555	0.0952	0.1818	0.1145
-Other Enzymes	Genetic Information Processing	0.2174	0.2427	0.2231	0.223	0.298	0.2879	0.2177	0.3278	0.2193	0.3482	0.2221
Organismal Systems	Genetic Information Processing	0.08036	0.1083	0.09781	0.07786	0.1015	0.1446	0.07058	0.1138	0.07496	0.08143	0.07412
-Immune System	Genetic Information Processing	0.02528	0.02998	0.02639	0.023	0.02522	0.05341	0.01668	0.02778	0.02004	0.0231	0.0215
-Endocrine System	Genetic Information Processing	0.009018	0.01347	0.0158	0.01051	0.01276	0.02001	0.01263	0.02004	0.008159	0.01085	0.01222
-Circulatory System	Genetic Information Processing	0.0113	0.01196	0.01567	0.007582	0.01888	0.02061	0.009115	0.008906	0.007418	0.01011	0.009245
-Digestive System	Genetic Information Processing	0.009795	0.005805	0.007445	0.01053	0.01359	0.008467	0.005216	0.01831	0.006674	0.00929	0.004405
-Excretory System	Genetic Information Processing	0.006666	0.01861	0.008973	0.007231	0.007542	0.0124	0.006924	0.00908	0.00665	0.008902	0.006632
-Nervous System	Genetic Information Processing	0.006813	0.01806	0.008171	0.005411	0.006712	0.013	0.007181	0.006312	0.006537	0.005375	0.006137
-Sensory System	Genetic Information Processing	0.001256	0.003346	0.001985	0.001539	0.001931	0.005104	0.00161	0.001418	0.0008209	0.001041	0.001071
-Development	Genetic Information Processing	0.001595	0.003135	0.00226	0.001228	0.003384	0.005103	0.00169	0.002554	0.0006722	0.001074	0.001835
-Environmental Adaptation	Genetic Information Processing	0.001004	0.001365	0.001239	0.000886	0.001182	0.001166	0.001319	0.0013	0.001133	0.0006	0.001327
Human Diseases	Genetic Information Processing	0.1858	0.2412	0.1731	0.1895	0.1989	0.2398	0.1494	0.2262	0.1701	0.2603	0.2066
-Cancers	Genetic Information Processing	0.0122	0.01301	0.01276	0.01099	0.009888	0.01275	0.01138	0.01195	0.01318	0.01626	0.009802
-Immune System Diseases	Genetic Information Processing	0.06576	0.1062	0.04281	0.06081	0.06454	0.05922	0.04359	0.07903	0.05332	0.07363	0.09068
-Neurodegenerative Diseases	Genetic Information Processing	0.06476	0.06514	0.05472	0.06421	0.07528	0.08179	0.05716	0.08191	0.05858	0.1139	0.06748
-Cardiovascular Diseases	Genetic Information Processing	0.01019	0.005435	0.007491	0.006314	0.009488	0.01945	0.004124	0.005229	0.004814	0.005976	0.006312
-Metabolic Diseases	Genetic Information Processing	3.343e-05	2.363e-05	1.491e-05	6.408e-05	4.326e-05	7.337e-05	0.0001676	4.312e-05	2.946e-05	6.799e-05	4.374e-05
-Infectious Diseases	Genetic Information Processing	0.02991	0.04443	0.0392	0.03678	0.04215	0.05732	0.02941	0.03617	0.03467	0.03136	0.03033
Not Mapped	Genetic Information Processing	0.4865	0.4692	0.5303	0.4922	0.6166	0.665	0.4578	0.5324	0.4666	0.6128	0.5143
-Not Mapped	Genetic Information Processing	0.4865	0.4692	0.5303	0.4922	0.6166	0.665	0.4578	0.5324	0.4666	0.6128	0.5143
TOTAL	-Transcription	27.08	26.29	32.23	30.83	33.07	43.55	25.69	42.02	26.94	33.51	34.7
MAPPED	-Transcription	21.74	21.59	25.6	24.69	26	34.38	20.62	33.94	21.61	26.37	27.5
Genetic Information Processing	-Transcription	10.78	9.414	11.96	12.12	11.28	13.5	10.66	15.04	11.05	11.22	13.67
-Transcription	-Transcription	1	1	1	1	1	1	1	1	1	1	1
-Translation	-Transcription	5.508	3.692	6.083	6.101	5.81	6.408	5.369	7.014	5.588	5.1	6.792
-Folding, Sorting and Degradation	-Transcription	2.24	2.091	2.871	2.69	2.264	3.476	2.368	3.943	2.567	2.508	3.046
-DNA Maintenance	-Transcription	2.129	3.042	2.234	2.509	2.147	2.647	1.905	2.777	1.995	2.687	2.84
-RNA Family	-Transcription	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Transcription	0.7253	0.6573	1.007	0.9605	0.955	1.803	0.4578	1.021	0.6616	0.7165	0.7884
-Signal Transduction	-Transcription	0.1914	0.1752	0.2513	0.3352	0.2361	0.3864	0.1526	0.2276	0.2086	0.2287	0.2034
-Signaling Molecules and Interaction	-Transcription	0.523	0.4126	0.7562	0.5766	0.6993	1.417	0.3096	0.8113	0.4438	0.5607	0.5987
Cellular Processes	-Transcription	2.469	2.684	3.324	2.645	3.446	5.466	1.927	3.089	1.903	1.977	2.127
-Hemoglobin	-Transcription	5.759e-05	0.0001424	0.0002259	1.952e-10	5.493e-05	4.723e-05	1.223e-10	0.0001782	0.002775	1.878e-10	0.000332
-Vesicular Transport	-Transcription	0.3609	0.4397	0.4814	0.3846	0.4335	0.8543	0.3645	0.7125	0.3238	0.4973	0.3835
-Cytoskeleton	-Transcription	1.734	1.938	2.211	1.817	2.355	3.715	1.182	1.79	1.232	1.184	1.319
-Cell Motility	-Transcription	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Transcription	0.3443	0.3764	0.502	0.3737	0.433	0.5858	0.3701	0.3636	0.3841	0.3085	0.3813
-Cell Communication	-Transcription	0.1373	0.09773	0.2432	0.1342	0.2753	0.3684	0.09712	0.1742	0.122	0.09159	0.1319
Metabolism	-Transcription	4.661	4.555	5.289	5.514	6.664	7.943	4.635	9.58	4.663	7.926	6.365
-Membrane Transport	-Transcription	0.0676	0.04417	0.05715	0.0555	0.05927	0.09313	0.04774	0.09025	0.05451	0.07923	0.05825
-Central Carbon Metabolism	-Transcription	0.635	0.6667	0.7339	0.8204	1.066	1.224	0.6489	1.218	0.6276	1.119	0.8361
-Energy Metabolism	-Transcription	0.2803	0.3021	0.3192	0.3495	0.3687	0.5319	0.3118	0.4988	0.2978	0.5889	0.3804
-Biosynthesis	-Transcription	1.041	1.04	1.216	1.208	1.704	1.856	1.098	2.371	1.087	1.986	1.538
-Other Enzymes	-Transcription	2.36	2.314	2.665	2.675	3.384	3.767	2.401	5.019	2.439	3.822	3.069
Organismal Systems	-Transcription	0.8881	1.077	1.172	0.9226	1.158	2.054	0.7523	1.706	0.8117	0.9036	1.041
-Immune System	-Transcription	0.2819	0.2712	0.3104	0.2889	0.2879	0.6615	0.1913	0.4236	0.2257	0.2736	0.3014
-Endocrine System	-Transcription	0.1102	0.1382	0.1993	0.1221	0.1491	0.2784	0.1334	0.3056	0.09342	0.1167	0.1728
-Circulatory System	-Transcription	0.1312	0.1253	0.1833	0.0913	0.2096	0.2586	0.09893	0.1357	0.09148	0.1159	0.1201
-Digestive System	-Transcription	0.1039	0.05529	0.08901	0.1236	0.1551	0.1151	0.05984	0.2662	0.07773	0.09877	0.06176
-Excretory System	-Transcription	0.07433	0.1713	0.1145	0.09084	0.09056	0.1674	0.08007	0.1468	0.07025	0.1005	0.09158
-Nervous System	-Transcription	0.07939	0.1662	0.1102	0.07058	0.07572	0.1909	0.08557	0.09839	0.07562	0.06299	0.08006
-Sensory System	-Transcription	0.01445	0.0344	0.02504	0.0194	0.02307	0.07077	0.01798	0.02295	0.009556	0.01245	0.01512
-Development	-Transcription	0.01667	0.031	0.03049	0.01427	0.04027	0.07489	0.02014	0.03735	0.007742	0.01268	0.02672
-Environmental Adaptation	-Transcription	0.01112	0.01429	0.01424	0.0104	0.01259	0.01496	0.01435	0.01842	0.01416	0.006379	0.01779
Human Diseases	-Transcription	1.924	2.22	2.119	2.263	2.148	3.236	1.587	3.41	2.014	2.845	2.825
-Cancers	-Transcription	0.1422	0.1286	0.1663	0.1322	0.1095	0.168	0.1349	0.1863	0.1628	0.1917	0.1363
-Immune System Diseases	-Transcription	0.6828	1.074	0.5582	0.7892	0.7332	0.8641	0.4778	1.161	0.5783	0.8591	1.271
-Neurodegenerative Diseases	-Transcription	0.6792	0.5929	0.6798	0.805	0.8629	1.147	0.6607	1.323	0.6997	1.34	0.9352
-Cardiovascular Diseases	-Transcription	0.1052	0.05442	0.09134	0.07228	0.1098	0.2554	0.04318	0.07408	0.05134	0.06343	0.08769
-Metabolic Diseases	-Transcription	0.0003728	0.0002175	0.0001713	0.000805	0.0004606	0.0009412	0.001775	0.0006575	0.0003506	0.0007916	0.0005538
-Infectious Diseases	-Transcription	0.3109	0.389	0.4479	0.4905	0.4666	0.7727	0.2986	0.5125	0.3571	0.3248	0.4079
Not Mapped	-Transcription	5.346	4.704	6.634	6.146	7.072	9.167	5.065	8.078	5.33	7.143	7.199
-Not Mapped	-Transcription	5.346	4.704	6.634	6.146	7.072	9.167	5.065	8.078	5.33	7.143	7.199
TOTAL	-Translation	4.898	7.045	5.269	5.09	5.657	6.715	4.707	5.999	4.794	6.489	5.047
MAPPED	-Translation	3.931	5.785	4.184	4.075	4.447	5.302	3.779	4.846	3.846	5.106	4
Genetic Information Processing	-Translation	1.99	2.649	2.06	2.057	1.955	2.126	2.024	2.161	2.053	2.24	2.042
-Transcription	-Translation	0.1784	0.2681	0.1614	0.1628	0.171	0.1539	0.1842	0.1402	0.1789	0.1959	0.1446
-Translation	-Translation	1	1	1	1	1	1	1	1	1	1	1
-Folding, Sorting and Degradation	-Translation	0.4024	0.5697	0.4853	0.4422	0.395	0.5546	0.4497	0.5668	0.4641	0.5003	0.4477
-DNA Maintenance	-Translation	0.3798	0.8187	0.3875	0.4113	0.3703	0.4037	0.3686	0.4051	0.3814	0.508	0.4073
-RNA Family	-Translation	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Translation	0.1289	0.1671	0.161	0.1527	0.1578	0.2762	0.08613	0.1447	0.1159	0.1544	0.1269
-Signal Transduction	-Translation	0.03343	0.05075	0.0457	0.06038	0.04072	0.06475	0.02771	0.03156	0.03865	0.04485	0.02917
-Signaling Molecules and Interaction	-Translation	0.09336	0.111	0.1239	0.09502	0.1171	0.2152	0.05779	0.119	0.07725	0.1134	0.08657
Cellular Processes	-Translation	0.4417	0.7219	0.5421	0.4355	0.5722	0.8241	0.3588	0.4222	0.3504	0.3902	0.3131
-Hemoglobin	-Translation	9.927e-06	3.718e-05	3.682e-05	3.089e-11	9.058e-06	7.02e-06	2.119e-11	2.529e-05	0.000462	3.562e-11	4.887e-05
-Vesicular Transport	-Translation	0.06548	0.1111	0.07525	0.06371	0.07125	0.131	0.06666	0.1021	0.05668	0.1	0.05501
-Cytoskeleton	-Translation	0.3138	0.5195	0.3641	0.2997	0.4064	0.5883	0.2201	0.2582	0.213	0.2369	0.192
-Cell Motility	-Translation	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Translation	0.06045	0.1032	0.08037	0.06386	0.07469	0.08903	0.07029	0.05282	0.06832	0.06018	0.05468
-Cell Communication	-Translation	0.02524	0.02547	0.03805	0.022	0.04937	0.05488	0.01711	0.02484	0.02142	0.01834	0.01908
Metabolism	-Translation	0.8418	1.282	0.8895	0.8979	1.147	1.233	0.875	1.379	0.8662	1.55	0.9401
-Membrane Transport	-Translation	0.01196	0.01102	0.01039	0.009534	0.0102	0.01526	0.008981	0.01384	0.009338	0.01603	0.00835
-Central Carbon Metabolism	-Translation	0.1126	0.1694	0.1151	0.1336	0.1842	0.1822	0.1209	0.1637	0.108	0.2194	0.1335
-Energy Metabolism	-Translation	0.05148	0.08917	0.05437	0.05942	0.06467	0.083	0.05905	0.06823	0.05326	0.1163	0.06027
-Biosynthesis	-Translation	0.1912	0.2926	0.2038	0.2077	0.2933	0.2799	0.1951	0.3484	0.1959	0.4151	0.2369
-Other Enzymes	-Translation	0.4433	0.6706	0.4636	0.4588	0.5825	0.6287	0.4406	0.7191	0.4441	0.7687	0.4729
Organismal Systems	-Translation	0.1546	0.2993	0.2022	0.1617	0.1922	0.3074	0.1428	0.2353	0.1544	0.1796	0.1517
-Immune System	-Translation	0.0503	0.07727	0.04974	0.04734	0.04966	0.1018	0.03398	0.06039	0.04037	0.05173	0.04359
-Endocrine System	-Translation	0.01835	0.03505	0.03215	0.022	0.02504	0.04284	0.02564	0.04357	0.01671	0.02418	0.02482
-Circulatory System	-Translation	0.02278	0.03268	0.0307	0.01526	0.03608	0.03937	0.01823	0.0188	0.01527	0.02272	0.01891
-Digestive System	-Translation	0.01887	0.01534	0.01463	0.02042	0.02676	0.01805	0.01063	0.03888	0.01385	0.02045	0.00899
