Numerator	Denominator	hsa Geiger 2012 HeLa	hsa Geiger 2012 Jurkat	hsa Geiger 2012 U2OS	hsa Geiger 2012 MCF7	hsa Geiger 2012 A549	hsa Geiger 2012 GAMG	hsa Geiger 2012 HEK293	hsa Geiger 2012 HepG2	hsa Geiger 2012 K562	hsa Geiger 2012 LnCap	hsa Geiger 2012 RKO
-Energy Metabolism	Genetic Information Processing	0.04335	0.05973	0.04803	0.04292	0.05429	0.05814	0.04184	0.05699	0.04565	0.08037	0.05162
-Biosynthesis	Genetic Information Processing	0.1693	0.1696	0.161	0.1676	0.2455	0.2088	0.1558	0.266	0.1416	0.2727	0.1785
-Other Enzymes	Genetic Information Processing	0.3144	0.3568	0.3259	0.3264	0.453	0.4112	0.3097	0.4758	0.3041	0.4604	0.3467
Organismal Systems	Genetic Information Processing	0.1526	0.1769	0.173	0.1714	0.1791	0.2364	0.129	0.2135	0.1565	0.1583	0.1484
-Immune System	Genetic Information Processing	0.07249	0.08846	0.07521	0.08017	0.0705	0.08287	0.05901	0.08991	0.08669	0.06316	0.07181
-Endocrine System	Genetic Information Processing	0.03079	0.01795	0.03281	0.0444	0.03223	0.06172	0.02745	0.06098	0.02435	0.03099	0.02687
-Circulatory System	Genetic Information Processing	0.01313	0.0143	0.0177	0.009551	0.02199	0.02617	0.009909	0.009444	0.009548	0.01249	0.0126
-Digestive System	Genetic Information Processing	0.02502	0.01536	0.02259	0.02575	0.03563	0.03228	0.01621	0.03711	0.01796	0.02689	0.01695
-Excretory System	Genetic Information Processing	0.0165	0.02166	0.02335	0.02104	0.02434	0.02764	0.01258	0.03028	0.01431	0.02429	0.01706
-Nervous System	Genetic Information Processing	0.01969	0.0275	0.02513	0.01979	0.02619	0.03402	0.0202	0.01741	0.02056	0.01925	0.01863
-Sensory System	Genetic Information Processing	0.00196	0.004156	0.00232	0.001745	0.002556	0.005815	0.001964	0.00174	0.000999	0.001279	0.001458
-Development	Genetic Information Processing	0.004674	0.01171	0.005993	0.004864	0.008146	0.01207	0.003979	0.006535	0.002785	0.003819	0.005034
-Environmental Adaptation	Genetic Information Processing	0.01025	0.007079	0.01003	0.006557	0.01007	0.01372	0.007761	0.01716	0.008625	0.0167	0.009823
Human Diseases	Genetic Information Processing	0.2387	0.2832	0.2523	0.2448	0.2809	0.3464	0.1954	0.2777	0.2278	0.3145	0.2541
-Cancers	Genetic Information Processing	0.0638	0.07383	0.06795	0.076	0.06207	0.06071	0.05746	0.07197	0.08601	0.06381	0.06179
-Immune System Diseases	Genetic Information Processing	0.05046	0.08536	0.04191	0.04964	0.05334	0.05053	0.03888	0.05742	0.04999	0.05925	0.05819
-Neurodegenerative Diseases	Genetic Information Processing	0.08047	0.08307	0.07312	0.08233	0.09853	0.1125	0.07125	0.1092	0.07293	0.1352	0.08653
-Cardiovascular Diseases	Genetic Information Processing	0.03247	0.03366	0.04982	0.02179	0.03759	0.08085	0.01856	0.01758	0.01391	0.02565	0.01818
-Metabolic Diseases	Genetic Information Processing	0.01854	0.01946	0.02615	0.01655	0.03643	0.03725	0.01605	0.03351	0.009935	0.03326	0.02424
-Infectious Diseases	Genetic Information Processing	0.05241	0.06802	0.06745	0.06472	0.07437	0.08925	0.04324	0.07961	0.04557	0.07259	0.05822
Not Mapped	Genetic Information Processing	0.5272	0.5328	0.5599	0.5215	0.6896	0.7041	0.475	0.5872	0.5008	0.6781	0.5699
-Not Mapped	Genetic Information Processing	0.5272	0.5328	0.5599	0.5215	0.6896	0.7041	0.475	0.5872	0.5008	0.6781	0.5699
TOTAL	-Transcription	24.76	23.41	31.28	27.78	30.93	41.35	22.6	39.06	23.92	28.92	29.8
MAPPED	-Transcription	20.33	19.51	25.7	22.84	25.06	34.03	18.57	32.26	19.5	23.28	23.97
Genetic Information Processing	-Transcription	8.696	7.783	10.2	9.778	8.841	11.1	8.78	12.17	9.124	8.887	10.87
-Transcription	-Transcription	1	1	1	1	1	1	1	1	1	1	1
-Translation	-Transcription	3.716	2.605	4.203	4.057	3.735	4.291	3.473	4.763	3.764	3.411	4.634
-Folding, Sorting and Degradation	-Transcription	2.563	2.28	3.333	3.037	2.613	4.016	2.741	4.646	2.797	2.884	3.238
-DNA Maintenance	-Transcription	1.484	2.007	1.845	1.702	1.494	1.748	1.62	1.906	1.623	1.762	1.928
-RNA Family	-Transcription	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Transcription	0.7123	0.6331	0.9311	0.8257	0.9384	1.611	0.4913	1.156	0.6077	0.8592	0.7751
-Signal Transduction	-Transcription	0.2451	0.2828	0.3111	0.3659	0.278	0.5171	0.1882	0.3161	0.2487	0.3157	0.32
-Signaling Molecules and Interaction	-Transcription	0.5266	0.4101	0.6645	0.5277	0.6955	1.169	0.3031	0.878	0.3784	0.5424	0.5154
Cellular Processes	-Transcription	3.334	3.196	5.173	3.344	5.049	8.249	2.359	3.928	2.308	2.586	2.637
-Hemoglobin	-Transcription	3.845e-05	6.964e-05	8.173e-05	3.928e-05	3.503e-05	2.407e-05	2.34e-05	6.322e-05	0.001334	5.117e-06	0.0001182
-Vesicular Transport	-Transcription	0.3793	0.4945	0.5272	0.4388	0.473	1.002	0.4042	0.8974	0.3746	0.5901	0.4738
-Cytoskeleton	-Transcription	2.385	2.263	3.792	2.309	3.658	6.182	1.499	2.441	1.424	1.491	1.68
-Cell Motility	-Transcription	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Transcription	0.3829	0.4282	0.4864	0.4413	0.4451	0.5385	0.422	0.3809	0.3996	0.4095	0.4204
-Cell Communication	-Transcription	0.326	0.348	0.7925	0.2749	0.6937	1.222	0.2336	0.3805	0.2602	0.2439	0.3007
Metabolism	-Transcription	4.958	4.854	5.88	5.827	6.956	8.248	4.767	10.17	4.906	7.855	6.644
-Membrane Transport	-Transcription	0.07746	0.05182	0.06571	0.06705	0.07309	0.09765	0.04908	0.1153	0.05893	0.09317	0.05558
-Central Carbon Metabolism	-Transcription	0.8879	0.9807	1.009	1.009	1.279	1.588	0.7949	1.525	0.8519	1.359	1.204
-Energy Metabolism	-Transcription	0.377	0.4141	0.4857	0.418	0.4692	0.6053	0.3674	0.6934	0.3917	0.6556	0.5369
-Biosynthesis	-Transcription	1.339	1.254	1.532	1.584	2.075	2.178	1.219	2.931	1.177	2.244	1.758
-Other Enzymes	-Transcription	2.847	2.766	3.264	3.107	3.859	4.566	2.757	5.566	2.796	3.998	3.768
Organismal Systems	-Transcription	1.243	1.376	1.646	1.568	1.48	2.574	1.059	2.411	1.313	1.269	1.49
-Immune System	-Transcription	0.5983	0.6825	0.7536	0.7574	0.6081	0.9023	0.4854	1.052	0.7402	0.5526	0.7511
-Endocrine System	-Transcription	0.2612	0.1454	0.3181	0.4299	0.2638	0.6174	0.2334	0.7419	0.2183	0.261	0.2763
-Circulatory System	-Transcription	0.1056	0.1107	0.1775	0.08947	0.179	0.2762	0.08568	0.1149	0.08122	0.1093	0.1282
-Digestive System	-Transcription	0.2057	0.1194	0.2303	0.2311	0.3079	0.3492	0.1355	0.421	0.151	0.2337	0.1767
-Excretory System	-Transcription	0.136	0.157	0.2221	0.1946	0.2074	0.2881	0.1032	0.3387	0.1201	0.1872	0.1784
-Nervous System	-Transcription	0.1781	0.2279	0.2563	0.2009	0.2376	0.3635	0.1829	0.2249	0.189	0.16	0.2108
-Sensory System	-Transcription	0.01545	0.03104	0.02402	0.01771	0.02165	0.0636	0.01669	0.02056	0.009025	0.01123	0.01477
-Development	-Transcription	0.03686	0.08296	0.05465	0.04364	0.0694	0.1173	0.03179	0.07314	0.02264	0.03105	0.05121
-Environmental Adaptation	-Transcription	0.08755	0.05506	0.1023	0.06258	0.08698	0.1494	0.06759	0.2062	0.07816	0.1461	0.1023
Human Diseases	-Transcription	2.026	2.09	2.39	2.293	2.427	3.382	1.619	3.309	2.016	2.558	2.567
-Cancers	-Transcription	0.5198	0.5297	0.6557	0.7131	0.5401	0.6382	0.4646	0.8346	0.7268	0.5368	0.6286
-Immune System Diseases	-Transcription	0.3978	0.6046	0.3616	0.427	0.4149	0.4898	0.3075	0.6426	0.3965	0.4818	0.592
-Neurodegenerative Diseases	-Transcription	0.7146	0.6682	0.7449	0.7461	0.7815	1.091	0.5693	1.223	0.6515	1.121	0.9568
-Cardiovascular Diseases	-Transcription	0.2627	0.2516	0.4658	0.1988	0.3078	0.8285	0.1507	0.1994	0.1178	0.216	0.1869
-Metabolic Diseases	-Transcription	0.1511	0.1414	0.2524	0.1526	0.297	0.3714	0.1384	0.3505	0.07801	0.2506	0.2278
-Infectious Diseases	-Transcription	0.4439	0.5066	0.582	0.5527	0.5645	0.8984	0.3511	0.9031	0.4187	0.6112	0.5986
Not Mapped	-Transcription	4.434	3.905	5.572	4.94	5.863	7.324	4.038	6.8	4.417	5.643	5.821
-Not Mapped	-Transcription	4.434	3.905	5.572	4.94	5.863	7.324	4.038	6.8	4.417	5.643	5.821
TOTAL	-Translation	6.89	9.428	7.642	6.94	8.403	9.807	6.693	8.364	6.569	8.893	6.59
MAPPED	-Translation	5.656	7.856	6.281	5.706	6.81	8.071	5.497	6.908	5.356	7.158	5.303
Genetic Information Processing	-Translation	2.42	3.136	2.527	2.481	2.405	2.59	2.587	2.65	2.527	2.739	2.405
-Transcription	-Translation	0.3088	0.4392	0.2805	0.2764	0.3022	0.2654	0.3348	0.2356	0.3051	0.331	0.241
-Translation	-Translation	1	1	1	1	1	1	1	1	1	1	1
-Folding, Sorting and Degradation	-Translation	0.7646	0.9856	0.8784	0.8014	0.7512	0.976	0.8554	1.053	0.831	0.9175	0.7759
-DNA Maintenance	-Translation	0.4166	0.8156	0.439	0.4273	0.4184	0.4075	0.4663	0.4279	0.4357	0.5327	0.4492
-RNA Family	-Translation	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Translation	0.1941	0.2614	0.2343	0.2084	0.2503	0.3974	0.1517	0.2501	0.1752	0.2688	0.1704
-Signal Transduction	-Translation	0.07035	0.112	0.08034	0.08737	0.07838	0.1207	0.05809	0.0684	0.07171	0.09316	0.06905
-Signaling Molecules and Interaction	-Translation	0.1359	0.1547	0.1553	0.1339	0.1831	0.2862	0.09359	0.1817	0.1035	0.1697	0.1064
Cellular Processes	-Translation	0.9402	1.337	1.338	0.8535	1.406	2.042	0.7129	0.8405	0.6638	0.7742	0.5951
-Hemoglobin	-Translation	1.13e-05	2.904e-05	2.013e-05	1.017e-05	1.002e-05	6.015e-06	7.282e-06	1.37e-05	0.0003885	1.608e-06	2.663e-05
-Vesicular Transport	-Translation	0.1075	0.1958	0.1383	0.1158	0.1328	0.2551	0.1248	0.1942	0.1051	0.1846	0.1022
-Cytoskeleton	-Translation	0.6539	0.9025	0.9479	0.569	0.9893	1.471	0.4433	0.5244	0.3901	0.4667	0.3702
-Cell Motility	-Translation	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Translation	0.1096	0.1705	0.1246	0.115	0.1264	0.1322	0.1273	0.08312	0.1125	0.1221	0.09112
-Cell Communication	-Translation	0.0945	0.1386	0.2036	0.07162	0.2002	0.311	0.07267	0.08289	0.07328	0.07863	0.06517
Metabolism	-Translation	1.39	2.024	1.466	1.498	1.947	2.024	1.419	2.209	1.35	2.498	1.44
-Membrane Transport	-Translation	0.02249	0.02128	0.01737	0.01713	0.02055	0.02485	0.01615	0.02716	0.01798	0.02933	0.01328
-Central Carbon Metabolism	-Translation	0.2651	0.4307	0.2831	0.2772	0.3662	0.4218	0.2648	0.3472	0.2599	0.4103	0.2876
-Energy Metabolism	-Translation	0.1027	0.1819	0.1188	0.103	0.1259	0.1488	0.1066	0.1471	0.1118	0.2105	0.12
-Biosynthesis	-Translation	0.4049	0.5185	0.4008	0.4142	0.5643	0.5543	0.3997	0.6906	0.3431	0.7104	0.4088
-Other Enzymes	-Translation	0.7293	1.1	0.8235	0.8098	1.082	1.059	0.7911	1.259	0.7557	1.261	0.8166
Organismal Systems	-Translation	0.3605	0.5283	0.4306	0.4112	0.4108	0.5919	0.331	0.5357	0.3855	0.4146	0.3471
-Immune System	-Translation	0.1718	0.2741	0.1872	0.1932	0.1685	0.2103	0.1503	0.2379	0.2123	0.1655	0.1725
-Endocrine System	-Translation	0.07118	0.05331	0.07789	0.1059	0.07369	0.1515	0.06773	0.1573	0.05791	0.07701	0.05961
-Circulatory System	-Translation	0.0306	0.04409	0.04379	0.02361	0.05207	0.06778	0.02594	0.02437	0.02413	0.03205	0.02824
-Digestive System	-Translation	0.05753	0.04731	0.05609	0.05904	0.08244	0.08191	0.04064	0.08906	0.04322	0.06851	0.03938
-Excretory System	-Translation	0.03946	0.0679	0.05812	0.05102	0.05817	0.0714	0.03228	0.07979	0.03524	0.06201	0.04156
-Nervous System	-Translation	0.04738	0.08545	0.06314	0.04732	0.06171	0.08707	0.05105	0.04553	0.0493	0.05138	0.04429
