Numerator	Denominator	hsa Geiger 2012 HeLa	hsa Geiger 2012 Jurkat	hsa Geiger 2012 U2OS	hsa Geiger 2012 MCF7	hsa Geiger 2012 A549	hsa Geiger 2012 GAMG	hsa Geiger 2012 HEK293	hsa Geiger 2012 HepG2	hsa Geiger 2012 K562	hsa Geiger 2012 LnCap	hsa Geiger 2012 RKO
-Transcription	MAPPED	0.04844	0.04972	0.04204	0.04309	0.04093	0.03094	0.05193	0.03103	0.04902	0.04074	0.03968
-Translation	MAPPED	0.2564	0.1747	0.2401	0.2475	0.2257	0.1892	0.2664	0.2074	0.2612	0.1987	0.2518
-Folding, Sorting and Degradation	MAPPED	0.1103	0.104	0.1217	0.1203	0.0958	0.1129	0.1286	0.1313	0.1336	0.1073	0.1222
-DNA Maintenance	MAPPED	0.1111	0.1573	0.09779	0.1151	0.09679	0.085	0.1043	0.1039	0.1062	0.115	0.1295
-RNA Family	MAPPED	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	MAPPED	0.04269	0.03636	0.0493	0.04695	0.04422	0.06317	0.03041	0.0393	0.03887	0.04125	0.03781
-Signal Transduction	MAPPED	0.01343	0.01412	0.01581	0.01943	0.01308	0.0183	0.01119	0.009561	0.01477	0.01407	0.0128
-Signaling Molecules and Interaction	MAPPED	0.02927	0.02375	0.03429	0.02772	0.03114	0.04682	0.02022	0.02973	0.02463	0.02731	0.02512
Cellular Processes	MAPPED	0.1233	0.1363	0.1393	0.1136	0.1426	0.1692	0.105	0.09921	0.09884	0.08717	0.08599
-Hemoglobin	MAPPED	5.195e-06	9.238e-06	8.824e-06	4.611e-06	3.948e-06	2.084e-06	3.359e-06	5.249e-06	0.0001828	5.71e-07	1.244e-05
-Vesicular Transport	MAPPED	0.01845	0.02254	0.02017	0.01704	0.01828	0.02788	0.02038	0.02683	0.01688	0.02147	0.01567
-Cytoskeleton	MAPPED	0.08178	0.09247	0.08989	0.07619	0.09511	0.1134	0.0612	0.05575	0.05864	0.04849	0.05284
-Cell Motility	MAPPED	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	MAPPED	0.01739	0.02023	0.02281	0.01743	0.01911	0.01878	0.02126	0.01258	0.01966	0.01284	0.01629
-Cell Communication	MAPPED	0.006759	0.006662	0.01053	0.005994	0.01148	0.01326	0.005133	0.00563	0.006288	0.004333	0.005503
Metabolism	MAPPED	0.2222	0.2234	0.2215	0.2268	0.2637	0.2411	0.2363	0.2933	0.2273	0.3117	0.244
-Membrane Transport	MAPPED	0.004783	0.004161	0.003737	0.003983	0.003487	0.004235	0.004268	0.004296	0.004421	0.005123	0.00374
-Central Carbon Metabolism	MAPPED	0.04332	0.05012	0.04396	0.04595	0.05094	0.05357	0.04293	0.04412	0.04139	0.05364	0.04749
-Energy Metabolism	MAPPED	0.02141	0.01921	0.01977	0.02076	0.02186	0.02308	0.02074	0.02146	0.0202	0.03017	0.02188
-Biosynthesis	MAPPED	0.05626	0.05746	0.05839	0.05709	0.07254	0.0623	0.0618	0.08125	0.05603	0.08958	0.06839
-Other Enzymes	MAPPED	0.1293	0.125	0.1242	0.1289	0.1445	0.1338	0.1378	0.1693	0.134	0.1597	0.1365
Organismal Systems	MAPPED	0.04468	0.06062	0.05427	0.04492	0.05126	0.06755	0.04395	0.05672	0.04243	0.03976	0.04493
-Immune System	MAPPED	0.01774	0.02389	0.01908	0.02098	0.01554	0.02372	0.01557	0.01911	0.02113	0.01393	0.01729
-Endocrine System	MAPPED	0.005803	0.009176	0.009745	0.00667	0.007471	0.01046	0.008779	0.01296	0.005734	0.005408	0.00738
-Circulatory System	MAPPED	0.00732	0.007555	0.008666	0.004263	0.009893	0.01065	0.005518	0.004507	0.005511	0.006898	0.006478
-Digestive System	MAPPED	0.005451	0.003007	0.00469	0.006151	0.006944	0.005842	0.003601	0.0119	0.004443	0.006307	0.003787
-Excretory System	MAPPED	0.004088	0.01027	0.005677	0.004443	0.004629	0.006949	0.004336	0.007873	0.00389	0.00605	0.003896
-Nervous System	MAPPED	0.009888	0.0133	0.01384	0.01072	0.01248	0.01489	0.01179	0.008605	0.01158	0.008382	0.009555
-Sensory System	MAPPED	0.0006701	0.001668	0.001019	0.0008096	0.0009068	0.002126	0.0009178	0.00068	0.000473	0.0004942	0.0006269
-Development	MAPPED	0.00173	0.004533	0.001987	0.001774	0.002287	0.00311	0.001487	0.001786	0.00118	0.001211	0.001817
-Environmental Adaptation	MAPPED	0.002735	0.003479	0.003627	0.001783	0.002704	0.00319	0.003412	0.003135	0.002878	0.0029	0.002033
Human Diseases	MAPPED	0.127	0.1561	0.1086	0.129	0.1212	0.1254	0.1065	0.1281	0.12	0.1414	0.1374
-Cancers	MAPPED	0.01775	0.01721	0.01796	0.0191	0.01413	0.01424	0.01645	0.01727	0.02357	0.01412	0.01571
-Immune System Diseases	MAPPED	0.06122	0.093	0.04982	0.06209	0.05462	0.04754	0.04995	0.06025	0.05833	0.06187	0.06853
-Neurodegenerative Diseases	MAPPED	0.03615	0.03743	0.03447	0.03585	0.03479	0.03607	0.03587	0.04241	0.03964	0.05764	0.04049
-Cardiovascular Diseases	MAPPED	0.006405	0.004473	0.006657	0.003885	0.005701	0.01179	0.003067	0.003529	0.003045	0.003736	0.004332
-Metabolic Diseases	MAPPED	0.005202	0.004887	0.007195	0.004764	0.008674	0.008328	0.005116	0.007843	0.002829	0.007705	0.006304
-Infectious Diseases	MAPPED	0.02254	0.03175	0.02735	0.02696	0.02413	0.02884	0.02153	0.02682	0.02275	0.0245	0.02608
Not Mapped	MAPPED	0.2459	0.2179	0.2592	0.249	0.272	0.2666	0.2456	0.238	0.2466	0.2709	0.2618
-Not Mapped	MAPPED	0.2459	0.2179	0.2592	0.249	0.272	0.2666	0.2456	0.238	0.2466	0.2709	0.2618
TOTAL	Genetic Information Processing	2.688	3.032	2.776	2.698	3.146	3.462	2.491	3.065	2.526	3.224	2.704
MAPPED	Genetic Information Processing	2.158	2.49	2.205	2.16	2.473	2.733	2	2.475	2.027	2.537	2.143
Genetic Information Processing	Genetic Information Processing	1	1	1	1	1	1	1	1	1	1	1
-Transcription	Genetic Information Processing	0.0984	0.1145	0.08701	0.08735	0.09465	0.08062	0.09891	0.07058	0.09679	0.09654	0.07682
-Translation	Genetic Information Processing	0.5467	0.4271	0.5239	0.5296	0.5561	0.5138	0.5264	0.5087	0.5239	0.4921	0.533
-Folding, Sorting and Degradation	Genetic Information Processing	0.2174	0.2299	0.2473	0.2379	0.2166	0.2779	0.2381	0.2923	0.2477	0.2422	0.24
-DNA Maintenance	Genetic Information Processing	0.2157	0.3306	0.198	0.2251	0.2136	0.2087	0.1938	0.2248	0.1964	0.2542	0.2426
-RNA Family	Genetic Information Processing	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	Genetic Information Processing	0.08577	0.08544	0.1079	0.09362	0.1034	0.171	0.0622	0.09129	0.07822	0.09333	0.07702
-Signal Transduction	Genetic Information Processing	0.02963	0.03168	0.03424	0.0411	0.0331	0.04598	0.02085	0.02312	0.0296	0.0314	0.02637
-Signaling Molecules and Interaction	Genetic Information Processing	0.06339	0.05505	0.07551	0.05934	0.07659	0.1259	0.04136	0.0723	0.05059	0.06963	0.05361
Cellular Processes	Genetic Information Processing	0.2491	0.3334	0.2943	0.2342	0.3329	0.444	0.1967	0.2209	0.1908	0.2019	0.1751
-Hemoglobin	Genetic Information Processing	1.034e-05	2.062e-05	1.945e-05	9.282e-06	9.114e-06	5.201e-06	6.351e-06	1.299e-05	0.0003488	1.293e-06	2.587e-05
-Vesicular Transport	Genetic Information Processing	0.03651	0.05334	0.04192	0.0354	0.04346	0.07034	0.03853	0.06194	0.03262	0.05101	0.03247
-Cytoskeleton	Genetic Information Processing	0.1657	0.2219	0.1861	0.1526	0.2206	0.2965	0.116	0.1275	0.114	0.1131	0.1073
-Cell Motility	Genetic Information Processing	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	Genetic Information Processing	0.03633	0.04884	0.0503	0.03766	0.04726	0.05132	0.04073	0.03092	0.03921	0.03192	0.03515
-Cell Communication	Genetic Information Processing	0.01403	0.01487	0.02333	0.01207	0.02661	0.03478	0.009552	0.01282	0.01195	0.01	0.01104
Metabolism	Genetic Information Processing	0.4754	0.555	0.4753	0.4833	0.6307	0.6436	0.4585	0.7184	0.4539	0.7653	0.507
-Membrane Transport	Genetic Information Processing	0.009234	0.009091	0.007505	0.007874	0.0078	0.01067	0.007887	0.009773	0.008762	0.01189	0.007555
-Central Carbon Metabolism	Genetic Information Processing	0.08555	0.1088	0.0912	0.09645	0.1152	0.1339	0.08105	0.1092	0.07831	0.1343	0.09527
-Energy Metabolism	Genetic Information Processing	0.04281	0.04561	0.04358	0.04148	0.04999	0.05814	0.0414	0.05312	0.03779	0.07653	0.04721
-Biosynthesis	Genetic Information Processing	0.1178	0.1258	0.1245	0.1178	0.1662	0.1572	0.1171	0.1848	0.109	0.1951	0.1359
-Other Enzymes	Genetic Information Processing	0.247	0.2686	0.2499	0.2532	0.3294	0.3266	0.256	0.3664	0.2479	0.3606	0.2681
Organismal Systems	Genetic Information Processing	0.0964	0.1353	0.1196	0.09507	0.1185	0.1702	0.08324	0.1363	0.08599	0.0933	0.09694
-Immune System	Genetic Information Processing	0.03561	0.05145	0.03976	0.04192	0.03581	0.05825	0.02903	0.0454	0.04017	0.03127	0.03514
-Endocrine System	Genetic Information Processing	0.0116	0.02005	0.02017	0.0133	0.01709	0.02554	0.01663	0.02913	0.01086	0.01221	0.01446
-Circulatory System	Genetic Information Processing	0.01439	0.01623	0.01856	0.008713	0.02245	0.02657	0.01021	0.01061	0.01079	0.01525	0.01389
-Digestive System	Genetic Information Processing	0.01078	0.007487	0.009706	0.01269	0.016	0.0146	0.006799	0.02721	0.009005	0.01407	0.007598
-Excretory System	Genetic Information Processing	0.008333	0.02264	0.01139	0.008977	0.01038	0.01734	0.008323	0.01785	0.007419	0.0137	0.007747
-Nervous System	Genetic Information Processing	0.01962	0.02821	0.02863	0.02119	0.02784	0.0375	0.02232	0.01958	0.02142	0.01935	0.01859
-Sensory System	Genetic Information Processing	0.00146	0.004131	0.002187	0.001747	0.002206	0.005956	0.001788	0.001672	0.0009559	0.001246	0.001343
-Development	Genetic Information Processing	0.003578	0.0108	0.004534	0.003571	0.005575	0.008749	0.003041	0.004517	0.00248	0.002924	0.003895
-Environmental Adaptation	Genetic Information Processing	0.00531	0.007311	0.007398	0.003488	0.005968	0.007833	0.00636	0.007194	0.00547	0.006713	0.004078
Human Diseases	Genetic Information Processing	0.2741	0.3886	0.2394	0.2786	0.2998	0.3427	0.2131	0.317	0.2383	0.3606	0.2848
-Cancers	Genetic Information Processing	0.03524	0.03841	0.03674	0.03716	0.03061	0.03554	0.0311	0.03772	0.04361	0.03137	0.0293
-Immune System Diseases	Genetic Information Processing	0.1351	0.2337	0.1098	0.1366	0.1382	0.1337	0.1022	0.1524	0.1226	0.1577	0.1469
-Neurodegenerative Diseases	Genetic Information Processing	0.06993	0.07725	0.06922	0.07032	0.08694	0.09262	0.0705	0.09356	0.07318	0.1334	0.07799
-Cardiovascular Diseases	Genetic Information Processing	0.01236	0.009231	0.01337	0.007697	0.01265	0.02877	0.005666	0.008098	0.005622	0.008648	0.008614
-Metabolic Diseases	Genetic Information Processing	0.01147	0.01228	0.0164	0.01052	0.02194	0.02343	0.01032	0.01941	0.005732	0.01955	0.0136
-Infectious Diseases	Genetic Information Processing	0.04486	0.06763	0.05597	0.05824	0.05571	0.07347	0.03978	0.06029	0.04199	0.05468	0.05186
Not Mapped	Genetic Information Processing	0.5306	0.5425	0.5714	0.5378	0.6727	0.7288	0.4911	0.5892	0.4998	0.6872	0.5611
-Not Mapped	Genetic Information Processing	0.5306	0.5425	0.5714	0.5378	0.6727	0.7288	0.4911	0.5892	0.4998	0.6872	0.5611
TOTAL	-Transcription	29.15	27.47	33.59	32.32	34.62	45.7	27.43	45.18	29.16	34.7	37.34
MAPPED	-Transcription	23.39	22.56	26.68	25.88	27.22	36.08	22.02	36.49	23.39	27.3	29.6
Genetic Information Processing	-Transcription	11.66	10.57	13.27	13.04	12.01	14.66	11.92	16.24	12.5	12.08	14.02
-Transcription	-Transcription	1	1	1	1	1	1	1	1	1	1	1
-Translation	-Transcription	5.976	3.935	6.391	6.331	6.059	6.714	5.794	7.437	6.1	5.289	7.359
-Folding, Sorting and Degradation	-Transcription	2.535	2.326	3.185	2.951	2.595	4.066	2.745	4.607	2.948	2.903	3.358
-DNA Maintenance	-Transcription	2.342	3.319	2.6	2.74	2.37	2.868	2.297	3.258	2.456	2.901	3.263
-RNA Family	-Transcription	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Transcription	0.9572	0.7848	1.299	1.205	1.182	2.201	0.6289	1.408	0.8444	1.095	1.07
-Signal Transduction	-Transcription	0.3011	0.3184	0.4217	0.4965	0.3497	0.6604	0.2464	0.3425	0.3271	0.3523	0.3605
-Signaling Molecules and Interaction	-Transcription	0.6561	0.5127	0.9036	0.7084	0.8323	1.631	0.4181	1.065	0.5351	0.7213	0.7646
Cellular Processes	-Transcription	2.703	2.962	3.606	2.805	3.681	5.855	2.218	3.367	2.182	2.332	2.369
-Hemoglobin	-Transcription	0.0001139	0.0002009	0.0002349	0.0001167	0.0001035	7.21e-05	7.133e-05	0.0001881	0.004034	1.508e-05	0.0003572
-Vesicular Transport	-Transcription	0.403	0.4895	0.514	0.4134	0.4962	0.9481	0.4272	0.9444	0.3726	0.582	0.444
-Cytoskeleton	-Transcription	1.84	2.047	2.369	1.921	2.562	4.016	1.291	1.997	1.321	1.288	1.491
-Cell Motility	-Transcription	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Transcription	0.3769	0.4265	0.5839	0.4286	0.5011	0.6366	0.4385	0.4336	0.4185	0.3386	0.4576
-Cell Communication	-Transcription	0.1528	0.14	0.2766	0.1532	0.3022	0.4621	0.109	0.1853	0.1375	0.1085	0.1484
Metabolism	-Transcription	4.884	4.863	5.731	5.603	6.879	8.264	5.025	10.18	5.038	8.157	7
-Membrane Transport	-Transcription	0.09954	0.08369	0.08976	0.09438	0.08492	0.1442	0.08333	0.1416	0.09053	0.1257	0.1033
-Central Carbon Metabolism	-Transcription	0.9969	1.106	1.173	1.121	1.334	1.817	0.9529	1.531	0.9673	1.435	1.324
-Energy Metabolism	-Transcription	0.442	0.4196	0.506	0.4869	0.5322	0.7458	0.4475	0.7449	0.4724	0.7787	0.6145
-Biosynthesis	-Transcription	1.205	1.18	1.489	1.393	1.887	2.013	1.236	3.015	1.195	2.283	1.893
-Other Enzymes	-Transcription	2.987	2.8	3.307	3.181	3.886	4.67	2.85	6.013	3.017	4.272	3.947
Organismal Systems	-Transcription	0.9773	1.289	1.409	1.106	1.248	2.183	0.8463	1.969	0.9548	1.021	1.262
-Immune System	-Transcription	0.415	0.5389	0.5341	0.544	0.4261	0.8263	0.3205	0.6432	0.4843	0.3779	0.4574
-Endocrine System	-Transcription	0.125	0.1845	0.2318	0.1726	0.1819	0.3447	0.1691	0.473	0.1173	0.1447	0.2009
-Circulatory System	-Transcription	0.1605	0.1641	0.2204	0.1089	0.246	0.3685	0.1172	0.1615	0.1216	0.1822	0.1917
-Digestive System	-Transcription	0.1257	0.06714	0.1295	0.1556	0.1904	0.2144	0.08101	0.4102	0.09603	0.1579	0.1056
-Excretory System	-Transcription	0.08887	0.2141	0.1424	0.1124	0.1172	0.2365	0.08942	0.2685	0.08313	0.1596	0.1024
-Nervous System	-Transcription	0.2334	0.2994	0.3582	0.2677	0.3356	0.4969	0.2566	0.3146	0.2716	0.2132	0.2867
-Sensory System	-Transcription	0.01581	0.03812	0.02786	0.02109	0.02439	0.07661	0.02015	0.02551	0.01105	0.01349	0.01801
-Development	-Transcription	0.03878	0.09566	0.05237	0.04488	0.06113	0.1084	0.03075	0.064	0.02562	0.03199	0.05378
-Environmental Adaptation	-Transcription	0.05519	0.06728	0.08453	0.04054	0.06607	0.1021	0.06457	0.1121	0.05634	0.07919	0.05669
Human Diseases	-Transcription	2.761	3.394	2.78	3.147	3.152	4.251	2.152	4.446	2.554	3.735	3.933
-Cancers	-Transcription	0.3848	0.3616	0.448	0.4882	0.3705	0.4896	0.3393	0.5811	0.5062	0.3731	0.4327
-Immune System Diseases	-Transcription	1.373	2.008	1.275	1.543	1.46	1.656	1.033	2.159	1.267	1.634	2.028
-Neurodegenerative Diseases	-Transcription	0.8328	0.7788	0.8642	0.9065	0.9203	1.253	0.7139	1.455	0.8134	1.484	1.175
-Cardiovascular Diseases	-Transcription	0.1366	0.09129	0.1599	0.09989	0.1427	0.3883	0.0604	0.1262	0.06817	0.102	0.1106
-Metabolic Diseases	-Transcription	0.1217	0.1122	0.2014	0.126	0.2376	0.3037	0.1151	0.2722	0.06113	0.1964	0.1771
-Infectious Diseases	-Transcription	0.4885	0.6673	0.6824	0.6824	0.6327	1.012	0.424	0.9087	0.4876	0.625	0.6721
Not Mapped	-Transcription	5.753	4.916	6.914	6.443	7.404	9.621	5.407	8.685	5.768	7.395	7.748
-Not Mapped	-Transcription	5.753	4.916	6.914	6.443	7.404	9.621	5.407	8.685	5.768	7.395	7.748
TOTAL	-Translation	4.96	7.178	5.352	5.139	5.731	6.796	4.77	6.075	4.877	6.581	5.123
MAPPED	-Translation	3.981	5.894	4.251	4.115	4.505	5.365	3.83	4.907	3.912	5.178	4.061
Genetic Information Processing	-Translation	2.035	2.805	2.078	2.094	2.034	2.184	2.054	2.256	2.079	2.332	2.156
-Transcription	-Translation	0.1904	0.2876	0.1759	0.1753	0.182	0.1637	0.1955	0.1503	0.1874	0.2071	0.1613
-Translation	-Translation	1	1	1	1	1	1	1	1	1	1	1
-Folding, Sorting and Degradation	-Translation	0.4384	0.6075	0.5084	0.4894	0.4296	0.6067	0.485	0.6354	0.5131	0.5499	0.4865
-DNA Maintenance	-Translation	0.44	0.9272	0.4115	0.4714	0.4344	0.4559	0.3982	0.5113	0.4084	0.5957	0.5263
-RNA Family	-Translation	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Translation	0.1698	0.2126	0.2082	0.1903	0.1985	0.3387	0.1159	0.1919	0.151	0.2136	0.1521
-Signal Transduction	-Translation	0.05341	0.08314	0.06723	0.07843	0.05872	0.09836	0.04272	0.0467	0.05745	0.07084	0.05147
-Signaling Molecules and Interaction	-Translation	0.1164	0.1389	0.1448	0.1127	0.1398	0.2511	0.07702	0.1452	0.0957	0.1413	0.1006
Cellular Processes	-Translation	0.4823	0.7845	0.582	0.4598	0.6349	0.8973	0.3961	0.4801	0.3797	0.4409	0.3425
-Hemoglobin	-Translation	2.05e-05	5.385e-05	3.713e-05	1.88e-05	1.758e-05	1.108e-05	1.276e-05	2.555e-05	0.000707	2.943e-06	5.007e-05
-Vesicular Transport	-Translation	0.07249	0.1298	0.0858	0.06886	0.08238	0.1465	0.07762	0.1311	0.06484	0.111	0.06241
-Cytoskeleton	-Translation	0.3242	0.5432	0.3796	0.3099	0.4254	0.6094	0.233	0.2723	0.2281	0.2511	0.2125
-Cell Motility	-Translation	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Translation	0.06924	0.1192	0.096	0.0711	0.08625	0.09989	0.08164	0.06172	0.07706	0.0664	0.0656
-Cell Communication	-Translation	0.02627	0.0394	0.04461	0.02446	0.05128	0.07112	0.01936	0.02714	0.0246	0.02202	0.02201
Metabolism	-Translation	0.8721	1.293	0.9249	0.9223	1.174	1.278	0.8932	1.435	0.8801	1.614	0.9754
-Membrane Transport	-Translation	0.01865	0.02382	0.01548	0.0162	0.01545	0.02262	0.01596	0.0205	0.01684	0.02603	0.01495
-Central Carbon Metabolism	-Translation	0.1695	0.2872	0.1834	0.1874	0.2268	0.2832	0.1611	0.2147	0.1585	0.2729	0.1899
-Energy Metabolism	-Translation	0.08418	0.1111	0.08317	0.08466	0.09685	0.1221	0.07913	0.1044	0.07856	0.1555	0.0881
-Biosynthesis	-Translation	0.2212	0.333	0.2474	0.2328	0.3248	0.3297	0.2327	0.3937	0.2173	0.4549	0.2754
-Other Enzymes	-Translation	0.5025	0.7199	0.5174	0.5213	0.6414	0.7084	0.5251	0.8326	0.5153	0.8159	0.5435
Organismal Systems	-Translation	0.1763	0.3507	0.2284	0.1815	0.2271	0.3574	0.1655	0.276	0.1641	0.205	0.1809
-Immune System	-Translation	0.06978	0.1404	0.07961	0.0855	0.06886	0.1272	0.05964	0.09401	0.08268	0.07211	0.0703
-Endocrine System	-Translation	0.02281	0.05308	0.04078	0.02744	0.0331	0.055	0.03306	0.0636	0.02199	0.02735	0.02958
-Circulatory System	-Translation	0.02864	0.0435	0.03624	0.01756	0.04383	0.05647	0.02081	0.02201	0.02117	0.03556	0.02605
-Digestive System	-Translation	0.02126	0.01753	0.01963	0.02511	0.03076	0.03088	0.01351	0.05766	0.01719	0.03175	0.01515
-Excretory System	-Translation	0.01613	0.05875	0.02365	0.0183	0.02059	0.0371	0.01665	0.03831	0.01515	0.03129	0.01582
-Nervous System	-Translation	0.03858	0.07609	0.0579	0.04359	0.05539	0.07877	0.04438	0.0417	0.04453	0.0426	0.03819
