KO number	mpn Kuehner	eco Valgepea 2013 48	sce Nagaraj	sce deGodoy	sce Newman rich	sce Newman minimal	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Geiger 2012 HeLa	hsa Geiger 2012 U2OS	hsa Nagaraj 2011	hsa Beck
K03760	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12975	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08280	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13008	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05789	NaN	302575	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13014	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12962	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12963	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06153	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01000	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03980	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05515	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05362	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K11693	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K11694	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K11695	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01191	NaN	0.0312	7.8752511e+12	9793.569	NaN	NaN	68752927	2.799225e+08	3.7158793e+09	9.0943907e+09	2.472919e+09	1570400
K12312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.6021738e+08	1.2590815e+08	3.0413199e+09	0.0312
K01227	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.6648209e+08	3.5708992e+08	1.2897822e+10	NaN
K01206	NaN	NaN	NaN	NaN	NaN	NaN	37898436	1.0679768e+08	3.9694118e+08	4.4156856e+09	3.1230546e+10	4201220
K01922	NaN	NaN	6.89745e+12	9833.25	17333.75	17015.25	3.8418617e+08	3.6418175e+08	9.804257e+08	3.9944183e+09	1.6007208e+11	11227100
K10026	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10524	NaN	NaN	1.111985e+12	9065	NaN	NaN	NaN	NaN	39262153	25520151	4.5819165e+08	NaN
K05275	NaN	NaN	2.419375e+12	15184.75	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06920	NaN	192150	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02201	NaN	NaN	2.25771e+12	691.6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00799	NaN	478449	1.588048e+13	46243.75	36915.9	28388.85	2.696775e+09	4.3090063e+09	3.9852176e+10	1.6270027e+11	1.5392327e+13	1.2355117e+09
K01598	NaN	NaN	2.63221e+11	5262.95	26544.35	43075.9	NaN	NaN	27240630	1.7715109e+08	4.1695523e+09	125256
K14655	NaN	NaN	1.606045e+12	13502.3	7905.45	10298.75	NaN	NaN	NaN	NaN	NaN	NaN
K00432	NaN	441213	8.322064e+12	66183.758	43954.103	41355.815	NaN	NaN	2.0508714e+09	3.959872e+09	7.6178744e+10	7023800
K00763	NaN	300400	1.7685954e+13	125064.22	100896.94	95169.36	NaN	NaN	1.6638068e+09	2.8180646e+09	2.122158e+11	3248000
K11121	NaN	NaN	2.0257466e+12	6974.845	35375.784	26672.898	NaN	NaN	NaN	NaN	NaN	NaN
K01255	7385583.5	576438	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YDR071C	NaN	NaN	4.242e+12	195382.25	24296.3	10925.6	NaN	NaN	NaN	NaN	NaN	NaN
K03147	NaN	1246856	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00877	NaN	NaN	1.086021e+12	7518.946	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00941	NaN	474012	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03149	NaN	418560	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03150	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00878	NaN	497800	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00788	NaN	363975	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14154	NaN	NaN	NaN	882.36	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00946	NaN	76050	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K07251	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00949	NaN	NaN	7.961283e+11	2862.706	NaN	NaN	NaN	NaN	37788986	1.2338551e+08	NaN	NaN
K05307	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.217906e+08	1.1970132e+08	1.8799041e+10	450800
K01497	NaN	0.0312	2.553966e+11	7638.3	36316.77	55260.375	NaN	NaN	NaN	NaN	NaN	NaN
K14652	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00082	NaN	NaN	5.8438e+10	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K11752	NaN	23488	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14654	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02858	NaN	71176	2.369952e+11	54455.44	38704.848	65515.216	NaN	NaN	NaN	NaN	NaN	NaN
K00794	NaN	1743612	7.847008e+11	51663.131	14252.953	21188.713	NaN	NaN	NaN	NaN	NaN	NaN
K00793	NaN	178281	2.1171528e+12	20668.872	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00861	NaN	NaN	6.077186e+10	1577.012	NaN	NaN	NaN	NaN	60629913	8.8927998e+08	1.4095214e+11	4247000
K11753	68650.05	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00953	NaN	NaN	4.540122e+10	1097.622	NaN	NaN	NaN	NaN	1.5119182e+09	1.1482742e+09	2.6826106e+11	7689700
K01078	NaN	NaN	9.0242934e+13	60991.363	46501.038	10150.567	3.3692723e+08	4.08249e+08	4.6466219e+09	1.067883e+10	2.543725e+11	17426732
K03788	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14394	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14379	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14395	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14410	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00299	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05368	NaN	88074	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05901	NaN	NaN	NaN	NaN	NaN	NaN	4.4297414e+08	5.1183432e+08	7.4568547e+09	2.2562265e+10	1.0164459e+12	2.472e+08
K00275	NaN	200996	1.1533836e+13	61819.236	NaN	NaN	95436996	1.9613085e+08	2.2928134e+09	6.8796236e+09	6.6520404e+11	25525800
K00868	NaN	0.0312	8.966046e+11	227.97	8408.108	10301.232	NaN	NaN	7.7122303e+09	9.7831778e+09	1.141266e+12	39000000
K07758	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.6895264e+08	1.9654277e+09	1.0178284e+11	9886400
K13248	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03472	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03473	NaN	365148	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00097	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03474	NaN	735804	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06215	NaN	NaN	9.316678e+12	16589.943	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08681	NaN	NaN	1.7927168e+11	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03517	NaN	124920	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00767	NaN	159489	1.523085e+12	3627.32	6663.165	21587.805	NaN	NaN	96906351	4.4694208e+09	NaN	902880
K00541	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.3603907e+09	1.6210207e+10	4.8981435e+11	71016000
K01440	NaN	NaN	1.5033384e+12	43701.12	56799.144	86163.048	NaN	NaN	NaN	NaN	NaN	NaN
K08281	NaN	59787	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06210	NaN	NaN	1.5363147e+12	7581.339	28750.497	22983.315	NaN	NaN	92450425	8.5043497e+08	4.7759588e+10	1431270
K00969	39931.184	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01950	NaN	NaN	6.6313464e+12	26646.48	NaN	NaN	NaN	NaN	63909577	1.985072e+08	0.0312	2287440
K03462	NaN	NaN	NaN	NaN	NaN	NaN	1.7085764e+09	3.645817e+09	1.0735408e+10	2.5421689e+10	1.9051071e+12	1.98364e+08
K00322	NaN	416604	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00323	NaN	NaN	NaN	NaN	NaN	NaN	1.3204402e+09	1.3619563e+09	2.8410513e+09	2.2629617e+10	7.8442812e+12	12271800
K00324	NaN	1561110	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00325	NaN	2075304	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00858	1401258.6	30660	NaN	NaN	NaN	NaN	NaN	NaN	2.6734905e+08	93846941	9.1817648e+09	0.0312
K00606	NaN	900504	2.1275592e+12	2922.192	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00077	NaN	0.0312	4.648056e+12	85258.703	9738.405	18425.085	NaN	NaN	NaN	NaN	NaN	NaN
K00867	NaN	39184	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K09680	NaN	NaN	5.782819e+11	3943.782	10038.551	18217.513	69830979	1.7804698e+08	1.3078729e+09	4.0460374e+09	3.2682918e+10	6088840
K13038	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02318	NaN	NaN	NaN	NaN	NaN	NaN	2.2664734e+08	3.6567437e+08	3.6504166e+09	2.7201995e+09	1.0965748e+12	5865600
K00954	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00859	NaN	0.0312	5.362491e+10	1858.833	8439.82	9927.995	NaN	NaN	NaN	NaN	NaN	NaN
K00997	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06133	NaN	0.0312	2.974592e+10	NaN	NaN	NaN	2.2514638e+08	1.2624088e+08	1.3309656e+09	9.0312082e+09	5.6304963e+10	27099300
K08682	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08069	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0312	NaN
K01935	NaN	47700	NaN	9.954	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01012	NaN	0.0312	4.674e+11	16122	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01942	NaN	NaN	5.729001e+12	14297.49	44467.05	55260.72	NaN	NaN	36908077	56954050	1.15035e+09	0.0312
K01435	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28572581	1.6583634e+08	2.8440197e+10	0.0312
K03644	NaN	238503	2.1123108e+12	16251.57	28824.75	35168.886	NaN	NaN	22937402	1.4666078e+08	NaN	NaN
K03801	NaN	0.0312	4.168224e+11	NaN	NaN	NaN	NaN	NaN	7569190.9	1.7155309e+08	NaN	NaN
K03800	2870251.6	0.0312	1.9698258e+10	2527.211	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10105	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	951597.41	25767903	NaN	NaN
K01495	NaN	837162	6.437556e+11	9631.548	28248.507	29160.729	NaN	NaN	0.0312	3805493.2	NaN	NaN
K13939	NaN	NaN	5.7260584e+12	30856.328	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01633	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00950	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00796	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13941	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01930	NaN	NaN	7.124534e+12	13359.466	94797.298	89458.808	NaN	NaN	1.9697766e+08	2.0341305e+08	3.3372682e+11	1115300
K11754	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01737	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	3.5037346e+08	6.7276278e+08	0.0312	NaN
K00072	NaN	NaN	NaN	NaN	NaN	NaN	12665330	46025095	6.1523807e+09	1.1749723e+10	9.9827476e+11	46197000
K00357	NaN	NaN	NaN	NaN	NaN	NaN	4.9708083e+08	2.8679762e+08	5.4084242e+08	2.2280848e+09	8.4715526e+10	46360000
K01665	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01664	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13950	NaN	NaN	1.7752359e+12	3396.692	22505.052	21949.43	NaN	NaN	NaN	NaN	NaN	NaN
K02619	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00515	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K11146	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	96303324	34941415	6.4945239e+10	NaN
K11151	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.3377648e+08	64219193	4.4759786e+08	NaN
K11152	NaN	NaN	NaN	NaN	NaN	NaN	1.1958027e+08	2.3130029e+08	1.9522053e+09	5.3427123e+09	7.0922526e+11	19461600
K11153	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1949564.9	0.0312	NaN	NaN
K11157	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.6234531e+08	20900860	3.0663506e+10	0.0312
K11158	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K07249	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.1363406e+09	4.2534777e+09	2.052678e+10	NaN
K07411	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0312	NaN
K09516	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.5554989e+09	6.2351906e+08	3.1660332e+11	1085800
K02492	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01698	NaN	861516	6.19875e+12	32203.404	66191.022	60905.412	89774167	1.2490219e+08	3.546973e+08	1.0445319e+09	1.7919984e+09	2950200
K01749	NaN	0.0312	9.614127e+11	34039.719	40588.221	44512.221	98281705	1.2714542e+08	1.1200499e+09	2.1445795e+09	7.1084358e+09	3790500
K01719	NaN	6150	6.230675e+11	1758.35	NaN	NaN	NaN	NaN	1.7481066e+08	38882080	9.6518515e+09	0.0312
K02496	NaN	160344	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02302	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00589	NaN	NaN	2.1396033e+12	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02304	NaN	NaN	NaN	736.512	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01599	NaN	229746	1.9987468e+12	10739.092	24003.858	24360.428	3.5413445e+08	3.4203706e+08	2.4651476e+09	6.0564847e+09	2.7605145e+11	52114000
K00228	NaN	0.0312	1.340208e+12	24682	41391.96	21401.016	6.2167982e+08	1.2575195e+09	2.2380256e+09	1.0149338e+10	5.5297241e+10	76272000
K02495	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00230	NaN	19005	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00231	NaN	NaN	1.1762058e+13	34747.713	11057.046	13653.409	1.378101e+08	90739352	1.3764458e+09	2.8466499e+09	2.9744366e+11	0.0312
K01772	NaN	0.0312	5.032758e+12	66003.957	42835.428	83261.373	1.0868285e+08	1.0101189e+08	7.0580503e+08	3.5997258e+09	1.3085354e+10	0.0312
K00798	NaN	0.0312	NaN	NaN	NaN	NaN	52410858	1.6771864e+08	8.343171e+08	1.1450249e+09	6.0827062e+10	0.0312
K02231	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02233	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00768	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02226	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K04032	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K04035	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13606	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10960	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00510	NaN	NaN	NaN	NaN	NaN	NaN	7.0753273e+08	6.074771e+08	4.4631727e+09	8.1010254e+09	2.3665796e+12	16328480
K00214	NaN	NaN	NaN	NaN	NaN	NaN	1.9045586e+09	9.683304e+08	5.005455e+09	8.2854449e+09	8.0481234e+10	95904000
K01764	NaN	NaN	6.9013678e+11	2780.922	5518.266	NaN	NaN	NaN	5.9184123e+09	1.5550971e+09	1.7152753e+11	2336960
K02217	NaN	435105	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13624	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0312	54440527	NaN	NaN
K00522	NaN	NaN	NaN	NaN	NaN	NaN	1.692109e+08	1.3242914e+08	1.1694501e+10	2.6680341e+09	2.2646433e+12	2737600
K13625	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.3044615e+08	1.1375518e+09	4.8479668e+11	NaN
K03181	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03179	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03182	NaN	97909	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03186	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03688	NaN	87360	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00568	NaN	196560	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03185	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03183	NaN	283128	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03184	NaN	39100	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06125	NaN	NaN	7.039728e+11	NaN	NaN	NaN	NaN	NaN	69520024	1.3825174e+08	NaN	NaN
K00591	NaN	NaN	1.3552344e+11	200.616	NaN	NaN	NaN	NaN	2.5659032e+08	3.15394e+08	4.7191469e+10	NaN
K06126	NaN	NaN	7.217572e+11	4341.656	16079.551	19855.029	1.6126821e+08	85129116	4.3295555e+08	2.3857006e+09	0.0312	0.0312
K06127	NaN	NaN	7.086481e+11	13559.576	9542.481	11782.967	NaN	NaN	5.3806689e+08	1.1178612e+09	2.7405888e+10	683430
K06134	NaN	NaN	NaN	1262.627	NaN	NaN	3846886.8	13080276	24504172	57180505	6.7895233e+10	NaN
K02552	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02361	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02551	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08680	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02549	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14759	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01911	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01661	NaN	462270	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02548	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12501	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00787	NaN	NaN	3.6696e+13	365329.54	NaN	NaN	1.9566778e+09	3.1561038e+09	1.0352251e+10	1.9490888e+10	1.3321156e+12	3779380
K00795	NaN	67275	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13789	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00804	NaN	NaN	1.72994e+11	745.375	16382.505	20229.31	NaN	NaN	1.7372968e+08	3.846282e+08	8.282727e+09	0.0312
K05355	NaN	NaN	3.1530653e+12	9526.693	17446.605	31708.974	NaN	NaN	NaN	NaN	NaN	NaN
K00805	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02523	NaN	173128	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12504	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.0276086e+08	68957940	2.9973025e+09	NaN
K12505	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	40738622	14278614	6.9777024e+09	NaN
K00806	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K11778	NaN	NaN	2.628054e+11	617.76	41899.858	52176.696	NaN	NaN	27407258	38275529	0.0312	0.0312
K02291	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00791	NaN	0.0312	6.66824e+11	217.852	10199.24	12046.488	NaN	NaN	1.2841721e+08	3.3654376e+08	2.3260853e+08	1358970
K05955	NaN	NaN	1.752062e+11	530.248	NaN	NaN	1.1717422e+08	1.9497319e+08	1.0361696e+09	1.0194531e+09	4.0586766e+10	2760280
K05954	NaN	NaN	NaN	1699.433	NaN	NaN	NaN	NaN	40183282	52762567	NaN	224181
K11713	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.2425361e+09	5.775122e+08	7.7929949e+09	0.0312
K14050	NaN	NaN	5.588103e+11	2803.698	NaN	NaN	2.6766821e+08	2.5753344e+08	1.4657128e+09	2.1866594e+09	8.0281859e+10	5261760
K05956	NaN	NaN	2.392195e+11	64.35	NaN	NaN	69058933	1.0548634e+08	2.9022859e+09	4.7176003e+09	2.0172479e+11	685170
K14137	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	64900806	4.1073309e+08	1.5546187e+10	960780
K01662	NaN	72540	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00099	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00991	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00919	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01770	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03526	NaN	222456	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03527	NaN	99224	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00021	NaN	NaN	3.0663368e+13	76743.488	128678.2	143350.47	NaN	NaN	1.5857406e+08	3.2673321e+08	2.9223987e+09	NaN
K00938	NaN	NaN	5.086378e+12	41058.138	41213.733	52390.415	NaN	NaN	NaN	NaN	NaN	NaN
K01597	NaN	NaN	3.7498824e+13	63084.78	136790.68	84606.192	3.3250068e+08	3.9087977e+08	7.5638616e+08	6.4839628e+09	2.9334397e+09	3404000
K01823	NaN	0.0312	5.953536e+12	82043.712	92083.968	78701.76	NaN	NaN	1.9748206e+09	1.1829501e+09	4.1148774e+11	2701300
K12467	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K15086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K15095	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K07385	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K04125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K09835	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14605	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14606	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K09840	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10210	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14939	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00517	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00257	NaN	NaN	NaN	NaN	NaN	NaN	6.8907948e+08	1.1886542e+09	4.0029493e+09	5.0674292e+09	9.3663076e+11	1515240
K00973	NaN	605045	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
