KO number	mpn Kuehner	eco Valgepea 2013 48	sce Nagaraj	sce deGodoy	sce Newman rich	sce Newman minimal	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Geiger 2012 HeLa	hsa Geiger 2012 U2OS	hsa Nagaraj 2011	hsa Beck
K14721	NaN	NaN	1.2461e+10	24.015	83.716	71.132	NaN	NaN	NaN	NaN	1.7392258e+08	2620
K03040	7747.63	10200	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03043	2745.995	6576	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03046	5982.347	5559	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03086	2124.877	1674	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03087	NaN	622	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02405	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03088	NaN	297	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03089	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03092	NaN	154	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03048	719.189	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03060	NaN	6266	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K09448	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1344935.7	2472804.7	0.0002	2304
K09449	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0002	0.0002	NaN	NaN
K09450	NaN	NaN	5.3768e+09	0.737	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02580	NaN	NaN	NaN	NaN	NaN	NaN	556979.16	701477.89	671156.25	2580363.6	45969703	5800
K04469	NaN	NaN	NaN	NaN	NaN	NaN	873508.17	635464.79	2254031.5	4394123.8	9447819.7	26300
K04735	NaN	NaN	NaN	NaN	NaN	NaN	659119.85	338610.17	9152956.4	10085546	5.8550246e+08	26800
K09253	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	32609.83	30217.412	NaN	0.0002
K09254	NaN	NaN	NaN	NaN	NaN	NaN	895054.9	588127.44	332109.96	613812.27	88757150	595
K04734	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	169793.61	81251.006	2.492002e+08	0.0002
K02581	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	310576.64	556277.97	4968710.3	5700
K05872	NaN	NaN	NaN	NaN	NaN	NaN	5009337.7	8163450.7	48026.062	153509.94	1730706.9	2860
K09256	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29145.067	163487.02	17237055	NaN
K09257	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	120643.05	313859.95	44126745	666
K09258	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	349755.64	102189.44	9809988.4	0.0002
K09454	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	622089.61	1062046.1	0.0002	1610
K04446	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	846761.21	4521885.2	55223417	0.0002
K11220	NaN	NaN	NaN	NaN	NaN	NaN	7460807.4	13410843	6000921.4	40826249	1.5467469e+09	83900
K11221	NaN	NaN	NaN	NaN	NaN	NaN	701389.19	513270.53	160814.65	1197313.6	1.8352101e+08	2140
K04692	NaN	NaN	NaN	NaN	NaN	NaN	1689563.3	1420484.3	9562205.6	13418277	5.6013526e+08	34200
K11223	NaN	NaN	NaN	NaN	NaN	NaN	511476.61	268290.02	1050612.9	948926.74	NaN	964
K11224	NaN	NaN	NaN	NaN	NaN	NaN	87706.073	80588.393	423997.21	290528.33	2.2063861e+08	1420
K11225	NaN	NaN	NaN	NaN	NaN	NaN	768673.72	930423.02	662772.64	373640.01	18168928	0.0002
K04451	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6275.2848	816682.35	0.0002	4220
K10148	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4015.0054	0.0002	0.0002	NaN
K09260	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23851.957	257340.68	0.0002	NaN
K09261	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0002	0.0002	NaN	NaN
K09262	NaN	NaN	NaN	NaN	NaN	NaN	66669.65	245865.3	1161640.8	3217236	5.6236439e+08	914
K12412	NaN	NaN	NaN	0.557	78.535	74.97	NaN	NaN	NaN	NaN	NaN	NaN
K09265	NaN	NaN	NaN	0.188	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K04378	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0002	0.0002	NaN	0.0002
K09267	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14948.053	1022798.1	NaN	NaN
K09268	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	59309.342	337309.49	0.0002	1090
K09270	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	159705.47	2420318.2	15351965	3750
K04495	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0002	NaN
K04492	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	68037.747	396123.38	NaN	NaN
K02620	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	130995.43	0.0002	NaN	NaN
K09272	NaN	NaN	1.001e+10	119.283	220.065	211.605	NaN	NaN	23982965	30812654	4.169219e+09	32400
K09273	NaN	NaN	NaN	NaN	NaN	NaN	502057.09	370192.82	13467097	20787912	1.1718575e+09	12100
K09274	NaN	NaN	1.0562e+08	NaN	32.948	27.634	NaN	NaN	NaN	NaN	NaN	NaN
K08064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2050928.2	10913550	1.5149028e+08	0.0002
K08065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2932629.8	3197269.2	3.6733981e+08	NaN
K08066	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1501998.2	3723490.4	84798770	0.0002
K09275	NaN	NaN	NaN	NaN	NaN	NaN	77561.386	255185.38	8061761.2	9546524.6	6.0868054e+08	27074
K06099	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14972291	21589022	4.3522069e+09	NaN
K09276	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	69473451	1.3050447e+08	4.0070129e+09	925000
K09277	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4111.5934	13274.255	NaN	NaN
K08367	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	124470.63	1951399.6	2254599.9	2180
K09278	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0002	248633.73	NaN	0.0002
K09279	NaN	NaN	NaN	NaN	NaN	NaN	236440.16	65607.355	0.0002	72153.912	0.0002	NaN
K09282	NaN	NaN	NaN	NaN	NaN	NaN	1018304.1	756731.52	59624759	1.2165384e+08	2.1668017e+09	212000
K09283	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0002	726263.52	NaN	311000
K06618	NaN	NaN	NaN	NaN	NaN	NaN	98179.681	324847.49	251180.13	4617294.2	8366019.9	4890
K04681	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	103088.86	432771.28	0.0002	0.0002
K04498	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1416956.6	6681435.4	3.5422057e+08	2790
K10174	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0002
K10175	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28619.934	218027.31	NaN	NaN
K10176	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0002	0.0002	NaN	NaN
K10177	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	69007.054	126059.91	6667617.9	0.0002
K10183	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0002	0.0002	NaN	NaN
K10166	NaN	NaN	NaN	NaN	NaN	NaN	300372.53	449291.67	NaN	NaN	NaN	NaN
K11215	NaN	NaN	1.0092e+09	6.197	20.1	27.89	NaN	NaN	NaN	NaN	NaN	NaN
K12413	NaN	NaN	NaN	NaN	25.902	37.613	NaN	NaN	NaN	NaN	NaN	NaN
K12779	NaN	NaN	5.8795e+09	19.864	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14514	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02854	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02855	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03490	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03755	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K04033	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K07780	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K11920	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13631	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13632	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14063	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10778	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03566	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02521	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03576	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03717	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K04761	NaN	243	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05596	NaN	542	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05798	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05817	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K07592	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10972	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K11921	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13634	NaN	279	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13635	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13636	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14057	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K11534	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02444	NaN	455	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02081	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02430	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02468	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03477	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02529	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05499	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03435	NaN	299	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03485	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03487	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03604	NaN	1759	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06145	NaN	331	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06146	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12113	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03482	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02043	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10711	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K11922	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03603	NaN	348	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05799	NaN	307	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K11474	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13637	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14348	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13654	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02167	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03577	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05501	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K09017	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03718	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03719	NaN	7406	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05800	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03556	NaN	102	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K04333	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K07781	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K07782	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03712	NaN	339	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06075	NaN	964	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K11923	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13638	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13639	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03711	NaN	3576	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K09823	NaN	145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13641	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05818	NaN	15	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10973	NaN	133	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10914	NaN	4633	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01420	NaN	1903	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13643	NaN	3061	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13771	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K11924	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K07722	NaN	624	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03892	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03524	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03557	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03720	NaN	390	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02688	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06211	NaN	46	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13655	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14056	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02647	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K07724	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02019	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K11925	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12146	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12266	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K07726	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03488	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05785	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03402	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02565	NaN	46	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02562	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03764	NaN	2467	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03705	1176.855	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03721	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03765	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03567	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02616	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03974	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03973	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K11531	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05880	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06140	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02825	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K07733	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K07735	NaN	557	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08277	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06204	NaN	6278	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K07738	NaN	332	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K11926	NaN	2539	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K07471	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12828	NaN	NaN	2.3175e+08	19.213	NaN	NaN	3135559.9	2844756.3	19855672	27821055	9.7992215e+09	75300
K12868	NaN	NaN	8.0192e+08	7.557	NaN	NaN	NaN	NaN	1073929.4	3372567.4	4.8431821e+08	10100
K11095	NaN	NaN	NaN	27.667	NaN	NaN	NaN	NaN	22635389	71427172	2.6724022e+09	9800
K12811	NaN	NaN	NaN	0.883	28.182	26.355	1293099.7	1300417	133995.12	239498.01	3.2673413e+09	39800
K12812	NaN	NaN	1.2372e+11	807.217	NaN	NaN	NaN	NaN	19433675	25093958	3.6827594e+09	246000
K12813	NaN	NaN	NaN	NaN	NaN	NaN	264136.42	305678.04	2282162.3	3768807.2	7.6479084e+08	6700
K12814	NaN	NaN	3.8365e+08	6.945	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12815	NaN	NaN	2.4532e+09	0.489	NaN	NaN	143070.83	128577.22	1575731.6	4540634.6	1.2464691e+09	5380
K12816	NaN	NaN	NaN	11.592	44.759	NaN	110550.95	73005.428	3356100.9	4223168.5	3.194312e+08	654
K12817	NaN	NaN	77926000	0.57	NaN	NaN	NaN	NaN	590670.25	1510041.3	12377014	1820
K12818	NaN	NaN	7.443e+09	2.029	NaN	NaN	49317.949	54702.573	1750813.1	1712104.3	5.6517014e+08	3280
K12819	NaN	NaN	9.4239e+08	7.307	NaN	NaN	NaN	NaN	2497201.7	544798.89	1.8743044e+08	604
K12820	NaN	NaN	1.2821e+10	83.195	246.796	155.314	3402318.9	4678738.8	36370946	62947027	4.6642889e+09	280000
K11086	NaN	NaN	NaN	NaN	47.66	29.937	NaN	NaN	43820403	43664651	1.6290345e+09	338000
K11087	NaN	NaN	NaN	5.24	43.93	93.393	6776741.6	6806403.2	1.092599e+08	1.1345793e+08	5.7985623e+08	402000
K11096	NaN	NaN	6.9154e+09	NaN	NaN	NaN	9913559.9	7615926.1	1.1759563e+08	2.237299e+08	69355165	709000
K11088	NaN	NaN	1.0676e+09	26.569	NaN	NaN	NaN	NaN	51956622	1.403343e+08	1.7328001e+08	6530000
K11097	NaN	NaN	0.0002	0.712	NaN	NaN	37314687	30120106	35577703	62051393	0.0002	795000
K11098	NaN	NaN	7.773e+08	5.054	82.058	90.681	3667932.6	8740553.2	34872630	1.0718127e+08	0.0002	133000
K11099	NaN	NaN	NaN	NaN	95.734	114.425	2355817.5	8054863.2	55979694	1.3882986e+08	0.0002	NaN
K11093	NaN	NaN	NaN	2.212	NaN	NaN	3561089.5	3500741.3	38892950	1.0731304e+08	6.3530402e+09	52100
K11091	NaN	NaN	NaN	NaN	NaN	NaN	5159750.9	4519644.7	26418736	66583025	4.3918755e+09	228000
K12821	NaN	NaN	1.0411e+09	9.194	NaN	NaN	801223.66	844327.75	10400920	19325922	1.3382774e+09	13010
K12822	NaN	NaN	NaN	NaN	NaN	NaN	1001051.7	1029096.3	14680579	35175234	2.5039351e+09	21100
K12823	NaN	NaN	4.0689e+10	319.333	1294.485	876.869	3385528.2	2425868.4	1.1828944e+08	2.4257354e+08	2.5372032e+10	491000
K12824	NaN	NaN	NaN	NaN	NaN	NaN	971587.73	1193257.1	7449518.8	17757321	2.2469486e+09	9610
K11092	NaN	NaN	1.545e+08	2.196	NaN	NaN	3736475.3	4003310.9	23846983	38889343	3.6104462e+09	125000
K11094	NaN	NaN	NaN	NaN	NaN	NaN	2675124.4	1280986.8	9451219	12899783	2.1145009e+09	43100
K12825	NaN	NaN	NaN	NaN	NaN	NaN	2682891.9	2580520	24172709	31299342	9.6722876e+09	162000
K12826	NaN	NaN	8.7548e+08	2.798	NaN	NaN	1791621	1696897.7	12845003	16623005	1.2125104e+09	16900
K12827	NaN	NaN	3.3041e+08	0.382	NaN	NaN	2225583.5	2099574.9	21757032	35965717	6.3481541e+09	103000
K12829	NaN	NaN	1.8667e+09	9.085	NaN	NaN	2701820.6	2575221.4	19356684	31848923	1.0493232e+10	67500
K12830	NaN	NaN	8.1079e+08	5.357	382.523	495.366	1022768.9	1423404.9	21805044	38969332	5.3065608e+09	127000
K12831	NaN	NaN	7.1137e+08	3.138	28.182	108.233	NaN	NaN	12196812	9738250.4	5.3341383e+08	39300
K12832	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13971349	40524253	0.0002	121000
K12833	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9179857.7	8787229.6	2645300.2	40000
K12834	NaN	NaN	3.0618e+09	NaN	NaN	NaN	NaN	NaN	19954359	34453030	0.0002	72800
K12835	NaN	NaN	NaN	NaN	NaN	NaN	815224.98	815554.18	5848538.8	10118128	1.6547544e+09	37400
K12836	NaN	NaN	NaN	NaN	NaN	NaN	2106963	2622456	29488023	53284868	7.4346104e+09	52100
K12837	NaN	NaN	NaN	NaN	NaN	NaN	1505758.3	2468838.5	35948357	75340628	4.8767065e+09	262000
K12838	NaN	NaN	NaN	NaN	NaN	NaN	1901244.9	1895988.3	28913788	90060282	0.0002	259000
K12839	NaN	NaN	NaN	NaN	NaN	NaN	739187.87	566305.55	5479804.4	11214269	8.2380635e+08	23200
K12840	NaN	NaN	NaN	NaN	NaN	NaN	565676.59	446923.07	5639167.9	4451201.3	3.5514428e+08	16600
K12841	NaN	NaN	NaN	NaN	NaN	NaN	579542.95	531844.71	6825243.5	6916807.2	1.6117134e+08	7890
K12842	NaN	NaN	NaN	NaN	NaN	NaN	489279.71	752783.95	8021967.2	9317150.7	9.5147466e+08	20300
K12621	NaN	NaN	4.6139e+09	6.569	113.141	151.783	2531729.9	3088065.8	28636173	63610975	0.0002	190000
K12622	NaN	NaN	1.4918e+09	32.307	282.23	261.5	3304842.5	5850111.6	23808404	37737647	2.8109061e+08	90000
K12623	NaN	NaN	2.4574e+10	58.386	65.895	82.083	NaN	NaN	9927866.9	26726999	2.222395e+08	51900
K12624	NaN	NaN	8.554e+08	10.226	NaN	NaN	NaN	NaN	12583217	46974698	0.0002	NaN
K12625	NaN	NaN	NaN	17.407	NaN	NaN	NaN	NaN	4581022.6	51636695	NaN	207000
K12626	NaN	NaN	2.1317e+09	24.661	190.433	186.99	1032850.1	959270.72	4306329.7	3041321.5	0.0002	9790
K12627	NaN	NaN	1.1028e+09	18.157	NaN	NaN	694096.76	1254637.8	11870634	15132152	0.0002	161000
K12843	NaN	NaN	2.9545e+09	3.152	20.514	25.331	722832.52	668131.15	11592938	7005773	1.0882478e+09	12600
K12662	NaN	NaN	1.1002e+09	7.602	NaN	NaN	687167.98	747598.13	11203754	7638225.3	0.0002	43600
K09567	NaN	NaN	NaN	NaN	NaN	NaN	3269440.7	2502463.5	8536979.4	38269237	3.5021409e+09	184000
K12844	NaN	NaN	7.4433e+09	0.658	NaN	NaN	2070990.4	1676983.8	7955360.5	10806501	2.2793416e+09	18500
K12845	NaN	NaN	NaN	576.524	NaN	NaN	1053391.5	1485443.3	46375017	32536728	44919857	249000
