KO number	mpn Kuehner	eco Valgepea 2013 48	sce Nagaraj	sce deGodoy	sce Newman rich	sce Newman minimal	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Geiger 2012 HeLa	hsa Geiger 2012 U2OS	hsa Nagaraj 2011	hsa Beck
K14721	NaN	NaN	1.2461e+10	24.015	83.716	71.132	NaN	NaN	NaN	NaN	1.7392258e+08	2620
K03040	7747.63	10200	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03043	2745.995	6576	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03046	5982.347	5559	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03086	2124.877	1674	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03087	NaN	622	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02405	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03088	NaN	297	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03089	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03092	NaN	154	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03048	719.189	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03060	NaN	6266	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K07941	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14795001	55166531	7.6936875e+08	254000
K07942	NaN	NaN	1.041e+10	50.272	169.089	120.259	1038879.8	1404313	14032122	34696571	84166337	83100
K07943	NaN	NaN	NaN	NaN	22.131	27.327	726095.28	918645.09	3633671.9	18155928	1.4258055e+09	27900
K07944	NaN	NaN	NaN	NaN	NaN	NaN	1643291.8	1024640.5	6138246.9	32589068	3.0536128e+09	100000
K07945	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0002	0.0002	NaN	NaN
K07947	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	65392.157	366556.65	NaN	2790
K07949	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5777.6383	29460.004	0.0002	NaN
K07950	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	642950.29	1626559.3	4675308.1	NaN
K07951	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	342557.38	3050087.9	49426109	705
K07952	NaN	NaN	2.5008e+09	2.655	NaN	NaN	NaN	NaN	306249.51	703733.98	4899387.6	5620
K07955	NaN	NaN	NaN	NaN	NaN	NaN	211300.44	192564.58	13238438	32289492	1.4715404e+09	NaN
K07956	NaN	NaN	NaN	NaN	NaN	NaN	2223850.5	1992439.4	2190393.3	9710947.8	2.5371965e+08	218000
K07958	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0002	NaN
K07962	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	201539.59	14850.975	1308797.1	NaN
K07977	NaN	NaN	1.42412e+11	129.796	1983.068	1403.963	NaN	NaN	NaN	NaN	NaN	NaN
K10062	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27625.06	0.0002	NaN	NaN
K10063	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31017.361	32596.452	NaN	NaN
K10064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6308.1008	35467.991	NaN	NaN
K10065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0002	97008.262	NaN	NaN
K03991	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10067	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10068	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10077	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0002	236628.05	NaN	664
K10083	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1565365.8	4741035.1	96756148	7540
K10087	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	229099.83	191022.93	2.3326587e+08	NaN
K10089	NaN	NaN	1.8632e+08	NaN	33.569	58.594	1395957.1	985264.96	4951929.9	12220147	7.6973147e+08	50300
K10090	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0002	0.0002	NaN	NaN
K10093	NaN	NaN	NaN	NaN	NaN	NaN	217602.89	436609.29	24058.017	290652.75	NaN	NaN
K11038	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K11068	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K11139	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01114	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01186	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1766227	2545671	19556027	12900
K01197	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17022.146	0.0002	NaN	NaN
K13822	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	155629.93	1122496.9	NaN	13000
K13823	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	168255.28	13596.35	NaN	20900
K15053	NaN	NaN	1.5933e+09	3.307	NaN	NaN	NaN	NaN	NaN	NaN	3.4362982e+08	8460
K12493	NaN	NaN	7.5222e+09	214.046	207.01	189.089	1586456.3	900664.14	2682961.5	9989536	2.4023886e+09	43800
K12491	NaN	NaN	NaN	NaN	NaN	NaN	284650.14	53395.162	38131.455	51463.732	4841189	0.0002
K12471	NaN	NaN	1.8755e+09	55.863	69.418	94.16	102244.24	64303.298	1311263.9	4385789.2	3.1868229e+08	26510
K12479	NaN	NaN	NaN	NaN	NaN	NaN	129032.07	722127.11	1498300.7	5647729.4	4.3654042e+08	25900
K06751	NaN	NaN	NaN	NaN	NaN	NaN	2919292.9	4153834	3191827.2	5488659.2	2.7775839e+08	0.0002
K02218	NaN	NaN	5.7117e+09	70.158	316.214	266.873	NaN	NaN	NaN	NaN	NaN	NaN
K01528	NaN	NaN	2.2703e+10	112.697	34.191	42.219	2223700	2058728.2	19496932	40058809	2.8620295e+09	187400
K01115	NaN	NaN	7.2984e+08	16.015	20.514	34.798	NaN	NaN	421554.74	268419.24	1.0700047e+08	0.0002
K04644	NaN	NaN	NaN	NaN	NaN	NaN	2260200.1	1940631.1	29389026	96198985	9.5025002e+09	22600
K04645	NaN	NaN	NaN	NaN	NaN	NaN	1208782.3	1592475.8	18764363	37855668	1.9926069e+09	54300
K04646	NaN	NaN	9.3657e+10	1039.448	686.925	844.374	3984130.5	2709762.9	61053759	1.6800825e+08	2.5036712e+10	785200
K11824	NaN	NaN	NaN	11.975	30.461	38.892	1626631.3	1399722.1	8517891.1	28341305	1.0454271e+09	103700
K11825	NaN	NaN	NaN	NaN	NaN	NaN	821508.62	570045.02	19598978	54994360	8.0684147e+08	85200
K11826	NaN	NaN	NaN	NaN	NaN	NaN	1879788.3	1913444.4	10059997	31211353	0.0002	111000
K11827	NaN	NaN	NaN	NaN	NaN	NaN	702949.33	635028.31	6857635.9	16647676	87711945	4480
K12469	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4249341.4	5486092.9	6.0781284e+09	3140
K12470	NaN	NaN	NaN	NaN	NaN	NaN	843397.19	1484886.9	1020667.2	6229993	1.0260032e+08	14200
K11247	NaN	NaN	NaN	NaN	NaN	NaN	438197.99	296310.43	13167575	25474335	3.1012799e+08	64900
K11248	NaN	NaN	NaN	NaN	NaN	NaN	1635052.2	1401595	8816940.3	23465383	1.3811695e+09	66700
K12472	NaN	NaN	NaN	NaN	NaN	NaN	367900.62	475326	1493699.1	5156529.1	7.8187352e+08	4840
K12473	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1919798.1	4260727.2	1.1782986e+08	1180
K12474	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	80923.218	641628.52	0.0002	1100
K12475	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3905906.8	2219401.3	1.6048819e+09	5900
K00909	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00910	NaN	NaN	NaN	NaN	NaN	NaN	704787.37	639249.01	538309.86	2224929.2	54289129	1810
K08291	NaN	NaN	NaN	NaN	NaN	NaN	63154.753	625859.87	166912.54	969705.46	58415447	0.0002
K13649	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13485164	4395200.4	5.4863899e+09	NaN
K06278	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8193926.9	59074633	2.8570913e+09	39700
K12958	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2613537.2	5767924.7	7.7444095e+08	NaN
K12182	NaN	NaN	6.9379e+09	44.27	30.254	NaN	425559.05	365973.8	6433403.8	19482341	1.9799929e+08	28500
K12183	NaN	NaN	NaN	NaN	NaN	NaN	723289.04	856310.19	2695665.4	15445208	4.6640564e+08	29800
K12186	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	798120.49	2671326.8	1.4398966e+08	0.0002
K12187	NaN	NaN	8862300	NaN	19.478	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12184	NaN	NaN	2.7302e+08	NaN	NaN	NaN	596942.01	505760.38	2281870.5	12403250	1.1772144e+09	12800
K12185	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1180301.4	5470277.9	2.5233635e+08	12680
K12188	NaN	NaN	NaN	0.841	NaN	NaN	875160.52	465766.57	1221116.5	3963984.7	53561016	6340
K12190	NaN	NaN	NaN	3.825	NaN	NaN	826012.84	285860.59	3084163.2	4367838	17876984	11100
K12189	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3218861.8	7840286.9	1.5592012e+09	184000
K12195	NaN	NaN	7.4188e+08	1.02	44.552	55.012	295436.38	490544.56	1550401.7	11558294	35677965	15300
K12194	NaN	NaN	1.2224e+10	103.849	67.138	90.834	2560830.5	2150432.4	9598578.9	27928987	2.2762314e+09	102070
K12193	NaN	NaN	1.6125e+09	6.494	68.382	83.926	616065.47	1367107.1	3221067.1	9999775.6	4.1598031e+08	26600
K12191	NaN	NaN	1.3912e+09	2.137	29.425	49.895	2205119.7	2892586.6	4037123	9569740.3	1.0731094e+09	2070
K12192	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	226708.07	3768159.8	4.4608086e+08	14700
K12196	NaN	NaN	2.3624e+10	57.226	84.752	91.858	1158183.7	1573916.4	7943593.3	24746491	2.0104012e+09	30800
K12199	NaN	NaN	9.4381e+09	22.171	35.434	36.334	686435.93	1294229.2	9775993	53257854	2.4048004e+09	35700
K12197	NaN	NaN	3.5203e+10	63.609	95.32	105.726	NaN	NaN	1536551.9	9809841.9	4.847481e+08	2660
K12198	NaN	NaN	NaN	6.539	56.363	54.756	1326981.1	1449032.9	9041410.2	42710306	2.5775442e+09	2150
K12200	NaN	NaN	2.5663e+09	13.953	NaN	NaN	2469824.7	2338218.3	21139782	44871205	NaN	97900
K12476	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99118.623	222067.03	3681902.5	7030
K12477	NaN	NaN	NaN	NaN	NaN	NaN	1397100.8	2751682.9	3098000.4	18098852	1.3875475e+09	44400
K12478	NaN	NaN	NaN	NaN	NaN	NaN	392828.44	577493.8	2092231.6	5356828.4	2.9678028e+08	27100
K12480	NaN	NaN	NaN	NaN	NaN	NaN	337489.13	768450.34	637787.79	623445.65	1.8364317e+08	510
K12481	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	62195.603	112913.17	17754975	0.0002
K12482	NaN	NaN	NaN	NaN	NaN	NaN	83039.617	142174.04	1332248.1	2032362.8	3.6515911e+08	3210
K12483	NaN	NaN	NaN	NaN	NaN	NaN	6921823.4	7088916.6	8619663	39028755	4.8532701e+09	131000
K12484	NaN	NaN	NaN	NaN	NaN	NaN	372831.03	36065.416	348262.96	3059751.3	1.358725e+08	13110
K12485	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	57564.914	135200.6	0.0002	NaN
K06093	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	230706.72	1032553.4	0.0002	6200
K06069	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3335541.9	7957340.9	2.5136092e+08	5610
K12486	NaN	NaN	1.1276e+10	7.792	59.886	63.712	836066.93	1169059.7	1327865.7	10352157	1.6949944e+08	8340
K05737	NaN	NaN	NaN	NaN	NaN	NaN	61932.941	67081.005	2450469	5794634.5	5.6382805e+08	4570
K12487	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	81520.244	208717.99	19182002	2200
K12488	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	248145.9	2147912.4	2.732206e+08	2040
K12489	NaN	NaN	NaN	NaN	NaN	NaN	791383.32	754201.8	399748.28	978117.78	17828646	0.0002
K12490	NaN	NaN	NaN	NaN	NaN	NaN	131360.04	286795.16	1151688.9	2171421.1	3.084194e+08	1288
K12492	NaN	NaN	2.3121e+10	233.436	194.37	210.07	148554.02	186927.88	2907129.5	14166411	32475086	83700
K12494	NaN	NaN	NaN	NaN	NaN	NaN	261458.79	332262.9	44627.508	298574.55	16156821	0.0002
K12495	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	342706.19	1501797.3	33763006	0.0002
K13882	NaN	NaN	NaN	NaN	NaN	NaN	6595260.9	8143080.8	689439.6	3022905.4	0.0002	1080
K02147	NaN	NaN	1.5655e+11	1289.552	774.163	603.343	952306.66	1649349	6135536.6	19566010	3.4633475e+09	167000
K02148	NaN	NaN	2.9236e+10	632.701	393.505	378.689	53904.243	142845	4489243.4	18739855	69094139	11100
K02149	NaN	NaN	7.2877e+09	61.393	405.317	368.71	232766.28	1009129.8	1820907.9	11382274	1.401855e+09	15300
K02150	NaN	NaN	8.7778e+10	2410.844	877.979	898.363	955492.93	1219972.1	4832226.4	25590323	3.4411175e+09	73300
K02151	NaN	NaN	2.4785e+09	138.628	591.605	733.07	NaN	NaN	2144637	6561228.8	0.0002	30700
K02152	NaN	NaN	5.7692e+10	953.426	760.487	785.524	852562.31	1249862.9	4495367.4	14000079	14055973	65200
K02146	NaN	NaN	5.7655e+09	35.859	373.405	420.14	554877.01	479893.6	12711451	17547032	5.2441317e+08	16500
K02144	NaN	NaN	3.9576e+10	319.998	626.003	587.735	378709.63	622568.46	1464762.5	4610396.5	8.1641644e+08	39100
K02155	NaN	NaN	NaN	14.734	1082.088	985.358	NaN	NaN	10741301	17663931	5.8291892e+08	5360
K03661	NaN	NaN	2.0193e+10	NaN	344.809	288.366	NaN	NaN	NaN	NaN	NaN	NaN
K03662	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6053710.3	10625627	8.2105863e+08	4370
K13883	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	74603.062	0.0002	NaN	NaN
K05653	NaN	NaN	NaN	NaN	NaN	NaN	1578522.9	1224544.1	2080730.8	879424.99	1.717149e+08	2720
K05654	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1233720.2	756194.54	26164367	882
K13885	NaN	NaN	NaN	NaN	NaN	NaN	406473.17	480945.26	5379109.2	2792068.1	4.8190048e+08	0.0002
K08009	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1627500.7	140389.94	NaN	NaN
K08008	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08010	NaN	NaN	NaN	NaN	NaN	NaN	870222.32	1277249.6	22159.331	419546.61	NaN	0.0002
K08012	NaN	NaN	NaN	NaN	NaN	NaN	945257.4	319521.14	NaN	NaN	NaN	NaN
K12391	NaN	NaN	NaN	NaN	NaN	NaN	1170988.1	1481509.4	5330032.3	16786752	52515865	31700
K01189	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1509791.6	2661476	1.4020184e+08	13800
K12309	NaN	NaN	NaN	NaN	NaN	NaN	101949.79	187120.67	4018036.5	5620240.9	3.4791509e+08	11300
K12316	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1067460	3602997.1	1.04174e+08	17400
K01201	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5779106.6	8871474.7	1.1558924e+09	27400
K01217	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8120.2026	5331.3389	NaN	NaN
K01204	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	295249.96	2962202.7	0.0002	18600
K01205	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	256077.91	730435.6	0.0002	1180
K01202	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0002	258279.91	NaN	0.0002
K01195	NaN	0.0002	NaN	NaN	NaN	NaN	163972.55	808815.58	601618.13	3188432.7	2.8534064e+08	1430
K01192	NaN	NaN	NaN	NaN	NaN	NaN	23493.228	74593.116	262213.15	196126.51	1374999.8	NaN
K12311	NaN	NaN	NaN	NaN	NaN	NaN	124439.85	105272.9	639619.56	1560978.9	1.1396614e+08	7370
K01134	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	769675.79	2624732.1	86814338	9170
K01135	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	165479.74	271675.19	16748749	0.0002
K01132	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	322227.08	1916852	2.4402437e+08	3460
K01137	NaN	NaN	NaN	NaN	NaN	NaN	25276.878	60188.323	3379132.4	8736381.6	1.8247479e+09	42300
K01136	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23271.873	239520.13	0.0002	0.0002
K01565	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	926671.6	984654.91	43887903	NaN
K01052	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	486623.98	1732167.5	0.0002	0.0002
K06129	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	207216.9	1268902.5	0.0002	2370
K01158	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4014033.9	4368267.9	2.8025017e+08	5160
K12350	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	347449.75	2747052.3	88208234	570
K01444	NaN	NaN	NaN	NaN	NaN	NaN	87916.963	23141.466	174600.14	899000.59	19201957	896
K12382	NaN	NaN	NaN	NaN	NaN	NaN	187149.77	468632.76	17050660	63396234	0.0002	192000
K12383	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43523.063	3548510	53877142	6610
K01074	NaN	NaN	NaN	NaN	NaN	NaN	372037.94	241029.01	9867495.3	22034537	2.8718435e+09	207950
K12384	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5927634.2	15252068	1.1114223e+09	5430
K12385	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1201255.3	925996.89	2.8328127e+08	0.0002
K13443	NaN	NaN	NaN	NaN	NaN	NaN	9214.2178	80558.303	5923441.2	66463657	3.1401974e+08	617000
K12386	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12301	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	127760.35	98230.948	NaN	NaN
K12347	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	314149.12	0.0002	0.0002	NaN
K12387	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2086694.7	5097703.9	5767001.6	0.0002
K05642	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11085.532	49791.969	21573995	NaN
K05656	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12305	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0002	35606.651	1458405	NaN
K12388	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	158512.57	1120662.4	5553400.4	NaN
K12389	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	283689.5	74563.462	2446537.6	NaN
K12390	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	228578.91	1174563.8	30185032	NaN
K12307	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	302.59996	8694.6592	15959366	NaN
K10532	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7714.6768	0.0002	0.0002	NaN
K13444	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	280480.14	127949.87	11132004	753
K08239	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	45072.337	45704.687	22511050	NaN
K01125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	193101.03	152709.48	NaN	0.0002
K12392	NaN	NaN	NaN	NaN	NaN	NaN	742681.57	1032323.6	4497008.7	13753636	3.7545376e+08	72300
K12393	NaN	NaN	NaN	NaN	NaN	NaN	1327418.6	1116300.2	10556961	30014304	9.5514201e+08	84900
K12394	NaN	NaN	NaN	NaN	NaN	NaN	899831.39	798899.63	5580550.1	29290675	2.0313238e+08	15100
K12395	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	754209.27	621103.86	7821424.7	NaN
K12396	NaN	NaN	NaN	NaN	NaN	NaN	811057.33	626109.11	5205122.2	7294469.4	1.3344518e+09	9430
K12397	NaN	NaN	NaN	NaN	NaN	NaN	370867.43	654161.97	4058032.1	13513984	2.3472723e+08	6480
K12398	NaN	NaN	NaN	NaN	NaN	NaN	707411.42	476059.78	7296592.8	11643407	1.8196428e+08	15200
K12399	NaN	NaN	NaN	NaN	NaN	NaN	831115.62	860492.57	2078838.5	7546405	1.0198295e+09	17600
K12400	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	262662.92	174784.19	97207885	0.0002
K12401	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	50510.545	222744.49	14518308	0.0002
K12402	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6469.417	9449.2231	19991037	NaN
K12403	NaN	NaN	NaN	NaN	NaN	NaN	37186.051	37877.683	342543.15	762269.1	46012101	1090
K12404	NaN	NaN	NaN	NaN	NaN	NaN	397240.39	524409.55	1642216.8	6979087.1	2.1222404e+08	13270
K17879	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12261	NaN	NaN	7.0446e+08	0.886	NaN	NaN	NaN	NaN	1566267	624370.14	71977866	0.0002
K13348	NaN	NaN	NaN	4.018	NaN	NaN	NaN	NaN	24965.012	307117.16	47146914	802
K13335	NaN	NaN	NaN	NaN	NaN	NaN	238628.59	227215.16	437361.03	1235433.6	19197964	0.0002
K13336	NaN	NaN	5.8169e+08	NaN	29.425	38.892	NaN	NaN	815598.5	1908453.2	0.0002	4570
K13337	NaN	NaN	1.4488e+10	87.985	83.923	90.067	NaN	NaN	1574999.7	2856927.8	69838537	38100
K05677	NaN	NaN	NaN	NaN	NaN	NaN	317645.74	486291.81	11483446	21550313	1.3846556e+09	13200
K13338	NaN	NaN	71290000	3.77	21.343	30.96	196866.62	163932.73	48606.32	56687.622	0.0002	0.0002
K13339	NaN	NaN	3.71e+08	2.769	35.558	43.907	NaN	NaN	19374.01	56758.306	35771319	NaN
K13340	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	103919.73	73597.4	NaN	NaN
K13341	NaN	NaN	1.5124e+08	0.126	NaN	NaN	NaN	NaN	118533.98	519751.02	0.0002	NaN
K13342	NaN	NaN	2.4327e+08	9.875	24.037	NaN	NaN	NaN	1207352.1	2870868.8	NaN	2320
K13343	NaN	NaN	5.4714e+09	84.386	22.172	58.339	351715.06	292857.65	2317366.6	9240712.9	16384178	4860
K13344	NaN	NaN	6.1109e+08	7.234	NaN	NaN	NaN	NaN	44169.003	460528.22	854967.47	0.0002
K13345	NaN	NaN	6.97e+08	NaN	NaN	NaN	NaN	NaN	245066.56	877882.23	43677895	NaN
K13346	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	47527.998	127929.55	NaN	NaN
K06664	NaN	NaN	89168000	NaN	NaN	NaN	NaN	NaN	3920.7121	0.0002	NaN	NaN
K13347	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	996708.77	405830.45	NaN	2640
K13349	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26120.955	0.0002	NaN	NaN
K13350	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	197209.73	314024.89	0.0002	NaN
K13351	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8426.4101	0.0002	NaN	NaN
K13352	NaN	NaN	NaN	NaN	NaN	NaN	421630.33	548843.49	862017.97	1781937.4	37985882	NaN
K13353	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	36066.175	1399401.6	NaN	NaN
K13354	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2977437.5	998459.98	5071215	0.0002
K01796	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1397730.9	485742.7	0.0002	0.0002
K00477	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	340449.57	219141.64	19514998	0.0002
K00232	NaN	NaN	4.25e+08	NaN	NaN	NaN	438906.77	370514.13	4672125.1	13076764	8.4042349e+08	8590
K10214	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	74890.235	0.0002	NaN	NaN
K12405	NaN	NaN	NaN	NaN	NaN	NaN	1046322.6	1301391.5	15179641	22768699	1.8125329e+09	66500
K08764	NaN	NaN	NaN	NaN	NaN	NaN	1246777.9	2028084.5	9495698.2	17920163	4368510.4	16100
K00659	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0002	0.0002	NaN	NaN
K07514	NaN	NaN	NaN	NaN	NaN	NaN	50110.839	28631.269	201760.52	751690.65	0.0002	NaN
K07513	NaN	NaN	NaN	NaN	NaN	NaN	1095145.4	1025793.6	3248130.5	7026105.6	50029996	28800
K13237	NaN	NaN	2.4701e+08	NaN	NaN	NaN	NaN	NaN	2820406.8	1344677.9	1.5286999e+08	0.0002
K12663	NaN	NaN	NaN	NaN	NaN	NaN	417367.33	4223117.3	17199998	14660587	3.3796577e+09	26200
K05675	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1535793.2	485139.58	1.3192749e+08	0.0002
K05676	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0002	6704.0166	NaN	NaN
K05678	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	458492.09	27378.39	3615791.4	0.0002
K08746	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6099504.7	714301.07	2.7270955e+08	NaN
K07753	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	240311.3	261833.27	40055860	NaN
K13239	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14736017	13617273	4792111.3	25500
K13355	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	837704.41	2974275.4	44523078	NaN
K11992	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1875651	1532591.4	5.2662837e+08	970
K00624	NaN	NaN	5.08347e+10	0.037	NaN	NaN	NaN	NaN	1529243.9	4653147.8	2.6156967e+08	NaN
K05940	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	84029.468	276933.16	8915102.8	0.0002
K01578	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	224478.45	2083184.5	5.5639337e+08	NaN
K00649	NaN	NaN	NaN	NaN	NaN	NaN	706132.26	148706.75	1239996.8	1498267.6	98298087	842
