Numerator	Denominator	mpn Kuehner	eco Valgepea 2013 48	sce Nagaraj	sce deGodoy	sce Newman rich	sce Newman minimal	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Geiger 2012 HeLa	hsa Geiger 2012 U2OS	hsa Nagaraj 2011	hsa Beck
-Other Enzymes	TOTAL	0.1511	0.137	0.1307	0.155	0.1014	0.1233	0.1001	0.1057	0.07684	0.07469	0.08392	0.08615
Organismal Systems	TOTAL	0	4.776e-11	0.001993	0.002845	0.002862	0.002812	0.04157	0.0333	0.02594	0.03167	0.02906	0.03348
-Immune System	TOTAL	0	0	0.0007968	0.001153	0.0007769	0.0009762	0.01441	0.01542	0.007171	0.00651	0.008625	0.004891
-Endocrine System	TOTAL	0	0	3.615e-05	2.213e-05	5.615e-05	4.851e-05	0.01271	0.005572	0.002951	0.005395	0.001623	0.006417
-Circulatory System	TOTAL	0	0	0	0	0	0	0.001892	0.001628	0.002782	0.004259	0.001627	0.0005627
-Digestive System	TOTAL	0	0	0.0002307	7.32e-05	0.0001229	0.0001369	0.002161	0.001613	0.003668	0.003087	0.003393	0.001636
-Excretory System	TOTAL	0	0	0.0002149	0.0003366	0.000589	0.0005746	0.002379	0.002227	0.002372	0.002811	0.00245	0.0007981
-Nervous System	TOTAL	0	0	4.213e-05	4.052e-05	0.0001549	0.0001948	0.004985	0.004686	0.001996	0.002136	0.003066	0.002789
-Sensory System	TOTAL	0	0	3.336e-05	6.371e-06	6.28e-05	2.49e-05	0.0001627	0.0001867	0.0005149	0.0007705	0.0001398	5.459e-06
-Development	TOTAL	0	0	0	0	0	0	0.001285	0.0009435	0.0008223	0.0009246	0.001968	0.001304
-Environmental Adaptation	TOTAL	0	0	0	0	0	0	0.0003876	0.0003384	0.000255	0.0002986	0.0001132	9.939e-05
Human Diseases	TOTAL	0.02759	0.002557	0.01172	0.01635	0.01939	0.02181	0.06585	0.06109	0.07412	0.06354	0.06622	0.04937
-Cancers	TOTAL	0	0	0.0002558	0.0004573	0.0003612	0.0002446	0.00615	0.005361	0.005152	0.005109	0.003386	0.002874
-Immune System Diseases	TOTAL	0	0	0.0004434	0.001222	0.008645	0.01017	0.002723	0.002559	0.02544	0.01914	0.003038	0.01539
-Neurodegenerative Diseases	TOTAL	0	0	0.005992	0.006188	0.005224	0.006849	0.02895	0.02726	0.0188	0.01549	0.02326	0.006752
-Cardiovascular Diseases	TOTAL	0	0	0	0	0	0	0.003557	0.001694	0.003919	0.002741	0.00693	0.00198
-Metabolic Diseases	TOTAL	0	0	0	0	0	0	0	0	1.113e-05	5.339e-06	3.99e-06	7.605e-06
-Infectious Diseases	TOTAL	0	0.002168	0.004187	0.005162	0.006151	0.005207	0.02674	0.02881	0.01447	0.01589	0.02243	0.01614
Not Mapped	TOTAL	0.1975	0.07465	0.151	0.1073	0.1717	0.174	0.2076	0.2038	0.1974	0.2058	0.2129	0.1053
-Not Mapped	TOTAL	0.1975	0.07465	0.151	0.1073	0.1717	0.174	0.2076	0.2038	0.1974	0.2058	0.2129	0.1053
TOTAL	MAPPED	1.246	1.081	1.178	1.12	1.207	1.211	1.262	1.256	1.246	1.259	1.27	1.118
MAPPED	MAPPED	1	1	1	1	1	1	1	1	1	1	1	1
Genetic Information Processing	MAPPED	0.3266	0.5141	0.5182	0.4419	0.4783	0.4336	0.4253	0.423	0.5032	0.4864	0.3811	0.4161
-Transcription	MAPPED	0.004114	0.0292	0.003681	0.002569	0.007367	0.006847	0.04818	0.04325	0.04585	0.04119	0.03796	0.03803
-Translation	MAPPED	0.1813	0.3922	0.4006	0.3114	0.3521	0.3187	0.151	0.1528	0.2583	0.2426	0.1403	0.1963
-Folding, Sorting and Degradation	MAPPED	0.09658	0.07071	0.09904	0.1218	0.09834	0.08558	0.1765	0.1754	0.1171	0.13	0.1455	0.1369
-DNA Maintenance	MAPPED	0.0354	0.02254	0.01387	0.00561	0.01518	0.01608	0.04987	0.05241	0.08816	0.08063	0.05458	0.0384
-RNA Family	MAPPED	0	5.161e-10	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	MAPPED	0	0.008259	0.005372	0.002872	0.008655	0.006419	0.02668	0.02679	0.02977	0.03602	0.02569	0.04244
-Signal Transduction	MAPPED	0	0.008259	0.001544	0.001181	0.003488	0.002178	0.005477	0.006531	0.006729	0.007204	0.00777	0.004008
-Signaling Molecules and Interaction	MAPPED	0	2.064e-10	0.003827	0.001844	0.005166	0.004345	0.01945	0.01732	0.0232	0.02803	0.01768	0.03596
Cellular Processes	MAPPED	0.06245	0.01048	0.01543	0.01852	0.03425	0.03461	0.1027	0.0872	0.1109	0.1271	0.1896	0.1631
-Hemoglobin	MAPPED	0	0	0	0	0	0	0	0	2.496e-06	8.718e-06	0	1.615e-05
-Vesicular Transport	MAPPED	0	0	0.003282	0.002776	0.004065	0.003978	0.01943	0.01962	0.0122	0.01427	0.01674	0.006037
-Cytoskeleton	MAPPED	0.02334	0.003404	0.003993	0.00726	0.002781	0.003139	0.06011	0.04575	0.07468	0.08253	0.1298	0.1323
-Cell Motility	MAPPED	0.007903	0.004549	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	MAPPED	0.03008	0.001925	0.007788	0.00765	0.0263	0.0263	0.01844	0.01809	0.01476	0.01981	0.01935	0.01607
-Cell Communication	MAPPED	0	0	9.614e-05	0.0001091	0.0002317	0.0002458	0.006641	0.006511	0.006698	0.01097	0.01575	0.005418
Metabolism	MAPPED	0.5703	0.4636	0.4442	0.5158	0.4476	0.4921	0.3032	0.3302	0.2128	0.2128	0.2804	0.2733
-Membrane Transport	MAPPED	0.04055	0.05698	0.01851	0.01207	0.0135	0.01119	0.002606	0.001968	0.003498	0.002487	0.001596	0.000661
-Central Carbon Metabolism	MAPPED	0.1768	0.08406	0.1496	0.1748	0.1604	0.1371	0.09139	0.1096	0.04507	0.05082	0.09892	0.1064
-Energy Metabolism	MAPPED	0.04039	0.02064	0.01503	0.02171	0.01374	0.01742	0.02109	0.02313	0.01651	0.01313	0.009339	0.01505
-Biosynthesis	MAPPED	0.09027	0.1425	0.1011	0.1307	0.09999	0.1387	0.04581	0.05002	0.04813	0.04623	0.05604	0.03542
-Other Enzymes	MAPPED	0.1883	0.148	0.154	0.1737	0.1224	0.1493	0.1264	0.1328	0.09574	0.09405	0.1066	0.09628
Organismal Systems	MAPPED	0	5.161e-11	0.002347	0.003187	0.003456	0.003405	0.05247	0.04182	0.03232	0.03988	0.03692	0.03742
-Immune System	MAPPED	0	0	0.0009385	0.001292	0.0009379	0.001182	0.01819	0.01937	0.008934	0.008197	0.01096	0.005466
-Endocrine System	MAPPED	0	0	4.258e-05	2.479e-05	6.779e-05	5.873e-05	0.01604	0.006998	0.003677	0.006794	0.002062	0.007173
-Circulatory System	MAPPED	0	0	0	0	0	0	0.002388	0.002045	0.003466	0.005363	0.002067	0.0006289
-Digestive System	MAPPED	0	0	0.0002717	8.201e-05	0.0001484	0.0001657	0.002728	0.002026	0.00457	0.003887	0.00431	0.001828
-Excretory System	MAPPED	0	0	0.0002532	0.0003771	0.0007111	0.0006957	0.003002	0.002797	0.002955	0.00354	0.003113	0.000892
-Nervous System	MAPPED	0	0	4.962e-05	4.54e-05	0.000187	0.0002358	0.006291	0.005886	0.002487	0.002689	0.003895	0.003117
-Sensory System	MAPPED	0	0	3.929e-05	7.137e-06	7.582e-05	3.014e-05	0.0002053	0.0002345	0.0006415	0.0009702	0.0001776	6.102e-06
-Development	MAPPED	0	0	0	0	0	0	0.001621	0.001185	0.001025	0.001164	0.0025	0.001457
-Environmental Adaptation	MAPPED	0	0	0	0	0	0	0.0004891	0.000425	0.0003177	0.0003759	0.0001438	0.0001111
Human Diseases	MAPPED	0.03438	0.002764	0.0138	0.01832	0.0234	0.0264	0.08311	0.07673	0.09235	0.08001	0.08412	0.05518
-Cancers	MAPPED	0	0	0.0003013	0.0005123	0.0004361	0.0002961	0.007762	0.006733	0.006419	0.006433	0.004302	0.003212
-Immune System Diseases	MAPPED	0	0	0.0005222	0.001369	0.01044	0.01231	0.003437	0.003214	0.0317	0.0241	0.00386	0.0172
-Neurodegenerative Diseases	MAPPED	0	0	0.007057	0.006932	0.006307	0.008292	0.03653	0.03424	0.02343	0.01951	0.02956	0.007547
-Cardiovascular Diseases	MAPPED	0	0	0	0	0	0	0.004489	0.002128	0.004883	0.003452	0.008805	0.002213
-Metabolic Diseases	MAPPED	0	0	0	0	0	0	0	0	1.387e-05	6.723e-06	5.069e-06	8.5e-06
-Infectious Diseases	MAPPED	0	0.002343	0.004932	0.005783	0.007426	0.006304	0.03374	0.03619	0.01803	0.02001	0.02849	0.01804
Not Mapped	MAPPED	0.2461	0.08067	0.1779	0.1202	0.2073	0.2106	0.262	0.256	0.2459	0.2592	0.2705	0.1177
-Not Mapped	MAPPED	0.2461	0.08067	0.1779	0.1202	0.2073	0.2106	0.262	0.256	0.2459	0.2592	0.2705	0.1177
TOTAL	Genetic Information Processing	3.714	2.1	2.273	2.523	2.518	2.787	2.934	2.946	2.42	2.534	3.312	2.678
MAPPED	Genetic Information Processing	2.981	1.943	1.929	2.253	2.086	2.302	2.325	2.345	1.943	2.012	2.607	2.396
Genetic Information Processing	Genetic Information Processing	1	1	1	1	1	1	1	1	1	1	1	1
-Transcription	Genetic Information Processing	0.01454	0.05751	0.007102	0.005814	0.0154	0.01579	0.1152	0.1032	0.08861	0.08101	0.09961	0.09646
-Translation	Genetic Information Processing	0.5373	0.7613	0.7735	0.7015	0.7372	0.7337	0.3536	0.361	0.5017	0.4888	0.3664	0.471
-Folding, Sorting and Degradation	Genetic Information Processing	0.2962	0.1378	0.1921	0.276	0.2076	0.1999	0.4089	0.4124	0.2327	0.2639	0.3767	0.324
-DNA Maintenance	Genetic Information Processing	0.1175	0.04335	0.02667	0.0127	0.03204	0.03756	0.1211	0.1232	0.1752	0.1629	0.1409	0.09389
-RNA Family	Genetic Information Processing	0	1.015e-09	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	Genetic Information Processing	0	0.01601	0.01043	0.00647	0.01843	0.01514	0.06396	0.06234	0.06139	0.07511	0.06975	0.105
-Signal Transduction	Genetic Information Processing	0	0.01601	0.002998	0.00266	0.007448	0.005087	0.01276	0.01564	0.01356	0.01398	0.02026	0.009604
-Signaling Molecules and Interaction	Genetic Information Processing	0	4.016e-10	0.007431	0.004145	0.01093	0.01008	0.04836	0.04269	0.0454	0.05639	0.04702	0.08973
Cellular Processes	Genetic Information Processing	0.1881	0.02034	0.03007	0.04152	0.07121	0.07971	0.244	0.2093	0.2202	0.2578	0.5011	0.4014
-Hemoglobin	Genetic Information Processing	0	0	0	0	0	0	0	0	4.849e-06	1.754e-05	0	3.871e-05
-Vesicular Transport	Genetic Information Processing	0	0	0.006396	0.006384	0.008499	0.009452	0.04501	0.04495	0.02457	0.02935	0.04304	0.01468
-Cytoskeleton	Genetic Information Processing	0.07146	0.006614	0.007747	0.01668	0.005594	0.007195	0.146	0.1118	0.1534	0.1684	0.3488	0.3143
-Cell Motility	Genetic Information Processing	0.02356	0.008949	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	Genetic Information Processing	0.09102	0.003767	0.01489	0.01726	0.0548	0.06055	0.04407	0.04227	0.02972	0.03986	0.05056	0.03817
-Cell Communication	Genetic Information Processing	0	0	0.0001867	0.0002441	0.0004833	0.0005697	0.01612	0.01539	0.0133	0.0214	0.04161	0.01356
Metabolism	Genetic Information Processing	1.69	0.9004	0.8559	1.163	0.9327	1.133	0.7049	0.7713	0.4261	0.4305	0.7324	0.6401
-Membrane Transport	Genetic Information Processing	0.1261	0.1112	0.03557	0.02763	0.02838	0.02588	0.005996	0.004928	0.00658	0.004874	0.004188	0.001589
-Central Carbon Metabolism	Genetic Information Processing	0.5603	0.1628	0.2902	0.3944	0.336	0.3149	0.2117	0.2511	0.08869	0.09899	0.2546	0.2558
-Energy Metabolism	Genetic Information Processing	0.1326	0.04048	0.02894	0.04891	0.02867	0.03846	0.04939	0.0539	0.03281	0.02699	0.02462	0.03731
-Biosynthesis	Genetic Information Processing	0.2699	0.2803	0.1939	0.2928	0.2086	0.3198	0.1139	0.1232	0.09368	0.09587	0.1468	0.09143
-Other Enzymes	Genetic Information Processing	0.5895	0.2915	0.2971	0.3908	0.2559	0.3442	0.3054	0.3159	0.1878	0.1895	0.2792	0.224
Organismal Systems	Genetic Information Processing	0	9.948e-11	0.004529	0.007086	0.007347	0.00803	0.1231	0.09911	0.05993	0.07689	0.09689	0.09279
-Immune System	Genetic Information Processing	0	0	0.001795	0.002932	0.001961	0.002627	0.04531	0.04648	0.01688	0.01628	0.02975	0.01292
-Endocrine System	Genetic Information Processing	0	0	8.3e-05	5.513e-05	0.0001399	0.0001334	0.03801	0.01603	0.007001	0.01345	0.005335	0.01719
-Circulatory System	Genetic Information Processing	0	0	0	0	0	0	0.005549	0.004833	0.006889	0.01103	0.005238	0.001512
-Digestive System	Genetic Information Processing	0	0	0.000523	0.0001861	0.0003084	0.0003798	0.006342	0.004624	0.008375	0.007996	0.01133	0.004469
-Excretory System	Genetic Information Processing	0	0	0.0004885	0.0008445	0.001482	0.001602	0.007528	0.007106	0.00548	0.007007	0.008512	0.00222
-Nervous System	Genetic Information Processing	0	0	9.575e-05	0.000103	0.0003919	0.0005418	0.01479	0.01391	0.004678	0.00527	0.01022	0.007491
-Sensory System	Genetic Information Processing	0	0	7.58e-05	1.587e-05	0.0001525	6.649e-05	0.0004724	0.000535	0.001274	0.00196	0.0004712	1.442e-05
-Development	Genetic Information Processing	0	0	0	0	0	0	0.003731	0.002704	0.00199	0.002343	0.006787	0.003539
-Environmental Adaptation	Genetic Information Processing	0	0	0	0	0	0	0.001133	0.0009735	0.0006552	0.0007294	0.0003927	0.0002871
Human Diseases	Genetic Information Processing	0.1003	0.005414	0.02663	0.04213	0.04876	0.06079	0.1947	0.1788	0.1794	0.161	0.2163	0.1424
-Cancers	Genetic Information Processing	0	0	0.000579	0.001163	0.0009065	0.0006786	0.01825	0.01592	0.01324	0.01273	0.01166	0.007864
-Immune System Diseases	Genetic Information Processing	0	0	0.001004	0.003158	0.02219	0.02904	0.008081	0.007598	0.06067	0.04849	0.01048	0.0412
-Neurodegenerative Diseases	Genetic Information Processing	0	0	0.0137	0.01541	0.01269	0.01912	0.08663	0.08049	0.04459	0.03783	0.076	0.01948
-Cardiovascular Diseases	Genetic Information Processing	0	0	0	0	0	0	0.01116	0.005328	0.009836	0.007257	0.02404	0.00541
-Metabolic Diseases	Genetic Information Processing	0	0	0	0	0	0	0	0	2.792e-05	1.304e-05	1.284e-05	1.978e-05
-Infectious Diseases	Genetic Information Processing	0	0.004553	0.009494	0.01303	0.01537	0.01454	0.08192	0.08745	0.03631	0.0397	0.07659	0.04715
Not Mapped	Genetic Information Processing	0.7335	0.1568	0.3432	0.2708	0.4323	0.4849	0.6092	0.6004	0.4777	0.5214	0.7052	0.2819
-Not Mapped	Genetic Information Processing	0.7335	0.1568	0.3432	0.2708	0.4323	0.4849	0.6092	0.6004	0.4777	0.5214	0.7052	0.2819
TOTAL	-Transcription	165.4	36.48	298.5	389.5	162.6	174.6	25.77	28.78	26.79	30.53	32.63	25.93
MAPPED	-Transcription	132.7	33.76	253.4	347.7	134.7	144.2	20.42	22.91	21.5	24.25	25.69	23.2
Genetic Information Processing	-Transcription	48.55	17.37	132.5	155.5	64.66	62.77	8.568	9.27	10.75	12.09	9.871	9.97
-Transcription	-Transcription	1	1	1	1	1	1	1	1	1	1	1	1
-Translation	-Transcription	24.36	13.23	102.2	108.8	47.35	46.1	3.11	3.543	5.612	5.925	3.678	4.55
-Folding, Sorting and Degradation	-Transcription	15.64	2.457	25.45	43.71	13.61	12.83	3.62	3.871	2.626	3.342	3.759	3.17
-DNA Maintenance	-Transcription	6.411	0.7429	3.89	1.981	2.063	2.415	1.001	1.142	1.977	2.012	1.412	0.9734
-RNA Family	-Transcription	0	2.108e-08	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Transcription	0	0.292	1.401	1.023	1.208	0.9727	0.5866	0.5885	0.6663	0.8892	0.6657	1.089
-Signal Transduction	-Transcription	0	0.2894	0.4366	0.3629	0.4971	0.3724	0.1174	0.1554	0.142	0.1845	0.2091	0.09757
-Signaling Molecules and Interaction	-Transcription	0	7.069e-09	0.967	0.6688	0.6932	0.6234	0.4288	0.4241	0.513	0.6983	0.4591	0.9181
Cellular Processes	-Transcription	8.286	0.3635	3.792	6.106	4.623	5.008	1.981	1.999	2.401	3.149	4.931	4.184
-Hemoglobin	-Transcription	0	0	0	0	0	0	0	0	5.368e-05	0.0002114	0	0.0004247
-Vesicular Transport	-Transcription	0	0	0.7577	1.089	0.5668	0.6534	0.4347	0.5573	0.2698	0.362	0.4249	0.153
-Cytoskeleton	-Transcription	3.097	0.1149	0.9909	2.603	0.3285	0.4138	1.16	0.9667	1.628	2.003	3.312	3.11
-Cell Motility	-Transcription	1.049	0.1674	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Transcription	4.141	0.07084	2.007	2.569	3.544	3.863	0.4131	0.3919	0.3134	0.4823	0.5075	0.3935
-Cell Communication	-Transcription	0	0	0.02598	0.03794	0.03829	0.04481	0.1425	0.1491	0.1495	0.2717	0.3999	0.1379
Metabolism	-Transcription	75.86	15.77	113.1	177.4	60.31	70.61	6.325	7.627	4.62	5.227	7.135	6.382
-Membrane Transport	-Transcription	6.281	1.933	4.686	4.425	1.796	1.614	0.05137	0.04771	0.0751	0.06017	0.04159	0.01727
-Central Carbon Metabolism	-Transcription	29.88	2.924	40.64	52.5	23.38	20.8	1.937	2.535	0.9423	1.229	2.525	2.569
-Energy Metabolism	-Transcription	7.654	0.7138	3.926	7.128	2.271	3.025	0.5399	0.5953	0.3702	0.3431	0.2531	0.4168
-Biosynthesis	-Transcription	14.6	5.247	25.69	46.7	13.57	20.7	0.9706	1.142	1.062	1.123	1.394	0.9396
-Other Enzymes	-Transcription	20.24	4.997	37.9	65.96	18.15	21.93	2.846	3.138	2.088	2.407	2.735	2.389
Organismal Systems	-Transcription	0	1.742e-09	0.6476	1.008	0.4292	0.4797	1.127	0.982	0.725	0.9805	0.9677	1.037
-Immune System	-Transcription	0	0	0.2378	0.4426	0.1273	0.1769	0.3714	0.4449	0.1863	0.1961	0.2891	0.1249
-Endocrine System	-Transcription	0	0	0.01207	0.01144	0.01029	0.01198	0.3173	0.1498	0.07565	0.1639	0.05584	0.1862
-Circulatory System	-Transcription	0	0	0	0	0	0	0.04875	0.04685	0.07775	0.1402	0.04919	0.01587
-Digestive System	-Transcription	0	0	0.05059	0.02399	0.01928	0.01906	0.06078	0.04163	0.1052	0.1005	0.1165	0.04088
-Excretory System	-Transcription	0	0	0.06878	0.1373	0.09294	0.09981	0.07181	0.07823	0.05995	0.08468	0.07877	0.02301
-Nervous System	-Transcription	0	0	0.01214	0.0146	0.02424	0.03358	0.1285	0.1306	0.05339	0.06505	0.1026	0.0681
-Sensory System	-Transcription	0	0	0.01316	0.001927	0.008853	0.003824	0.003962	0.004817	0.01428	0.02372	0.004435	0.0001395
-Development	-Transcription	0	0	0	0	0	0	0.03966	0.03156	0.02139	0.02822	0.06422	0.03217
-Environmental Adaptation	-Transcription	0	0	0	0	0	0	0.009439	0.008858	0.006945	0.009211	0.003598	0.00261
Human Diseases	-Transcription	3.229	0.1049	3.131	6.503	3.153	4.215	1.81	1.883	1.971	1.99	2.135	1.477
-Cancers	-Transcription	0	0	0.09187	0.1808	0.04326	0.03723	0.1585	0.1543	0.138	0.1539	0.1108	0.08197
-Immune System Diseases	-Transcription	0	0	0.1702	0.3697	1.382	1.775	0.07675	0.07436	0.711	0.5842	0.09914	0.4168
-Neurodegenerative Diseases	-Transcription	0	0	1.789	2.171	0.7686	1.211	0.8643	0.8775	0.5071	0.5013	0.7502	0.2019
-Cardiovascular Diseases	-Transcription	0	0	0	0	0	0	0.1025	0.05132	0.1084	0.08381	0.2227	0.05697
-Metabolic Diseases	-Transcription	0	0	0	0	0	0	0	0	0.000316	0.0001728	0.0001206	0.0001972
-Infectious Diseases	-Transcription	0	0.08203	1.316	2.267	0.9929	0.9325	0.6511	0.7542	0.3803	0.4786	0.7192	0.4915
Not Mapped	-Transcription	32.65	2.723	45.07	41.8	27.92	30.37	5.351	5.867	5.288	6.284	6.947	2.73
-Not Mapped	-Transcription	32.65	2.723	45.07	41.8	27.92	30.37	5.351	5.867	5.288	6.284	6.947	2.73
TOTAL	-Translation	6.854	2.754	2.94	3.594	3.418	3.785	8.336	8.169	4.82	5.183	9.027	5.667
MAPPED	-Translation	5.501	2.548	2.496	3.208	2.831	3.126	6.605	6.504	3.869	4.116	7.105	5.071
Genetic Information Processing	-Translation	1.815	1.313	1.289	1.417	1.351	1.361	2.792	2.736	1.986	2.03	2.708	2.096
-Transcription	-Translation	0.02282	0.07441	0.009258	0.008241	0.02108	0.02168	0.3183	0.2813	0.176	0.1676	0.2712	0.1945
-Translation	-Translation	1	1	1	1	1	1	1	1	1	1	1	1
-Folding, Sorting and Degradation	-Translation	0.525	0.1795	0.2474	0.3912	0.2777	0.2669	1.157	1.134	0.4622	0.5441	1.056	0.692
-DNA Maintenance	-Translation	0.1924	0.0574	0.03463	0.018	0.04286	0.05016	0.335	0.3406	0.348	0.3365	0.3826	0.1944
-RNA Family	-Translation	0	1.316e-09	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Translation	0	0.02104	0.01342	0.009128	0.02454	0.01999	0.1792	0.1762	0.1152	0.1485	0.181	0.2149
-Signal Transduction	-Translation	0	0.02104	0.003857	0.003752	0.009916	0.006793	0.03607	0.04245	0.02621	0.02957	0.05664	0.02013
-Signaling Molecules and Interaction	-Translation	0	5.269e-10	0.009558	0.005924	0.01463	0.01366	0.1302	0.1144	0.08894	0.1147	0.1256	0.1822
Cellular Processes	-Translation	0.3402	0.0267	0.03887	0.05942	0.09764	0.1092	0.6897	0.5772	0.4319	0.5264	1.361	0.8194
-Hemoglobin	-Translation	0	0	0	0	0	0	0	0	9.665e-06	3.596e-05	0	8.231e-05
-Vesicular Transport	-Translation	0	0	0.008269	0.008998	0.01165	0.01251	0.1273	0.1267	0.04752	0.05913	0.1188	0.03081
-Cytoskeleton	-Translation	0.1284	0.008674	0.009973	0.0235	0.007954	0.00985	0.4038	0.3024	0.2929	0.3388	0.9216	0.671
-Cell Motility	-Translation	0.04347	0.0116	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Translation	0.1669	0.004908	0.01932	0.02442	0.07472	0.08253	0.1223	0.119	0.0577	0.08311	0.1412	0.08241
-Cell Communication	-Translation	0	0	0.0002405	0.0003487	0.0006489	0.0007612	0.04461	0.04263	0.02641	0.04523	0.1123	0.02761
Metabolism	-Translation	3.145	1.182	1.107	1.653	1.272	1.544	1.991	2.162	0.8261	0.875	1.995	1.389
-Membrane Transport	-Translation	0.2202	0.1457	0.04617	0.03891	0.03778	0.03467	0.01726	0.0128	0.01338	0.01008	0.01126	0.003373
-Central Carbon Metabolism	-Translation	0.9781	0.2143	0.3736	0.5622	0.454	0.4285	0.5988	0.708	0.1789	0.2086	0.7117	0.5432
-Energy Metabolism	-Translation	0.2196	0.05259	0.03727	0.069	0.03849	0.05496	0.1399	0.1514	0.06516	0.05477	0.06417	0.0761
-Biosynthesis	-Translation	0.5017	0.361	0.2506	0.4173	0.2867	0.4376	0.3026	0.3275	0.1845	0.1921	0.4005	0.1805
-Other Enzymes	-Translation	1.036	0.3782	0.3829	0.5545	0.3509	0.4728	0.828	0.8697	0.3731	0.3846	0.7636	0.4939
Organismal Systems	-Translation	0	1.318e-10	0.005904	0.01017	0.009715	0.0106	0.3469	0.2711	0.1266	0.1644	0.2624	0.1893
-Immune System	-Translation	0	0	0.002328	0.004187	0.002689	0.003728	0.1215	0.1271	0.03527	0.03439	0.07859	0.02772
-Endocrine System	-Translation	0	0	0.0001073	7.915e-05	0.0001897	0.0001818	0.1053	0.0452	0.0142	0.0285	0.01454	0.03618
-Circulatory System	-Translation	0	0	0	0	0	0	0.01568	0.01322	0.01368	0.02238	0.01543	0.00321
-Digestive System	-Translation	0	0	0.0006735	0.0002638	0.0004225	0.0005211	0.01809	0.01327	0.0177	0.01611	0.03095	0.009242
