Numerator	Denominator	mpn Kuehner	eco Valgepea 2013 48	sce Nagaraj	sce deGodoy	sce Newman rich	sce Newman minimal	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Geiger 2012 HeLa	hsa Geiger 2012 U2OS	hsa Nagaraj 2011	hsa Beck
-Infectious Diseases	TOTAL	0	0.0015	0.00478	0.003891	0.004897	0.004137	0.02547	0.02559	0.01774	0.0187	0.02189	0.01741
Not Mapped	TOTAL	0.1798	0.09211	0.1253	0.07939	0.1459	0.1442	0.1728	0.1676	0.179	0.1782	0.1159	0.1037
-Not Mapped	TOTAL	0.1798	0.09211	0.1253	0.07939	0.1459	0.1442	0.1728	0.1676	0.179	0.1782	0.1159	0.1037
TOTAL	MAPPED	1.219	1.101	1.143	1.086	1.171	1.169	1.209	1.201	1.218	1.217	1.131	1.116
MAPPED	MAPPED	1	1	1	1	1	1	1	1	1	1	1	1
Genetic Information Processing	MAPPED	0.3078	0.3409	0.4265	0.366	0.4075	0.351	0.4229	0.4127	0.4537	0.4272	0.307	0.3877
-Transcription	MAPPED	0.004673	0.01489	0.00422	0.003012	0.005774	0.005041	0.04901	0.0453	0.05013	0.04064	0.03656	0.04168
-Translation	MAPPED	0.1491	0.2452	0.2763	0.2253	0.2657	0.2278	0.1334	0.1297	0.1903	0.1727	0.08419	0.154
-Folding, Sorting and Degradation	MAPPED	0.1001	0.0648	0.1273	0.1315	0.1163	0.09895	0.1767	0.1755	0.143	0.1501	0.1257	0.1539
-DNA Maintenance	MAPPED	0.04553	0.01538	0.01744	0.007967	0.01565	0.01503	0.05827	0.06112	0.06717	0.06192	0.05704	0.0373
-RNA Family	MAPPED	0	2.893e-10	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	MAPPED	0	0.00613	0.004954	0.002616	0.005785	0.004712	0.02256	0.02231	0.02789	0.02849	0.01815	0.02366
-Signal Transduction	MAPPED	0	0.00613	0.00233	0.001218	0.002941	0.002308	0.005139	0.00605	0.008816	0.007831	0.005814	0.003181
-Signaling Molecules and Interaction	MAPPED	0	1.157e-10	0.001964	0.000903	0.00288	0.002488	0.01547	0.01428	0.01899	0.02048	0.01245	0.01833
Cellular Processes	MAPPED	0.05591	0.01132	0.01662	0.01512	0.03009	0.02904	0.1179	0.1074	0.1542	0.1982	0.3332	0.2052
-Hemoglobin	MAPPED	0	0	0	0	0	0	0	0	9.522e-07	3.18e-06	0	6.444e-06
-Vesicular Transport	MAPPED	0	0	0.003095	0.001874	0.003865	0.003832	0.02068	0.02142	0.01407	0.01612	0.01207	0.0077
-Cytoskeleton	MAPPED	0.02081	0.003603	0.003394	0.00564	0.001992	0.002118	0.06051	0.0482	0.1092	0.1331	0.2405	0.1668
-Cell Motility	MAPPED	0.00704	0.004348	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	MAPPED	0.0268	0.002458	0.009779	0.007082	0.0238	0.02266	0.0163	0.01701	0.01361	0.01657	0.01215	0.013
-Cell Communication	MAPPED	0	0	0.0001536	0.0001522	0.0004874	0.0004848	0.01211	0.01284	0.01465	0.01974	0.0262	0.0106
Metabolism	MAPPED	0.5723	0.6353	0.5307	0.5917	0.5341	0.5906	0.2982	0.3285	0.2416	0.2262	0.2293	0.2925
-Membrane Transport	MAPPED	0.03326	0.06591	0.02534	0.01811	0.02383	0.01723	0.002423	0.002127	0.003599	0.002542	0.001598	0.0005604
-Central Carbon Metabolism	MAPPED	0.1791	0.1302	0.1507	0.1477	0.1632	0.1419	0.08682	0.1048	0.05006	0.05425	0.07113	0.1252
-Energy Metabolism	MAPPED	0.04718	0.03	0.01756	0.03065	0.01777	0.0185	0.0166	0.01812	0.01626	0.01135	0.006017	0.0188
-Biosynthesis	MAPPED	0.08926	0.2009	0.1508	0.1912	0.1415	0.18	0.0505	0.05511	0.06069	0.05236	0.05131	0.03892
-Other Enzymes	MAPPED	0.1839	0.1886	0.1848	0.2083	0.1588	0.1785	0.131	0.1395	0.1101	0.1043	0.09148	0.101
Organismal Systems	MAPPED	0	2.893e-11	0.002728	0.002809	0.002447	0.002908	0.04273	0.04131	0.03809	0.04215	0.0365	0.03169
-Immune System	MAPPED	0	0	0.001105	0.0006854	0.0007318	0.0007837	0.01864	0.02162	0.008976	0.008911	0.008536	0.005843
-Endocrine System	MAPPED	0	0	5.693e-05	6.208e-05	0.0001437	9.961e-05	0.008755	0.006439	0.00396	0.005334	0.001857	0.004475
-Circulatory System	MAPPED	0	0	0	0	0	0	0.00156	0.001452	0.003163	0.005145	0.001951	0.0006866
-Digestive System	MAPPED	0	0	0.0001203	6.19e-05	0.000312	0.0003368	0.002645	0.00183	0.00754	0.007546	0.004659	0.001984
-Excretory System	MAPPED	0	0	0.0002618	0.0004053	0.0005255	0.00059	0.002762	0.002724	0.002741	0.004004	0.002362	0.001889
-Nervous System	MAPPED	0	0	3.575e-05	6.087e-05	0.0001875	0.0002237	0.00376	0.003403	0.003483	0.00278	0.00189	0.002146
-Sensory System	MAPPED	0	0	3.595e-05	6.186e-06	7.552e-05	2.914e-05	0.0001627	0.0001835	0.000594	0.0008589	0.0001017	1.221e-05
-Development	MAPPED	0	0	0	0	0	0	0.001307	0.001073	0.001297	0.001609	0.002217	0.001496
-Environmental Adaptation	MAPPED	0	0	0	0	0	0	0.000416	0.0003571	0.0003588	0.0004181	8.199e-05	0.0001144
Human Diseases	MAPPED	0.05073	0.005352	0.0151	0.0205	0.01686	0.01757	0.08946	0.08052	0.07916	0.07188	0.07561	0.04847
-Cancers	MAPPED	0	0	0.0007525	0.0005955	0.0005808	0.0004114	0.009494	0.009332	0.007914	0.008361	0.004489	0.003227
-Immune System Diseases	MAPPED	0	0	0.0002036	0.000442	0.003229	0.003693	0.003145	0.002857	0.01279	0.009013	0.001139	0.006623
-Neurodegenerative Diseases	MAPPED	0	0	0.01001	0.01031	0.008061	0.009522	0.04218	0.03526	0.02587	0.02175	0.02544	0.01191
-Cardiovascular Diseases	MAPPED	0	0	0	0	0	0	0.007389	0.003933	0.007939	0.005251	0.008537	0.004044
-Metabolic Diseases	MAPPED	0	0	0	0	0	0	0	0	3.642e-05	3.686e-05	1.997e-05	1.019e-05
-Infectious Diseases	MAPPED	0	0.001652	0.005465	0.004226	0.005733	0.004834	0.03079	0.03074	0.0216	0.02275	0.02476	0.01942
Not Mapped	MAPPED	0.2192	0.1015	0.1433	0.08623	0.1708	0.1685	0.2089	0.2013	0.2181	0.2168	0.1311	0.1157
-Not Mapped	MAPPED	0.2192	0.1015	0.1433	0.08623	0.1708	0.1685	0.2089	0.2013	0.2181	0.2168	0.1311	0.1157
TOTAL	Genetic Information Processing	3.641	3.21	2.67	2.954	2.873	3.323	2.85	2.905	2.683	2.838	3.642	2.869
MAPPED	Genetic Information Processing	2.987	2.914	2.336	2.719	2.454	2.844	2.358	2.418	2.203	2.332	3.22	2.572
Genetic Information Processing	Genetic Information Processing	1	1	1	1	1	1	1	1	1	1	1	1
-Transcription	Genetic Information Processing	0.01694	0.04331	0.009782	0.008253	0.01418	0.01439	0.1179	0.111	0.1091	0.09464	0.1253	0.1057
-Translation	Genetic Information Processing	0.4423	0.7166	0.6463	0.612	0.6494	0.6431	0.3165	0.314	0.4153	0.4005	0.274	0.3976
-Folding, Sorting and Degradation	Genetic Information Processing	0.319	0.1886	0.2992	0.3578	0.283	0.2816	0.417	0.4181	0.3205	0.3508	0.4006	0.3975
-DNA Maintenance	Genetic Information Processing	0.1469	0.04501	0.04048	0.02135	0.03841	0.04275	0.1397	0.1516	0.1506	0.147	0.1858	0.09421
-RNA Family	Genetic Information Processing	0	8.533e-10	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	Genetic Information Processing	0	0.01804	0.01157	0.006985	0.01419	0.01362	0.05341	0.05336	0.06078	0.06746	0.06127	0.06017
-Signal Transduction	Genetic Information Processing	0	0.01804	0.005471	0.003337	0.007217	0.006669	0.01278	0.01463	0.01908	0.01793	0.01923	0.00818
-Signaling Molecules and Interaction	Genetic Information Processing	0	3.372e-10	0.004605	0.002478	0.007123	0.006933	0.03736	0.03436	0.04167	0.04813	0.04002	0.04874
Cellular Processes	Genetic Information Processing	0.1761	0.03251	0.03903	0.04156	0.07384	0.08264	0.279	0.2585	0.3398	0.4626	1.049	0.5465
-Hemoglobin	Genetic Information Processing	0	0	0	0	0	0	0	0	2.097e-06	7.415e-06	0	1.657e-05
-Vesicular Transport	Genetic Information Processing	0	0	0.007137	0.005303	0.009483	0.0106	0.04793	0.05323	0.03138	0.03788	0.03886	0.01919
-Cytoskeleton	Genetic Information Processing	0.06761	0.0105	0.007969	0.01549	0.004887	0.006044	0.1422	0.1161	0.241	0.3105	0.7758	0.4353
-Cell Motility	Genetic Information Processing	0.02103	0.0128	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	Genetic Information Processing	0.08067	0.007237	0.02255	0.01913	0.05808	0.0643	0.04075	0.0411	0.02998	0.03809	0.03935	0.03254
-Cell Communication	Genetic Information Processing	0	0	0.0003552	0.0004249	0.001196	0.001381	0.02933	0.03027	0.03227	0.04674	0.08681	0.0286
Metabolism	Genetic Information Processing	1.677	1.86	1.233	1.61	1.306	1.67	0.7009	0.797	0.5326	0.5275	0.7468	0.7409
-Membrane Transport	Genetic Information Processing	0.1009	0.1889	0.05895	0.04932	0.05841	0.04871	0.005613	0.005123	0.007844	0.005966	0.00489	0.001441
-Central Carbon Metabolism	Genetic Information Processing	0.5559	0.3833	0.3539	0.3958	0.4008	0.4049	0.2022	0.2472	0.1091	0.1242	0.2331	0.3187
-Energy Metabolism	Genetic Information Processing	0.164	0.0836	0.04101	0.08373	0.04303	0.0511	0.03914	0.04274	0.03518	0.026	0.01846	0.04852
-Biosynthesis	Genetic Information Processing	0.2952	0.5926	0.3495	0.5237	0.3471	0.5161	0.1202	0.135	0.1326	0.1215	0.1606	0.105
-Other Enzymes	Genetic Information Processing	0.6118	0.5497	0.4339	0.5614	0.3898	0.5075	0.307	0.337	0.2424	0.2423	0.298	0.2527
Organismal Systems	Genetic Information Processing	0	8.183e-11	0.00644	0.007501	0.00608	0.008403	0.104	0.1023	0.08408	0.09751	0.112	0.0818
-Immune System	Genetic Information Processing	0	0	0.002549	0.00194	0.001803	0.002244	0.0466	0.05246	0.01977	0.0211	0.02714	0.01488
-Endocrine System	Genetic Information Processing	0	0	0.0001357	0.0001664	0.0003527	0.0002838	0.02071	0.01518	0.00857	0.01222	0.00605	0.01115
-Circulatory System	Genetic Information Processing	0	0	0	0	0	0	0.003696	0.003479	0.006895	0.01204	0.00651	0.001719
-Digestive System	Genetic Information Processing	0	0	0.0002793	0.0001728	0.0007655	0.0009578	0.006127	0.004277	0.01701	0.0176	0.01448	0.005118
-Excretory System	Genetic Information Processing	0	0	0.0006069	0.001104	0.001295	0.001689	0.006768	0.006617	0.005932	0.009338	0.007211	0.004811
-Nervous System	Genetic Information Processing	0	0	8.287e-05	0.0001622	0.0004575	0.0006236	0.008824	0.008231	0.007593	0.006419	0.006383	0.005464
-Sensory System	Genetic Information Processing	0	0	8.443e-05	1.652e-05	0.0001807	8.047e-05	0.0003901	0.0004488	0.001295	0.001983	0.0003274	3.149e-05
-Development	Genetic Information Processing	0	0	0	0	0	0	0.003027	0.0026	0.002858	0.00381	0.007469	0.004035
-Environmental Adaptation	Genetic Information Processing	0	0	0	0	0	0	0.000969	0.000842	0.0007766	0.0009574	0.0002812	0.0003073
Human Diseases	Genetic Information Processing	0.1455	0.01576	0.035	0.05461	0.04095	0.05042	0.2115	0.1938	0.1743	0.1668	0.2527	0.1213
-Cancers	Genetic Information Processing	0	0	0.00174	0.001586	0.001425	0.00117	0.02228	0.02261	0.01725	0.01965	0.01371	0.00833
-Immune System Diseases	Genetic Information Processing	0	0	0.0004726	0.001184	0.007986	0.01067	0.007392	0.00688	0.02789	0.02139	0.003683	0.0171
-Neurodegenerative Diseases	Genetic Information Processing	0	0	0.02328	0.02752	0.01944	0.02717	0.09996	0.08484	0.05701	0.0511	0.08286	0.0298
-Cardiovascular Diseases	Genetic Information Processing	0	0	0	0	0	0	0.01806	0.009465	0.01765	0.01233	0.02783	0.01043
-Metabolic Diseases	Genetic Information Processing	0	0	0	0	0	0	0	0	7.882e-05	8.441e-05	6.097e-05	2.55e-05
-Infectious Diseases	Genetic Information Processing	0	0.004862	0.01283	0.01149	0.01388	0.01385	0.07226	0.07434	0.04709	0.05388	0.07562	0.04858
Not Mapped	Genetic Information Processing	0.6547	0.2957	0.3346	0.2345	0.4191	0.4792	0.4926	0.4869	0.4804	0.5055	0.4221	0.2975
-Not Mapped	Genetic Information Processing	0.6547	0.2957	0.3346	0.2345	0.4191	0.4792	0.4926	0.4869	0.4804	0.5055	0.4221	0.2975
TOTAL	-Transcription	95.94	67.1	261.9	298.1	152.4	170.2	24.02	25.7	24.26	29.78	29.15	26.55
MAPPED	-Transcription	78.69	60.92	229.1	274.5	130.2	145.6	19.87	21.39	19.92	24.48	25.77	23.8
Genetic Information Processing	-Transcription	24.22	20.77	99.34	102.4	53.76	51.77	8.383	8.829	9.147	10.51	7.914	9.311
-Transcription	-Transcription	1	1	1	1	1	1	1	1	1	1	1	1
-Translation	-Transcription	11.64	15.05	64.07	62.56	34.62	33.1	2.666	2.821	3.795	4.242	2.245	3.666
-Folding, Sorting and Degradation	-Transcription	9.475	3.56	29.91	36.69	15.79	14.89	3.439	3.7	2.883	3.698	3.26	3.747
-DNA Maintenance	-Transcription	4.414	0.9958	4.368	2.187	2.497	2.873	1.152	1.273	1.274	1.455	1.49	0.8793
-RNA Family	-Transcription	0	2.022e-08	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Transcription	0	0.4221	0.8479	0.7159	0.8404	0.8345	0.4411	0.4556	0.5517	0.6844	0.4901	0.5691
-Signal Transduction	-Transcription	0	0.419	0.4754	0.4044	0.4002	0.4307	0.1059	0.1369	0.1759	0.1917	0.1489	0.07466
-Signaling Molecules and Interaction	-Transcription	0	7.771e-09	0.447	0.2477	0.4402	0.4015	0.3228	0.305	0.3783	0.504	0.3268	0.4634
Cellular Processes	-Transcription	4.399	0.691	3.54	4.23	4.04	4.334	2.392	2.239	3.079	4.643	8.335	5.026
-Hemoglobin	-Transcription	0	0	0	0	0	0	0	0	1.896e-05	7.783e-05	0	0.0001546
-Vesicular Transport	-Transcription	0	0	0.5731	0.7223	0.5558	0.5971	0.4104	0.4788	0.2834	0.4041	0.3459	0.1815
-Cytoskeleton	-Transcription	1.638	0.2195	0.7664	1.548	0.2727	0.3408	1.115	0.9819	2.166	3.275	6.14	4.015
-Cell Motility	-Transcription	0.554	0.2811	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Transcription	2.207	0.165	2.107	1.96	3.144	3.341	0.3289	0.3395	0.2742	0.4076	0.3185	0.3181
-Cell Communication	-Transcription	0	0	0.04168	0.03561	0.06072	0.06979	0.2702	0.2935	0.2952	0.4859	0.667	0.261
Metabolism	-Transcription	45.23	38.7	121.7	162.4	68.99	86.92	6.122	7.146	4.714	5.465	6.189	6.964
-Membrane Transport	-Transcription	4.353	4.018	5.817	5.051	3.14	2.518	0.04694	0.04212	0.07183	0.05846	0.04297	0.01342
-Central Carbon Metabolism	-Transcription	13.95	7.753	30.09	41.79	28.27	28.15	1.829	2.397	0.9943	1.283	1.824	2.967
-Energy Metabolism	-Transcription	4.85	1.751	3.947	8.8	3.181	3.394	0.3387	0.4144	0.3208	0.2779	0.1751	0.4808
-Biosynthesis	-Transcription	7.033	12.59	32.98	51.76	20.3	31.64	1.03	1.17	1.203	1.273	1.474	0.958
-Other Enzymes	-Transcription	14.82	10.3	42.12	57.51	24.52	35.79	2.473	2.856	2.177	2.568	2.434	2.424
Organismal Systems	-Transcription	0	1.348e-09	0.5792	0.7328	0.3769	0.487	0.8485	0.8772	0.7599	1.027	1.056	0.8104
-Immune System	-Transcription	0	0	0.2402	0.1772	0.1052	0.1658	0.3728	0.4591	0.1798	0.2077	0.2343	0.1385
-Endocrine System	-Transcription	0	0	0.01133	0.01704	0.02096	0.01595	0.1739	0.1472	0.079	0.1306	0.05498	0.1055
-Circulatory System	-Transcription	0	0	0	0	0	0	0.03105	0.0297	0.0608	0.1307	0.04875	0.01628
-Digestive System	-Transcription	0	0	0.02714	0.0115	0.04126	0.04652	0.05124	0.03652	0.1477	0.186	0.1328	0.04722
-Excretory System	-Transcription	0	0	0.06772	0.135	0.07858	0.09706	0.05817	0.06189	0.05467	0.09867	0.05931	0.04479
-Nervous System	-Transcription	0	0	0.008068	0.01204	0.02643	0.04126	0.07749	0.07374	0.06627	0.06725	0.04762	0.05087
-Sensory System	-Transcription	0	0	0.01086	0.00115	0.007511	0.003637	0.003152	0.003662	0.01162	0.02002	0.002442	0.0002905
-Development	-Transcription	0	0	0	0	0	0	0.02656	0.02311	0.02584	0.0375	0.06064	0.03683
-Environmental Adaptation	-Transcription	0	0	0	0	0	0	0.007579	0.006755	0.007036	0.009945	0.002048	0.002826
Human Diseases	-Transcription	3.021	0.3274	3.578	6.342	2.669	3.295	1.851	1.803	1.583	1.803	1.998	1.149
-Cancers	-Transcription	0	0	0.1227	0.2726	0.08877	0.07412	0.1957	0.1943	0.1413	0.1914	0.1074	0.08253
-Immune System Diseases	-Transcription	0	0	0.04318	0.1213	0.4692	0.5852	0.06406	0.05658	0.2443	0.211	0.03314	0.1658
-Neurodegenerative Diseases	-Transcription	0	0	1.484	2.614	0.971	1.789	0.8472	0.7928	0.5255	0.552	0.7125	0.2858
-Cardiovascular Diseases	-Transcription	0	0	0	0	0	0	0.1435	0.08071	0.1618	0.1254	0.2206	0.09622
-Metabolic Diseases	-Transcription	0	0	0	0	0	0	0	0	0.0007265	0.0009022	0.0004776	0.0002446
-Infectious Diseases	-Transcription	0	0.1138	1	1.37	0.9744	0.9177	0.6214	0.6953	0.3899	0.5151	0.656	0.466
Not Mapped	-Transcription	17.25	6.181	32.82	23.67	22.24	24.54	4.15	4.307	4.344	5.306	3.378	2.753
-Not Mapped	-Transcription	17.25	6.181	32.82	23.67	22.24	24.54	4.15	4.307	4.344	5.306	3.378	2.753
TOTAL	-Translation	8.168	4.474	4.133	4.807	4.403	5.13	9.032	9.205	6.376	7.01	13.24	7.216
MAPPED	-Translation	6.699	4.062	3.615	4.425	3.761	4.39	7.471	7.662	5.234	5.761	11.71	6.467
Genetic Information Processing	-Translation	2.081	1.388	1.547	1.627	1.534	1.544	3.158	3.13	2.38	2.456	3.625	2.501
-Transcription	-Translation	0.03156	0.06044	0.01542	0.01357	0.02165	0.02203	0.3649	0.3462	0.2632	0.2351	0.4147	0.2711
-Translation	-Translation	1	1	1	1	1	1	1	1	1	1	1	1
-Folding, Sorting and Degradation	-Translation	0.6608	0.2615	0.4587	0.5821	0.4391	0.438	1.322	1.335	0.7599	0.8645	1.492	0.9854
-DNA Maintenance	-Translation	0.305	0.06302	0.06304	0.0349	0.05855	0.06554	0.4491	0.4795	0.3537	0.3585	0.688	0.24
-RNA Family	-Translation	0	1.18e-09	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Translation	0	0.02503	0.01767	0.01152	0.02177	0.02075	0.171	0.1736	0.1446	0.1641	0.2168	0.1548
-Signal Transduction	-Translation	0	0.02503	0.008482	0.005487	0.01107	0.01006	0.03984	0.04567	0.04613	0.04507	0.06894	0.02057
-Signaling Molecules and Interaction	-Translation	0	4.726e-10	0.007124	0.004008	0.01085	0.01087	0.1156	0.1094	0.09979	0.1188	0.1451	0.1185
Cellular Processes	-Translation	0.3697	0.0459	0.06051	0.06699	0.1128	0.1273	0.8952	0.8322	0.8112	1.142	3.708	1.345
-Hemoglobin	-Translation	0	0	0	0	0	0	0	0	5.017e-06	1.841e-05	0	4.188e-05
-Vesicular Transport	-Translation	0	0	0.01107	0.008315	0.01455	0.01685	0.1545	0.1655	0.07326	0.09299	0.1369	0.04963
-Cytoskeleton	-Translation	0.1394	0.01464	0.01236	0.02475	0.007449	0.009257	0.4601	0.3774	0.5723	0.7643	2.805	1.09
-Cell Motility	-Translation	0.04717	0.01773	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Translation	0.181	0.01002	0.03497	0.03108	0.08924	0.09905	0.127	0.1309	0.07219	0.0989	0.1464	0.08533
-Cell Communication	-Translation	0	0	0.0005485	0.0006783	0.001834	0.002133	0.09142	0.09722	0.0777	0.1145	0.3112	0.0691
Metabolism	-Translation	3.78	2.571	1.914	2.62	2.004	2.579	2.262	2.564	1.281	1.32	2.631	1.904
-Membrane Transport	-Translation	0.2198	0.266	0.09084	0.08021	0.0898	0.07541	0.01816	0.01666	0.01867	0.01452	0.01832	0.003661
-Central Carbon Metabolism	-Translation	1.2	0.5319	0.5487	0.6482	0.612	0.6202	0.6424	0.7939	0.272	0.3122	0.8482	0.8125
-Energy Metabolism	-Translation	0.3113	0.1219	0.06263	0.1331	0.06681	0.08124	0.1236	0.1373	0.08505	0.06532	0.06691	0.1213
-Biosynthesis	-Translation	0.6034	0.8109	0.5508	0.861	0.5291	0.7903	0.3759	0.4211	0.3154	0.2984	0.6134	0.2536
-Other Enzymes	-Translation	1.242	0.7691	0.6727	0.9193	0.5941	0.7781	0.9735	1.057	0.5878	0.6075	1.116	0.6612
Organismal Systems	-Translation	0	1.184e-10	0.009876	0.01237	0.009135	0.01267	0.3243	0.3195	0.1993	0.2445	0.4059	0.2044
-Immune System	-Translation	0	0	0.003953	0.003042	0.002797	0.003489	0.1453	0.1641	0.04855	0.05134	0.09978	0.03793
-Endocrine System	-Translation	0	0	0.0002061	0.0002724	0.0005389	0.0004383	0.06524	0.04877	0.02072	0.0307	0.02266	0.02884
-Circulatory System	-Translation	0	0	0	0	0	0	0.01162	0.01101	0.01725	0.03007	0.02399	0.004507
-Digestive System	-Translation	0	0	0.0004327	0.0002759	0.001165	0.001467	0.01983	0.01411	0.03946	0.04406	0.05452	0.0128
