Numerator	Denominator	eco Lu	eco Arike 2012	sce Lu rich	sce Lu minimal	spo Marguerat proliferating	spo Marguerat quiescent	ath Castellana	dme Brunner 2007	syn Wegener	eco Lu	eco Arike 2012	sce Lu rich	sce Lu minimal	spo Marguerat proliferating	spo Marguerat quiescent	ath Castellana	dme Brunner 2007	syn Wegener	eco Lu	eco Arike 2012	sce Lu rich	sce Lu minimal	spo Marguerat proliferating	spo Marguerat quiescent	ath Castellana	dme Brunner 2007	syn Wegener
-Cell Communication	Genetic Information Processing	0	0	0	0	0	0	0	5.169e-06	0.02226	0	0.0003001	0.02376	5.584e-05	0.003162	0.02404	0.0003929	0.005588	0.04376	4.74e-05	0.0009337	0.00957	0.004082	0.00944	0.05124	0	0	0
Metabolism	Genetic Information Processing	0.79	0.8216	0.8453	1.364	1.398	1.44	0.8876	1.026	1.152	1.191	1.311	1.499	0.9765	1.035	1.084	1.354	1.389	1.457	0.8044	0.8412	0.9293	0.4469	0.4983	0.5506	0.8642	0.9521	0.9946
-Membrane Transport	Genetic Information Processing	0.02573	0.04158	0.0529	0.2237	0.2724	0.2886	0	8.246e-05	0.000806	0	0	0.0004436	0.001115	0.002427	0.004997	0.003168	0.005274	0.006336	0.001592	0.002764	0.003286	0.001507	0.002605	0.003114	0.05809	0.09133	0.1017
-Central Carbon Metabolism	Genetic Information Processing	0.1027	0.1409	0.1569	0.2631	0.3039	0.3383	0.3635	0.5246	0.621	0.3678	0.5142	0.6419	0.1883	0.2443	0.2678	0.2713	0.3538	0.378	0.177	0.2199	0.2995	0.1007	0.1143	0.123	0.0927	0.1187	0.147
-Energy Metabolism	Genetic Information Processing	0.02092	0.04731	0.05288	0.06039	0.07586	0.09626	0.0216	0.106	0.225	0.04015	0.1068	0.2633	0.0492	0.06645	0.1324	0.0647	0.1058	0.1585	0.1123	0.1215	0.1746	0.02371	0.03618	0.07428	0.1205	0.1704	0.2024
-Biosynthesis	Genetic Information Processing	0.3068	0.3395	0.3803	0.2807	0.3092	0.3227	0.06221	0.1313	0.157	0.2233	0.2866	0.339	0.2823	0.3557	0.3738	0.3568	0.4217	0.4487	0.1387	0.1646	0.2367	0.08304	0.1215	0.1389	0.2108	0.2238	0.2459
-Other Enzymes	Genetic Information Processing	0.1939	0.2444	0.2727	0.3993	0.4181	0.4934	0.1239	0.2154	0.4283	0.2395	0.3091	0.5457	0.2557	0.3422	0.4271	0.4166	0.5147	0.626	0.1881	0.2831	0.3685	0.1828	0.223	0.2671	0.2595	0.33	0.3744
Organismal Systems	Genetic Information Processing	0	0	0	0	0.001102	0.00256	0.00282	0.01438	0.04162	0.001912	0.013	0.03673	0.01426	0.02363	0.03602	0.04525	0.05622	0.06983	0.02637	0.05053	0.06724	0.05063	0.06389	0.08376	0	0.001923	0.003702
-Immune System	Genetic Information Processing	0	0	0	0	0	0	0	0.000415	0.01362	0	0.0007613	0.01255	0.001565	0.00876	0.01522	0.002981	0.01514	0.0301	2.528e-05	0.002363	0.02039	0.002189	0.009333	0.02991	0	0	0
-Endocrine System	Genetic Information Processing	0	0	0	0	0.001102	0.002522	1.126e-05	0.000428	0.007089	6.249e-05	0.0003916	0.01355	0.001626	0.003605	0.007289	0.003391	0.007317	0.01138	0.000553	0.004956	0.01799	0.006157	0.009103	0.02003	0	0	0.002053
-Circulatory System	Genetic Information Processing	0	0	0	0	0	0	0	0	0	0	0	0.0001327	0	0.001933	0.009606	0	0.006139	0.03175	0	0.0003183	0.01365	0.0002293	0.005294	0.0211	0	0	0
-Digestive System	Genetic Information Processing	0	0	0	0	0	0	0	0	0.0168	0	0	0.01253	0	0.0004902	0.01242	0	0.002123	0.01605	0	1.638e-05	0.0006879	0.0005086	0.005218	0.009009	0	0	0.001867
-Excretory System	Genetic Information Processing	0	0	0	0	0	0	0	0.0002902	0.0004741	1.113e-05	0.0001447	0.002833	0.001359	0.002554	0.004022	0.005688	0.008358	0.01782	0.001743	0.005711	0.01084	0.004376	0.01177	0.01762	0	0	0
-Nervous System	Genetic Information Processing	0	0	0	0	0	2.368e-09	0	6.006e-05	0.01352	0	0	0.007732	0	3.124e-05	0.00206	0	0.0001625	0.00245	0	6.459e-05	0.003944	0.001944	0.004393	0.01332	0	0	0
-Sensory System	Genetic Information Processing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.112e-05	0	0	0.0001229	0	0	6.1e-05	1.611e-06	0.001214	0.004232	0	0	0
-Development	Genetic Information Processing	0	0	0	0	0	0	0	0	0.002039	0	0	0.001241	0	0	0.0007614	0	0	0.001369	0	0	0.0001444	0	0.0007606	0.001551	0	0	0
-Environmental Adaptation	Genetic Information Processing	0	0	0	0	0	0	0	0	0	0	0	0.0003043	0	0	0.001465	0	0	0.001789	0.01633	0.01794	0.02572	0	0.0001186	0.004975	0	0	0
Human Diseases	Genetic Information Processing	0.0106	0.03895	0.04964	0.009361	0.02941	0.04579	0.01903	0.173	0.2655	0.04494	0.2265	0.3004	0.09557	0.1542	0.1773	0.2153	0.2717	0.3101	0.1236	0.181	0.2097	0.1351	0.1733	0.2262	0.006296	0.06357	0.08959
-Cancers	Genetic Information Processing	0	0	0	0	0.0002461	0.004008	0	0.0001721	0.0003376	0	7.994e-05	0.0009937	0.0001057	0.0009615	0.001761	0	0.004394	0.005536	0.0003729	0.002158	0.004859	0.006243	0.008574	0.01395	0	0	0.001379
-Immune System Diseases	Genetic Information Processing	0	0	0	0	2.356e-09	0.0004432	0.0005361	0.003099	0.004107	0.003788	0.01303	0.0192	0.004118	0.007841	0.01445	0.01761	0.0274	0.04307	0.01237	0.02358	0.02864	0.002121	0.008137	0.01106	0	0	0
-Neurodegenerative Diseases	Genetic Information Processing	0	0.03752	0.03866	0	0.0161	0.0178	0.000724	0.1579	0.1659	0.002232	0.2043	0.215	0.02906	0.08506	0.09276	0.09765	0.1261	0.1445	0.04343	0.1378	0.1483	0.05914	0.07747	0.1047	0	0.004895	0.005094
-Cardiovascular Diseases	Genetic Information Processing	0	0	0	0	0	0	0	0	5.319e-06	0	0	8.806e-06	0	0	0	0	0	0	0	0	0	0.004797	0.01319	0.02223	0	0	0
-Metabolic Diseases	Genetic Information Processing	0	0	0.009175	0	0	0.01263	0	0.01827	0.04935	0	0.01328	0.04785	0	0.01253	0.0334	0	0.01687	0.04106	0	0.0004211	0.008532	0	0.0008822	0.01509	0	0	0.05687
-Infectious Diseases	Genetic Information Processing	0	0.009025	0.02024	0.0004273	0.008674	0.02516	0.002682	0.01673	0.03055	0.001387	0.01778	0.0328	0.0376	0.0431	0.06537	0.06749	0.073	0.1211	0.009628	0.02489	0.04599	0.03054	0.05913	0.0822	0	0.031	0.06871
Not Mapped	Genetic Information Processing	0.02921	0.02941	0.03024	0.288	0.2912	0.2966	0.1025	0.1042	0.1114	0.1148	0.1175	0.1217	0.7226	0.7355	0.7419	1.682	1.731	1.783	2.388	2.459	2.516	1.141	1.159	1.201	1.345	1.415	1.449
-Not Mapped	Genetic Information Processing	0.02921	0.02941	0.03024	0.288	0.2912	0.2966	0.1025	0.1042	0.1114	0.1148	0.1175	0.1217	0.7226	0.7355	0.7419	1.682	1.731	1.783	2.388	2.459	2.516	1.141	1.159	1.201	1.345	1.415	1.449
TOTAL	-Transcription	32.62	53.4	72.03	28.96	33	35.64	303.7	371.6	801.6	368.5	547.8	950.8	154.7	196.1	262.6	125.2	147.3	172.1	80.53	89	95.53	76.57	89.98	99.6	450.8	1955	3545
MAPPED	-Transcription	32.12	52.57	70.91	25.94	29.57	31.93	291.2	356.3	768.6	354.1	526.3	913.5	121.6	154.2	206.5	82.42	96.97	113.3	41.51	45.88	49.24	49.11	57.72	63.89	330.2	1432	2597
Genetic Information Processing	-Transcription	17.29	27.32	38.07	10.32	11.58	12.51	112.6	147.2	311.3	118.4	182.6	312.6	45.14	56.51	77.7	24.01	29.1	34.99	15.87	17.81	18.75	23.75	26.86	30.82	89.67	380.7	663.1
-Transcription	-Transcription	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-Translation	-Transcription	13.08	21.48	29.04	6.754	7.737	8.358	105.2	139.4	288.2	113.3	168.1	293.6	36.03	46.24	63.94	16.7	19.37	23.58	12.15	13.3	14.01	17.32	20.65	23.39	69.21	298.3	541.1
-Folding, Sorting and Degradation	-Transcription	2.82	4.168	6.122	1.802	2.017	2.112	5.016	7.903	14.98	3.686	7.278	12.81	6.414	8.742	10.96	5.431	7.154	8.501	2.244	2.879	3.365	4.323	4.891	5.521	14.38	53.59	110.5
-DNA Maintenance	-Transcription	0.3919	1.015	1.909	0.764	0.919	1.035	0.5404	0.8274	1.912	0.4178	1.636	8.438	0.4474	1.216	1.793	0.8722	1.748	2.015	0.2418	0.5332	0.6406	0.5334	0.8446	1.029	1.756	7.471	35.79
-RNA Family	-Transcription	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Transcription	0.04169	0.08464	0.1448	0.3137	0.3594	0.4448	0.0525	0.8344	2.573	0.09258	1.648	12.31	0.397	1.035	1.527	0.2301	0.7013	0.9737	0.1835	0.2753	0.476	0.6341	0.7861	1.006	8.854	38.68	66.53
-Signal Transduction	-Transcription	0.04169	0.08464	0.1382	0.3114	0.3567	0.437	0.0525	0.8344	2.537	0.08815	1.648	12.31	0.1114	0.4548	0.9194	0.1038	0.2697	0.45	0.07525	0.1703	0.2317	0.2801	0.3968	0.6008	8.854	38.68	66.53
-Signaling Molecules and Interaction	-Transcription	0	0	0	0.002257	0.002572	0.002779	0	0	0.5217	0	0	0.6447	0.06513	0.3653	0.8931	0.1262	0.4408	0.5952	0.02268	0.09825	0.2442	0.2373	0.3393	0.532	0	0	0
Cellular Processes	-Transcription	0.2714	0.4471	0.7375	0.3754	0.4442	0.5916	0.9055	4.97	14.82	3.369	6.446	11.71	1.563	2.93	3.313	1.392	2.545	3.489	0.6226	0.9715	1.23	2.904	3.313	3.906	0.9221	4.788	12.97
-Hemoglobin	-Transcription	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Transcription	0	0	0	0	0	0.01877	0.06898	0.4841	9.14	0.1805	2.413	7.377	0.5576	0.8491	1.985	0.6674	1.163	1.434	0.369	0.7175	0.8949	0.9429	1.287	1.619	0	0	0
-Cytoskeleton	-Transcription	0.08636	0.1414	0.1907	0.1111	0.1266	0.1367	0	0	2.672	0	0.008458	2.994	0.137	0.6308	0.8396	0.1533	0.5283	0.9738	0.01019	0.1658	0.2239	0.3797	0.718	1.24	0.6362	2.76	5.004
-Cell Motility	-Transcription	0.03843	0.07306	0.08977	0.2295	0.2643	0.413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05823	2.386	7.212
-Cell Growth and Death	-Transcription	0.1467	0.2415	0.4314	0.03481	0.04442	0.05258	0.1369	1.782	4.305	0.02033	1.156	2.408	0.1401	0.3318	0.4605	0.1433	0.214	0.4181	0.02315	0.03876	0.06795	0.1738	0.3648	0.5833	0	0.03949	1.469
-Cell Communication	-Transcription	0	0	0	0	0	0	0	0.001573	3.068	0	0.08528	3.11	0.003817	0.1427	1.251	0.011	0.1626	1.158	0.0008803	0.01558	0.1696	0.1037	0.2536	1.233	0	0	0
Metabolism	-Transcription	14.33	22.91	32.04	14.6	16.68	17.82	116.8	146	312.1	156.4	270.4	468.8	48.8	61.46	78.26	34.98	42.19	48.72	13.35	15.18	17.13	11.64	13.77	14.91	77.85	328.9	610.6
-Membrane Transport	-Transcription	0.6678	1.136	2.003	2.59	3.199	3.408	0	0.0157	0.09833	0	0	0.07244	0.07846	0.1559	0.2594	0.09944	0.1557	0.1999	0.02658	0.0488	0.05901	0.04049	0.07315	0.09099	5.512	23.94	65.2
-Central Carbon Metabolism	-Transcription	2.368	3.927	5.919	2.715	3.275	4.233	54.09	77.24	145.7	59.32	109.4	175.7	11.03	12.87	19.66	7.676	9.495	12.36	2.921	3.713	5.585	2.605	2.927	3.81	8.978	45.97	90.6
-Energy Metabolism	-Transcription	0.5686	1.305	1.87	0.7663	0.91	1.115	4.113	15.31	59.07	10.99	19.5	85.7	2.221	4.542	9.626	1.883	3.444	5.113	1.801	2.172	2.915	0.7307	0.933	2.098	16.03	76.44	100.9
-Biosynthesis	-Transcription	5.305	9.745	12.7	2.953	3.448	3.984	10.2	19.76	38.13	36.71	60.98	90.08	16.4	20.72	25.03	10.2	12.12	15.27	2.478	2.912	4.244	2.153	3.329	3.744	20.06	85.65	152.3
-Other Enzymes	-Transcription	4.875	6.678	10.04	4.503	5.022	5.469	13.96	40.95	81.24	33.02	66.3	191.9	13.7	21.66	30.45	11.06	17.02	17.94	3.321	4.787	6.229	4.576	6.34	6.924	27.27	98.76	218.8
Organismal Systems	-Transcription	0	0	0	0	0.01407	0.02971	0.3538	3.444	9.849	0.2264	3.694	7.67	0.7198	1.587	2.35	1.57	1.833	1.989	0.4696	0.9384	1.121	1.547	1.775	2.157	0	0.4618	1.372
-Immune System	-Transcription	0	0	0	0	0	0	0	0.1292	3.939	0	0.238	3.529	0.07901	0.5509	0.9165	0.1082	0.403	0.8761	0.0004533	0.04396	0.3403	0.05865	0.2636	0.8034	0	0	0
-Endocrine System	-Transcription	0	0	0	0	0.01407	0.02602	0.002144	0.04821	1.008	0.01536	0.05475	2.272	0.07339	0.2246	0.4427	0.1094	0.2297	0.3152	0.009766	0.0931	0.3279	0.1489	0.2533	0.5368	0	0	1.196
-Circulatory System	-Transcription	0	0	0	0	0	0	0	0	0	0	0	0.03633	0	0.1321	0.5057	0	0.2148	0.9966	0	0.005744	0.2447	0.006661	0.1631	0.5666	0	0	0
-Digestive System	-Transcription	0	0	0	0	0	0	0	0	5.136	0	0	3.409	0	0.02475	0.8492	0	0.07554	0.4494	0	0.0002733	0.01225	0.01292	0.1616	0.2561	0	0	1.08
-Excretory System	-Transcription	0	0	0	0	0	0	0	0.05663	0.09286	0.001899	0.03231	0.6805	0.09896	0.1844	0.2293	0.1786	0.2808	0.531	0.03172	0.1062	0.1809	0.1349	0.3052	0.4732	0	0	0
-Nervous System	-Transcription	0	0	0	0	0	2.444e-08	0	0.007537	4.249	0	0	2.871	0	0.002811	0.093	0	0.004313	0.07972	0	0.001078	0.06964	0.0521	0.1043	0.3901	0	0	0
-Sensory System	-Transcription	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002418	0	0	0.003858	0	0	0.001101	4.991e-05	0.03516	0.1304	0	0	0
-Development	-Transcription	0	0	0	0	0	0	0	0	0.2559	0	0	0.147	0	0	0.0685	0	0	0.04791	0	0	0.00255	0	0.01933	0.04779	0	0	0
-Environmental Adaptation	-Transcription	0	0	0	0	0	0	0	0	0	0	0	0.03982	0	0	0.08278	0	0	0.05823	0.2959	0.3098	0.4176	0	0.003179	0.1541	0	0	0
Human Diseases	-Transcription	0.1833	1.168	1.704	0.09826	0.3536	0.4981	2.432	23.48	64.58	9.092	29.65	85.5	4.314	7.682	13.8	6.264	8.054	10.55	2.238	3.004	3.902	3.432	4.656	6.969	1.788	23.59	42.15
-Cancers	-Transcription	0	0	0	0	0.003079	0.04788	0	0.03328	0.05466	0	0.009467	0.175	0.007221	0.0434	0.09439	0	0.1279	0.1599	0.006223	0.03843	0.09112	0.1483	0.2297	0.4255	0	0	0.7974
-Immune System Diseases	-Transcription	0	0	0	0	2.473e-08	0.005329	0.1126	0.4621	1.279	1.076	2.38	5.577	0.2898	0.6092	0.7812	0.6163	0.9717	1.298	0.228	0.3742	0.5223	0.06285	0.1991	0.3252	0	0	0
-Neurodegenerative Diseases	-Transcription	0	0.9101	1.434	0	0.1918	0.2094	0.08834	18.69	48.26	0.3609	26.7	57.77	1.642	4.39	6.339	3.022	3.836	4.413	0.8065	2.186	2.708	1.585	2.078	3.043	0	0.5596	3.378
-Cardiovascular Diseases	-Transcription	0	0	0	0	0	0	0	0	0.001495	0	0	0.002261	0	0	0	0	0	0	0	0	0	0.1219	0.3884	0.528	0	0	0
-Metabolic Diseases	-Transcription	0	0	0.2886	0	0	0.1463	0	2.229	13.45	0	1.925	13.02	0	0.7082	2.533	0	0.5489	1.131	0	0.007819	0.153	0	0.02733	0.4043	0	0	20.8
-Infectious Diseases	-Transcription	0	0.1833	0.746	0.004948	0.09826	0.3024	0.3021	3.728	7.947	0.3774	4.958	9.071	1.933	2.89	4.599	1.712	2.407	4.237	0.1805	0.415	0.8554	0.7252	1.584	2.533	0	7.443	40.03
Not Mapped	-Transcription	0.507	0.83	1.12	3.013	3.434	3.708	12.49	15.29	32.97	14.44	21.46	37.25	33.07	41.93	56.15	42.81	50.37	58.84	39.02	43.13	46.29	27.46	32.27	35.71	120.6	523.1	948.4
-Not Mapped	-Transcription	0.507	0.83	1.12	3.013	3.434	3.708	12.49	15.29	32.97	14.44	21.46	37.25	33.07	41.93	56.15	42.81	50.37	58.84	39.02	43.13	46.29	27.46	32.27	35.71	120.6	523.1	948.4
TOTAL	-Translation	2.481	2.487	2.502	4.249	4.262	4.287	2.644	2.838	2.886	3.055	3.179	3.254	4.101	4.191	4.28	7.299	7.51	7.607	6.544	6.811	6.975	4.259	4.358	4.42	6.499	6.53	6.555
MAPPED	-Translation	2.442	2.449	2.463	3.807	3.818	3.841	2.535	2.721	2.767	2.935	3.055	3.126	3.224	3.295	3.365	4.804	4.943	5.006	3.373	3.511	3.595	2.732	2.795	2.835	4.761	4.783	4.802
Genetic Information Processing	-Translation	1.271	1.311	1.326	1.495	1.519	1.542	1.053	1.059	1.087	1.038	1.047	1.065	1.2	1.22	1.244	1.437	1.474	1.526	1.306	1.332	1.375	1.283	1.324	1.379	1.183	1.228	1.276
-Transcription	-Translation	0.03269	0.04653	0.05474	0.1195	0.1291	0.1461	0.003316	0.005539	0.008918	0.001176	0.00383	0.008217	0.01343	0.0181	0.02544	0.04108	0.04694	0.05756	0.07055	0.07319	0.0809	0.04143	0.04747	0.05429	0.001842	0.002121	0.01108
-Translation	-Translation	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-Folding, Sorting and Degradation	-Translation	0.1902	0.2108	0.2268	0.2507	0.2646	0.2783	0.04336	0.04735	0.05577	0.0276	0.03129	0.03615	0.1606	0.1725	0.2007	0.3193	0.347	0.3721	0.1847	0.2042	0.2637	0.1994	0.2416	0.2823	0.1501	0.1798	0.2083
-DNA Maintenance	-Translation	0.02996	0.04518	0.06287	0.1058	0.1188	0.1283	0.004623	0.005637	0.007184	0.003687	0.007658	0.01701	0.01138	0.0244	0.02892	0.05221	0.07881	0.08981	0.01956	0.04044	0.04785	0.03079	0.04081	0.04809	0.012	0.02416	0.08024
-RNA Family	-Translation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Translation	0.002924	0.00317	0.006591	0.04491	0.04674	0.05625	0.0004559	0.007171	0.0105	0.0005976	0.01391	0.01779	0.009008	0.01867	0.02872	0.01324	0.03892	0.05306	0.01295	0.01974	0.03484	0.02769	0.03993	0.05307	0.1161	0.1219	0.1279
-Signal Transduction	-Translation	0.002924	0.00317	0.006591	0.04458	0.0464	0.05526	0.0002209	0.007171	0.008524	0.0005257	0.01391	0.01514	0.00241	0.009673	0.01541	0.005976	0.01614	0.02486	0.006088	0.01334	0.01696	0.01313	0.01908	0.02951	0.1161	0.1219	0.1279
-Signaling Molecules and Interaction	-Translation	0	0	0	0.0003312	0.0003326	0.0003347	0	0	0.001962	0	0	0.002618	0.001511	0.009294	0.0178	0.007266	0.02183	0.02985	0.001619	0.007187	0.01788	0.01036	0.01658	0.02888	0	0	0
Cellular Processes	-Translation	0.02075	0.02175	0.02445	0.05532	0.05791	0.07473	0.003003	0.04025	0.08157	0.004575	0.03759	0.05651	0.02445	0.05672	0.06889	0.06536	0.1406	0.1677	0.04444	0.07111	0.09641	0.1247	0.1675	0.1919	0.01034	0.01629	0.0269
-Hemoglobin	-Translation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Translation	0	0	0	0	0	0.002244	0.000527	0.003434	0.07873	0.0006912	0.009196	0.04738	0.009953	0.01954	0.0425	0.03398	0.04932	0.06821	0.02647	0.05403	0.07141	0.05295	0.06452	0.07952	0	0	0
-Cytoskeleton	-Translation	0.006567	0.006584	0.006622	0.0163	0.01635	0.01645	0	0	0.01333	0	6.812e-05	0.01229	0.003485	0.01182	0.01533	0.008823	0.02644	0.04197	0.0007664	0.01184	0.01606	0.02192	0.03528	0.05888	0.009173	0.009216	0.009252
-Cell Motility	-Translation	0.002927	0.002938	0.003976	0.03269	0.03518	0.05272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008414	0.00692	0.01524
-Cell Growth and Death	-Translation	0.01115	0.01128	0.01492	0.005153	0.005717	0.006291	0.0009816	0.01562	0.0171	0.0001671	0.008822	0.009338	0.003406	0.006212	0.007897	0.005888	0.01026	0.01856	0.001694	0.003037	0.004973	0.008249	0.01813	0.02417	0	0.0001946	0.003289
-Cell Communication	-Translation	0	0	0	0	0	0	0	5.568e-06	0.02378	0	0.0003222	0.02513	6.908e-05	0.003961	0.02903	0.0005994	0.008395	0.06545	6.211e-05	0.001243	0.01275	0.00563	0.01228	0.07024	0	0	0
Metabolism	-Translation	1.038	1.066	1.11	2.091	2.133	2.168	0.9415	1.092	1.268	1.242	1.38	1.608	1.191	1.25	1.34	2.004	2.092	2.164	1.068	1.11	1.254	0.6015	0.6713	0.7249	1.103	1.167	1.216
-Membrane Transport	-Translation	0.03411	0.05286	0.06904	0.3449	0.4135	0.4368	0	8.782e-05	0.0008581	0	0	0.0004691	0.001346	0.002979	0.005996	0.004668	0.007924	0.009667	0.002121	0.003824	0.004387	0.001961	0.003593	0.003996	0.07413	0.1101	0.1251
-Central Carbon Metabolism	-Translation	0.1349	0.1827	0.2053	0.4019	0.4661	0.5151	0.3856	0.554	0.6579	0.3834	0.5374	0.6664	0.2298	0.3061	0.3214	0.4026	0.5085	0.5527	0.2363	0.2885	0.4088	0.1319	0.1513	0.1602	0.1136	0.1497	0.1807
-Energy Metabolism	-Translation	0.0266	0.06059	0.06914	0.0931	0.1151	0.1439	0.02278	0.1116	0.2408	0.04168	0.1138	0.2784	0.0595	0.0822	0.1646	0.09722	0.1529	0.2422	0.1482	0.1622	0.2326	0.03191	0.0496	0.09835	0.1515	0.2097	0.2563
-Biosynthesis	-Translation	0.4056	0.452	0.4881	0.4262	0.4767	0.4911	0.06551	0.1387	0.1672	0.2344	0.3042	0.3617	0.343	0.4305	0.4553	0.5258	0.6327	0.6475	0.1842	0.215	0.3104	0.1106	0.1635	0.1807	0.2589	0.2805	0.3057
-Other Enzymes	-Translation	0.253	0.3127	0.3616	0.5971	0.6343	0.7539	0.1326	0.2268	0.4576	0.2497	0.3248	0.5695	0.3179	0.4175	0.5284	0.6366	0.7606	0.9354	0.2602	0.377	0.4811	0.246	0.301	0.3456	0.3311	0.4031	0.4598
Organismal Systems	-Translation	0	0	0	0	0.00169	0.003839	0.003001	0.01616	0.04526	0.001998	0.01398	0.03911	0.0175	0.0296	0.04428	0.06714	0.08398	0.1058	0.03532	0.06717	0.08779	0.06815	0.082	0.1148	0	0.002281	0.004796
-Immune System	-Translation	0	0	0	0	0	0	0	0.0004513	0.01552	0	0.0008107	0.01362	0.001921	0.01059	0.01907	0.004446	0.02226	0.04523	3.316e-05	0.003138	0.02715	0.002881	0.01236	0.03891	0	0	0
-Endocrine System	-Translation	0	0	0	0	0.001684	0.003839	1.187e-05	0.0004575	0.007709	6.558e-05	0.0004093	0.01443	0.002037	0.004426	0.008747	0.004893	0.01078	0.01697	0.0007653	0.006815	0.02399	0.008113	0.01212	0.02637	0	0	0.002536
-Circulatory System	-Translation	0	0	0	0	0	0	0	0	0	0	0	0.0001378	0	0.002358	0.01167	0	0.00911	0.04678	0	0.0004249	0.0179	0.0003162	0.007124	0.02784	0	0	0
-Digestive System	-Translation	0	0	0	0	0	0	0	0	0.01782	0	0	0.01306	0	0.0006017	0.01537	0	0.003167	0.02449	0	2.181e-05	0.0009145	0.0007015	0.006697	0.012	0	0	0.002281
-Excretory System	-Translation	0	0	0	0	0	0	0	0.0003079	0.0005075	1.168e-05	0.0001541	0.002953	0.001652	0.003176	0.004907	0.008382	0.01277	0.02561	0.002397	0.007582	0.01443	0.005889	0.01567	0.02292	0	0	0
-Nervous System	-Translation	0	0	0	0	0	3.596e-09	0	6.402e-05	0.01428	0	0	0.008126	0	3.776e-05	0.002581	0	0.0002483	0.003539	0	8.603e-05	0.005458	0.002559	0.006022	0.01837	0	0	0
-Sensory System	-Translation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.781e-05	0	0	0.0001811	0	0	8.143e-05	2.068e-06	0.001648	0.005695	0	0	0
-Development	-Translation	0	0	0	0	0	0	0	0	0.002171	0	0	0.001297	0	0	0.0009202	0	0	0.002032	0	0	0.0001999	0	0.001049	0.002087	0	0	0
-Environmental Adaptation	-Translation	0	0	0	0	0	0	0	0	0	0	0	0.0003207	0	0	0.00179	0	0	0.002585	0.02169	0.02366	0.03358	0	0.0001562	0.006386	0	0	0
Human Diseases	-Translation	0.01401	0.05163	0.06523	0.01436	0.04467	0.07017	0.02169	0.1852	0.2801	0.04786	0.2395	0.3139	0.1184	0.1863	0.2155	0.3234	0.4042	0.457	0.17	0.2472	0.2799	0.1863	0.2255	0.298	0.007938	0.07764	0.1143
-Cancers	-Translation	0	0	0	0	0.0003709	0.006179	0	0.0001813	0.0003613	0	8.355e-05	0.001051	0.0001289	0.001205	0.00219	0	0.006569	0.008072	0.0004966	0.00289	0.006535	0.008558	0.01129	0.01877	0	0	0.001688
-Immune System Diseases	-Translation	0	0	0	0	3.606e-09	0.0006738	0.0005662	0.003263	0.004466	0.003966	0.01413	0.02045	0.004969	0.009528	0.01787	0.02614	0.04087	0.06337	0.01642	0.03079	0.03794	0.002855	0.01059	0.0142	0	0	0
-Neurodegenerative Diseases	-Translation	0	0.04953	0.04974	0	0.02479	0.02705	0.0007671	0.1675	0.1776	0.00233	0.2121	0.2257	0.03551	0.1026	0.1132	0.1411	0.1868	0.2208	0.0569	0.1799	0.2017	0.07785	0.1053	0.1445	0	0.006199	0.006246
-Cardiovascular Diseases	-Translation	0	0	0	0	0	0	0	0	5.635e-06	0	0	9.191e-06	0	0	0	0	0	0	0	0	0	0.006616	0.01693	0.03048	0	0	0
-Metabolic Diseases	-Translation	0	0	0.01189	0	0	0.01903	0	0.01936	0.05235	0	0.01386	0.04988	0	0.01532	0.04075	0	0.02437	0.06036	0	0.0005517	0.01119	0	0.001132	0.01986	0	0	0.06973
-Infectious Diseases	-Translation	0	0.01185	0.02573	0.000639	0.01316	0.03821	0.002871	0.01762	0.03237	0.001445	0.01931	0.03405	0.04675	0.05366	0.07887	0.09922	0.1115	0.1797	0.01295	0.03322	0.06106	0.04186	0.07783	0.1103	0	0.03835	0.0834
Not Mapped	-Translation	0.03856	0.03866	0.03888	0.4422	0.4435	0.4461	0.1088	0.1167	0.1187	0.1197	0.1245	0.1275	0.8768	0.8961	0.9152	2.495	2.567	2.6	3.171	3.3	3.38	1.527	1.563	1.585	1.739	1.747	1.754
-Not Mapped	-Translation	0.03856	0.03866	0.03888	0.4422	0.4435	0.4461	0.1088	0.1167	0.1187	0.1197	0.1245	0.1275	0.8768	0.8961	0.9152	2.495	2.567	2.6	3.171	3.3	3.38	1.527	1.563	1.585	1.739	1.747	1.754
