KO number	eco Lu	eco Arike 2012	sce Lu rich	sce Lu minimal	spo Marguerat proliferating	spo Marguerat quiescent	ath Castellana	dme Brunner 2007	syn Wegener
K03471	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01972	277.94	89	NaN	NaN	NaN	NaN	NaN	NaN	34.94
K03504	NaN	NaN	NaN	1394	NaN	NaN	10.829	NaN	NaN
K03505	NaN	NaN	NaN	NaN	NaN	NaN	2.742	NaN	NaN
K02325	NaN	NaN	NaN	NaN	1088	NaN	0.489	8.901	NaN
K03506	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.001	NaN
K02210	NaN	NaN	18395	9438	3436	4575	41.224	112.66	NaN
K10739	NaN	NaN	NaN	NaN	11014	NaN	26.751	418.763	NaN
K10754	NaN	NaN	NaN	NaN	3262	2404	45.1	68.082	NaN
K02603	NaN	NaN	5592	NaN	555	NaN	3.253	9.919	NaN
K02604	NaN	NaN	NaN	NaN	NaN	NaN	2.031	9.612	NaN
K02605	NaN	NaN	NaN	NaN	465	NaN	0.623	31.458	NaN
K02606	NaN	NaN	26860	4010	NaN	NaN	NaN	19.136	NaN
K02607	NaN	NaN	NaN	NaN	608	NaN	0.366	21.678	NaN
K10727	NaN	NaN	NaN	NaN	NaN	NaN	9.851	36.71	NaN
K02213	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.558	NaN
K06627	NaN	NaN	NaN	NaN	NaN	NaN	0.456	20.644	NaN
K06626	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.862	NaN
K02206	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02309	NaN	NaN	4342	NaN	NaN	NaN	NaN	NaN	NaN
K10732	NaN	NaN	2490	NaN	NaN	NaN	1.796	7.451	NaN
K10733	NaN	NaN	NaN	972	716	NaN	0.835	NaN	NaN
K10734	NaN	NaN	NaN	NaN	NaN	NaN	2.327	1.306	NaN
K10735	NaN	NaN	NaN	NaN	1378	NaN	2.412	10.409	NaN
K10728	NaN	NaN	NaN	NaN	NaN	NaN	0.33	12.359	NaN
K10730	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.811	NaN
K06628	NaN	NaN	NaN	NaN	73	NaN	0.281	5.959	NaN
K10737	NaN	NaN	NaN	NaN	NaN	NaN	0.086	NaN	NaN
K10738	NaN	NaN	NaN	NaN	NaN	NaN	0.076	NaN	NaN
K10736	NaN	NaN	NaN	4819	149	NaN	0.184	3.981	NaN
K02332	NaN	NaN	2216	524	NaN	NaN	NaN	7.186	NaN
K10749	NaN	NaN	NaN	NaN	NaN	NaN	NaN	146.103	NaN
K05868	NaN	NaN	NaN	NaN	NaN	NaN	1.29	23.743	NaN
K02087	NaN	NaN	NaN	NaN	NaN	NaN	93.787	143.229	NaN
K11118	NaN	NaN	1408	NaN	NaN	NaN	NaN	NaN	NaN
K11123	NaN	NaN	1263	NaN	NaN	NaN	NaN	NaN	NaN
K11126	NaN	NaN	NaN	NaN	NaN	NaN	0.173	NaN	NaN
K11132	NaN	NaN	342	807	NaN	NaN	NaN	NaN	NaN
K11134	NaN	NaN	NaN	NaN	642	NaN	NaN	NaN	NaN
K10865	NaN	NaN	NaN	NaN	NaN	NaN	8.342	62.233	NaN
K10866	NaN	NaN	NaN	1243	1392	514	1.441	NaN	NaN
K04728	NaN	NaN	NaN	NaN	NaN	NaN	0.25	3.956	NaN
K06642	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10848	NaN	NaN	250	NaN	136	NaN	1.046	4.002	NaN
K10799	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.176	NaN
K03163	NaN	NaN	NaN	NaN	1937	832	NaN	93.773	NaN
K03164	NaN	NaN	NaN	NaN	2034	495	13.448	378.345	NaN
K04764	2820.69	8533	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05788	1006.61	6241	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02313	NaN	31	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03645	259.56	379	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02469	1218.22	669	NaN	NaN	NaN	NaN	NaN	NaN	160.593
K02470	NaN	422	NaN	NaN	NaN	NaN	NaN	NaN	204.708
K02621	338.13	0.0017	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03168	NaN	324	NaN	NaN	NaN	NaN	NaN	NaN	207.447
spo_SPAC3C7.14c	NaN	NaN	NaN	NaN	161659	104015	NaN	NaN	NaN
K06636	NaN	NaN	NaN	NaN	664	646	10.342	37.195	NaN
K06669	NaN	NaN	369	NaN	1280	1138	58.476	29.693	NaN
K06670	NaN	NaN	NaN	719	173	NaN	39.254	20.11	NaN
K06671	NaN	NaN	NaN	NaN	723	2719	16.638	9.52	NaN
K06672	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.693	NaN
K06673	NaN	NaN	1744	NaN	NaN	NaN	NaN	NaN	NaN
K11267	NaN	NaN	NaN	NaN	360	460	NaN	42.032	NaN
K11268	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.822	NaN
K11269	NaN	NaN	NaN	NaN	178	NaN	NaN	13.892	NaN
K11271	NaN	NaN	NaN	810	NaN	NaN	NaN	NaN	NaN
K10997	NaN	NaN	180	NaN	389	NaN	NaN	NaN	NaN
K11272	NaN	NaN	NaN	429	NaN	591	NaN	NaN	NaN
K11274	NaN	NaN	NaN	NaN	183	NaN	NaN	NaN	NaN
K11275	NaN	NaN	2425	3315	NaN	NaN	4.943	NaN	NaN
K11251	NaN	NaN	5915	152267	11562	68625	3253.487	323.517	NaN
K11252	NaN	NaN	10641	63872	101924	69846	2043.055	NaN	NaN
K11253	NaN	NaN	NaN	NaN	7504	25974	144.148	395.666	NaN
K11254	NaN	NaN	NaN	NaN	72371	65483	504.493	169.837	NaN
K11278	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1746.021	NaN
K11279	NaN	NaN	NaN	NaN	61786	29644	1547.744	522.331	NaN
K11290	NaN	NaN	NaN	NaN	NaN	NaN	233.098	260.795	NaN
K10750	NaN	NaN	NaN	NaN	NaN	NaN	NaN	72.836	NaN
K10751	NaN	NaN	3476	NaN	1408	NaN	0.207	35.601	NaN
K10752	NaN	NaN	NaN	NaN	21468	10374	755.355	323.959	NaN
K10753	NaN	NaN	NaN	NaN	1001	2922	12.375	29.025	NaN
K11292	NaN	NaN	2215	NaN	4378	3731	26.71	29.058	NaN
K11293	NaN	NaN	NaN	NaN	1821	1386	0.808	3.782	NaN
K10802	NaN	NaN	NaN	NaN	NaN	NaN	384.489	366.968	NaN
K11303	NaN	NaN	NaN	NaN	3957	8772	98.736	NaN	NaN
K06062	NaN	NaN	NaN	NaN	1718	NaN	8.274	1.827	NaN
K11304	NaN	NaN	NaN	NaN	565	NaN	NaN	NaN	NaN
K11308	NaN	NaN	NaN	NaN	NaN	NaN	4.233	23.218	NaN
K11307	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.106	NaN
K11306	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.498	NaN
K07739	NaN	NaN	NaN	NaN	5495	NaN	6.724	24.143	NaN
K11309	NaN	NaN	1803	NaN	842	NaN	NaN	NaN	NaN
K08874	NaN	NaN	2618	1814	879	1219	NaN	7.501	NaN
K11313	NaN	NaN	NaN	NaN	747	NaN	NaN	3.142	NaN
K11314	NaN	NaN	NaN	NaN	1244	NaN	1.828	NaN	NaN
K11315	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.457	NaN
K11320	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.032	NaN
K11321	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28.094	NaN
K11322	NaN	NaN	229	NaN	NaN	NaN	NaN	4.436	NaN
K11324	NaN	NaN	NaN	NaN	NaN	NaN	NaN	38.632	NaN
K04499	NaN	NaN	4262	NaN	14003	19942	35.703	384.448	NaN
K11338	NaN	NaN	NaN	NaN	15635	18322	NaN	233.748	NaN
K11339	NaN	NaN	NaN	NaN	4837	3702	NaN	52.44	NaN
K11341	NaN	NaN	NaN	NaN	2459	5429	1.065	21.303	NaN
K11343	NaN	NaN	NaN	NaN	NaN	NaN	NaN	33.829	NaN
K11344	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.024	NaN
K11359	NaN	NaN	NaN	NaN	3267	NaN	NaN	NaN	NaN
K11360	NaN	NaN	NaN	532	595	NaN	NaN	NaN	NaN
K11361	NaN	NaN	NaN	NaN	717	918	NaN	NaN	NaN
K11362	NaN	NaN	660	NaN	962	571	NaN	NaN	NaN
K11363	NaN	NaN	NaN	NaN	3144	NaN	NaN	NaN	NaN
K11365	NaN	NaN	567	NaN	NaN	NaN	NaN	NaN	NaN
K11367	NaN	NaN	347	509	5245	378	5.475	5.422	NaN
K11368	NaN	NaN	NaN	NaN	1934	NaN	NaN	44.183	NaN
K11372	NaN	NaN	NaN	NaN	5106	937	NaN	NaN	NaN
K11373	NaN	NaN	NaN	NaN	2413	1198	10.502	NaN	NaN
K11374	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.886	NaN
K11375	NaN	NaN	NaN	NaN	NaN	NaN	10.464	NaN	NaN
K11378	NaN	NaN	2821	NaN	NaN	NaN	NaN	NaN	NaN
K11380	NaN	NaN	776	NaN	NaN	NaN	NaN	NaN	NaN
K11397	NaN	NaN	974	NaN	NaN	1299	NaN	NaN	NaN
K11400	NaN	NaN	NaN	NaN	11962	15892	NaN	NaN	NaN
K11402	NaN	NaN	NaN	432	NaN	NaN	NaN	NaN	NaN
K06067	NaN	NaN	NaN	NaN	8424	4175	21.938	142.62	NaN
K11404	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.147	NaN
K11405	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K11483	NaN	NaN	736	NaN	NaN	NaN	NaN	NaN	NaN
K11407	NaN	NaN	NaN	NaN	3058	818	5.832	12.449	NaN
K11411	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.521	NaN
K11412	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26.043	NaN
K11414	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.989	NaN
K11416	NaN	NaN	NaN	NaN	NaN	NaN	0.092	NaN	NaN
K11417	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.312	NaN
K11418	NaN	NaN	NaN	NaN	NaN	NaN	0.95	NaN	NaN
K11427	NaN	NaN	1846	NaN	NaN	NaN	NaN	NaN	NaN
K11430	NaN	NaN	NaN	NaN	NaN	NaN	5.514	14.229	NaN
K11424	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.783	NaN
K11431	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K11428	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.365	NaN
K11421	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.546	NaN
K11426	NaN	NaN	NaN	NaN	1254	NaN	3.128	NaN	NaN
K11429	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.214	NaN
K11434	NaN	NaN	NaN	721	21120	1390	47.387	210.563	NaN
K11436	NaN	NaN	NaN	NaN	7627	1729	4.066	56.083	NaN
K05931	NaN	NaN	NaN	NaN	NaN	NaN	26.787	43.047	NaN
K11437	NaN	NaN	NaN	NaN	NaN	NaN	25.59	NaN	NaN
K11438	NaN	NaN	NaN	NaN	NaN	NaN	0.418	6.522	NaN
K14966	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14970	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K11447	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.563	NaN
K06709	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.793	NaN
K11446	NaN	NaN	NaN	NaN	NaN	NaN	NaN	47.86	NaN
K11450	NaN	NaN	NaN	NaN	NaN	NaN	7.54	NaN	NaN
K11455	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.094	NaN
K11459	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.99	NaN
K11456	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.926	NaN
K11461	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30.156	NaN
K11462	NaN	NaN	NaN	NaN	NaN	NaN	3.088	12.504	NaN
K11463	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.784	NaN
K11471	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.514	NaN
K11488	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.831	NaN
K11468	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.057	NaN
K06674	NaN	NaN	1002	NaN	616	NaN	1.737	81.107	NaN
K06675	NaN	NaN	1781	NaN	1020	437	1.024	67.293	NaN
K06676	NaN	NaN	NaN	NaN	3503	NaN	NaN	31.868	NaN
K06677	NaN	NaN	NaN	NaN	864	785	NaN	13.57	NaN
K06678	NaN	NaN	NaN	NaN	1267	NaN	NaN	19.167	NaN
K11491	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.537	NaN
K11493	NaN	NaN	NaN	NaN	NaN	NaN	NaN	353.405	NaN
K11498	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.895	NaN
K11502	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.35	NaN
K08731	NaN	NaN	NaN	NaN	NaN	NaN	NaN	48.564	NaN
K11554	NaN	NaN	3482	NaN	NaN	NaN	NaN	NaN	NaN
K11556	NaN	NaN	NaN	889	NaN	NaN	NaN	NaN	NaN
K11558	NaN	NaN	NaN	NaN	1658	NaN	NaN	NaN	NaN
K11560	NaN	NaN	NaN	NaN	168	364	NaN	NaN	NaN
K11568	NaN	NaN	NaN	NaN	482	NaN	NaN	NaN	NaN
K11575	NaN	NaN	NaN	3705	NaN	NaN	NaN	NaN	NaN
K06638	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06679	NaN	NaN	NaN	NaN	832	2369	NaN	NaN	NaN
K02537	NaN	NaN	NaN	NaN	NaN	566	NaN	84.598	NaN
K13728	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.28	NaN
K06637	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02178	NaN	NaN	NaN	NaN	511	1962	NaN	26.177	NaN
K02180	NaN	NaN	NaN	564	NaN	NaN	NaN	164.115	NaN
K11577	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.187	NaN
K11578	NaN	NaN	NaN	NaN	NaN	NaN	2.095	42.371	NaN
K11579	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.886	NaN
K10413	NaN	NaN	3784	2669	NaN	515	NaN	83.056	NaN
K10414	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.44	NaN
K10415	NaN	NaN	NaN	1045	NaN	NaN	NaN	80.849	NaN
K10416	NaN	NaN	NaN	NaN	NaN	NaN	NaN	75.337	NaN
K10417	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10393	NaN	NaN	NaN	NaN	NaN	NaN	NaN	157.172	NaN
K08866	NaN	NaN	NaN	315	544	1880	NaN	3.846	NaN
K11582	NaN	NaN	1128	4344	NaN	NaN	NaN	NaN	NaN
K11585	NaN	NaN	NaN	NaN	NaN	NaN	NaN	159.746	NaN
K11586	NaN	NaN	NaN	NaN	NaN	NaN	NaN	73.555	NaN
K11590	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.017	NaN
K11592	NaN	NaN	NaN	NaN	NaN	NaN	4.755	3.147	NaN
K11593	NaN	NaN	NaN	NaN	NaN	NaN	NaN	40.541	NaN
K02156	NaN	NaN	NaN	NaN	NaN	NaN	NaN	68.859	NaN
K11594	NaN	NaN	NaN	NaN	68662	25905	NaN	384.309	NaN
K11596	NaN	NaN	NaN	NaN	NaN	1141	13.986	NaN	NaN
K11643	NaN	NaN	NaN	NaN	NaN	NaN	10.538	99.364	NaN
K11644	NaN	NaN	NaN	NaN	2293	4971	12.412	42.482	NaN
K11481	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.691	NaN
K08850	NaN	NaN	NaN	NaN	629	NaN	NaN	60.276	NaN
K11647	NaN	NaN	NaN	NaN	NaN	NaN	11.146	78.369	NaN
K11648	NaN	NaN	2788	NaN	NaN	NaN	10.274	64.996	NaN
K11649	NaN	NaN	NaN	NaN	8935	3751	37.172	155.952	NaN
K11650	NaN	NaN	NaN	NaN	5445	5659	21.76	97.821	NaN
K11651	NaN	NaN	NaN	NaN	NaN	NaN	NaN	124.997	NaN
K11652	NaN	NaN	NaN	NaN	NaN	NaN	NaN	220.117	NaN
K11653	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29.41	NaN
K11757	NaN	NaN	NaN	NaN	NaN	NaN	NaN	45.614	NaN
K11765	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.244	NaN
K11654	NaN	NaN	NaN	NaN	NaN	NaN	158.932	129.601	NaN
K11655	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.807	NaN
K11656	NaN	NaN	NaN	NaN	NaN	NaN	NaN	37.544	NaN
K11660	NaN	NaN	NaN	NaN	NaN	NaN	NaN	65.779	NaN
K11728	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41.484	NaN
K11726	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1302.402	NaN
K11662	NaN	NaN	NaN	NaN	NaN	NaN	0.244	8.847	NaN
K11663	NaN	NaN	NaN	NaN	1638	NaN	NaN	NaN	NaN
K11664	NaN	NaN	331	256	NaN	NaN	3.264	8.34	NaN
K11665	NaN	NaN	1388	1432	1321	1240	1.199	5.47	NaN
K11672	NaN	NaN	3501	NaN	2008	1788	50.619	1.498	NaN
K11673	NaN	NaN	NaN	NaN	2761	1487	4.382	9.58	NaN
K11674	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.544	NaN
K11675	NaN	NaN	1250	NaN	NaN	NaN	NaN	NaN	NaN
K11676	NaN	NaN	832	NaN	NaN	6241	NaN	NaN	NaN
K11680	NaN	NaN	NaN	1173	NaN	NaN	NaN	NaN	NaN
K11756	NaN	NaN	6344	4638	2767	1322	NaN	NaN	NaN
K11758	NaN	NaN	7066	NaN	NaN	NaN	NaN	NaN	NaN
K11759	NaN	NaN	365	NaN	3446	2846	NaN	NaN	NaN
K11760	NaN	NaN	879	NaN	NaN	NaN	NaN	NaN	NaN
K11761	NaN	NaN	NaN	4512	800	4861	NaN	NaN	NaN
K11762	NaN	NaN	484	2473	3337	3798	NaN	NaN	NaN
K11763	NaN	NaN	NaN	NaN	5841	2189	NaN	NaN	NaN
K11766	NaN	NaN	NaN	NaN	11977	1794	NaN	NaN	NaN
K11768	NaN	NaN	NaN	NaN	6058	1995	NaN	NaN	NaN
K11770	NaN	NaN	NaN	NaN	3975	1787	NaN	NaN	NaN
K11786	NaN	NaN	2566	NaN	4397	2093	NaN	NaN	NaN
K11771	NaN	NaN	NaN	NaN	1351	NaN	NaN	NaN	NaN
K11772	NaN	NaN	NaN	1622	NaN	NaN	NaN	NaN	NaN
K11681	NaN	NaN	3459	7880	238	NaN	2.731	NaN	NaN
K11682	NaN	NaN	NaN	531	NaN	NaN	NaN	NaN	NaN
K11684	NaN	NaN	NaN	NaN	5189	3939	NaN	NaN	NaN
K03746	17549.26	19028	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K11685	2788.18	839	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05804	NaN	318	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K04047	NaN	5677	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03632	NaN	66	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03804	282.45	182	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03590	NaN	269	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K09812	NaN	222	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03591	NaN	12	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03528	NaN	524	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K09888	NaN	363	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01448	NaN	0.0017	NaN	NaN	NaN	NaN	NaN	NaN	151.699
K03585	NaN	928	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03495	NaN	0.0017	NaN	399	NaN	NaN	NaN	NaN	NaN
K03593	NaN	414	NaN	NaN	NaN	NaN	11.135	NaN	NaN
K04095	NaN	204	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03512	NaN	NaN	NaN	NaN	NaN	NaN	9.229	NaN	NaN
K03648	NaN	0.0017	NaN	NaN	1006	NaN	1.248	NaN	NaN
K10772	NaN	NaN	NaN	NaN	NaN	1541	1.69	NaN	NaN
K10773	NaN	0.0017	NaN	NaN	NaN	NaN	NaN	3.726	NaN
K01246	NaN	0.0017	NaN	NaN	NaN	NaN	1.804	NaN	NaN
K01247	NaN	0.0017	NaN	NaN	NaN	NaN	0.292	NaN	NaN
K10803	NaN	NaN	NaN	NaN	NaN	NaN	1.89	40.445	NaN
K10800	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.604	NaN
K10801	NaN	NaN	NaN	NaN	NaN	NaN	0.166	NaN	NaN
K10569	NaN	NaN	NaN	NaN	NaN	NaN	1.526	NaN	NaN
K10563	NaN	0.0017	NaN	NaN	NaN	NaN	185.628	NaN	NaN
K07462	NaN	0.0017	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03575	NaN	0.0017	NaN	NaN	NaN	NaN	0.364	NaN	NaN
K10798	NaN	NaN	NaN	NaN	NaN	NaN	7.832	16.277	NaN
K03660	NaN	NaN	NaN	8162	NaN	NaN	NaN	NaN	NaN
K03649	NaN	92	NaN	NaN	NaN	NaN	NaN	4.961	NaN
K01142	NaN	440	NaN	NaN	NaN	NaN	2.076	NaN	NaN
K01151	NaN	0.0017	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10771	NaN	NaN	877	NaN	NaN	NaN	NaN	245.422	NaN
K02330	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10776	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.681	NaN
K03868	NaN	NaN	NaN	NaN	NaN	6655	33.406	NaN	NaN
K10570	NaN	NaN	NaN	NaN	NaN	NaN	0.148	NaN	NaN
K10609	NaN	NaN	NaN	NaN	890	NaN	26.456	43.947	NaN
K10839	NaN	NaN	2532	NaN	21848	11429	831.4	486.735	NaN
K10610	NaN	NaN	NaN	NaN	1230	NaN	19.809	115.27	NaN
K03723	NaN	45	NaN	NaN	NaN	NaN	NaN	NaN	6.515
K03701	104.7	151	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03702	NaN	82	NaN	NaN	NaN	NaN	NaN	NaN	12.905
K03657	NaN	27	NaN	NaN	76	NaN	NaN	NaN	96.364
K10838	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.715	NaN
K10840	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10841	NaN	NaN	NaN	NaN	NaN	NaN	0.224	NaN	NaN
K10846	NaN	NaN	NaN	1613	NaN	NaN	1.368	NaN	NaN
K10847	NaN	NaN	NaN	NaN	1933	NaN	NaN	6.147	NaN
K10849	NaN	NaN	NaN	2376	NaN	NaN	10.35	6.183	NaN
K10858	NaN	NaN	NaN	NaN	1064	NaN	0.423	2.501	NaN
K08737	NaN	NaN	161	NaN	697	231	1.417	38.152	NaN
K03555	NaN	0.0017	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K07456	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03572	NaN	13	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03601	NaN	0.0017	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03602	NaN	358	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08734	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08735	NaN	NaN	NaN	NaN	1882	NaN	0.952	37.834	NaN
K08736	NaN	NaN	880	NaN	NaN	NaN	0.074	NaN	NaN
K08739	NaN	NaN	NaN	NaN	NaN	NaN	0.696	NaN	NaN
K08991	NaN	NaN	NaN	NaN	NaN	NaN	0.564	1.975	NaN
K03655	NaN	0.0017	NaN	NaN	NaN	NaN	0.346	NaN	NaN
K10901	NaN	NaN	NaN	137	NaN	NaN	9.669	2.959	NaN
K03165	NaN	NaN	986	NaN	NaN	2661	1.044	42.372	NaN
K10867	NaN	NaN	NaN	NaN	NaN	NaN	1.246	NaN	NaN
K10875	NaN	NaN	NaN	2232	NaN	NaN	10.855	0.721	NaN
K03553	891.99	905	NaN	NaN	NaN	NaN	73.713	NaN	725.156
K08775	NaN	NaN	NaN	NaN	NaN	NaN	0.363	NaN	NaN
K03629	NaN	0.0017	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06187	NaN	0.0017	NaN	NaN	NaN	NaN	NaN	NaN	37.347
K03550	NaN	182	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K04066	NaN	0.0017	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10957	NaN	NaN	2697	NaN	NaN	NaN	NaN	NaN	NaN
K10873	NaN	NaN	NaN	NaN	448	3487	NaN	NaN	NaN
K10880	NaN	NaN	NaN	NaN	NaN	NaN	0.269	NaN	NaN
K10877	NaN	NaN	NaN	372	NaN	NaN	NaN	NaN	NaN
K10884	NaN	NaN	19905	NaN	NaN	NaN	4.104	18.592	NaN
K10885	NaN	NaN	NaN	3223	NaN	NaN	4.349	35.186	NaN
K10777	NaN	NaN	2024	NaN	NaN	319	11.027	0.998	NaN
K10886	NaN	NaN	NaN	NaN	NaN	NaN	15.984	NaN	NaN
K10980	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10981	NaN	NaN	NaN	NaN	NaN	561	NaN	NaN	NaN
K10982	NaN	NaN	NaN	1894	NaN	NaN	NaN	NaN	NaN
K00567	NaN	0.0017	NaN	NaN	NaN	NaN	NaN	3.024	NaN
K02295	NaN	NaN	NaN	NaN	NaN	NaN	0.235	4.116	NaN
K01669	NaN	0.0017	NaN	NaN	NaN	NaN	0.78	12.861	21.151
K10862	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29.694	NaN
K08073	NaN	NaN	NaN	NaN	563	NaN	NaN	NaN	NaN
K08740	NaN	NaN	NaN	NaN	NaN	NaN	0.065	NaN	NaN
K10902	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.585	NaN
K10878	NaN	NaN	NaN	NaN	NaN	NaN	1.316	NaN	NaN
K10991	NaN	NaN	NaN	NaN	4039	NaN	NaN	NaN	NaN
K10891	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.442	NaN
K10895	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.478	NaN
K10896	NaN	NaN	NaN	NaN	85	NaN	NaN	3.939	NaN
K02350	NaN	NaN	2737	3439	NaN	NaN	2.601	2.276	NaN
K03509	NaN	NaN	NaN	NaN	NaN	NaN	0.279	0.833	NaN
K03515	NaN	NaN	NaN	NaN	NaN	NaN	0.129	2.339	NaN
K10704	NaN	NaN	NaN	NaN	19453	17713	170.155	504.758	NaN
K10903	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.305	NaN
K06662	NaN	NaN	NaN	734	NaN	NaN	NaN	0.944	NaN
K06663	NaN	NaN	NaN	668	NaN	NaN	NaN	NaN	NaN
K03155	NaN	NaN	NaN	NaN	NaN	NaN	2.96	13.047	NaN
K06640	NaN	NaN	NaN	NaN	73	744	NaN	1.107	NaN
K02216	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.814	NaN
K06641	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.847	NaN
