Numerator	Denominator	eco Lu	eco Arike 2012	sce Lu rich	sce Lu minimal	spo Marguerat proliferating	spo Marguerat quiescent	ath Castellana	dme Brunner 2007	syn Wegener
Human Diseases	TOTAL	0.005618	0.003354	0.007514	0.01478	0.02782	0.04252	0.02431	0.04192	0.001211
-Cancers	TOTAL	0	0	0	0	3.111e-05	0	7.214e-05	0.001936	0
-Immune System Diseases	TOTAL	0	0	0.000213	0.001284	0.001186	0.003581	0.002509	0.0006658	0
-Neurodegenerative Diseases	TOTAL	0	0	0.0002671	0.0007184	0.008374	0.01872	0.008348	0.01778	0
-Cardiovascular Diseases	TOTAL	0	0	0	0	0	0	0	0.001489	0
-Metabolic Diseases	TOTAL	0	0	0	0	0	0	0	0	0
-Infectious Diseases	TOTAL	0	0.0001499	0.0009948	0.0004731	0.01092	0.01321	0.001929	0.009472	0
Not Mapped	TOTAL	0.01554	0.1041	0.04113	0.03917	0.2138	0.3419	0.4845	0.3586	0.2675
-Not Mapped	TOTAL	0.01554	0.1041	0.04113	0.03917	0.2138	0.3419	0.4845	0.3586	0.2675
TOTAL	MAPPED	1.016	1.116	1.043	1.041	1.272	1.519	1.94	1.559	1.365
MAPPED	MAPPED	1	1	1	1	1	1	1	1	1
Genetic Information Processing	MAPPED	0.5197	0.3915	0.3847	0.3344	0.3662	0.2913	0.3729	0.4583	0.2479
-Transcription	MAPPED	0.01333	0.0313	0.001272	0.0003962	0.004166	0.008245	0.02008	0.01479	0.0003851
-Translation	MAPPED	0.4047	0.26	0.3613	0.3195	0.2963	0.1994	0.2774	0.3508	0.2083
-Folding, Sorting and Degradation	MAPPED	0.07776	0.06549	0.01582	0.009034	0.04873	0.06438	0.05406	0.07119	0.03133
-DNA Maintenance	MAPPED	0.0122	0.0277	0.001809	0.00118	0.003479	0.01058	0.005484	0.01086	0.002521
-RNA Family	MAPPED	0	0	0	0	0	0	0	0	0
Environmental Information Processing	MAPPED	0.001197	0.01178	0.0001656	0.0001918	0.002702	0.002641	0.003685	0.01007	0.02439
-Signal Transduction	MAPPED	0.001197	0.01169	8.041e-05	0.0001692	0.0007229	0.001192	0.001706	0.004741	0.02439
-Signaling Molecules and Interaction	MAPPED	0	8.7e-05	0	0	0.000449	0.001449	0.0004799	0.003768	0
Cellular Processes	MAPPED	0.008452	0.01447	0.001178	0.001541	0.007572	0.01355	0.01318	0.04566	0.002153
-Hemoglobin	MAPPED	0	0	0	0	0	0	0	0	0
-Vesicular Transport	MAPPED	0	0	0.0002068	0.0002354	0.003055	0.007047	0.007651	0.0192	0
-Cytoskeleton	MAPPED	0.002689	0.004281	0	0	0.001065	0.00176	0.0002239	0.007732	0.001927
-Cell Motility	MAPPED	0.001196	0.008562	0	0	0	0	0	0	0.0001763
-Cell Growth and Death	MAPPED	0.004566	0.001342	0.0003841	5.609e-05	0.001017	0.001182	0.0004824	0.002931	0
-Cell Communication	MAPPED	0	0	0	0	2.064e-05	0.0001202	1.768e-05	0.001975	0
Metabolism	MAPPED	0.4251	0.5483	0.3714	0.4231	0.3637	0.4066	0.3106	0.2187	0.2296
-Membrane Transport	MAPPED	0.01391	0.09022	0	0	0.0004083	0.0009679	0.0005977	0.0007015	0.01544
-Central Carbon Metabolism	MAPPED	0.05524	0.1046	0.1521	0.1306	0.07052	0.08381	0.06623	0.04719	0.02386
-Energy Metabolism	MAPPED	0.01087	0.02436	0.008373	0.01365	0.01806	0.01942	0.04296	0.0116	0.03156
-Biosynthesis	MAPPED	0.1652	0.112	0.0257	0.07605	0.1062	0.109	0.0546	0.03971	0.05403
-Other Enzymes	MAPPED	0.1033	0.1564	0.04792	0.08231	0.09448	0.127	0.07238	0.08945	0.06895
Organismal Systems	MAPPED	0	0	0.001086	0.0006394	0.005227	0.01398	0.01032	0.02478	0
-Immune System	MAPPED	0	0	0	0	0.0005737	0.0008925	9.444e-06	0.001026	0
-Endocrine System	MAPPED	0	0	4.364e-06	2.209e-05	0.0006036	0.0009926	0.0002129	0.00297	0
-Circulatory System	MAPPED	0	0	0	0	0	0	0	0.0001124	0
-Digestive System	MAPPED	0	0	0	0	0	0	0	0.0002461	0
-Excretory System	MAPPED	0	0	0	3.933e-06	0.0005115	0.001738	0.000665	0.002141	0
-Nervous System	MAPPED	0	0	0	0	0	0	0	0.0009113	0
-Sensory System	MAPPED	0	0	0	0	0	0	0	7.383e-07	0
-Development	MAPPED	0	0	0	0	0	0	0	0	0
-Environmental Adaptation	MAPPED	0	0	0	0	0	0	0.006423	0	0
Human Diseases	MAPPED	0.005707	0.003744	0.007837	0.01538	0.03539	0.0646	0.04716	0.06535	0.001653
-Cancers	MAPPED	0	0	0	0	3.957e-05	0	0.0001399	0.003019	0
-Immune System Diseases	MAPPED	0	0	0.0002222	0.001336	0.001508	0.00544	0.004867	0.001038	0
-Neurodegenerative Diseases	MAPPED	0	0	0.0002785	0.0007477	0.01065	0.02844	0.0162	0.02772	0
-Cardiovascular Diseases	MAPPED	0	0	0	0	0	0	0	0.002321	0
-Metabolic Diseases	MAPPED	0	0	0	0	0	0	0	0	0
-Infectious Diseases	MAPPED	0	0.0001674	0.001037	0.0004924	0.01389	0.02007	0.003743	0.01477	0
Not Mapped	MAPPED	0.01579	0.1161	0.0429	0.04077	0.2719	0.5194	0.94	0.559	0.3652
-Not Mapped	MAPPED	0.01579	0.1161	0.0429	0.04077	0.2719	0.5194	0.94	0.559	0.3652
TOTAL	Genetic Information Processing	1.879	2.767	2.493	2.931	3.38	4.919	4.929	3.181	5.027
MAPPED	Genetic Information Processing	1.85	2.479	2.39	2.816	2.657	3.237	2.541	2.04	3.683
Genetic Information Processing	Genetic Information Processing	1	1	1	1	1	1	1	1	1
-Transcription	Genetic Information Processing	0.02466	0.07761	0.003149	0.001121	0.01112	0.02754	0.05323	0.03228	0.00147
-Translation	Genetic Information Processing	0.7512	0.648	0.8774	0.9209	0.7982	0.6545	0.7226	0.725	0.7718
-Folding, Sorting and Degradation	Genetic Information Processing	0.1496	0.1673	0.04111	0.02658	0.1331	0.221	0.1414	0.1554	0.1222
-DNA Maintenance	Genetic Information Processing	0.02267	0.07072	0.004377	0.003454	0.009485	0.03633	0.01466	0.02246	0.009794
-RNA Family	Genetic Information Processing	0	0	0	0	0	0	0	0	0
Environmental Information Processing	Genetic Information Processing	0.002222	0.02931	0.0004303	0.0005726	0.00737	0.008667	0.009883	0.02058	0.09454
-Signal Transduction	Genetic Information Processing	0.002222	0.02909	0.0002031	0.0004943	0.001972	0.003911	0.004561	0.009916	0.09454
-Signaling Molecules and Interaction	Genetic Information Processing	0	0.0002157	0	0	0.001215	0.004755	0.001219	0.0077	0
Cellular Processes	Genetic Information Processing	0.01569	0.03609	0.002851	0.00436	0.02012	0.04435	0.03348	0.09467	0.008103
-Hemoglobin	Genetic Information Processing	0	0	0	0	0	0	0	0	0
-Vesicular Transport	Genetic Information Processing	0	0	0.0005005	0.000663	0.008159	0.02306	0.01968	0.03971	0
-Cytoskeleton	Genetic Information Processing	0.004975	0.01062	0	0	0.002904	0.005774	0.0005722	0.01599	0.007095
-Cell Motility	Genetic Information Processing	0.002214	0.02175	0	0	0	0	0	0	0.0006494
-Cell Growth and Death	Genetic Information Processing	0.008476	0.003373	0.0009295	0.000159	0.002775	0.003947	0.001291	0.005981	0
-Cell Communication	Genetic Information Processing	0	0	0	0	5.584e-05	0.0003929	4.74e-05	0.004082	0
Metabolism	Genetic Information Processing	0.79	1.364	0.8876	1.191	0.9765	1.354	0.8044	0.4469	0.8642
-Membrane Transport	Genetic Information Processing	0.02573	0.2237	0	0	0.001115	0.003168	0.001592	0.001507	0.05809
-Central Carbon Metabolism	Genetic Information Processing	0.1027	0.2631	0.3635	0.3678	0.1883	0.2713	0.177	0.1007	0.0927
-Energy Metabolism	Genetic Information Processing	0.02092	0.06039	0.0216	0.04015	0.0492	0.0647	0.1123	0.02371	0.1205
-Biosynthesis	Genetic Information Processing	0.3068	0.2807	0.06221	0.2233	0.2823	0.3568	0.1387	0.08304	0.2108
-Other Enzymes	Genetic Information Processing	0.1939	0.3993	0.1239	0.2395	0.2557	0.4166	0.1881	0.1828	0.2595
Organismal Systems	Genetic Information Processing	0	0	0.00282	0.001912	0.01426	0.04525	0.02637	0.05063	0
-Immune System	Genetic Information Processing	0	0	0	0	0.001565	0.002981	2.528e-05	0.002189	0
-Endocrine System	Genetic Information Processing	0	0	1.126e-05	6.249e-05	0.001626	0.003391	0.000553	0.006157	0
-Circulatory System	Genetic Information Processing	0	0	0	0	0	0	0	0.0002293	0
-Digestive System	Genetic Information Processing	0	0	0	0	0	0	0	0.0005086	0
-Excretory System	Genetic Information Processing	0	0	0	1.113e-05	0.001359	0.005688	0.001743	0.004376	0
-Nervous System	Genetic Information Processing	0	0	0	0	0	0	0	0.001944	0
-Sensory System	Genetic Information Processing	0	0	0	0	0	0	0	1.611e-06	0
-Development	Genetic Information Processing	0	0	0	0	0	0	0	0	0
-Environmental Adaptation	Genetic Information Processing	0	0	0	0	0	0	0.01633	0	0
Human Diseases	Genetic Information Processing	0.0106	0.009361	0.01903	0.04494	0.09557	0.2153	0.1236	0.1351	0.006296
-Cancers	Genetic Information Processing	0	0	0	0	0.0001057	0	0.0003729	0.006243	0
-Immune System Diseases	Genetic Information Processing	0	0	0.0005361	0.003788	0.004118	0.01761	0.01237	0.002121	0
-Neurodegenerative Diseases	Genetic Information Processing	0	0	0.000724	0.002232	0.02906	0.09765	0.04343	0.05914	0
-Cardiovascular Diseases	Genetic Information Processing	0	0	0	0	0	0	0	0.004797	0
-Metabolic Diseases	Genetic Information Processing	0	0	0	0	0	0	0	0	0
-Infectious Diseases	Genetic Information Processing	0	0.0004273	0.002682	0.001387	0.0376	0.06749	0.009628	0.03054	0
Not Mapped	Genetic Information Processing	0.02921	0.288	0.1025	0.1148	0.7226	1.682	2.388	1.141	1.345
-Not Mapped	Genetic Information Processing	0.02921	0.288	0.1025	0.1148	0.7226	1.682	2.388	1.141	1.345
TOTAL	-Transcription	32.62	28.96	303.7	368.5	154.7	125.2	80.53	76.57	450.8
MAPPED	-Transcription	32.12	25.94	291.2	354.1	121.6	82.42	41.51	49.11	330.2
Genetic Information Processing	-Transcription	17.29	10.32	112.6	118.4	45.14	24.01	15.87	23.75	89.67
-Transcription	-Transcription	1	1	1	1	1	1	1	1	1
-Translation	-Transcription	13.08	6.754	105.2	113.3	36.03	16.7	12.15	17.32	69.21
-Folding, Sorting and Degradation	-Transcription	2.82	1.802	5.016	3.686	6.414	5.431	2.244	4.323	14.38
-DNA Maintenance	-Transcription	0.3919	0.764	0.5404	0.4178	0.4474	0.8722	0.2418	0.5334	1.756
-RNA Family	-Transcription	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Transcription	0.04169	0.3137	0.0525	0.09258	0.397	0.2301	0.1835	0.6341	8.854
-Signal Transduction	-Transcription	0.04169	0.3114	0.0525	0.08815	0.1114	0.1038	0.07525	0.2801	8.854
-Signaling Molecules and Interaction	-Transcription	0	0.002257	0	0	0.06513	0.1262	0.02268	0.2373	0
Cellular Processes	-Transcription	0.2714	0.3754	0.9055	3.369	1.563	1.392	0.6226	2.904	0.9221
-Hemoglobin	-Transcription	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Transcription	0	0	0.06898	0.1805	0.5576	0.6674	0.369	0.9429	0
-Cytoskeleton	-Transcription	0.08636	0.1111	0	0	0.137	0.1533	0.01019	0.3797	0.6362
-Cell Motility	-Transcription	0.03843	0.2295	0	0	0	0	0	0	0.05823
-Cell Growth and Death	-Transcription	0.1467	0.03481	0.1369	0.02033	0.1401	0.1433	0.02315	0.1738	0
-Cell Communication	-Transcription	0	0	0	0	0.003817	0.011	0.0008803	0.1037	0
Metabolism	-Transcription	14.33	14.6	116.8	156.4	48.8	34.98	13.35	11.64	77.85
-Membrane Transport	-Transcription	0.6678	2.59	0	0	0.07846	0.09944	0.02658	0.04049	5.512
-Central Carbon Metabolism	-Transcription	2.368	2.715	54.09	59.32	11.03	7.676	2.921	2.605	8.978
-Energy Metabolism	-Transcription	0.5686	0.7663	4.113	10.99	2.221	1.883	1.801	0.7307	16.03
-Biosynthesis	-Transcription	5.305	2.953	10.2	36.71	16.4	10.2	2.478	2.153	20.06
-Other Enzymes	-Transcription	4.875	4.503	13.96	33.02	13.7	11.06	3.321	4.576	27.27
Organismal Systems	-Transcription	0	0	0.3538	0.2264	0.7198	1.57	0.4696	1.547	0
-Immune System	-Transcription	0	0	0	0	0.07901	0.1082	0.0004533	0.05865	0
-Endocrine System	-Transcription	0	0	0.002144	0.01536	0.07339	0.1094	0.009766	0.1489	0
-Circulatory System	-Transcription	0	0	0	0	0	0	0	0.006661	0
-Digestive System	-Transcription	0	0	0	0	0	0	0	0.01292	0
-Excretory System	-Transcription	0	0	0	0.001899	0.09896	0.1786	0.03172	0.1349	0
-Nervous System	-Transcription	0	0	0	0	0	0	0	0.0521	0
-Sensory System	-Transcription	0	0	0	0	0	0	0	4.991e-05	0
-Development	-Transcription	0	0	0	0	0	0	0	0	0
-Environmental Adaptation	-Transcription	0	0	0	0	0	0	0.2959	0	0
Human Diseases	-Transcription	0.1833	0.09826	2.432	9.092	4.314	6.264	2.238	3.432	1.788
-Cancers	-Transcription	0	0	0	0	0.007221	0	0.006223	0.1483	0
-Immune System Diseases	-Transcription	0	0	0.1126	1.076	0.2898	0.6163	0.228	0.06285	0
-Neurodegenerative Diseases	-Transcription	0	0	0.08834	0.3609	1.642	3.022	0.8065	1.585	0
-Cardiovascular Diseases	-Transcription	0	0	0	0	0	0	0	0.1219	0
-Metabolic Diseases	-Transcription	0	0	0	0	0	0	0	0	0
-Infectious Diseases	-Transcription	0	0.004948	0.3021	0.3774	1.933	1.712	0.1805	0.7252	0
Not Mapped	-Transcription	0.507	3.013	12.49	14.44	33.07	42.81	39.02	27.46	120.6
-Not Mapped	-Transcription	0.507	3.013	12.49	14.44	33.07	42.81	39.02	27.46	120.6
TOTAL	-Translation	2.481	4.249	2.644	3.055	4.101	7.299	6.544	4.259	6.499
MAPPED	-Translation	2.442	3.807	2.535	2.935	3.224	4.804	3.373	2.732	4.761
Genetic Information Processing	-Translation	1.271	1.495	1.053	1.038	1.2	1.437	1.306	1.283	1.183
-Transcription	-Translation	0.03269	0.1195	0.003316	0.001176	0.01343	0.04108	0.07055	0.04143	0.001842
-Translation	-Translation	1	1	1	1	1	1	1	1	1
-Folding, Sorting and Degradation	-Translation	0.1902	0.2507	0.04336	0.0276	0.1606	0.3193	0.1847	0.1994	0.1501
-DNA Maintenance	-Translation	0.02996	0.1058	0.004623	0.003687	0.01138	0.05221	0.01956	0.03079	0.012
-RNA Family	-Translation	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Translation	0.002924	0.04491	0.0004559	0.0005976	0.009008	0.01324	0.01295	0.02769	0.1161
-Signal Transduction	-Translation	0.002924	0.04458	0.0002209	0.0005257	0.00241	0.005976	0.006088	0.01313	0.1161
-Signaling Molecules and Interaction	-Translation	0	0.0003312	0	0	0.001511	0.007266	0.001619	0.01036	0
Cellular Processes	-Translation	0.02075	0.05532	0.003003	0.004575	0.02445	0.06536	0.04444	0.1247	0.01034
-Hemoglobin	-Translation	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Translation	0	0	0.000527	0.0006912	0.009953	0.03398	0.02647	0.05295	0
-Cytoskeleton	-Translation	0.006567	0.0163	0	0	0.003485	0.008823	0.0007664	0.02192	0.009173
-Cell Motility	-Translation	0.002927	0.03269	0	0	0	0	0	0	0.0008414
-Cell Growth and Death	-Translation	0.01115	0.005153	0.0009816	0.0001671	0.003406	0.005888	0.001694	0.008249	0
-Cell Communication	-Translation	0	0	0	0	6.908e-05	0.0005994	6.211e-05	0.00563	0
Metabolism	-Translation	1.038	2.091	0.9415	1.242	1.191	2.004	1.068	0.6015	1.103
-Membrane Transport	-Translation	0.03411	0.3449	0	0	0.001346	0.004668	0.002121	0.001961	0.07413
-Central Carbon Metabolism	-Translation	0.1349	0.4019	0.3856	0.3834	0.2298	0.4026	0.2363	0.1319	0.1136
-Energy Metabolism	-Translation	0.0266	0.0931	0.02278	0.04168	0.0595	0.09722	0.1482	0.03191	0.1515
-Biosynthesis	-Translation	0.4056	0.4262	0.06551	0.2344	0.343	0.5258	0.1842	0.1106	0.2589
-Other Enzymes	-Translation	0.253	0.5971	0.1326	0.2497	0.3179	0.6366	0.2602	0.246	0.3311
Organismal Systems	-Translation	0	0	0.003001	0.001998	0.0175	0.06714	0.03532	0.06815	0
-Immune System	-Translation	0	0	0	0	0.001921	0.004446	3.316e-05	0.002881	0
-Endocrine System	-Translation	0	0	1.187e-05	6.558e-05	0.002037	0.004893	0.0007653	0.008113	0
-Circulatory System	-Translation	0	0	0	0	0	0	0	0.0003162	0
-Digestive System	-Translation	0	0	0	0	0	0	0	0.0007015	0
-Excretory System	-Translation	0	0	0	1.168e-05	0.001652	0.008382	0.002397	0.005889	0
-Nervous System	-Translation	0	0	0	0	0	0	0	0.002559	0
-Sensory System	-Translation	0	0	0	0	0	0	0	2.068e-06	0
-Development	-Translation	0	0	0	0	0	0	0	0	0
-Environmental Adaptation	-Translation	0	0	0	0	0	0	0.02169	0	0
Human Diseases	-Translation	0.01401	0.01436	0.02169	0.04786	0.1184	0.3234	0.17	0.1863	0.007938
-Cancers	-Translation	0	0	0	0	0.0001289	0	0.0004966	0.008558	0
-Immune System Diseases	-Translation	0	0	0.0005662	0.003966	0.004969	0.02614	0.01642	0.002855	0
-Neurodegenerative Diseases	-Translation	0	0	0.0007671	0.00233	0.03551	0.1411	0.0569	0.07785	0
-Cardiovascular Diseases	-Translation	0	0	0	0	0	0	0	0.006616	0
-Metabolic Diseases	-Translation	0	0	0	0	0	0	0	0	0
-Infectious Diseases	-Translation	0	0.000639	0.002871	0.001445	0.04675	0.09922	0.01295	0.04186	0
Not Mapped	-Translation	0.03856	0.4422	0.1088	0.1197	0.8768	2.495	3.171	1.527	1.739
-Not Mapped	-Translation	0.03856	0.4422	0.1088	0.1197	0.8768	2.495	3.171	1.527	1.739
TOTAL	-Folding, Sorting and Degradation	10.83	14.5	23.15	42.75	21.1	18.62	25.46	15.64	27.96
MAPPED	-Folding, Sorting and Degradation	10.66	12.99	22.19	41.08	16.59	12.26	13.12	10.03	20.48
Genetic Information Processing	-Folding, Sorting and Degradation	5.761	5.239	9.14	14.25	6.131	3.735	5.006	4.853	5.378
-Transcription	-Folding, Sorting and Degradation	0.1421	0.4066	0.063	0.03759	0.07786	0.1137	0.2665	0.1646	0.008952
-Translation	-Folding, Sorting and Degradation	4.346	3.399	8.019	13.12	4.93	2.444	3.641	3.519	4.265
-Folding, Sorting and Degradation	-Folding, Sorting and Degradation	1	1	1	1	1	1	1	1	1
-DNA Maintenance	-Folding, Sorting and Degradation	0.139	0.4061	0.04929	0.04922	0.06976	0.1498	0.08348	0.1091	0.05761
-RNA Family	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Folding, Sorting and Degradation	0.01332	0.157	0.01047	0.02017	0.04541	0.03237	0.06374	0.1044	0.5084
-Signal Transduction	-Folding, Sorting and Degradation	0.01332	0.1559	0.003984	0.01605	0.01403	0.01461	0.02598	0.05435	0.5084
-Signaling Molecules and Interaction	-Folding, Sorting and Degradation	0	0.00113	0	0	0.00745	0.01776	0.008192	0.03906	0
Cellular Processes	-Folding, Sorting and Degradation	0.09402	0.2024	0.06925	0.1462	0.1426	0.194	0.2249	0.5398	0.05582
-Hemoglobin	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Folding, Sorting and Degradation	0	0	0.004934	0.02133	0.05516	0.1006	0.1165	0.1928	0
-Cytoskeleton	-Folding, Sorting and Degradation	0.02866	0.05562	0	0	0.02136	0.02157	0.003499	0.07764	0.03946
-Cell Motility	-Folding, Sorting and Degradation	0.01275	0.1195	0	0	0	0	0	0	0.004049
-Cell Growth and Death	-Folding, Sorting and Degradation	0.04917	0.01932	0.0222	0.005516	0.01929	0.0163	0.008457	0.03147	0
-Cell Communication	-Folding, Sorting and Degradation	0	0	0	0	0.0003919	0.001659	0.0003057	0.01981	0
Metabolism	-Folding, Sorting and Degradation	4.552	7.25	10.32	21.1	6.301	5.113	4.235	2.267	5.186
-Membrane Transport	-Folding, Sorting and Degradation	0.1482	1.172	0	0	0.008379	0.01386	0.01039	0.009365	0.3833
-Central Carbon Metabolism	-Folding, Sorting and Degradation	0.5948	1.487	5.177	8.578	1.273	1.117	1.008	0.4976	0.5453
-Energy Metabolism	-Folding, Sorting and Degradation	0.1398	0.3164	0.5204	1.311	0.3071	0.2613	0.5638	0.1203	0.8642
-Biosynthesis	-Folding, Sorting and Degradation	1.804	1.611	1.319	4.759	2.001	1.561	0.932	0.4494	1.265
-Other Enzymes	-Folding, Sorting and Degradation	1.229	2.224	2.378	6.449	1.568	1.556	0.9869	0.9272	1.78
Organismal Systems	-Folding, Sorting and Degradation	0	0	0.06072	0.06137	0.0991	0.1863	0.1612	0.2569	0
-Immune System	-Folding, Sorting and Degradation	0	0	0	0	0.01088	0.01231	0.0001675	0.01315	0
-Endocrine System	-Folding, Sorting and Degradation	0	0	0.0002712	0.001199	0.01015	0.01529	0.002902	0.03033	0
-Circulatory System	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0.001207	0
-Digestive System	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0.002468	0
-Excretory System	-Folding, Sorting and Degradation	0	0	0	0.0003732	0.009633	0.02488	0.008726	0.0222	0
-Nervous System	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0.01164	0
-Sensory System	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	1.037e-05	0
-Development	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0
-Environmental Adaptation	-Folding, Sorting and Degradation	0	0	0	0	0	0	0.0978	0	0
Human Diseases	-Folding, Sorting and Degradation	0.06499	0.05264	0.1739	0.7096	0.5966	0.8693	0.6189	0.6556	0.03386
-Cancers	-Folding, Sorting and Degradation	0	0	0	0	0.0007144	0	0.002432	0.03031	0
-Immune System Diseases	-Folding, Sorting and Degradation	0	0	0.009549	0.1269	0.03095	0.0725	0.07827	0.01076	0
-Neurodegenerative Diseases	-Folding, Sorting and Degradation	0	0	0.01761	0.07865	0.2067	0.4418	0.2801	0.3552	0
-Cardiovascular Diseases	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0.02328	0
-Metabolic Diseases	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0
-Infectious Diseases	-Folding, Sorting and Degradation	0	0.002454	0.05148	0.04462	0.2305	0.2726	0.05699	0.1483	0
Not Mapped	-Folding, Sorting and Degradation	0.1683	1.509	0.9521	1.675	4.512	6.366	12.34	5.608	7.479
-Not Mapped	-Folding, Sorting and Degradation	0.1683	1.509	0.9521	1.675	4.512	6.366	12.34	5.608	7.479
TOTAL	-DNA Maintenance	37.73	32.41	100.4	112.7	99.61	68.97	111.6	62.98	70.44
MAPPED	-DNA Maintenance	37.15	29.04	96.31	108.3	78.31	45.39	57.53	40.39	51.6
Genetic Information Processing	-DNA Maintenance	19.94	11.65	38.12	37.05	28.95	13.89	22.64	19.8	13.71
-Transcription	-DNA Maintenance	0.52	0.9362	0.1225	0.06915	0.4236	0.4602	1.217	0.6815	0.02303
-Translation	-DNA Maintenance	15.21	7.549	35.06	34.79	23.4	9.106	17.05	14.35	10.75
-Folding, Sorting and Degradation	-DNA Maintenance	3.207	2.041	1.944	1.141	4.126	3.29	3.37	3.762	1.93
-DNA Maintenance	-DNA Maintenance	1	1	1	1	1	1	1	1	1
-RNA Family	-DNA Maintenance	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-DNA Maintenance	0.04447	0.3557	0.06346	0.07804	0.3136	0.2161	0.2653	0.7368	1.393
-Signal Transduction	-DNA Maintenance	0.04447	0.3531	0.007744	0.01832	0.08392	0.07448	0.1379	0.2335	1.393
-Signaling Molecules and Interaction	-DNA Maintenance	0	0.002527	0	0	0.08605	0.09404	0.02761	0.281	0
