Numerator	Denominator	eco Lu	eco Arike 2012	sce Lu rich	sce Lu minimal	spo Marguerat proliferating	spo Marguerat quiescent	ath Castellana	dme Brunner 2007	syn Wegener
-Infectious Diseases	MAPPED	0	0.0009622	0.0005462	0	0.00816	0.01128	0.0008515	0.001337	0
Not Mapped	MAPPED	0.01918	0.1353	0.04329	0.03992	0.2551	0.4945	0.9148	0.5456	0.5033
-Not Mapped	MAPPED	0.01918	0.1353	0.04329	0.03992	0.2551	0.4945	0.9148	0.5456	0.5033
TOTAL	Genetic Information Processing	3.046	5.503	3.175	4.089	3.535	5.181	4.538	3.307	7.031
MAPPED	Genetic Information Processing	2.988	4.847	3.043	3.932	2.817	3.467	2.37	2.14	4.677
Genetic Information Processing	Genetic Information Processing	1	1	1	1	1	1	1	1	1
-Transcription	Genetic Information Processing	0.04603	0.05091	0.01316	0.005368	0.03231	0.0567	0.05311	0.04846	0.02177
-Translation	Genetic Information Processing	0.811	0.7451	0.7611	0.8269	0.6631	0.5414	0.6841	0.5378	0.6865
-Folding, Sorting and Degradation	Genetic Information Processing	0.1391	0.168	0.2114	0.1545	0.28	0.3557	0.2092	0.3603	0.2993
-DNA Maintenance	Genetic Information Processing	0.04343	0.08033	0.01965	0.01584	0.03245	0.05811	0.07768	0.06471	0.04002
-RNA Family	Genetic Information Processing	0	0	0	0	0	0	0	0	0
Environmental Information Processing	Genetic Information Processing	0.01656	0.06494	0.03728	0.03988	0.03821	0.08141	0.01775	0.1351	0.04446
-Signal Transduction	Genetic Information Processing	0.01624	0.06338	0.03703	0.03988	0.03821	0.08141	0.01711	0.1274	0.04446
-Signaling Molecules and Interaction	Genetic Information Processing	0.0007932	0.001548	0.0002732	0	0.0005127	0.002129	0.0008799	0.007864	0
Cellular Processes	Genetic Information Processing	0.01865	0.1204	0.03692	0.03436	0.05198	0.1257	0.05202	0.2042	0.02389
-Hemoglobin	Genetic Information Processing	0	0	0	0	0	0	0	0	0
-Vesicular Transport	Genetic Information Processing	0	0.001641	0.01018	0.01439	0.02209	0.06829	0.02707	0.06982	0
-Cytoskeleton	Genetic Information Processing	0.004898	0.01102	0.006755	0.006756	0.02491	0.05015	0.02139	0.05995	0.01321
-Cell Motility	Genetic Information Processing	0.007625	0.1064	0	0	0	0	0	0	0.01438
-Cell Growth and Death	Genetic Information Processing	0.01303	0.01288	0.02032	0.01328	0.005516	0.008587	0.003689	0.02982	0.01637
-Cell Communication	Genetic Information Processing	0	0	3.461e-05	6.255e-05	0	0	0	0.04533	0
Metabolism	Genetic Information Processing	1.347	2.037	1.672	2.419	1.26	1.752	0.902	0.641	1.532
-Membrane Transport	Genetic Information Processing	0.03061	0.2419	0.001542	0.0009011	0.003518	0.005088	0.001683	0.0007283	0.1169
-Central Carbon Metabolism	Genetic Information Processing	0.4309	0.8019	1.282	1.486	0.5128	0.6548	0.3417	0.2451	0.3963
-Energy Metabolism	Genetic Information Processing	0.08035	0.1749	0.1567	0.2477	0.1135	0.2266	0.1852	0.1361	0.3345
-Biosynthesis	Genetic Information Processing	0.6856	0.6124	0.2506	0.6368	0.5452	0.6519	0.3066	0.2007	0.5181
-Other Enzymes	Genetic Information Processing	0.3916	0.4474	0.2763	0.4213	0.2295	0.3176	0.151	0.07852	0.2918
Organismal Systems	Genetic Information Processing	0	0.03964	0	0.0001328	0.004069	0.009166	0.01994	0.04513	0
-Immune System	Genetic Information Processing	0	0	0	0.0001328	0.001621	0.0018	9.034e-05	0.0006892	0
-Endocrine System	Genetic Information Processing	0	0	0	0	0.0001526	0	3.37e-06	0.001754	0
-Circulatory System	Genetic Information Processing	0	0	0	0	0.002301	0.006919	0.002633	0.03575	0
-Digestive System	Genetic Information Processing	0	0	0	0	0.00015	0.001256	0.0006601	0.003629	0
-Excretory System	Genetic Information Processing	0	0	0	0	0	0	0	0.000676	0
-Nervous System	Genetic Information Processing	0	0	0	0	0	0	0	0.002908	0
-Sensory System	Genetic Information Processing	0	0	0	0	0	0	0	5.776e-06	0
-Development	Genetic Information Processing	0	0	0	0	0	0	0	0.0002376	0
-Environmental Adaptation	Genetic Information Processing	0	0.03964	0	0	0	0	0.01927	0	0
Human Diseases	Genetic Information Processing	0	0.0161	0.001662	0.007079	0.02599	0.05039	0.02769	0.01004	0.003116
-Cancers	Genetic Information Processing	0	0.01145	8.26e-05	0.00164	0.001219	0.005886	0.00164	0.005524	0.003116
-Immune System Diseases	Genetic Information Processing	0	0	0.0003984	0.00655	0.003486	0.01105	0.02416	0.0007086	0
-Neurodegenerative Diseases	Genetic Information Processing	0	0	0	0.0005849	0.004242	0.01047	0.004162	0.004135	0
-Cardiovascular Diseases	Genetic Information Processing	0	0	0	0	0	0	0	0	0
-Metabolic Diseases	Genetic Information Processing	0	0	0	0	0	0	0	0	0
-Infectious Diseases	Genetic Information Processing	0	0.004659	0.001662	0	0.02287	0.03881	0.002009	0.002841	0
Not Mapped	Genetic Information Processing	0.05733	0.6559	0.1317	0.1569	0.7184	1.714	2.168	1.167	2.354
-Not Mapped	Genetic Information Processing	0.05733	0.6559	0.1317	0.1569	0.7184	1.714	2.168	1.167	2.354
TOTAL	-Transcription	155.8	290.4	247.3	779.7	116	99.22	88.75	74.52	Inf
MAPPED	-Transcription	152.9	255.8	237.1	749.8	92.4	66.39	46.35	48.22	Inf
Genetic Information Processing	-Transcription	51.95	52.91	78.28	191	32.86	19.17	19.68	22.53	Inf
-Transcription	-Transcription	1	1	1	1	1	1	1	1	NaN
-Translation	-Transcription	41.49	39.32	59.27	157.7	21.69	10.3	13.38	12.12	Inf
-Folding, Sorting and Degradation	-Transcription	7.116	8.446	16.48	29.36	9.128	6.682	4.083	7.943	Inf
-DNA Maintenance	-Transcription	2.257	4.251	1.51	3.022	1.076	1.126	1.505	1.471	Inf
-RNA Family	-Transcription	0	0	0	0	0	0	0	0	NaN
Environmental Information Processing	-Transcription	0.831	3.306	2.885	7.594	1.216	1.528	0.3473	3.055	Inf
-Signal Transduction	-Transcription	0.831	3.306	2.885	7.594	1.201	1.497	0.3349	2.878	Inf
-Signaling Molecules and Interaction	-Transcription	0.03892	0.07628	0.02076	0	0.01684	0.04006	0.01722	0.1772	NaN
Cellular Processes	-Transcription	0.8497	5.933	2.834	6.565	1.713	2.359	1.014	4.523	Inf
-Hemoglobin	-Transcription	0	0	0	0	0	0	0	0	NaN
-Vesicular Transport	-Transcription	0	0.08663	0.7848	2.738	0.7211	1.271	0.5291	1.573	NaN
-Cytoskeleton	-Transcription	0.07283	0.5124	0.5167	1.278	0.8173	0.9605	0.4184	1.351	NaN
-Cell Motility	-Transcription	0.3736	5.191	0	0	0	0	0	0	Inf
-Cell Growth and Death	-Transcription	0.4272	0.4441	1.559	2.537	0.183	0.1641	0.07221	0.6328	Inf
-Cell Communication	-Transcription	0	0	0.002697	0.01193	0	0	0	1.021	NaN
Metabolism	-Transcription	68.6	107.3	129.8	460.4	41.06	33.22	17.67	14.47	Inf
-Membrane Transport	-Transcription	1.143	11.12	0.118	0.1698	0.1142	0.0869	0.03187	0.0154	Inf
-Central Carbon Metabolism	-Transcription	20.47	37.99	97.81	278.4	16.11	11.95	6.669	5.522	Inf
-Energy Metabolism	-Transcription	2.939	8.275	12.06	46.65	3.584	4.242	3.644	3.009	Inf
-Biosynthesis	-Transcription	33.97	29.68	19.17	120.1	17.05	11.96	5.951	4.247	Inf
-Other Enzymes	-Transcription	14.43	23.27	21.63	79.41	7.423	5.862	2.956	1.637	Inf
Organismal Systems	-Transcription	0	2.097	0	0.02505	0.1259	0.1616	0.3969	1.015	NaN
-Immune System	-Transcription	0	0	0	0.02505	0.05375	0.03487	0.001768	0.01432	NaN
-Endocrine System	-Transcription	0	0	0	0	0.004838	0	6.583e-05	0.03628	NaN
-Circulatory System	-Transcription	0	0	0	0	0.07196	0.122	0.05018	0.8056	NaN
-Digestive System	-Transcription	0	0	0	0	0.004754	0.02364	0.01315	0.08139	NaN
-Excretory System	-Transcription	0	0	0	0	0	0	0	0.01523	NaN
-Nervous System	-Transcription	0	0	0	0	0	0	0	0.06552	NaN
-Sensory System	-Transcription	0	0	0	0	0	0	0	0.00012	NaN
-Development	-Transcription	0	0	0	0	0	0	0	0.005355	NaN
-Environmental Adaptation	-Transcription	0	2.097	0	0	0	0	0.3799	0	NaN
Human Diseases	-Transcription	0	0.5445	0.1272	1.327	0.8127	0.8886	0.5242	0.2262	NaN
-Cancers	-Transcription	0	0.5445	0.00641	0.313	0.03764	0.1128	0.0321	0.1245	NaN
-Immune System Diseases	-Transcription	0	0	0.03055	1.234	0.1095	0.1964	0.4502	0.01462	NaN
-Neurodegenerative Diseases	-Transcription	0	0	0	0.109	0.1394	0.2007	0.07837	0.08879	NaN
-Cardiovascular Diseases	-Transcription	0	0	0	0	0	0	0	0	NaN
-Metabolic Diseases	-Transcription	0	0	0	0	0	0	0	0	NaN
-Infectious Diseases	-Transcription	0	0.2461	0.1272	0	0.7152	0.6843	0.03875	0.06388	NaN
Not Mapped	-Transcription	2.933	34.62	10.26	29.93	23.57	32.83	42.4	26.3	Inf
-Not Mapped	-Transcription	2.933	34.62	10.26	29.93	23.57	32.83	42.4	26.3	Inf
TOTAL	-Translation	3.755	7.385	4.173	4.946	5.352	9.653	6.671	6.21	10.28
MAPPED	-Translation	3.685	6.505	4	4.756	4.264	6.459	3.484	4.018	6.836
Genetic Information Processing	-Translation	1.265	1.376	1.322	1.212	1.519	1.864	1.503	1.892	1.503
-Transcription	-Translation	0.05706	0.06897	0.01731	0.0065	0.0487	0.1064	0.07795	0.09089	0.03171
-Translation	-Translation	1	1	1	1	1	1	1	1	1
-Folding, Sorting and Degradation	-Translation	0.1756	0.2288	0.2796	0.1869	0.4253	0.6628	0.3108	0.6793	0.4568
-DNA Maintenance	-Translation	0.05441	0.1081	0.02595	0.01917	0.04921	0.1083	0.116	0.1216	0.05897
-RNA Family	-Translation	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Translation	0.02096	0.08675	0.04902	0.04825	0.05791	0.1509	0.02625	0.2532	0.06531
-Signal Transduction	-Translation	0.02003	0.08675	0.04867	0.04825	0.05791	0.1509	0.02576	0.2389	0.06531
-Signaling Molecules and Interaction	-Translation	0.001004	0.00213	0.0003592	0	0.0007767	0.00395	0.001307	0.01462	0
Cellular Processes	-Translation	0.0236	0.1657	0.04884	0.04164	0.07883	0.2309	0.07662	0.3811	0.03592
-Hemoglobin	-Translation	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Translation	0	0.002203	0.01344	0.01742	0.03331	0.1255	0.03987	0.1311	0
-Cytoskeleton	-Translation	0.006256	0.01509	0.008877	0.008174	0.03772	0.09344	0.03145	0.1121	0.02016
-Cell Motility	-Translation	0.009634	0.1457	0	0	0	0	0	0	0.02161
-Cell Growth and Death	-Translation	0.01607	0.01745	0.02688	0.01609	0.008366	0.016	0.005556	0.05602	0.02384
-Cell Communication	-Translation	0	0	4.55e-05	7.567e-05	0	0	0	0.08511	0
Metabolism	-Translation	1.66	2.742	2.199	2.927	1.903	3.242	1.333	1.194	2.243
-Membrane Transport	-Translation	0.03835	0.3273	0.002027	0.00109	0.005327	0.009323	0.002475	0.001385	0.1717
-Central Carbon Metabolism	-Translation	0.5395	1.098	1.693	1.8	0.7752	1.212	0.5136	0.4608	0.5756
-Energy Metabolism	-Translation	0.1026	0.239	0.2067	0.2997	0.1698	0.4182	0.2727	0.2536	0.5009
-Biosynthesis	-Translation	0.8589	0.8239	0.3293	0.7706	0.8302	1.223	0.4568	0.3732	0.7759
-Other Enzymes	-Translation	0.4862	0.6156	0.365	0.5097	0.3468	0.5877	0.2234	0.1463	0.43
Organismal Systems	-Translation	0	0.05333	0	0.0001608	0.006087	0.0172	0.02966	0.08407	0
-Immune System	-Translation	0	0	0	0.0001608	0.002458	0.003354	0.0001361	0.001302	0
-Endocrine System	-Translation	0	0	0	0	0.0002318	0	4.943e-06	0.003268	0
-Circulatory System	-Translation	0	0	0	0	0.003505	0.01299	0.003966	0.06696	0
-Digestive System	-Translation	0	0	0	0	0.0002278	0.002331	0.0009829	0.006835	0
-Excretory System	-Translation	0	0	0	0	0	0	0	0.001269	0
-Nervous System	-Translation	0	0	0	0	0	0	0	0.00546	0
-Sensory System	-Translation	0	0	0	0	0	0	0	1.09e-05	0
-Development	-Translation	0	0	0	0	0	0	0	0.0004463	0
-Environmental Adaptation	-Translation	0	0.05333	0	0	0	0	0.02872	0	0
Human Diseases	-Translation	0	0.02163	0.002185	0.008564	0.03958	0.09457	0.04035	0.01885	0.004554
-Cancers	-Translation	0	0.01537	0.0001086	0.001986	0.001838	0.01095	0.002426	0.01027	0.004554
-Immune System Diseases	-Translation	0	0	0.0005264	0.007923	0.005269	0.02047	0.0352	0.001321	0
-Neurodegenerative Diseases	-Translation	0	0	0	0.0007086	0.006426	0.01948	0.006109	0.007766	0
-Cardiovascular Diseases	-Translation	0	0	0	0	0	0	0	0	0
-Metabolic Diseases	-Translation	0	0	0	0	0	0	0	0	0
-Infectious Diseases	-Translation	0	0.006259	0.002185	0	0.03483	0.07284	0.002966	0.005294	0
Not Mapped	-Translation	0.07069	0.8803	0.1731	0.1899	1.088	3.194	3.187	2.192	3.441
-Not Mapped	-Translation	0.07069	0.8803	0.1731	0.1899	1.088	3.194	3.187	2.192	3.441
TOTAL	-Folding, Sorting and Degradation	23.12	36.36	15.06	26.8	12.86	14.93	22.4	9.302	25.6
MAPPED	-Folding, Sorting and Degradation	22.68	32.03	14.44	25.77	10.24	9.989	11.7	6.018	17.03
Genetic Information Processing	-Folding, Sorting and Degradation	7.647	6.608	4.751	6.56	3.651	2.87	4.972	2.827	3.642
-Transcription	-Folding, Sorting and Degradation	0.3457	0.33	0.06252	0.03505	0.1182	0.1605	0.2566	0.137	0.07929
-Translation	-Folding, Sorting and Degradation	6.178	4.923	3.612	5.422	2.421	1.552	3.375	1.517	2.5
-Folding, Sorting and Degradation	-Folding, Sorting and Degradation	1	1	1	1	1	1	1	1	1
-DNA Maintenance	-Folding, Sorting and Degradation	0.3122	0.5099	0.09333	0.1039	0.1167	0.1646	0.3862	0.1796	0.1423
-RNA Family	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Folding, Sorting and Degradation	0.1249	0.4376	0.1766	0.2611	0.1363	0.2312	0.08736	0.3802	0.1598
-Signal Transduction	-Folding, Sorting and Degradation	0.1233	0.4267	0.1757	0.2611	0.1363	0.2304	0.08452	0.3587	0.1598
-Signaling Molecules and Interaction	-Folding, Sorting and Degradation	0.005981	0.009908	0.001294	0	0.001862	0.005995	0.004217	0.02211	0
Cellular Processes	-Folding, Sorting and Degradation	0.1458	0.8502	0.1747	0.2231	0.187	0.358	0.255	0.5695	0.08452
-Hemoglobin	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Folding, Sorting and Degradation	0	0.01085	0.04835	0.09411	0.07994	0.1925	0.1327	0.1969	0
-Cytoskeleton	-Folding, Sorting and Degradation	0.03563	0.07005	0.03203	0.044	0.09061	0.1445	0.1055	0.1687	0.04414
-Cell Motility	-Folding, Sorting and Degradation	0.0574	0.7438	0	0	0	0	0	0	0.04828
-Cell Growth and Death	-Folding, Sorting and Degradation	0.09965	0.0835	0.09613	0.08619	0.01984	0.02428	0.01767	0.08307	0.05961
-Cell Communication	-Folding, Sorting and Degradation	0	0	0.0001642	0.00041	0	0	0	0.1275	0
Metabolism	-Folding, Sorting and Degradation	9.966	13.41	7.934	15.86	4.577	5.048	4.457	1.796	5.58
-Membrane Transport	-Folding, Sorting and Degradation	0.227	1.566	0.007304	0.005907	0.01276	0.0146	0.008036	0.00201	0.413
-Central Carbon Metabolism	-Folding, Sorting and Degradation	3.165	5.096	6.115	9.706	1.833	1.829	1.652	0.6952	1.391
-Energy Metabolism	-Folding, Sorting and Degradation	0.5845	1.11	0.7432	1.625	0.4149	0.6505	0.8982	0.3816	1.15
-Biosynthesis	-Folding, Sorting and Degradation	4.929	3.855	1.189	4.177	1.945	1.845	1.527	0.5591	1.797
-Other Enzymes	-Folding, Sorting and Degradation	2.835	3.159	1.313	2.727	0.8202	0.8953	0.7239	0.22	1.038
Organismal Systems	-Folding, Sorting and Degradation	0	0.2516	0	0.000861	0.01472	0.02594	0.09756	0.1275	0
-Immune System	-Folding, Sorting and Degradation	0	0	0	0.000861	0.005829	0.005087	0.0004318	0.00192	0
-Endocrine System	-Folding, Sorting and Degradation	0	0	0	0	0.0005451	0	1.623e-05	0.004957	0
-Circulatory System	-Folding, Sorting and Degradation	0	0	0	0	0.008211	0.01958	0.01259	0.1006	0
-Digestive System	-Folding, Sorting and Degradation	0	0	0	0	0.0005356	0.003538	0.003233	0.01024	0
-Excretory System	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0.001901	0
-Nervous System	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0.008178	0
-Sensory System	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	1.63e-05	0
-Development	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0.0006684	0
-Environmental Adaptation	-Folding, Sorting and Degradation	0	0.2516	0	0	0	0	0.09339	0	0
Human Diseases	-Folding, Sorting and Degradation	0	0.1007	0.007886	0.04583	0.09272	0.1426	0.137	0.02847	0.01082
-Cancers	-Folding, Sorting and Degradation	0	0.07275	0.0003914	0.01076	0.004437	0.01696	0.008058	0.01567	0.01082
-Immune System Diseases	-Folding, Sorting and Degradation	0	0	0.001887	0.0424	0.01262	0.03113	0.1164	0.002003	0
-Neurodegenerative Diseases	-Folding, Sorting and Degradation	0	0	0	0.003815	0.01541	0.03017	0.01976	0.01159	0
-Cardiovascular Diseases	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0
-Metabolic Diseases	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0
-Infectious Diseases	-Folding, Sorting and Degradation	0	0.02914	0.007886	0	0.0816	0.1098	0.009724	0.008043	0
Not Mapped	-Folding, Sorting and Degradation	0.4352	4.334	0.625	1.029	2.613	4.939	10.7	3.283	8.572
-Not Mapped	-Folding, Sorting and Degradation	0.4352	4.334	0.625	1.029	2.613	4.939	10.7	3.283	8.572
TOTAL	-DNA Maintenance	238.1	104.2	210.2	303.2	131.3	110.4	79.91	56.26	464.8
MAPPED	-DNA Maintenance	233.6	91.79	201.4	291.5	104.7	73.89	41.73	36.4	309.2
Genetic Information Processing	-DNA Maintenance	78.7	18.93	66.51	74.14	37.07	21.11	17.61	17.13	66.33
-Transcription	-DNA Maintenance	3.434	0.9288	0.8627	0.3934	1.187	1.236	0.9478	0.8449	1.274
-Translation	-DNA Maintenance	63.39	14.19	50.64	61.29	24.67	11.52	12.05	9.193	45.68
-Folding, Sorting and Degradation	-DNA Maintenance	10.87	3.248	14.02	11.46	10.09	7.353	3.662	6.114	18.9
-DNA Maintenance	-DNA Maintenance	1	1	1	1	1	1	1	1	1
-RNA Family	-DNA Maintenance	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-DNA Maintenance	1.27	1.217	2.454	2.957	1.375	1.738	0.3159	2.309	2.628
