Numerator	Denominator	eco Lu	eco Arike 2012	sce Lu rich	sce Lu minimal	spo Marguerat proliferating	spo Marguerat quiescent	ath Castellana	dme Brunner 2007	syn Wegener	eco Lu	eco Arike 2012	sce Lu rich	sce Lu minimal	spo Marguerat proliferating	spo Marguerat quiescent	ath Castellana	dme Brunner 2007	syn Wegener	eco Lu	eco Arike 2012	sce Lu rich	sce Lu minimal	spo Marguerat proliferating	spo Marguerat quiescent	ath Castellana	dme Brunner 2007	syn Wegener
		10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%
Organismal Systems	-Immune System	NaN	NaN	NaN	Inf	Inf	NaN	NaN	NaN	NaN	1	NaN	NaN	1	2.607	Inf	1	6	Inf	105.3	986.7	Inf	60.77	94.22	105	NaN	NaN	NaN
-Immune System	-Immune System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	NaN	NaN	1	1	NaN	1	1	NaN	1	1	NaN	1	1	1	NaN	NaN	NaN
-Endocrine System	-Immune System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	0	0	NaN	0	0	NaN	0	0.0387	NaN	1.391	2	3.892	NaN	NaN	NaN
-Circulatory System	-Immune System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	0	1.262	Inf	0	2.261	Inf	0	0	NaN	48.24	75.33	83.91	NaN	NaN	NaN
-Digestive System	-Immune System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	0	0	NaN	0	0	NaN	0	0	NaN	4.853	7.668	8.467	NaN	NaN	NaN
-Excretory System	-Immune System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0.9315	1.424	1.62	NaN	NaN	NaN
-Nervous System	-Immune System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	0	0	NaN	0	0	NaN	0	0	NaN	4.007	6.125	6.968	NaN	NaN	NaN
-Sensory System	-Immune System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	0.0128	NaN	NaN	NaN
-Development	-Immune System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0.3275	0.5006	0.5696	NaN	NaN	NaN
-Environmental Adaptation	-Immune System	NaN	NaN	NaN	Inf	Inf	NaN	NaN	NaN	NaN	0	NaN	NaN	0	0	NaN	0	0	NaN	100.8	985.5	Inf	0	0	0	NaN	NaN	NaN
Human Diseases	-Immune System	NaN	NaN	NaN	Inf	Inf	NaN	Inf	Inf	Inf	16.34	Inf	Inf	13.52	67.78	Inf	21.54	70.97	Inf	79.74	368	Inf	11.29	18.06	22.89	Inf	NaN	NaN
-Cancers	-Immune System	NaN	NaN	NaN	Inf	NaN	NaN	Inf	Inf	NaN	0	Inf	NaN	0	0.5478	Inf	0	1.2	Inf	1.538	20.41	Inf	4.435	6.845	12.44	Inf	NaN	NaN
-Immune System Diseases	-Immune System	NaN	NaN	NaN	NaN	NaN	NaN	Inf	Inf	NaN	0	Inf	NaN	0	5.005	Inf	0	7.283	Inf	0	193.8	Inf	0	1.051	1.5	NaN	NaN	NaN
-Neurodegenerative Diseases	-Immune System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.963	Inf	Inf	0.1793	6.57	Inf	0.3283	7.523	Inf	9.508	97.89	Inf	1.262	3.744	9.37	NaN	NaN	NaN
-Cardiovascular Diseases	-Immune System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	0	NaN	NaN	NaN
-Metabolic Diseases	-Immune System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	0	NaN	NaN	NaN
-Infectious Diseases	-Immune System	NaN	NaN	NaN	Inf	NaN	NaN	Inf	Inf	NaN	0	NaN	NaN	9.865	55.2	Inf	10.73	39.15	Inf	1.312	26.37	Inf	0.4914	3.116	6.385	NaN	NaN	NaN
Not Mapped	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	1181	Inf	Inf	392.1	2409	Inf	757.3	3684	Inf	11250	150000	Inf	1609	2459	2798	Inf	Inf	Inf
-Not Mapped	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	1181	Inf	Inf	392.1	2409	Inf	757.3	3684	Inf	11250	150000	Inf	1609	2459	2798	Inf	Inf	Inf
TOTAL	-Endocrine System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	22880	Inf	Inf	Inf	Inf	Inf	1344000	2180000	Inf	1703	3225	3963	Inf	Inf	Inf
MAPPED	-Endocrine System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	18230	Inf	Inf	Inf	Inf	Inf	702100	1139000	Inf	1102	2087	2564	Inf	Inf	Inf
Genetic Information Processing	-Endocrine System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	6482	Inf	Inf	Inf	Inf	Inf	296300	484000	Inf	515	985.4	1202	Inf	Inf	Inf
-Transcription	-Endocrine System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	197.3	Inf	Inf	Inf	Inf	Inf	15150	25170	Inf	22.86	47.5	57.37	Inf	Inf	NaN
-Translation	-Endocrine System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	4279	Inf	Inf	Inf	Inf	Inf	202200	329000	Inf	277	525.7	638.5	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Endocrine System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	1785	Inf	Inf	Inf	Inf	Inf	60760	98630	Inf	181.5	353.8	427	Inf	Inf	Inf
-DNA Maintenance	-Endocrine System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	197.1	Inf	Inf	Inf	Inf	Inf	16280	31150	Inf	33.61	60.3	75.67	Inf	Inf	Inf
-RNA Family	-Endocrine System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	0	NaN	0	0	0	NaN	NaN	NaN
Environmental Information Processing	-Endocrine System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	232.5	Inf	Inf	Inf	Inf	Inf	4937	8105	Inf	69.84	132.4	161.5	Inf	Inf	Inf
-Signal Transduction	-Endocrine System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	228.9	Inf	Inf	Inf	Inf	Inf	4800	7992	Inf	65.79	124.6	152.2	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Endocrine System	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	NaN	NaN	NaN	2.776	Inf	NaN	Inf	Inf	NaN	64.11	269	Inf	4.05	7.642	9.292	NaN	NaN	NaN
Cellular Processes	-Endocrine System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	318.5	Inf	Inf	Inf	Inf	Inf	15270	24710	Inf	103.4	196.8	242.9	Inf	Inf	Inf
-Hemoglobin	-Endocrine System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	0	NaN	0	0	0	NaN	NaN	NaN
-Vesicular Transport	-Endocrine System	NaN	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	142.3	Inf	Inf	Inf	Inf	Inf	7924	12890	Inf	35.96	68.26	83.66	NaN	NaN	NaN
-Cytoskeleton	-Endocrine System	Inf	Inf	NaN	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	161.3	Inf	Inf	Inf	Inf	Inf	6333	10320	Inf	30.89	58.47	70.93	Inf	Inf	NaN
-Cell Motility	-Endocrine System	Inf	Inf	NaN	Inf	Inf	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	0	NaN	0	0	0	Inf	Inf	Inf
-Cell Growth and Death	-Endocrine System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	14.25	Inf	Inf	Inf	Inf	Inf	970	1503	Inf	13.2	26.82	32.89	Inf	Inf	NaN
-Cell Communication	-Endocrine System	NaN	NaN	NaN	NaN	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf	0	NaN	NaN	NaN	NaN	NaN	0	0	NaN	23.34	44.21	54.32	NaN	NaN	NaN
Metabolism	-Endocrine System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	8102	Inf	Inf	Inf	Inf	Inf	267300	436300	Inf	330.8	622.2	758.4	Inf	Inf	Inf
-Membrane Transport	-Endocrine System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	NaN	Inf	Inf	NaN	21.24	Inf	Inf	Inf	Inf	Inf	202.3	814.5	Inf	0.1861	0.429	0.6279	Inf	Inf	Inf
-Central Carbon Metabolism	-Endocrine System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	2690	Inf	Inf	Inf	Inf	Inf	94120	155300	Inf	126.2	238.8	290.5	Inf	Inf	Inf
-Energy Metabolism	-Endocrine System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	510	Inf	Inf	Inf	Inf	Inf	52030	84240	Inf	68.78	132	160.9	Inf	Inf	Inf
-Biosynthesis	-Endocrine System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	3267	Inf	Inf	Inf	Inf	Inf	74890	144800	Inf	93.52	187.7	238.2	Inf	Inf	Inf
-Other Enzymes	-Endocrine System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	1218	Inf	Inf	Inf	Inf	Inf	20380	51160	Inf	38.91	59.62	77.09	Inf	Inf	Inf
Organismal Systems	-Endocrine System	NaN	NaN	NaN	Inf	Inf	NaN	NaN	NaN	NaN	Inf	NaN	NaN	4.39	Inf	Inf	Inf	Inf	Inf	4226	6846	Inf	23.47	43.02	53.3	NaN	NaN	NaN
-Immune System	-Endocrine System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	Inf	NaN	NaN	0	Inf	NaN	Inf	Inf	NaN	1.345	57.07	NaN	0.2287	0.463	0.7078	NaN	NaN	NaN
-Endocrine System	-Endocrine System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	1	1	NaN	1	1	1	NaN	NaN	NaN
-Circulatory System	-Endocrine System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.368	Inf	NaN	Inf	Inf	NaN	0	4.264	NaN	18.41	34.38	42.85	NaN	NaN	NaN
-Digestive System	-Endocrine System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	Inf	NaN	NaN	0	199.2	NaN	1.86	3.47	4.362	NaN	NaN	NaN
-Excretory System	-Endocrine System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	0	NaN	0.3482	0.6593	0.8101	NaN	NaN	NaN
-Nervous System	-Endocrine System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	0	NaN	1.498	2.836	3.484	NaN	NaN	NaN
-Sensory System	-Endocrine System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	0	NaN	0	0	0.006957	NaN	NaN	NaN
-Development	-Endocrine System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	0	NaN	0.1224	0.2318	0.2848	NaN	NaN	NaN
-Environmental Adaptation	-Endocrine System	NaN	NaN	NaN	Inf	Inf	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	4220	6843	Inf	0	0	0	NaN	NaN	NaN
Human Diseases	-Endocrine System	NaN	NaN	NaN	Inf	Inf	NaN	Inf	Inf	Inf	Inf	Inf	Inf	139.9	Inf	Inf	Inf	Inf	Inf	1576	9452	Inf	4.642	9.049	11.45	Inf	NaN	NaN
-Cancers	-Endocrine System	NaN	NaN	NaN	Inf	NaN	NaN	Inf	Inf	NaN	Inf	NaN	NaN	0	Inf	Inf	Inf	Inf	Inf	86	794.8	Inf	1.73	3.139	5.597	Inf	NaN	NaN
-Immune System Diseases	-Endocrine System	NaN	NaN	NaN	NaN	NaN	NaN	Inf	Inf	NaN	Inf	Inf	NaN	0	Inf	Inf	Inf	Inf	Inf	829.8	7173	Inf	0	0.6128	0.7554	NaN	NaN	NaN
-Neurodegenerative Diseases	-Endocrine System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	Inf	Inf	Inf	13.7	Inf	Inf	Inf	Inf	Inf	419.2	1670	Inf	0.7653	1.838	4.053	NaN	NaN	NaN
-Cardiovascular Diseases	-Endocrine System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	0	NaN	0	0	0	NaN	NaN	NaN
-Metabolic Diseases	-Endocrine System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	0	NaN	0	0	0	NaN	NaN	NaN
-Infectious Diseases	-Endocrine System	NaN	NaN	NaN	Inf	NaN	NaN	Inf	Inf	NaN	NaN	NaN	NaN	104.4	Inf	Inf	Inf	Inf	Inf	33.91	959.1	Inf	0.2121	1.46	2.79	NaN	NaN	NaN
Not Mapped	-Endocrine System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	4650	Inf	Inf	Inf	Inf	Inf	642300	1042000	Inf	601.2	1139	1399	Inf	Inf	Inf
-Not Mapped	-Endocrine System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	4650	Inf	Inf	Inf	Inf	Inf	642300	1042000	Inf	601.2	1139	1399	Inf	Inf	Inf
TOTAL	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	1400	16720	Inf	645.8	4924	Inf	1680	Inf	Inf	92.31	92.51	94.48	Inf	Inf	Inf
MAPPED	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	1116	13320	Inf	432.1	3295	Inf	877.4	Inf	Inf	59.73	59.85	61.13	Inf	Inf	Inf
Genetic Information Processing	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	393.9	4749	Inf	123.4	956.6	Inf	367	Inf	Inf	27.97	28.14	28.89	Inf	Inf	Inf
-Transcription	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	12.73	151.1	Inf	7.226	52.17	Inf	19.4	Inf	Inf	1.233	1.352	1.379	Inf	Inf	NaN
-Translation	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	263.3	3149	Inf	67.35	517.9	Inf	251.9	Inf	Inf	14.89	15.1	15.38	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	107.2	1320	Inf	43	336.2	Inf	74.17	Inf	Inf	9.86	10.04	10.4	Inf	Inf	Inf
-DNA Maintenance	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	10.63	145.1	Inf	5.848	52.8	Inf	21.02	Inf	Inf	1.512	1.763	1.825	Inf	Inf	Inf
-RNA Family	-Circulatory System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	0	0	NaN	0	NaN	NaN	0	0	0	NaN	NaN	NaN
Environmental Information Processing	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	15.25	174.3	Inf	10.16	74.44	Inf	6.576	Inf	Inf	3.769	3.782	3.872	Inf	Inf	Inf
-Signal Transduction	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	15.25	173.3	Inf	10.16	74.2	Inf	6.496	Inf	Inf	3.551	3.567	3.65	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Circulatory System	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	NaN	NaN	NaN	0	0.7182	Inf	0	1.211	Inf	0.08012	Inf	Inf	0.2143	0.2194	0.2223	NaN	NaN	NaN
Cellular Processes	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	19.76	234.4	Inf	15.51	117.6	Inf	19.15	Inf	Inf	5.615	5.657	5.795	Inf	Inf	Inf
-Hemoglobin	-Circulatory System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	0	0	NaN	0	NaN	NaN	0	0	0	NaN	NaN	NaN
-Vesicular Transport	-Circulatory System	NaN	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	8.708	104	Inf	8.429	63.9	Inf	9.901	Inf	Inf	1.952	1.957	1.996	NaN	NaN	NaN
-Cytoskeleton	-Circulatory System	Inf	Inf	NaN	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	9.871	117.9	Inf	6.252	47.66	Inf	7.911	Inf	Inf	1.645	1.677	1.712	Inf	Inf	NaN
-Cell Motility	-Circulatory System	Inf	Inf	NaN	Inf	Inf	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	0	0	NaN	0	NaN	NaN	0	0	0	Inf	Inf	Inf
-Cell Growth and Death	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	1.18	12.03	Inf	0.8307	6.333	Inf	1.311	Inf	Inf	0.7169	0.7618	0.8458	Inf	Inf	NaN
-Cell Communication	-Circulatory System	NaN	NaN	NaN	NaN	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf	0	0	NaN	0	0	NaN	0	NaN	NaN	1.265	1.268	1.295	NaN	NaN	NaN
Metabolism	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	500.2	5946	Inf	218.4	1656	Inf	332.3	Inf	Inf	17.66	17.93	18.13	Inf	Inf	Inf
-Membrane Transport	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	NaN	Inf	Inf	NaN	1.36	16.24	Inf	0.6279	3.31	Inf	0.3342	Inf	Inf	0.009187	0.01197	0.02062	Inf	Inf	Inf
-Central Carbon Metabolism	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	174	2096	Inf	75.24	592.7	Inf	117.7	Inf	Inf	6.698	6.864	6.947	Inf	Inf	Inf
-Energy Metabolism	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	23.55	372.8	Inf	25.32	205.3	Inf	62.14	Inf	Inf	3.735	3.794	3.874	Inf	Inf	Inf
-Biosynthesis	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	177.2	2388	Inf	72.17	573.9	Inf	94.33	Inf	Inf	5.079	5.382	5.614	Inf	Inf	Inf
-Other Enzymes	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	72.94	902.7	Inf	35.26	294.2	Inf	36.36	Inf	Inf	1.407	1.763	2.258	Inf	Inf	Inf
Organismal Systems	-Circulatory System	NaN	NaN	NaN	Inf	Inf	NaN	NaN	NaN	NaN	Inf	NaN	NaN	1	2.411	Inf	1	2.086	Inf	6.438	Inf	Inf	1.244	1.251	1.27	NaN	NaN	NaN
-Immune System	-Circulatory System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	Inf	NaN	NaN	0	0.7923	Inf	0	0.4423	Inf	0.02833	Inf	NaN	0.01167	0.01269	0.01975	NaN	NaN	NaN
-Endocrine System	-Circulatory System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0.05812	NaN	0	0	NaN	0	Inf	NaN	0.02329	0.02903	0.04937	NaN	NaN	NaN
-Circulatory System	-Circulatory System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	NaN	1	1	NaN	1	NaN	NaN	1	1	1	NaN	NaN	NaN
-Digestive System	-Circulatory System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	0	0	NaN	0	Inf	NaN	0.09882	0.101	0.1018	NaN	NaN	NaN
-Excretory System	-Circulatory System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	0	0	NaN	0	NaN	NaN	0.01887	0.01891	0.01931	NaN	NaN	NaN
-Nervous System	-Circulatory System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	0	0	NaN	0	NaN	NaN	0.08116	0.08133	0.08307	NaN	NaN	NaN
-Sensory System	-Circulatory System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	0	0	NaN	0	NaN	NaN	0	0	0.0001624	NaN	NaN	NaN
-Development	-Circulatory System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	0	0	NaN	0	NaN	NaN	0.006634	0.006647	0.006789	NaN	NaN	NaN
-Environmental Adaptation	-Circulatory System	NaN	NaN	NaN	Inf	Inf	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	0	0	NaN	5.409	Inf	Inf	0	0	0	NaN	NaN	NaN
Human Diseases	-Circulatory System	NaN	NaN	NaN	Inf	Inf	NaN	Inf	Inf	Inf	Inf	Inf	Inf	8.947	103.3	Inf	4.426	32.86	Inf	2.735	Inf	Inf	0.2195	0.2547	0.2859	Inf	NaN	NaN
-Cancers	-Circulatory System	NaN	NaN	NaN	Inf	NaN	NaN	Inf	Inf	NaN	Inf	NaN	NaN	0	0.6493	Inf	0	1.303	Inf	0.1081	Inf	Inf	0.08481	0.09001	0.1577	Inf	NaN	NaN
-Immune System Diseases	-Circulatory System	NaN	NaN	NaN	NaN	NaN	NaN	Inf	Inf	NaN	Inf	Inf	NaN	0	1.662	Inf	0	3.762	Inf	0.9335	Inf	Inf	0	0.0176	0.01992	NaN	NaN	NaN
-Neurodegenerative Diseases	-Circulatory System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	Inf	Inf	Inf	0.1081	12.23	Inf	0.06214	7.098	Inf	0.4408	Inf	Inf	0.01809	0.0475	0.1189	NaN	NaN	NaN
-Cardiovascular Diseases	-Circulatory System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	0	0	NaN	0	NaN	NaN	0	0	0	NaN	NaN	NaN
-Metabolic Diseases	-Circulatory System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	0	0	NaN	0	NaN	NaN	0	0	0	NaN	NaN	NaN
-Infectious Diseases	-Circulatory System	NaN	NaN	NaN	Inf	NaN	NaN	Inf	Inf	NaN	NaN	NaN	NaN	7.439	77.87	Inf	2.946	18.3	Inf	0.4724	Inf	Inf	0.006234	0.0481	0.08172	NaN	NaN	NaN
Not Mapped	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	284.6	3399	Inf	213.7	1629	Inf	802.7	Inf	Inf	32.59	32.65	33.35	Inf	Inf	Inf
-Not Mapped	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	284.6	3399	Inf	213.7	1629	Inf	802.7	Inf	Inf	32.59	32.65	33.35	Inf	Inf	Inf
TOTAL	-Digestive System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	23280	Inf	Inf	4065	Inf	Inf	6748	Inf	Inf	905.8	915.6	939.1	Inf	Inf	Inf
MAPPED	-Digestive System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	18550	Inf	Inf	2720	Inf	Inf	3524	Inf	Inf	586	592.4	607.6	Inf	Inf	Inf
Genetic Information Processing	-Digestive System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	6597	Inf	Inf	784.6	Inf	Inf	1487	Inf	Inf	275.3	278.2	286.3	Inf	Inf	Inf
-Transcription	-Digestive System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	200.8	Inf	Inf	40.93	Inf	Inf	74.83	Inf	Inf	12.21	13.31	13.71	Inf	Inf	NaN
-Translation	-Digestive System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	4355	Inf	Inf	421.7	Inf	Inf	1017	Inf	Inf	145.7	148.9	152.8	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Digestive System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	1816	Inf	Inf	272.3	Inf	Inf	301.3	Inf	Inf	97.59	98.83	103.1	Inf	Inf	Inf
-DNA Maintenance	-Digestive System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	200.6	Inf	Inf	42.01	Inf	Inf	84.45	Inf	Inf	15.3	17.35	18.07	Inf	Inf	Inf
-RNA Family	-Digestive System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	0	0	NaN	NaN	NaN
Environmental Information Processing	-Digestive System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	236.6	Inf	Inf	61.14	Inf	Inf	24.92	Inf	Inf	37.03	37.32	38.38	Inf	Inf	Inf
