Numerator	Denominator	eco Lu	eco Arike 2012	sce Lu rich	sce Lu minimal	spo Marguerat proliferating	spo Marguerat quiescent	ath Castellana	dme Brunner 2007	syn Wegener
-Environmental Adaptation	TOTAL	0	0	0	0	0	0	0.003459	3.567e-05	0
Human Diseases	TOTAL	0.02073	0.01051	0.06418	0.07362	0.04543	0.05305	0.03591	0.05175	0.01189
-Cancers	TOTAL	0	8.639e-05	6.497e-05	2.569e-05	0.0002806	0.0008678	0.0004353	0.002578	0
-Immune System Diseases	TOTAL	0	8.441e-10	0.001228	0.004344	0.00232	0.0054	0.004647	0.002429	0
-Neurodegenerative Diseases	TOTAL	0.01996	0.005819	0.0612	0.06671	0.02449	0.02491	0.02715	0.02404	0.0009529
-Cardiovascular Diseases	TOTAL	0	0	0	0	0	0	0	0.003877	0
-Metabolic Diseases	TOTAL	0	0	0.006741	0.004274	0.003611	0.003233	8.094e-05	0.0002593	0
-Infectious Diseases	TOTAL	0.004738	0.003093	0.006628	0.005928	0.01253	0.01464	0.004811	0.01777	0.00585
Not Mapped	TOTAL	0.01554	0.1041	0.04113	0.03917	0.2138	0.3419	0.4845	0.3586	0.2675
-Not Mapped	TOTAL	0.01554	0.1041	0.04113	0.03917	0.2138	0.3419	0.4845	0.3586	0.2675
TOTAL	MAPPED	1.016	1.116	1.043	1.041	1.272	1.519	1.94	1.559	1.365
MAPPED	MAPPED	1	1	1	1	1	1	1	1	1
Genetic Information Processing	MAPPED	0.5332	0.398	0.3959	0.3422	0.3695	0.2994	0.3815	0.4783	0.2574
-Transcription	MAPPED	0.0189	0.03376	0.002036	0.001305	0.005479	0.009733	0.02116	0.01693	0.0004417
-Translation	MAPPED	0.4077	0.2616	0.364	0.3214	0.2999	0.2016	0.2846	0.357	0.209
-Folding, Sorting and Degradation	MAPPED	0.08633	0.06945	0.01789	0.01053	0.05274	0.0702	0.05859	0.08725	0.03758
-DNA Maintenance	MAPPED	0.01835	0.03103	0.002104	0.002458	0.007229	0.01586	0.01152	0.01432	0.005046
-RNA Family	MAPPED	0	0	0	0	0	0	0	0	0
Environmental Information Processing	MAPPED	0.001298	0.01221	0.002814	0.004655	0.005784	0.007812	0.005707	0.01434	0.02544
-Signal Transduction	MAPPED	0.001298	0.01212	0.002814	0.004655	0.002871	0.003272	0.003712	0.00694	0.02544
-Signaling Molecules and Interaction	MAPPED	0	8.7e-05	0	0	0.002841	0.004382	0.002047	0.00592	0
Cellular Processes	MAPPED	0.008883	0.0151	0.01454	0.01201	0.01741	0.02845	0.02028	0.05913	0.003414
-Hemoglobin	MAPPED	0	0	0	0	0	0	0	0	0
-Vesicular Transport	MAPPED	0	0	0.001348	0.003098	0.005998	0.01027	0.01579	0.02293	0
-Cytoskeleton	MAPPED	0.002689	0.004281	0	2.186e-05	0.003544	0.005305	0.003509	0.01256	0.001927
-Cell Motility	MAPPED	0.001196	0.009203	0	0	0	0	0	0	0.001447
-Cell Growth and Death	MAPPED	0.004566	0.001491	0.005713	0.002831	0.001899	0.002083	0.0008448	0.006591	4.077e-05
-Cell Communication	MAPPED	0	0	2.046e-06	0.0001059	0.001174	0.001677	0.0003504	0.004393	0
Metabolism	MAPPED	0.4358	0.558	0.4012	0.4435	0.3801	0.4202	0.3166	0.2409	0.2451
-Membrane Transport	MAPPED	0.02161	0.1082	3.197e-05	0	0.0008896	0.001583	0.001064	0.001277	0.02302
-Central Carbon Metabolism	MAPPED	0.0747	0.1215	0.2024	0.1739	0.09069	0.1031	0.08216	0.05464	0.03118
-Energy Metabolism	MAPPED	0.0247	0.03019	0.04359	0.03656	0.02457	0.03083	0.04545	0.0175	0.04385
-Biosynthesis	MAPPED	0.1829	0.1247	0.0543	0.09865	0.1306	0.127	0.06294	0.05944	0.05864
-Other Enzymes	MAPPED	0.1281	0.1663	0.08883	0.109	0.1282	0.1583	0.1063	0.1076	0.08427
Organismal Systems	MAPPED	0	0.0004406	0.005961	0.004586	0.00877	0.01705	0.01884	0.02979	0.0004768
-Immune System	MAPPED	0	0	0.0001643	0.0002605	0.003284	0.004504	0.0009302	0.004463	0
-Endocrine System	MAPPED	0	0.0004406	0.0001656	0.000131	0.001322	0.002236	0.001891	0.004354	0
-Circulatory System	MAPPED	0	0	0	0	0.0007238	0.001896	0.0001191	0.002591	0
-Digestive System	MAPPED	0	0	0	0	0.0001797	0.0006357	6.147e-06	0.002391	0
-Excretory System	MAPPED	0	0	0.0001118	4.954e-05	0.0009437	0.002547	0.002248	0.00563	0
-Nervous System	MAPPED	0	0	2.314e-05	0	1.171e-05	4.951e-05	2.424e-05	0.002124	0
-Sensory System	MAPPED	0	0	0	0	0	0	0	0.0005952	0
-Development	MAPPED	0	0	0	0	0	0	0	0.000368	0
-Environmental Adaptation	MAPPED	0	0	0	0	0	0	0.006711	5.561e-05	0
Human Diseases	MAPPED	0.02105	0.01173	0.06694	0.07663	0.05779	0.08061	0.06966	0.08067	0.01623
-Cancers	MAPPED	0	9.643e-05	6.776e-05	2.674e-05	0.0003569	0.001319	0.0008445	0.004018	0
-Immune System Diseases	MAPPED	0	9.421e-10	0.00128	0.004522	0.002951	0.008205	0.009015	0.003787	0
-Neurodegenerative Diseases	MAPPED	0.02028	0.006495	0.06382	0.06943	0.03115	0.03785	0.05267	0.03748	0.001301
-Cardiovascular Diseases	MAPPED	0	0	0	0	0	0	0	0.006044	0
-Metabolic Diseases	MAPPED	0	0	0.00703	0.004448	0.004594	0.004913	0.000157	0.0004043	0
-Infectious Diseases	MAPPED	0.004812	0.003452	0.006913	0.006169	0.01594	0.02224	0.009333	0.02771	0.007986
Not Mapped	MAPPED	0.01579	0.1161	0.0429	0.04077	0.2719	0.5194	0.94	0.559	0.3652
-Not Mapped	MAPPED	0.01579	0.1161	0.0429	0.04077	0.2719	0.5194	0.94	0.559	0.3652
TOTAL	Genetic Information Processing	1.892	2.798	2.532	3	3.44	5.063	5.075	3.232	5.291
MAPPED	Genetic Information Processing	1.863	2.507	2.428	2.883	2.705	3.332	2.616	2.073	3.876
Genetic Information Processing	Genetic Information Processing	1	1	1	1	1	1	1	1	1
-Transcription	Genetic Information Processing	0.03545	0.08624	0.005251	0.003674	0.01463	0.03185	0.05577	0.0354	0.001752
-Translation	Genetic Information Processing	0.7616	0.6545	0.9427	0.9529	0.8182	0.6739	0.7492	0.7511	0.8133
-Folding, Sorting and Degradation	Genetic Information Processing	0.161	0.1743	0.04483	0.02985	0.1425	0.236	0.1551	0.1825	0.1491
-DNA Maintenance	Genetic Information Processing	0.03441	0.07925	0.005343	0.007337	0.01947	0.05419	0.03019	0.02959	0.01922
-RNA Family	Genetic Information Processing	0	0	0	0	0	0	0	0	0
Environmental Information Processing	Genetic Information Processing	0.002411	0.03119	0.006789	0.01328	0.01537	0.02609	0.01468	0.02999	0.09999
-Signal Transduction	Genetic Information Processing	0.002411	0.03096	0.006789	0.01328	0.007734	0.01123	0.009643	0.01435	0.09999
-Signaling Molecules and Interaction	Genetic Information Processing	0	0.0002181	0	0	0.007745	0.01463	0.005479	0.01292	0
Cellular Processes	Genetic Information Processing	0.01667	0.03831	0.03532	0.03462	0.04649	0.09565	0.05182	0.1223	0.01377
-Hemoglobin	Genetic Information Processing	0	0	0	0	0	0	0	0	0
-Vesicular Transport	Genetic Information Processing	0	0	0.003251	0.008781	0.016	0.03323	0.04034	0.04678	0
-Cytoskeleton	Genetic Information Processing	0.005009	0.01073	0	6.463e-05	0.009669	0.01733	0.008916	0.0268	0.007468
-Cell Motility	Genetic Information Processing	0.002281	0.02282	0	0	0	0	0	0	0.005836
-Cell Growth and Death	Genetic Information Processing	0.008567	0.003727	0.01461	0.008452	0.005154	0.006981	0.002195	0.01347	0.000158
-Cell Communication	Genetic Information Processing	0	0	5.169e-06	0.0003001	0.003162	0.005588	0.0009337	0.00944	0
Metabolism	Genetic Information Processing	0.8216	1.398	1.026	1.311	1.035	1.389	0.8412	0.4983	0.9521
-Membrane Transport	Genetic Information Processing	0.04158	0.2724	8.246e-05	0	0.002427	0.005274	0.002764	0.002605	0.09133
-Central Carbon Metabolism	Genetic Information Processing	0.1409	0.3039	0.5246	0.5142	0.2443	0.3538	0.2199	0.1143	0.1187
-Energy Metabolism	Genetic Information Processing	0.04731	0.07586	0.106	0.1068	0.06645	0.1058	0.1215	0.03618	0.1704
-Biosynthesis	Genetic Information Processing	0.3395	0.3092	0.1313	0.2866	0.3557	0.4217	0.1646	0.1215	0.2238
-Other Enzymes	Genetic Information Processing	0.2444	0.4181	0.2154	0.3091	0.3422	0.5147	0.2831	0.223	0.33
Organismal Systems	Genetic Information Processing	0	0.001102	0.01438	0.013	0.02363	0.05622	0.05053	0.06389	0.001923
-Immune System	Genetic Information Processing	0	0	0.000415	0.0007613	0.00876	0.01514	0.002363	0.009333	0
-Endocrine System	Genetic Information Processing	0	0.001102	0.000428	0.0003916	0.003605	0.007317	0.004956	0.009103	0
-Circulatory System	Genetic Information Processing	0	0	0	0	0.001933	0.006139	0.0003183	0.005294	0
-Digestive System	Genetic Information Processing	0	0	0	0	0.0004902	0.002123	1.638e-05	0.005218	0
-Excretory System	Genetic Information Processing	0	0	0.0002902	0.0001447	0.002554	0.008358	0.005711	0.01177	0
-Nervous System	Genetic Information Processing	0	0	6.006e-05	0	3.124e-05	0.0001625	6.459e-05	0.004393	0
-Sensory System	Genetic Information Processing	0	0	0	0	0	0	0	0.001214	0
-Development	Genetic Information Processing	0	0	0	0	0	0	0	0.0007606	0
-Environmental Adaptation	Genetic Information Processing	0	0	0	0	0	0	0.01794	0.0001186	0
Human Diseases	Genetic Information Processing	0.03895	0.02941	0.173	0.2265	0.1542	0.2717	0.181	0.1733	0.06357
-Cancers	Genetic Information Processing	0	0.0002461	0.0001721	7.994e-05	0.0009615	0.004394	0.002158	0.008574	0
-Immune System Diseases	Genetic Information Processing	0	2.356e-09	0.003099	0.01303	0.007841	0.0274	0.02358	0.008137	0
-Neurodegenerative Diseases	Genetic Information Processing	0.03752	0.0161	0.1579	0.2043	0.08506	0.1261	0.1378	0.07747	0.004895
-Cardiovascular Diseases	Genetic Information Processing	0	0	0	0	0	0	0	0.01319	0
-Metabolic Diseases	Genetic Information Processing	0	0	0.01827	0.01328	0.01253	0.01687	0.0004211	0.0008822	0
-Infectious Diseases	Genetic Information Processing	0.009025	0.008674	0.01673	0.01778	0.0431	0.073	0.02489	0.05913	0.031
Not Mapped	Genetic Information Processing	0.02941	0.2912	0.1042	0.1175	0.7355	1.731	2.459	1.159	1.415
-Not Mapped	Genetic Information Processing	0.02941	0.2912	0.1042	0.1175	0.7355	1.731	2.459	1.159	1.415
TOTAL	-Transcription	53.4	33	371.6	547.8	196.1	147.3	89	89.98	1955
MAPPED	-Transcription	52.57	29.57	356.3	526.3	154.2	96.97	45.88	57.72	1432
Genetic Information Processing	-Transcription	27.32	11.58	147.2	182.6	56.51	29.1	17.81	26.86	380.7
-Transcription	-Transcription	1	1	1	1	1	1	1	1	1
-Translation	-Transcription	21.48	7.737	139.4	168.1	46.24	19.37	13.3	20.65	298.3
-Folding, Sorting and Degradation	-Transcription	4.168	2.017	7.903	7.278	8.742	7.154	2.879	4.891	53.59
-DNA Maintenance	-Transcription	1.015	0.919	0.8274	1.636	1.216	1.748	0.5332	0.8446	7.471
-RNA Family	-Transcription	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Transcription	0.08464	0.3594	0.8344	1.648	1.035	0.7013	0.2753	0.7861	38.68
-Signal Transduction	-Transcription	0.08464	0.3567	0.8344	1.648	0.4548	0.2697	0.1703	0.3968	38.68
-Signaling Molecules and Interaction	-Transcription	0	0.002572	0	0	0.3653	0.4408	0.09825	0.3393	0
Cellular Processes	-Transcription	0.4471	0.4442	4.97	6.446	2.93	2.545	0.9715	3.313	4.788
-Hemoglobin	-Transcription	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Transcription	0	0	0.4841	2.413	0.8491	1.163	0.7175	1.287	0
-Cytoskeleton	-Transcription	0.1414	0.1266	0	0.008458	0.6308	0.5283	0.1658	0.718	2.76
-Cell Motility	-Transcription	0.07306	0.2643	0	0	0	0	0	0	2.386
-Cell Growth and Death	-Transcription	0.2415	0.04442	1.782	1.156	0.3318	0.214	0.03876	0.3648	0.03949
-Cell Communication	-Transcription	0	0	0.001573	0.08528	0.1427	0.1626	0.01558	0.2536	0
Metabolism	-Transcription	22.91	16.68	146	270.4	61.46	42.19	15.18	13.77	328.9
-Membrane Transport	-Transcription	1.136	3.199	0.0157	0	0.1559	0.1557	0.0488	0.07315	23.94
-Central Carbon Metabolism	-Transcription	3.927	3.275	77.24	109.4	12.87	9.495	3.713	2.927	45.97
-Energy Metabolism	-Transcription	1.305	0.91	15.31	19.5	4.542	3.444	2.172	0.933	76.44
-Biosynthesis	-Transcription	9.745	3.448	19.76	60.98	20.72	12.12	2.912	3.329	85.65
-Other Enzymes	-Transcription	6.678	5.022	40.95	66.3	21.66	17.02	4.787	6.34	98.76
Organismal Systems	-Transcription	0	0.01407	3.444	3.694	1.587	1.833	0.9384	1.775	0.4618
-Immune System	-Transcription	0	0	0.1292	0.238	0.5509	0.403	0.04396	0.2636	0
-Endocrine System	-Transcription	0	0.01407	0.04821	0.05475	0.2246	0.2297	0.0931	0.2533	0
-Circulatory System	-Transcription	0	0	0	0	0.1321	0.2148	0.005744	0.1631	0
-Digestive System	-Transcription	0	0	0	0	0.02475	0.07554	0.0002733	0.1616	0
-Excretory System	-Transcription	0	0	0.05663	0.03231	0.1844	0.2808	0.1062	0.3052	0
-Nervous System	-Transcription	0	0	0.007537	0	0.002811	0.004313	0.001078	0.1043	0
-Sensory System	-Transcription	0	0	0	0	0	0	0	0.03516	0
-Development	-Transcription	0	0	0	0	0	0	0	0.01933	0
-Environmental Adaptation	-Transcription	0	0	0	0	0	0	0.3098	0.003179	0
Human Diseases	-Transcription	1.168	0.3536	23.48	29.65	7.682	8.054	3.004	4.656	23.59
-Cancers	-Transcription	0	0.003079	0.03328	0.009467	0.0434	0.1279	0.03843	0.2297	0
-Immune System Diseases	-Transcription	0	2.473e-08	0.4621	2.38	0.6092	0.9717	0.3742	0.1991	0
-Neurodegenerative Diseases	-Transcription	0.9101	0.1918	18.69	26.7	4.39	3.836	2.186	2.078	0.5596
-Cardiovascular Diseases	-Transcription	0	0	0	0	0	0	0	0.3884	0
-Metabolic Diseases	-Transcription	0	0	2.229	1.925	0.7082	0.5489	0.007819	0.02733	0
-Infectious Diseases	-Transcription	0.1833	0.09826	3.728	4.958	2.89	2.407	0.415	1.584	7.443
Not Mapped	-Transcription	0.83	3.434	15.29	21.46	41.93	50.37	43.13	32.27	523.1
-Not Mapped	-Transcription	0.83	3.434	15.29	21.46	41.93	50.37	43.13	32.27	523.1
TOTAL	-Translation	2.487	4.262	2.838	3.179	4.191	7.51	6.811	4.358	6.53
MAPPED	-Translation	2.449	3.818	2.721	3.055	3.295	4.943	3.511	2.795	4.783
Genetic Information Processing	-Translation	1.311	1.519	1.059	1.047	1.22	1.474	1.332	1.324	1.228
-Transcription	-Translation	0.04653	0.1291	0.005539	0.00383	0.0181	0.04694	0.07319	0.04747	0.002121
-Translation	-Translation	1	1	1	1	1	1	1	1	1
-Folding, Sorting and Degradation	-Translation	0.2108	0.2646	0.04735	0.03129	0.1725	0.347	0.2042	0.2416	0.1798
-DNA Maintenance	-Translation	0.04518	0.1188	0.005637	0.007658	0.0244	0.07881	0.04044	0.04081	0.02416
-RNA Family	-Translation	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Translation	0.00317	0.04674	0.007171	0.01391	0.01867	0.03892	0.01974	0.03993	0.1219
-Signal Transduction	-Translation	0.00317	0.0464	0.007171	0.01391	0.009673	0.01614	0.01334	0.01908	0.1219
-Signaling Molecules and Interaction	-Translation	0	0.0003326	0	0	0.009294	0.02183	0.007187	0.01658	0
Cellular Processes	-Translation	0.02175	0.05791	0.04025	0.03759	0.05672	0.1406	0.07111	0.1675	0.01629
-Hemoglobin	-Translation	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Translation	0	0	0.003434	0.009196	0.01954	0.04932	0.05403	0.06452	0
-Cytoskeleton	-Translation	0.006584	0.01635	0	6.812e-05	0.01182	0.02644	0.01184	0.03528	0.009216
-Cell Motility	-Translation	0.002938	0.03518	0	0	0	0	0	0	0.00692
-Cell Growth and Death	-Translation	0.01128	0.005717	0.01562	0.008822	0.006212	0.01026	0.003037	0.01813	0.0001946
-Cell Communication	-Translation	0	0	5.568e-06	0.0003222	0.003961	0.008395	0.001243	0.01228	0
Metabolism	-Translation	1.066	2.133	1.092	1.38	1.25	2.092	1.11	0.6713	1.167
-Membrane Transport	-Translation	0.05286	0.4135	8.782e-05	0	0.002979	0.007924	0.003824	0.003593	0.1101
-Central Carbon Metabolism	-Translation	0.1827	0.4661	0.554	0.5374	0.3061	0.5085	0.2885	0.1513	0.1497
-Energy Metabolism	-Translation	0.06059	0.1151	0.1116	0.1138	0.0822	0.1529	0.1622	0.0496	0.2097
-Biosynthesis	-Translation	0.452	0.4767	0.1387	0.3042	0.4305	0.6327	0.215	0.1635	0.2805
-Other Enzymes	-Translation	0.3127	0.6343	0.2268	0.3248	0.4175	0.7606	0.377	0.301	0.4031
Organismal Systems	-Translation	0	0.00169	0.01616	0.01398	0.0296	0.08398	0.06717	0.082	0.002281
-Immune System	-Translation	0	0	0.0004513	0.0008107	0.01059	0.02226	0.003138	0.01236	0
-Endocrine System	-Translation	0	0.001684	0.0004575	0.0004093	0.004426	0.01078	0.006815	0.01212	0
-Circulatory System	-Translation	0	0	0	0	0.002358	0.00911	0.0004249	0.007124	0
-Digestive System	-Translation	0	0	0	0	0.0006017	0.003167	2.181e-05	0.006697	0
-Excretory System	-Translation	0	0	0.0003079	0.0001541	0.003176	0.01277	0.007582	0.01567	0
-Nervous System	-Translation	0	0	6.402e-05	0	3.776e-05	0.0002483	8.603e-05	0.006022	0
-Sensory System	-Translation	0	0	0	0	0	0	0	0.001648	0
-Development	-Translation	0	0	0	0	0	0	0	0.001049	0
-Environmental Adaptation	-Translation	0	0	0	0	0	0	0.02366	0.0001562	0
Human Diseases	-Translation	0.05163	0.04467	0.1852	0.2395	0.1863	0.4042	0.2472	0.2255	0.07764
-Cancers	-Translation	0	0.0003709	0.0001813	8.355e-05	0.001205	0.006569	0.00289	0.01129	0
-Immune System Diseases	-Translation	0	3.606e-09	0.003263	0.01413	0.009528	0.04087	0.03079	0.01059	0
-Neurodegenerative Diseases	-Translation	0.04953	0.02479	0.1675	0.2121	0.1026	0.1868	0.1799	0.1053	0.006199
-Cardiovascular Diseases	-Translation	0	0	0	0	0	0	0	0.01693	0
-Metabolic Diseases	-Translation	0	0	0.01936	0.01386	0.01532	0.02437	0.0005517	0.001132	0
-Infectious Diseases	-Translation	0.01185	0.01316	0.01762	0.01931	0.05366	0.1115	0.03322	0.07783	0.03835
Not Mapped	-Translation	0.03866	0.4435	0.1167	0.1245	0.8961	2.567	3.3	1.563	1.747
-Not Mapped	-Translation	0.03866	0.4435	0.1167	0.1245	0.8961	2.567	3.3	1.563	1.747
TOTAL	-Folding, Sorting and Degradation	11.57	16.06	56.13	98.76	23.95	20.96	30.31	17.64	32.7
MAPPED	-Folding, Sorting and Degradation	11.39	14.39	53.82	94.89	18.83	13.79	15.62	11.32	23.95
Genetic Information Processing	-Folding, Sorting and Degradation	6.131	5.727	21.54	32.47	7.005	4.222	6.114	5.412	6.235
-Transcription	-Folding, Sorting and Degradation	0.2103	0.4926	0.07664	0.1182	0.1068	0.1394	0.3452	0.194	0.0141
-Translation	-Folding, Sorting and Degradation	4.638	3.748	20.23	30.87	5.673	2.774	4.565	4.065	5.026
-Folding, Sorting and Degradation	-Folding, Sorting and Degradation	1	1	1	1	1	1	1	1	1
-DNA Maintenance	-Folding, Sorting and Degradation	0.2041	0.4343	0.1109	0.2585	0.131	0.2249	0.2022	0.1473	0.1344
-RNA Family	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Folding, Sorting and Degradation	0.01478	0.1756	0.08421	0.2334	0.1089	0.1077	0.08845	0.1633	0.6408
-Signal Transduction	-Folding, Sorting and Degradation	0.01478	0.1744	0.06836	0.1985	0.04828	0.04731	0.05061	0.08019	0.6408
-Signaling Molecules and Interaction	-Folding, Sorting and Degradation	0	0.001252	0	0	0.05696	0.06128	0.0363	0.07423	0
Cellular Processes	-Folding, Sorting and Degradation	0.1063	0.2124	0.5506	0.9487	0.3144	0.3879	0.3588	0.6917	0.1041
-Hemoglobin	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Folding, Sorting and Degradation	0	0	0.07253	0.2942	0.1121	0.1385	0.2462	0.2462	0
-Cytoskeleton	-Folding, Sorting and Degradation	0.03062	0.06159	0	0.001891	0.06877	0.07318	0.04841	0.1609	0.04615
-Cell Motility	-Folding, Sorting and Degradation	0.01417	0.1311	0	0	0	0	0	0	0.0441
-Cell Growth and Death	-Folding, Sorting and Degradation	0.05505	0.02138	0.3066	0.2583	0.03418	0.02982	0.01419	0.07076	0.00109
-Cell Communication	-Folding, Sorting and Degradation	0	0	0.0001203	0.01005	0.01974	0.02256	0.00609	0.05865	0
Metabolism	-Folding, Sorting and Degradation	5.081	8.025	22.6	42.39	7.208	5.899	5.375	2.729	6.138
-Membrane Transport	-Folding, Sorting and Degradation	0.2779	1.604	0.001787	0	0.01687	0.02165	0.01498	0.01354	0.5958
-Central Carbon Metabolism	-Folding, Sorting and Degradation	0.8428	1.709	10.25	16.5	1.648	1.431	1.451	0.5885	0.811
-Energy Metabolism	-Folding, Sorting and Degradation	0.2783	0.439	2.484	3.476	0.4715	0.4788	0.8024	0.1782	1.031
-Biosynthesis	-Folding, Sorting and Degradation	2.081	1.747	2.858	9.305	2.479	1.741	1.03	0.6162	1.395
-Other Enzymes	-Folding, Sorting and Degradation	1.552	2.314	4.664	9.717	2.435	2.181	1.769	1.148	1.999
Organismal Systems	-Folding, Sorting and Degradation	0	0.006194	0.3369	0.4748	0.149	0.2441	0.2866	0.3522	0.01142
-Immune System	-Folding, Sorting and Degradation	0	0	0.009498	0.02472	0.06136	0.06559	0.01588	0.05115	0
-Endocrine System	-Folding, Sorting and Degradation	0	0.006194	0.008215	0.01224	0.02506	0.03201	0.02481	0.05263	0
-Circulatory System	-Folding, Sorting and Degradation	0	0	0	0	0.01307	0.02527	0.001813	0.02685	0
-Digestive System	-Folding, Sorting and Degradation	0	0	0	0	0.003407	0.008768	0.0001068	0.03135	0
-Excretory System	-Folding, Sorting and Degradation	0	0	0.005617	0.00343	0.01613	0.03457	0.03836	0.06372	0
-Nervous System	-Folding, Sorting and Degradation	0	0	0.001294	0	0.0002188	0.0006069	0.0004222	0.02133	0
-Sensory System	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0.006391	0
-Development	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0.003692	0
-Environmental Adaptation	-Folding, Sorting and Degradation	0	0	0	0	0	0	0.1097	0.0007126	0
Human Diseases	-Folding, Sorting and Degradation	0.2244	0.1688	3.321	6.627	1.08	1.201	0.9498	0.9883	0.3773
-Cancers	-Folding, Sorting and Degradation	0	0.001458	0.004181	0.002566	0.006002	0.01774	0.01319	0.0515	0
-Immune System Diseases	-Folding, Sorting and Degradation	0	1.324e-08	0.07525	0.3487	0.05557	0.1187	0.1426	0.0407	0
-Neurodegenerative Diseases	-Folding, Sorting and Degradation	0.2162	0.08438	3.184	6.13	0.5345	0.5189	0.7649	0.4196	0.02664
-Cardiovascular Diseases	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0.0753	0
-Metabolic Diseases	-Folding, Sorting and Degradation	0	0	0.4445	0.4679	0.08913	0.07631	0.002716	0.005679	0
-Infectious Diseases	-Folding, Sorting and Degradation	0.05354	0.0502	0.365	0.493	0.3063	0.3152	0.1588	0.3143	0.2343
Not Mapped	-Folding, Sorting and Degradation	0.1798	1.671	2.309	3.869	5.121	7.165	14.69	6.327	8.746
