Numerator	Denominator	eco Lu	eco Arike 2012	sce Lu rich	sce Lu minimal	spo Marguerat proliferating	spo Marguerat quiescent	ath Castellana	dme Brunner 2007	syn Wegener
-Development	TOTAL	0	0	0.0007533	0.0003989	0.0002244	0.0002784	2.865e-05	0.0004867	0
-Environmental Adaptation	TOTAL	0	0	0	9.889e-05	0.0004221	0.000343	0.005068	0.001462	0
Human Diseases	TOTAL	0.02629	0.01649	0.09871	0.09651	0.05247	0.06236	0.04255	0.06996	0.01744
-Cancers	TOTAL	0	0.001448	0.0001252	0.000323	0.0005116	0.001077	0.0009737	0.004378	0.000258
-Immune System Diseases	TOTAL	0	0.0001584	0.001559	0.006313	0.0042	0.00843	0.005581	0.003252	0
-Neurodegenerative Diseases	TOTAL	0.01996	0.006346	0.06334	0.07246	0.02731	0.02898	0.02954	0.03293	0.0009529
-Cardiovascular Diseases	TOTAL	0	0	1.962e-06	2.834e-06	0	0	0	0.006896	0
-Metabolic Diseases	TOTAL	0.004738	0.004433	0.0198	0.01633	0.009833	0.008037	0.001643	0.004536	0.01064
-Infectious Diseases	TOTAL	0.01036	0.008992	0.01127	0.01082	0.01882	0.02461	0.00933	0.02573	0.01273
Not Mapped	TOTAL	0.01554	0.1041	0.04113	0.03917	0.2138	0.3419	0.4845	0.3586	0.2675
-Not Mapped	TOTAL	0.01554	0.1041	0.04113	0.03917	0.2138	0.3419	0.4845	0.3586	0.2675
TOTAL	MAPPED	1.016	1.116	1.043	1.041	1.272	1.519	1.94	1.559	1.365
MAPPED	MAPPED	1	1	1	1	1	1	1	1	1
Genetic Information Processing	MAPPED	0.5387	0.4018	0.4145	0.3535	0.3748	0.3061	0.3913	0.4894	0.2657
-Transcription	MAPPED	0.02228	0.0381	0.003222	0.002758	0.007776	0.01148	0.02268	0.01904	0.002324
-Translation	MAPPED	0.4095	0.2624	0.3924	0.3369	0.3097	0.2073	0.2928	0.3636	0.2099
-Folding, Sorting and Degradation	MAPPED	0.09287	0.07297	0.0205	0.01156	0.05947	0.07504	0.07334	0.09959	0.04376
-DNA Maintenance	MAPPED	0.02563	0.03367	0.002609	0.005729	0.008776	0.01862	0.01349	0.01712	0.01672
-RNA Family	MAPPED	0	0	0	0	0	0	0	0	0
Environmental Information Processing	MAPPED	0.002694	0.01476	0.003794	0.005682	0.00851	0.01064	0.009666	0.01886	0.02681
-Signal Transduction	MAPPED	0.002694	0.0145	0.0033	0.005002	0.004603	0.00503	0.004746	0.01051	0.02681
-Signaling Molecules and Interaction	MAPPED	0	8.7e-05	0.0007141	0.0008412	0.005321	0.005989	0.00496	0.01013	0
Cellular Processes	MAPPED	0.009968	0.01963	0.02969	0.01813	0.02057	0.03351	0.02681	0.06833	0.005601
-Hemoglobin	MAPPED	0	0	0	0	0	0	0	0	0
-Vesicular Transport	MAPPED	0	0.000588	0.02866	0.01523	0.01288	0.0136	0.02013	0.02831	0
-Cytoskeleton	MAPPED	0.002689	0.004281	0.004825	0.003931	0.00458	0.008515	0.004643	0.02092	0.001927
-Cell Motility	MAPPED	0.001628	0.01383	0	0	0	0	0	0	0.003185
-Cell Growth and Death	MAPPED	0.006083	0.001646	0.006441	0.003106	0.002397	0.003742	0.00138	0.008629	0.0006894
-Cell Communication	MAPPED	0	0	0.008609	0.008038	0.008812	0.01327	0.003667	0.02478	0
Metabolism	MAPPED	0.4507	0.5663	0.4603	0.5137	0.4006	0.4351	0.348	0.2581	0.2532
-Membrane Transport	MAPPED	0.02824	0.1147	0.0003101	0.0001501	0.001833	0.001939	0.001229	0.001445	0.02625
-Central Carbon Metabolism	MAPPED	0.08372	0.1339	0.2428	0.2181	0.09823	0.1121	0.1172	0.05678	0.03792
-Energy Metabolism	MAPPED	0.02818	0.0377	0.08702	0.08905	0.04892	0.0483	0.06555	0.03552	0.05337
-Biosynthesis	MAPPED	0.1995	0.1284	0.06049	0.1157	0.1371	0.1348	0.08841	0.06365	0.06405
-Other Enzymes	MAPPED	0.1474	0.1963	0.1662	0.1828	0.1579	0.1886	0.1409	0.1234	0.09595
Organismal Systems	MAPPED	0	0.001003	0.01648	0.01257	0.01323	0.02109	0.0257	0.0405	0.001005
-Immune System	MAPPED	0	0	0.005609	0.004381	0.005651	0.009035	0.007653	0.01392	0
-Endocrine System	MAPPED	0	0.001003	0.002829	0.004679	0.002674	0.003407	0.006831	0.009389	0.0005284
-Circulatory System	MAPPED	0	0	0	4.51e-05	0.003615	0.0097	0.005097	0.009911	0
-Digestive System	MAPPED	0	0	0.00703	0.004448	0.004594	0.004913	0.0002692	0.004309	0.0004768
-Excretory System	MAPPED	0	0	0.0001834	0.001006	0.001506	0.00519	0.004068	0.008199	0
-Nervous System	MAPPED	0	9.421e-10	0.005587	0.002728	0.0007649	0.0007135	0.001518	0.006529	0
-Sensory System	MAPPED	0	0	0	0	1.171e-05	3.755e-05	2.282e-05	0.002071	0
-Development	MAPPED	0	0	0.0007856	0.0004151	0.0002854	0.0004229	5.559e-05	0.0007588	0
-Environmental Adaptation	MAPPED	0	0	0	0.0001029	0.0005369	0.0005212	0.009832	0.00228	0
Human Diseases	MAPPED	0.02671	0.0184	0.1029	0.1004	0.06674	0.09475	0.08254	0.1091	0.02381
-Cancers	MAPPED	0	0.001617	0.0001306	0.0003361	0.0006507	0.001636	0.001889	0.006825	0.0003522
-Immune System Diseases	MAPPED	0	0.0001768	0.001626	0.006571	0.005342	0.01281	0.01083	0.00507	0
-Neurodegenerative Diseases	MAPPED	0.02028	0.007083	0.06606	0.07541	0.03474	0.04404	0.0573	0.05133	0.001301
-Cardiovascular Diseases	MAPPED	0	0	2.046e-06	2.95e-06	0	0	0	0.01075	0
-Metabolic Diseases	MAPPED	0.004812	0.004948	0.02065	0.01699	0.01251	0.01221	0.003187	0.007071	0.01452
-Infectious Diseases	MAPPED	0.01052	0.01004	0.01175	0.01126	0.02394	0.0374	0.0181	0.04011	0.01738
Not Mapped	MAPPED	0.01579	0.1161	0.0429	0.04077	0.2719	0.5194	0.94	0.559	0.3652
-Not Mapped	MAPPED	0.01579	0.1161	0.0429	0.04077	0.2719	0.5194	0.94	0.559	0.3652
TOTAL	Genetic Information Processing	1.945	2.85	2.707	3.107	3.47	5.216	5.193	3.35	5.416
MAPPED	Genetic Information Processing	1.915	2.553	2.596	2.986	2.728	3.433	2.677	2.149	3.967
Genetic Information Processing	Genetic Information Processing	1	1	1	1	1	1	1	1	1
-Transcription	Genetic Information Processing	0.04141	0.09527	0.008196	0.007819	0.0212	0.03767	0.06061	0.03936	0.009009
-Translation	Genetic Information Processing	0.7809	0.6685	0.9479	0.9592	0.8287	0.6931	0.7632	0.7687	0.8291
-Folding, Sorting and Degradation	Genetic Information Processing	0.1726	0.1816	0.05211	0.03418	0.1602	0.2476	0.1905	0.206	0.17
-DNA Maintenance	Genetic Information Processing	0.04742	0.0846	0.006781	0.01621	0.02397	0.06094	0.03593	0.03653	0.06381
-RNA Family	Genetic Information Processing	0	0	0	0	0	0	0	0	0
Environmental Information Processing	Genetic Information Processing	0.005136	0.03708	0.009213	0.01638	0.02292	0.03478	0.02534	0.03848	0.1022
-Signal Transduction	Genetic Information Processing	0.005136	0.03643	0.007989	0.01431	0.01256	0.01691	0.01234	0.02242	0.1022
-Signaling Molecules and Interaction	Genetic Information Processing	0	0.0002222	0.001734	0.002451	0.01439	0.01957	0.013	0.02095	0
Cellular Processes	Genetic Information Processing	0.01918	0.04921	0.07501	0.05414	0.05612	0.1116	0.06967	0.1458	0.02133
-Hemoglobin	Genetic Information Processing	0	0	0	0	0	0	0	0	0
-Vesicular Transport	Genetic Information Processing	0	0.0015	0.07239	0.04449	0.03513	0.04476	0.05362	0.0604	0
-Cytoskeleton	Genetic Information Processing	0.005149	0.01093	0.01253	0.01176	0.01249	0.02909	0.01194	0.04269	0.007644
-Cell Motility	Genetic Information Processing	0.003033	0.0344	0	0	0	0	0	0	0.01264
-Cell Growth and Death	Genetic Information Processing	0.01165	0.004203	0.01597	0.008831	0.006545	0.01285	0.003617	0.01883	0.002632
-Cell Communication	Genetic Information Processing	0	0	0.02226	0.02376	0.02404	0.04376	0.00957	0.05124	0
Metabolism	Genetic Information Processing	0.8453	1.44	1.152	1.499	1.084	1.457	0.9293	0.5506	0.9946
-Membrane Transport	Genetic Information Processing	0.0529	0.2886	0.000806	0.0004436	0.004997	0.006336	0.003286	0.003114	0.1017
-Central Carbon Metabolism	Genetic Information Processing	0.1569	0.3383	0.621	0.6419	0.2678	0.378	0.2995	0.123	0.147
-Energy Metabolism	Genetic Information Processing	0.05288	0.09626	0.225	0.2633	0.1324	0.1585	0.1746	0.07428	0.2024
-Biosynthesis	Genetic Information Processing	0.3803	0.3227	0.157	0.339	0.3738	0.4487	0.2367	0.1389	0.2459
-Other Enzymes	Genetic Information Processing	0.2727	0.4934	0.4283	0.5457	0.4271	0.626	0.3685	0.2671	0.3744
Organismal Systems	Genetic Information Processing	0	0.00256	0.04162	0.03673	0.03602	0.06983	0.06724	0.08376	0.003702
-Immune System	Genetic Information Processing	0	0	0.01362	0.01255	0.01522	0.0301	0.02039	0.02991	0
-Endocrine System	Genetic Information Processing	0	0.002522	0.007089	0.01355	0.007289	0.01138	0.01799	0.02003	0.002053
-Circulatory System	Genetic Information Processing	0	0	0	0.0001327	0.009606	0.03175	0.01365	0.0211	0
-Digestive System	Genetic Information Processing	0	0	0.0168	0.01253	0.01242	0.01605	0.0006879	0.009009	0.001867
-Excretory System	Genetic Information Processing	0	0	0.0004741	0.002833	0.004022	0.01782	0.01084	0.01762	0
-Nervous System	Genetic Information Processing	0	2.368e-09	0.01352	0.007732	0.00206	0.00245	0.003944	0.01332	0
-Sensory System	Genetic Information Processing	0	0	0	0	3.112e-05	0.0001229	6.1e-05	0.004232	0
-Development	Genetic Information Processing	0	0	0.002039	0.001241	0.0007614	0.001369	0.0001444	0.001551	0
-Environmental Adaptation	Genetic Information Processing	0	0	0	0.0003043	0.001465	0.001789	0.02572	0.004975	0
Human Diseases	Genetic Information Processing	0.04964	0.04579	0.2655	0.3004	0.1773	0.3101	0.2097	0.2262	0.08959
-Cancers	Genetic Information Processing	0	0.004008	0.0003376	0.0009937	0.001761	0.005536	0.004859	0.01395	0.001379
-Immune System Diseases	Genetic Information Processing	0	0.0004432	0.004107	0.0192	0.01445	0.04307	0.02864	0.01106	0
-Neurodegenerative Diseases	Genetic Information Processing	0.03866	0.0178	0.1659	0.215	0.09276	0.1445	0.1483	0.1047	0.005094
-Cardiovascular Diseases	Genetic Information Processing	0	0	5.319e-06	8.806e-06	0	0	0	0.02223	0
-Metabolic Diseases	Genetic Information Processing	0.009175	0.01263	0.04935	0.04785	0.0334	0.04106	0.008532	0.01509	0.05687
-Infectious Diseases	Genetic Information Processing	0.02024	0.02516	0.03055	0.0328	0.06537	0.1211	0.04599	0.0822	0.06871
Not Mapped	Genetic Information Processing	0.03024	0.2966	0.1114	0.1217	0.7419	1.783	2.516	1.201	1.449
-Not Mapped	Genetic Information Processing	0.03024	0.2966	0.1114	0.1217	0.7419	1.783	2.516	1.201	1.449
TOTAL	-Transcription	72.03	35.64	801.6	950.8	262.6	172.1	95.53	99.6	3545
MAPPED	-Transcription	70.91	31.93	768.6	913.5	206.5	113.3	49.24	63.89	2597
Genetic Information Processing	-Transcription	38.07	12.51	311.3	312.6	77.7	34.99	18.75	30.82	663.1
-Transcription	-Transcription	1	1	1	1	1	1	1	1	1
-Translation	-Transcription	29.04	8.358	288.2	293.6	63.94	23.58	14.01	23.39	541.1
-Folding, Sorting and Degradation	-Transcription	6.122	2.112	14.98	12.81	10.96	8.501	3.365	5.521	110.5
-DNA Maintenance	-Transcription	1.909	1.035	1.912	8.438	1.793	2.015	0.6406	1.029	35.79
-RNA Family	-Transcription	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Transcription	0.1448	0.4448	2.573	12.31	1.527	0.9737	0.476	1.006	66.53
-Signal Transduction	-Transcription	0.1382	0.437	2.537	12.31	0.9194	0.45	0.2317	0.6008	66.53
-Signaling Molecules and Interaction	-Transcription	0	0.002779	0.5217	0.6447	0.8931	0.5952	0.2442	0.532	0
Cellular Processes	-Transcription	0.7375	0.5916	14.82	11.71	3.313	3.489	1.23	3.906	12.97
-Hemoglobin	-Transcription	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Transcription	0	0.01877	9.14	7.377	1.985	1.434	0.8949	1.619	0
-Cytoskeleton	-Transcription	0.1907	0.1367	2.672	2.994	0.8396	0.9738	0.2239	1.24	5.004
-Cell Motility	-Transcription	0.08977	0.413	0	0	0	0	0	0	7.212
-Cell Growth and Death	-Transcription	0.4314	0.05258	4.305	2.408	0.4605	0.4181	0.06795	0.5833	1.469
-Cell Communication	-Transcription	0	0	3.068	3.11	1.251	1.158	0.1696	1.233	0
Metabolism	-Transcription	32.04	17.82	312.1	468.8	78.26	48.72	17.13	14.91	610.6
-Membrane Transport	-Transcription	2.003	3.408	0.09833	0.07244	0.2594	0.1999	0.05901	0.09099	65.2
-Central Carbon Metabolism	-Transcription	5.919	4.233	145.7	175.7	19.66	12.36	5.585	3.81	90.6
-Energy Metabolism	-Transcription	1.87	1.115	59.07	85.7	9.626	5.113	2.915	2.098	100.9
-Biosynthesis	-Transcription	12.7	3.984	38.13	90.08	25.03	15.27	4.244	3.744	152.3
-Other Enzymes	-Transcription	10.04	5.469	81.24	191.9	30.45	17.94	6.229	6.924	218.8
Organismal Systems	-Transcription	0	0.02971	9.849	7.67	2.35	1.989	1.121	2.157	1.372
-Immune System	-Transcription	0	0	3.939	3.529	0.9165	0.8761	0.3403	0.8034	0
-Endocrine System	-Transcription	0	0.02602	1.008	2.272	0.4427	0.3152	0.3279	0.5368	1.196
-Circulatory System	-Transcription	0	0	0	0.03633	0.5057	0.9966	0.2447	0.5666	0
-Digestive System	-Transcription	0	0	5.136	3.409	0.8492	0.4494	0.01225	0.2561	1.08
-Excretory System	-Transcription	0	0	0.09286	0.6805	0.2293	0.531	0.1809	0.4732	0
-Nervous System	-Transcription	0	2.444e-08	4.249	2.871	0.093	0.07972	0.06964	0.3901	0
-Sensory System	-Transcription	0	0	0	0	0.002418	0.003858	0.001101	0.1304	0
-Development	-Transcription	0	0	0.2559	0.147	0.0685	0.04791	0.00255	0.04779	0
-Environmental Adaptation	-Transcription	0	0	0	0.03982	0.08278	0.05823	0.4176	0.1541	0
Human Diseases	-Transcription	1.704	0.4981	64.58	85.5	13.8	10.55	3.902	6.969	42.15
-Cancers	-Transcription	0	0.04788	0.05466	0.175	0.09439	0.1599	0.09112	0.4255	0.7974
-Immune System Diseases	-Transcription	0	0.005329	1.279	5.577	0.7812	1.298	0.5223	0.3252	0
-Neurodegenerative Diseases	-Transcription	1.434	0.2094	48.26	57.77	6.339	4.413	2.708	3.043	3.378
-Cardiovascular Diseases	-Transcription	0	0	0.001495	0.002261	0	0	0	0.528	0
-Metabolic Diseases	-Transcription	0.2886	0.1463	13.45	13.02	2.533	1.131	0.153	0.4043	20.8
-Infectious Diseases	-Transcription	0.746	0.3024	7.947	9.071	4.599	4.237	0.8554	2.533	40.03
Not Mapped	-Transcription	1.12	3.708	32.97	37.25	56.15	58.84	46.29	35.71	948.4
-Not Mapped	-Transcription	1.12	3.708	32.97	37.25	56.15	58.84	46.29	35.71	948.4
TOTAL	-Translation	2.502	4.287	2.886	3.254	4.28	7.607	6.975	4.42	6.555
MAPPED	-Translation	2.463	3.841	2.767	3.126	3.365	5.006	3.595	2.835	4.802
Genetic Information Processing	-Translation	1.326	1.542	1.087	1.065	1.244	1.526	1.375	1.379	1.276
-Transcription	-Translation	0.05474	0.1461	0.008918	0.008217	0.02544	0.05756	0.0809	0.05429	0.01108
-Translation	-Translation	1	1	1	1	1	1	1	1	1
-Folding, Sorting and Degradation	-Translation	0.2268	0.2783	0.05577	0.03615	0.2007	0.3721	0.2637	0.2823	0.2083
-DNA Maintenance	-Translation	0.06287	0.1283	0.007184	0.01701	0.02892	0.08981	0.04785	0.04809	0.08024
-RNA Family	-Translation	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Translation	0.006591	0.05625	0.0105	0.01779	0.02872	0.05306	0.03484	0.05307	0.1279
-Signal Transduction	-Translation	0.006591	0.05526	0.008524	0.01514	0.01541	0.02486	0.01696	0.02951	0.1279
-Signaling Molecules and Interaction	-Translation	0	0.0003347	0.001962	0.002618	0.0178	0.02985	0.01788	0.02888	0
Cellular Processes	-Translation	0.02445	0.07473	0.08157	0.05651	0.06889	0.1677	0.09641	0.1919	0.0269
-Hemoglobin	-Translation	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Translation	0	0.002244	0.07873	0.04738	0.0425	0.06821	0.07141	0.07952	0
-Cytoskeleton	-Translation	0.006622	0.01645	0.01333	0.01229	0.01533	0.04197	0.01606	0.05888	0.009252
-Cell Motility	-Translation	0.003976	0.05272	0	0	0	0	0	0	0.01524
-Cell Growth and Death	-Translation	0.01492	0.006291	0.0171	0.009338	0.007897	0.01856	0.004973	0.02417	0.003289
-Cell Communication	-Translation	0	0	0.02378	0.02513	0.02903	0.06545	0.01275	0.07024	0
Metabolism	-Translation	1.11	2.168	1.268	1.608	1.34	2.164	1.254	0.7249	1.216
-Membrane Transport	-Translation	0.06904	0.4368	0.0008581	0.0004691	0.005996	0.009667	0.004387	0.003996	0.1251
-Central Carbon Metabolism	-Translation	0.2053	0.5151	0.6579	0.6664	0.3214	0.5527	0.4088	0.1602	0.1807
-Energy Metabolism	-Translation	0.06914	0.1439	0.2408	0.2784	0.1646	0.2422	0.2326	0.09835	0.2563
-Biosynthesis	-Translation	0.4881	0.4911	0.1672	0.3617	0.4553	0.6475	0.3104	0.1807	0.3057
-Other Enzymes	-Translation	0.3616	0.7539	0.4576	0.5695	0.5284	0.9354	0.4811	0.3456	0.4598
Organismal Systems	-Translation	0	0.003839	0.04526	0.03911	0.04428	0.1058	0.08779	0.1148	0.004796
-Immune System	-Translation	0	0	0.01552	0.01362	0.01907	0.04523	0.02715	0.03891	0
-Endocrine System	-Translation	0	0.003839	0.007709	0.01443	0.008747	0.01697	0.02399	0.02637	0.002536
-Circulatory System	-Translation	0	0	0	0.0001378	0.01167	0.04678	0.0179	0.02784	0
-Digestive System	-Translation	0	0	0.01782	0.01306	0.01537	0.02449	0.0009145	0.012	0.002281
-Excretory System	-Translation	0	0	0.0005075	0.002953	0.004907	0.02561	0.01443	0.02292	0
-Nervous System	-Translation	0	3.596e-09	0.01428	0.008126	0.002581	0.003539	0.005458	0.01837	0
-Sensory System	-Translation	0	0	0	0	3.781e-05	0.0001811	8.143e-05	0.005695	0
-Development	-Translation	0	0	0.002171	0.001297	0.0009202	0.002032	0.0001999	0.002087	0
-Environmental Adaptation	-Translation	0	0	0	0.0003207	0.00179	0.002585	0.03358	0.006386	0
Human Diseases	-Translation	0.06523	0.07017	0.2801	0.3139	0.2155	0.457	0.2799	0.298	0.1143
-Cancers	-Translation	0	0.006179	0.0003613	0.001051	0.00219	0.008072	0.006535	0.01877	0.001688
-Immune System Diseases	-Translation	0	0.0006738	0.004466	0.02045	0.01787	0.06337	0.03794	0.0142	0
-Neurodegenerative Diseases	-Translation	0.04974	0.02705	0.1776	0.2257	0.1132	0.2208	0.2017	0.1445	0.006246
-Cardiovascular Diseases	-Translation	0	0	5.635e-06	9.191e-06	0	0	0	0.03048	0
-Metabolic Diseases	-Translation	0.01189	0.01903	0.05235	0.04988	0.04075	0.06036	0.01119	0.01986	0.06973
-Infectious Diseases	-Translation	0.02573	0.03821	0.03237	0.03405	0.07887	0.1797	0.06106	0.1103	0.0834
Not Mapped	-Translation	0.03888	0.4461	0.1187	0.1275	0.9152	2.6	3.38	1.585	1.754
-Not Mapped	-Translation	0.03888	0.4461	0.1187	0.1275	0.9152	2.6	3.38	1.585	1.754
TOTAL	-Folding, Sorting and Degradation	12.7	16.87	64.82	109.5	25.5	23.41	34.41	20.81	41.62
MAPPED	-Folding, Sorting and Degradation	12.5	15.12	62.15	105.2	20.05	15.41	17.74	13.35	30.48
Genetic Information Processing	-Folding, Sorting and Degradation	6.526	5.923	24.29	35.23	7.354	4.51	6.718	6.214	7.557
-Transcription	-Folding, Sorting and Degradation	0.2521	0.5357	0.1716	0.271	0.1383	0.1592	0.3908	0.2241	0.05567
-Translation	-Folding, Sorting and Degradation	5.096	3.96	22.96	33.76	6.129	3.125	5.06	4.776	6.388
-Folding, Sorting and Degradation	-Folding, Sorting and Degradation	1	1	1	1	1	1	1	1	1
-DNA Maintenance	-Folding, Sorting and Degradation	0.2732	0.4895	0.1649	0.5436	0.1801	0.2666	0.2344	0.2194	0.5046
-RNA Family	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Folding, Sorting and Degradation	0.03191	0.2146	0.1968	0.4746	0.1511	0.1468	0.144	0.2025	0.772
-Signal Transduction	-Folding, Sorting and Degradation	0.03191	0.2108	0.194	0.4746	0.08728	0.07165	0.07461	0.1347	0.772
-Signaling Molecules and Interaction	-Folding, Sorting and Degradation	0	0.001329	0.03483	0.07622	0.09481	0.08319	0.06509	0.1017	0
Cellular Processes	-Folding, Sorting and Degradation	0.1246	0.2824	1.471	1.747	0.3901	0.4708	0.4135	0.7999	0.1533
-Hemoglobin	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Folding, Sorting and Degradation	0	0.00871	1.42	1.445	0.2498	0.1856	0.3498	0.3628	0
-Cytoskeleton	-Folding, Sorting and Degradation	0.03361	0.06472	0.2353	0.354	0.08966	0.1312	0.07069	0.2251	0.05874
-Cell Motility	-Folding, Sorting and Degradation	0.01886	0.1971	0	0	0	0	0	0	0.08477
-Cell Growth and Death	-Folding, Sorting and Degradation	0.07603	0.02488	0.3553	0.2978	0.04828	0.05812	0.01842	0.1212	0.01726
-Cell Communication	-Folding, Sorting and Degradation	0	0	0.4812	0.7817	0.1671	0.1807	0.06503	0.2764	0
Metabolism	-Folding, Sorting and Degradation	5.604	8.434	23.92	48.69	7.662	6.44	5.948	3.356	7.526
-Membrane Transport	-Folding, Sorting and Degradation	0.3399	1.651	0.0196	0.01476	0.03364	0.02675	0.02026	0.0175	0.7119
-Central Carbon Metabolism	-Folding, Sorting and Degradation	0.9616	1.922	15.11	23.85	1.97	1.654	1.831	0.7549	0.9163
-Energy Metabolism	-Folding, Sorting and Degradation	0.3398	0.5527	4.527	8.157	0.8989	0.6075	1.139	0.4071	1.426
-Biosynthesis	-Folding, Sorting and Degradation	2.391	1.868	3.741	10.88	2.673	1.902	1.431	0.8035	1.764
-Other Enzymes	-Folding, Sorting and Degradation	1.774	2.826	8.402	19.23	2.997	2.643	2.373	1.493	2.575
Organismal Systems	-Folding, Sorting and Degradation	0	0.01516	0.8164	1.193	0.2649	0.2959	0.4141	0.4869	0.02308
-Immune System	-Folding, Sorting and Degradation	0	0	0.3019	0.4357	0.09502	0.1216	0.133	0.1858	0
-Endocrine System	-Folding, Sorting and Degradation	0	0.01444	0.1636	0.4602	0.05361	0.047	0.1065	0.1203	0.01447
-Circulatory System	-Folding, Sorting and Degradation	0	0	0	0.004992	0.06808	0.1389	0.09041	0.127	0
-Digestive System	-Folding, Sorting and Degradation	0	0	0.3429	0.403	0.08669	0.06777	0.004206	0.04876	0.01454
-Excretory System	-Folding, Sorting and Degradation	0	0	0.009098	0.09116	0.0272	0.07761	0.07069	0.1095	0
-Nervous System	-Folding, Sorting and Degradation	0	1.356e-08	0.323	0.2683	0.01286	0.01108	0.0207	0.07217	0
-Sensory System	-Folding, Sorting and Degradation	0	0	0	0	0.0002205	0.0005376	0.0003566	0.02147	0
-Development	-Folding, Sorting and Degradation	0	0	0.04392	0.03984	0.005333	0.005637	0.000758	0.008239	0
-Environmental Adaptation	-Folding, Sorting and Degradation	0	0	0	0.01012	0.01077	0.008095	0.1819	0.03203	0
Human Diseases	-Folding, Sorting and Degradation	0.3133	0.2522	5.78	9.641	1.257	1.357	1.409	1.289	0.6364
-Cancers	-Folding, Sorting and Degradation	0	0.02229	0.007093	0.03255	0.01257	0.02306	0.02876	0.07075	0.009373
